StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,IRQ3,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-16_07-42-16.871767402,1526449336.874335739,,2018-05-16_07-42-16.894164648,1526449336.896747312,0.10,0.07,0.06,,,160762946,81680387,82652086,82541815,89685,8,695050,15890989,1865,0,112913,21483,0,0,7707080,7111780,7024752,2108,158332
2018-05-16_07-42-16.944874414,1526449336.947536939,,2018-05-16_07-42-16.961370668,1526449336.964032405,0.10,0.07,0.06,,,160762947,81680387,82652086,82541815,89688,8,695055,15891007,1865,0,112913,21483,0,0,7707080,7112432,7025600,2108,158332
2018-05-16_07-42-17.007062750,1526449337.009653948,,2018-05-16_07-42-17.021358570,1526449337.023968108,0.10,0.07,0.06,,,160762948,81680387,82652087,82541815,89690,8,695060,15891023,1865,0,112913,21483,0,0,7707080,7112652,7025624,2108,158332
2018-05-16_07-42-17.066426823,1526449337.068992302,,2018-05-16_07-42-17.081137870,1526449337.083703045,0.10,0.07,0.06,,,160762949,81680387,82652087,82541816,89692,8,695065,15891040,1865,0,112913,21483,0,0,7707080,7112508,7025172,2108,158332
2018-05-16_07-42-17.125790864,1526449337.128385481,,2018-05-16_07-42-17.140424533,1526449337.143066151,0.09,0.07,0.06,,,160762950,81680387,82652087,82541816,89694,8,695070,15891056,1865,0,112913,21483,0,0,7707080,7112792,7025484,2108,158332
2018-05-16_07-42-17.188842714,1526449337.191419726,,2018-05-16_07-42-17.203147394,1526449337.205724819,0.09,0.07,0.06,,,160762951,81680388,82652087,82541816,89696,8,695075,15891074,1865,0,112913,21484,0,0,7707080,7112276,7025444,2108,158332
2018-05-16_07-42-17.248599144,1526449337.251139063,,2018-05-16_07-42-17.262774129,1526449337.265321533,0.09,0.07,0.06,,,160762952,81680388,82652087,82541817,89698,8,695081,15891090,1865,0,112913,21484,0,0,7707080,7113348,7026252,2108,158336
2018-05-16_07-42-17.307552390,1526449337.310125915,,2018-05-16_07-42-17.322139856,1526449337.324688039,0.09,0.07,0.06,,,160762953,81680388,82652088,82541817,89700,8,695086,15891106,1865,0,112913,21484,0,0,7707080,7112752,7025924,2108,158336
2018-05-16_07-42-17.367190440,1526449337.369792007,,2018-05-16_07-42-17.381344135,1526449337.383942590,0.09,0.07,0.06,,,160762954,81680389,82652088,82541817,89702,8,695091,15891123,1865,0,112913,21484,0,0,7707080,7112488,7025464,2108,158336
2018-05-16_07-42-17.425976748,1526449337.428540307,,2018-05-16_07-42-17.440324481,1526449337.442907961,0.09,0.07,0.06,,,160762955,81680389,82652088,82541817,89703,8,695096,15891139,1865,0,112913,21484,0,0,7707080,7112336,7025364,2108,158336
2018-05-16_07-42-17.485545727,1526449337.488120811,,2018-05-16_07-42-17.513147007,1526449337.515819020,0.09,0.07,0.06,,,160762956,81680389,82652089,82541817,89705,8,695103,15891160,1865,0,112913,21484,0,0,7707080,7112492,7025368,2108,158336
2018-05-16_07-42-17.558354526,1526449337.561143020,,2018-05-16_07-42-17.573272765,1526449337.575849802,0.09,0.07,0.06,,,160762957,81680389,82652089,82541818,89708,8,695108,15891176,1865,0,112913,21484,0,0,7707080,7112620,7025804,2108,158336
2018-05-16_07-42-17.618063894,1526449337.620628326,,2018-05-16_07-42-17.632241181,1526449337.634798434,0.09,0.07,0.06,,,160762958,81680389,82652089,82541818,89709,8,695113,15891193,1865,0,112913,21484,0,0,7707080,7112560,7025480,2108,158336
2018-05-16_07-42-17.677193738,1526449337.679804613,,2018-05-16_07-42-17.691368720,1526449337.693985848,0.09,0.07,0.06,,,160762959,81680390,82652089,82541818,89710,8,695119,15891209,1865,0,112913,21484,0,0,7707080,7113208,7026184,2108,158336
