StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,IRQ3,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-16_09-42-22.450104122,1526456542.452718773,16509021440,2018-05-16_09-42-52.511883616,1526456572.514749583,1.10,0.84,0.81,43397959734,43055601284010,282208778,146058755,147715391,148881402,96793,8,1091794,18128799,1865,0,197783,21590,0,0,7707080,7109900,7023880,2108,158688
2018-05-16_09-42-52.576585370,1526456572.579200032,22262153283,2018-05-16_09-43-22.627671784,1526456602.631115636,0.86,0.81,0.80,43485945360,43139561916602,282504382,147329419,147715391,148881402,96818,8,1093500,18137802,1865,0,198003,21590,0,0,7707080,7110260,7024240,2108,158688
2018-05-16_09-43-22.703404797,1526456602.706385807,22478559746,2018-05-16_09-43-52.761812502,1526456632.765615984,0.86,0.81,0.80,43595180586,43224339052406,282803832,147329419,149078231,148881402,96848,8,1095387,18146667,1865,0,198235,21590,0,0,7707080,7110352,7024724,2108,158688
2018-05-16_09-43-52.818693761,1526456632.821754758,22222193975,2018-05-16_09-44-22.869967673,1526456662.872876253,0.79,0.80,0.79,43682783712,43308151016386,283101357,147329419,149078231,150155675,96877,8,1097089,18155643,1865,0,198438,21590,0,0,7707080,7110616,7024792,2108,158688
2018-05-16_09-44-22.921720805,1526456662.924421887,22268353603,2018-05-16_09-44-52.969680862,1526456692.972368660,0.89,0.82,0.80,43770454458,43392137369208,283398460,148595432,149078231,150155675,96904,8,1098826,18164598,1865,0,198658,21590,0,0,7707080,7110536,7024712,2108,158688
2018-05-16_09-44-53.020869276,1526456693.023462774,15052779147,2018-05-16_09-45-23.080965731,1526456723.083599253,1.02,0.85,0.81,43866615564,43448928045902,284830877,148595432,149078231,150155675,96942,8,1100773,18173628,1865,0,199666,21591,0,0,7707080,7110544,7024732,2108,158688
2018-05-16_09-45-23.132418257,1526456723.135066448,22266730605,2018-05-16_09-45-53.184792113,1526456753.187900808,0.96,0.85,0.81,43954558530,43532909008248,285129934,148595439,149078231,151442752,96979,8,1102383,18182599,1865,0,199876,21592,0,0,7707080,7097664,7011644,2108,158696
2018-05-16_09-45-53.245417495,1526456753.248123083,22264674929,2018-05-16_09-46-23.320061941,1526456783.323081027,0.84,0.83,0.81,44042382576,43616880324470,285426105,148595439,150367103,151442754,97010,8,1104114,18191636,1865,0,200082,21592,0,0,7707080,7097796,7011716,2108,158696
2018-05-16_09-46-23.374475626,1526456783.377149513,16393240873,2018-05-16_09-46-53.428055696,1526456813.431020172,0.82,0.83,0.81,44065813242,43678711126494,286039230,148595439,150367116,151442758,97044,8,1105182,18201916,1865,0,200279,21593,0,0,7707080,7097548,7011484,2108,158700
2018-05-16_09-46-53.481366762,1526456813.484194881,16442363232,2018-05-16_09-47-23.531621937,1526456843.535130628,0.76,0.82,0.80,44089222128,43740726001608,286161373,149134913,150367131,151442759,97069,8,1106308,18212199,1865,0,200333,21593,0,0,7707080,7097520,7011708,2108,158708
2018-05-16_09-47-23.584749551,1526456843.587618582,16435547204,2018-05-16_09-47-53.646295260,1526456873.650600108,0.54,0.76,0.78,44113089954,43802715754152,286285675,149134916,150926369,151442760,97093,8,1107401,18222556,1865,0,200394,21593,0,0,7707080,7098972,7011760,2108,158708
2018-05-16_09-47-53.722647470,1526456873.726758250,16390046685,2018-05-16_09-48-23.773444963,1526456903.776158814,0.45,0.72,0.77,44136934020,43864534130674,286410931,149134916,150926378,152001216,97113,8,1108522,18232896,1865,0,200441,21594,0,0,7707080,7097440,7011824,2108,158708
2018-05-16_09-48-23.820011969,1526456903.822602884,16437963225,2018-05-16_09-48-53.876418973,1526456933.879158510,0.42,0.68,0.75,44160346566,43926534179370,286535309,149678093,150926384,152001216,97134,8,1109641,18243231,1865,0,200493,21594,0,0,7707080,7110180,7024172,2108,158704
2018-05-16_09-48-53.925338192,1526456933.927918643,16438714377,2018-05-16_09-49-23.984140490,1526456963.988163960,0.39,0.65,0.74,44183807652,43988535391096,287148717,149678093,150926388,152001216,97158,8,1110748,18253569,1865,0,200711,21594,0,0,7707080,7110380,7024068,2108,158704
2018-05-16_09-49-24.032479899,1526456964.035107153,16376466179,2018-05-16_09-49-54.091776881,1526456994.096217027,0.30,0.60,0.72,44207715918,44050302272928,287275520,149678093,150926388,152561899,97181,8,1111849,18263928,1865,0,200767,21595,0,0,7707080,7110672,7024664,2108,158704
2018-05-16_09-49-54.147467192,1526456994.150068511,16427945536,2018-05-16_09-50-24.201233426,1526457024.204422383,0.43,0.61,0.72,44231157744,44112263495004,287399424,149678093,151475830,152561899,97206,8,1112950,18274270,1865,0,200821,21595,0,0,7707080,7110236,7024232,2108,158712
2018-05-16_09-50-24.253868656,1526457024.256583532,16017654744,2018-05-16_09-50-54.310600293,1526457054.313411896,0.66,0.64,0.73,44338876050,44172690774316,288786003,149678093,151475830,152561899,97227,8,1114939,18283298,1865,0,201804,21596,0,0,7707080,7110584,7024580,2108,158712
2018-05-16_09-50-54.359768428,1526457054.362525740,22301632111,2018-05-16_09-51-24.409458239,1526457084.412136205,0.85,0.69,0.74,44484926976,44256800790064,289086310,151185825,151475830,152561899,97267,8,1116907,18291851,1865,0,202051,21596,0,0,7707080,7109924,7023772,2108,158712
2018-05-16_09-51-24.456305299,1526457084.459025009,22512932629,2018-05-16_09-51-54.507014623,1526457114.509698430,0.85,0.71,0.75,44599014342,44341710263360,289385554,151185825,153078239,152561899,97294,8,1118832,18300626,1865,0,202253,21597,0,0,7707080,7111132,7025276,2108,158712
2018-05-16_09-51-54.558676116,1526457114.561247205,22470682271,2018-05-16_09-52-24.613338218,1526457144.616242436,0.91,0.73,0.76,44747718108,44426461172304,289685451,151185825,153078239,154110183,97322,8,1120854,18309265,1865,0,202484,21597,0,0,7707080,7110308,7024500,2108,158712
2018-05-16_09-52-24.671985302,1526457144.674669721,22322458818,2018-05-16_09-52-54.726675762,1526457174.729287686,0.87,0.74,0.76,44892448494,44510650907866,289982294,152655612,153078239,154110183,97353,8,1122865,18317853,1865,0,202731,21597,0,0,7707080,7110384,7024320,2108,158712
2018-05-16_09-52-54.777878213,1526457174.780450022,15882752302,2018-05-16_09-53-24.840604056,1526457204.843616318,0.92,0.77,0.77,44997935160,44570570929342,291344308,152655612,153078239,154110183,97374,8,1124797,18326881,1865,0,203769,21598,0,0,7707080,7110764,7024760,2108,158712
2018-05-16_09-53-24.890587531,1526457204.893423904,22318578479,2018-05-16_09-53-54.941634515,1526457234.944341451,0.86,0.77,0.77,45144918006,44654745941640,291645054,152655620,153078239,155632984,97419,8,1126824,18335485,1865,0,204017,21598,0,0,7707080,7098160,7012304,2108,158720
2018-05-16_09-53-54.990734037,1526457234.993454534,22388389025,2018-05-16_09-54-25.038388098,1526457265.041054229,0.94,0.80,0.78,45257174172,44739185237812,291945043,152655625,154617344,155632987,97454,8,1128722,18344248,1865,0,204223,21599,0,0,7707080,7096684,7010880,2108,158728
2018-05-16_09-54-25.089870327,1526457265.092471229,15227377177,2018-05-16_09-54-55.142012219,1526457295.144814366,1.05,0.83,0.79,45356243478,44796622797040,293372917,152655628,154617349,155632990,97479,8,1130685,18353273,1865,0,205227,21599,0,0,7707080,7097256,7011452,2108,158728
2018-05-16_09-54-55.192156874,1526457295.194764145,22180938966,2018-05-16_09-55-25.248322876,1526457325.251153718,1.04,0.85,0.80,45441119784,44880278283074,293669052,153874503,154617356,155632994,97508,8,1132408,18362272,1865,0,205421,21600,0,0,7707080,7097692,7011692,2108,158732
2018-05-16_09-55-25.296154526,1526457325.298899905,22239701897,2018-05-16_09-55-55.352866708,1526457355.355781196,1.07,0.87,0.80,45526349730,44964155753852,293965931,153874503,155870300,155632995,97548,8,1134142,18371292,1865,0,205621,21600,0,0,7707080,7096868,7011072,2108,158736
2018-05-16_09-55-55.410174911,1526457355.412964326,22427512335,2018-05-16_09-56-25.461726921,1526457385.464530291,1.12,0.89,0.81,45629185296,45048742284350,294265475,153874503,155870311,156832639,97575,8,1135949,18380263,1865,0,205825,21600,0,0,7707080,7097512,7011452,2108,158736
2018-05-16_09-56-25.512987463,1526457385.515617877,22464113182,2018-05-16_09-56-55.562109454,1526457415.565389927,1.00,0.89,0.81,45733490562,45133466305836,294565791,155151367,155870318,156832640,97605,8,1137791,18389120,1865,0,206061,21600,0,0,7707080,7109572,7023784,2108,158728
2018-05-16_09-56-55.616436930,1526457415.619192971,15384596393,2018-05-16_09-57-25.671965796,1526457445.674794549,1.05,0.91,0.82,45832823568,45191503535300,296025854,155151367,155870321,156832640,97634,8,1139729,18398147,1865,0,207087,21601,0,0,7707080,7110116,7024328,2108,158728
2018-05-16_09-57-25.723262939,1526457445.725956404,22388761061,2018-05-16_09-57-55.780315523,1526457475.783252278,0.79,0.86,0.81,45917902374,45275945574102,296323208,155151367,155870321,158090908,97661,8,1141357,18407237,1865,0,207286,21601,0,0,7707080,7110328,7024284,2108,158728
2018-05-16_09-57-55.843908331,1526457475.846559850,22496844113,2018-05-16_09-58-25.898540642,1526457505.901357112,0.95,0.89,0.82,46025356680,45360794038466,296624588,155151367,157203925,158090908,97686,8,1143230,18416127,1865,0,207531,21601,0,0,7707080,7110116,7024132,2108,158728
2018-05-16_09-58-25.978941498,1526457505.981824543,15511718949,2018-05-16_09-58-56.036601254,1526457536.039306221,1.19,0.95,0.84,46125557346,45419309261840,298076133,155151367,157203925,158090908,97710,8,1145196,18425155,1865,0,208535,21601,0,0,7707080,7110104,7024316,2108,158728
2018-05-16_09-58-56.092314602,1526457536.095329292,22444098831,2018-05-16_09-59-26.142592664,1526457566.145816698,1.00,0.92,0.84,46229567352,45503957226994,298376908,156459631,157203925,158090908,97737,8,1147031,18433996,1865,0,208783,21602,0,0,7707080,7111144,7025104,2108,158728
2018-05-16_09-59-26.195100942,1526457566.197756694,22535342231,2018-05-16_09-59-56.248340033,1526457596.250999883,1.00,0.93,0.84,46337129598,45588951742850,298678282,156459631,158557797,158090908,97766,8,1148903,18442871,1865,0,209049,21602,0,0,7707080,7109948,7023928,2108,158728
2018-05-16_09-59-56.298618904,1526457596.301354609,22408647527,2018-05-16_10-00-26.360735896,1526457626.363559662,0.87,0.91,0.84,46442599584,45673466578680,298979673,156459631,158557797,159358934,97802,8,1150529,18451830,1865,0,209271,21602,0,0,7707080,7109924,7024136,2108,158732
2018-05-16_10-00-26.425859914,1526457626.428630703,22244587817,2018-05-16_10-00-56.476482743,1526457656.479151222,0.91,0.91,0.84,46529502210,45757361714356,299276803,157716004,158557797,159358934,97845,8,1152344,18460758,1865,0,209511,21602,0,0,7707080,7110060,7023812,2108,158736
2018-05-16_10-00-56.555935592,1526457656.558763987,15247210397,2018-05-16_10-01-26.617255445,1526457686.620939447,0.95,0.92,0.85,46625928276,45814883517400,300750917,157716004,158557797,159358934,97886,8,1154292,18469775,1865,0,210526,21603,0,0,7707080,7110376,7024284,2108,158736
2018-05-16_10-01-26.677866383,1526457686.681196167,22337168027,2018-05-16_10-01-56.731446564,1526457716.734552928,0.75,0.88,0.84,46728974082,45899129186806,301052755,157716006,158557805,160555493,97918,8,1156100,18478723,1865,0,210765,21603,0,0,7707080,7097020,7010960,2108,158752
2018-05-16_10-01-56.784648940,1526457716.787245869,22428771321,2018-05-16_10-02-26.834775109,1526457746.837542914,0.79,0.88,0.84,46836195048,45983719952378,301354472,157716009,159869150,160555493,97952,8,1157943,18487590,1865,0,211006,21604,0,0,7707080,7097420,7011616,2108,158752
2018-05-16_10-02-26.885334522,1526457746.887956933,15779257906,2018-05-16_10-02-56.943829576,1526457776.946738978,1.05,0.94,0.86,46938056034,46043241462238,302719249,157716012,159869157,160555493,97979,8,1159889,18496614,1865,0,212029,21604,0,0,7707080,7097488,7011488,2108,158752
