StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_20-59-48.386778988,1526065188.388984003,14021188448,2018-05-11_21-00-18.429733409,1526065218.432042510,0.18,0.15,0.15,4071392436,2465403664066,0,0,0,1438,0,57258,1251361,1905,0,280,6032,0,0,7707080,7331808,7240216,2108,145160
2018-05-11_21-00-18.465851943,1526065218.468015858,9908581228,2018-05-11_21-00-48.511532866,1526065248.513794091,0.28,0.18,0.16,4121462142,2502608725622,0,0,0,1450,0,58121,1262221,1905,0,283,6087,0,0,7707080,7332232,7240436,2108,145160
2018-05-11_21-00-48.547639371,1526065248.549773439,5683445502,2018-05-11_21-01-18.591516430,1526065278.593780496,0.31,0.20,0.17,4162836954,2523947187014,0,0,0,1460,0,58645,1273463,1908,0,285,6155,0,0,7707080,7331512,7239828,2108,145204
2018-05-11_21-01-18.627567514,1526065278.629772869,6045936341,2018-05-11_21-01-48.671726964,1526065308.673951096,0.31,0.21,0.17,4207599480,2546642981976,0,0,0,1466,0,59116,1284724,1908,0,285,6233,0,0,7707080,7331796,7240308,2108,145204
2018-05-11_21-01-48.708608169,1526065308.710752760,5996854772,2018-05-11_21-02-18.751617770,1526065338.753837157,0.24,0.21,0.17,4253262246,2569155337614,0,0,0,1475,0,59607,1295963,1908,0,285,6305,0,0,7707080,7331632,7239940,2108,145204
2018-05-11_21-02-18.788697904,1526065338.790871446,5960783349,2018-05-11_21-02-48.833677834,1526065368.835894462,0.20,0.20,0.17,4294569072,2591536630340,0,0,0,1487,0,60158,1307184,1908,0,286,6456,0,0,7707080,7331912,7240432,2108,145208
2018-05-11_21-02-48.870172226,1526065368.872344497,5727426618,2018-05-11_21-03-18.913522493,1526065398.915711304,0.19,0.20,0.17,4336080678,2613035987834,0,0,0,1495,0,60596,1318494,1908,0,286,6582,0,0,7707080,7331708,7240032,2108,145208
2018-05-11_21-03-18.950875025,1526065398.953053422,5805872963,2018-05-11_21-03-48.994626010,1526065428.996866908,0.11,0.18,0.17,4377578844,2634833796244,0,0,0,1502,0,61105,1329746,1908,0,286,7002,0,0,7707080,7331528,7239852,2108,145208
2018-05-11_21-03-49.032187355,1526065429.034348684,5953166830,2018-05-11_21-04-19.077446652,1526065459.079658118,0.12,0.18,0.17,4419007590,2657186874670,0,0,0,1510,0,61669,1340965,1908,0,287,7202,0,0,7707080,7331512,7240032,2108,145208
2018-05-11_21-04-19.114148062,1526065459.116303169,6025913589,2018-05-11_21-04-49.158437758,1526065489.160665373,0.15,0.18,0.17,4450538316,2679809858542,0,0,0,1518,0,62166,1352246,1908,0,287,7392,0,0,7707080,7331644,7239968,2108,145208
2018-05-11_21-04-49.194246026,1526065489.196378678,5828613119,2018-05-11_21-05-19.239474556,1526065519.241680222,0.21,0.19,0.17,4493431302,2701695504694,0,0,0,1525,0,62715,1363471,1908,0,287,7750,0,0,7707080,7331236,7239560,2108,145208
2018-05-11_21-05-19.275406208,1526065519.277542424,6029570747,2018-05-11_21-05-49.320441061,1526065549.322651454,0.13,0.17,0.16,4538171748,2724332240920,0,0,0,1534,0,63229,1374703,1908,0,287,7776,0,0,7707080,7331996,7239752,2108,145208
2018-05-11_21-05-49.357560422,1526065549.359700280,5990092692,2018-05-11_21-06-19.400479553,1526065579.402699328,0.13,0.17,0.16,4583011254,2746819908120,0,0,0,1541,0,63737,1385944,1908,0,287,7802,0,0,7707080,7332108,7240432,2108,145208
2018-05-11_21-06-19.437781398,1526065579.439929491,5994889079,2018-05-11_21-06-49.481562193,1526065609.483807914,0.21,0.19,0.17,4624942740,2769326210276,0,0,0,1548,0,64251,1397187,1908,0,287,7830,0,0,7707080,7332188,7240240,2108,145208
2018-05-11_21-06-49.517658341,1526065609.519792418,5857809881,2018-05-11_21-07-19.560933054,1526065639.563148247,0.13,0.17,0.16,4666592406,2791319830948,0,0,0,1560,0,64808,1408405,1908,0,288,7948,0,0,7707080,7329836,7238472,2108,145208
2018-05-11_21-07-19.599008525,1526065639.601186270,5669879791,2018-05-11_21-07-49.642536720,1526065669.644722430,0.08,0.15,0.16,4707621612,2812605302312,0,0,0,1571,0,65304,1419675,1909,0,288,8009,0,0,7707080,7331584,7240096,2108,145252
2018-05-11_21-07-49.678292358,1526065669.680471926,5965972250,2018-05-11_21-08-19.721473193,1526065699.723661643,0.12,0.16,0.16,4749283398,2835004292946,0,0,0,1581,0,65845,1430911,1909,0,288,8047,0,0,7707080,7331960,7240324,2108,145252
2018-05-11_21-08-19.758428548,1526065699.760609342,6027227673,2018-05-11_21-08-49.802476486,1526065729.804662149,0.15,0.16,0.16,4790529564,2857629684614,0,0,0,1589,0,66302,1442197,1909,0,289,8103,0,0,7707080,7332060,7240268,2108,145256
2018-05-11_21-08-49.838405008,1526065729.840537523,6015953554,2018-05-11_21-09-19.881498936,1526065759.883724712,0.16,0.16,0.16,4832828610,2880216342028,0,0,0,1599,0,66845,1453349,1909,0,290,8146,0,0,7707080,7331400,7239764,2108,145256
2018-05-11_21-09-19.918208320,1526065759.920366613,6014448438,2018-05-11_21-09-49.962529591,1526065789.964753880,0.24,0.18,0.16,4875024576,2902798710784,0,0,0,1608,0,67496,1464472,1909,0,290,8166,0,0,7707080,7331884,7240204,2108,145256
2018-05-11_21-09-49.998442331,1526065790.000609349,5983521379,2018-05-11_21-10-20.043838903,1526065820.046010379,0.20,0.18,0.16,4916718402,2925264077472,0,0,0,1620,0,68036,1475704,1909,0,290,8255,0,0,7707080,7331640,7240016,2108,145264
2018-05-11_21-10-20.080244253,1526065820.082381471,5956627019,2018-05-11_21-10-50.123445467,1526065850.125636474,0.23,0.19,0.16,4961530308,2947628667392,0,0,0,1628,0,68601,1486918,1909,0,290,8341,0,0,7707080,7331992,7240368,2108,145264
2018-05-11_21-10-50.159481515,1526065850.161634500,6051296595,2018-05-11_21-11-20.201501897,1526065880.203702498,0.14,0.17,0.16,5006147634,2970346552816,0,0,0,1636,0,69214,1498044,1909,0,294,8402,0,0,7707080,7332176,7240356,2108,145264
2018-05-11_21-11-20.237332351,1526065880.239515176,6054608425,2018-05-11_21-11-50.280490213,1526065910.282674412,0.16,0.17,0.16,5051106840,2993077383492,0,0,0,1646,0,69737,1509173,1909,0,295,8497,0,0,7707080,7331888,7240264,2108,145264
2018-05-11_21-11-50.317571041,1526065910.319738972,6051414070,2018-05-11_21-12-20.362275754,1526065940.364480324,0.27,0.20,0.17,5082203046,3015795648012,0,0,0,1656,0,70244,1520438,1909,0,295,8612,0,0,7707080,7331912,7240484,2108,145264
2018-05-11_21-12-20.398374775,1526065940.400520917,6051363755,2018-05-11_21-12-50.441664466,1526065970.443888587,0.31,0.21,0.17,5127076752,3038514850162,0,0,0,1664,0,70763,1531570,1909,0,295,8688,0,0,7707080,7331628,7239888,2108,145264
2018-05-11_21-12-50.477455180,1526065970.479620944,5997660724,2018-05-11_21-13-20.522500303,1526066000.524696427,0.24,0.21,0.17,5162397198,3061035446446,0,0,0,1671,0,71315,1542812,1909,0,295,8760,0,0,7707080,7331836,7240212,2108,145264
2018-05-11_21-13-20.558411092,1526066000.560570141,5969435241,2018-05-11_21-13-50.602435324,1526066030.604604802,0.22,0.21,0.17,5205019044,3083449746524,0,0,0,1679,0,71875,1554035,1909,0,295,8869,0,0,7707080,7332476,7240644,2108,145264
2018-05-11_21-13-50.639433228,1526066030.641621733,6025016936,2018-05-11_21-14-20.684480243,1526066060.686678252,0.21,0.20,0.17,5250269190,3106072644038,0,0,0,1688,0,72537,1565140,1909,0,295,8928,0,0,7707080,7332224,7240532,2108,145264
2018-05-11_21-14-20.722034647,1526066060.724224508,6068182533,2018-05-11_21-14-50.765451858,1526066090.767640616,0.18,0.20,0.17,5292251436,3128853904820,0,0,0,1699,0,73137,1576281,1909,0,295,8996,0,0,7707080,7332164,7240540,2108,145264
2018-05-11_21-14-50.802688110,1526066090.804869268,5997625476,2018-05-11_21-15-20.846378525,1526066120.848519419,0.31,0.23,0.18,5334034062,3151372588476,0,0,0,1707,0,73686,1587503,1909,0,299,9055,0,0,7707080,7331580,7239904,2108,145264
2018-05-11_21-15-20.882716280,1526066120.884887493,5996671338,2018-05-11_21-15-50.927461793,1526066150.929691718,0.25,0.22,0.18,5375597988,3173888822788,0,0,0,1714,0,74241,1598726,1909,0,303,9109,0,0,7707080,7331720,7240096,2108,145264
