StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-15_21-46-24.592311752,1526413584.594915237,16836533479,2018-05-15_21-46-54.642179092,1526413614.644898670,0.56,0.56,0.61,,,,,,7662,0,368972,2159381,1835,0,70302,138,0,0,7707080,7125960,7034632,2108,146308
2018-05-15_21-46-54.702669415,1526413614.705325550,23748379909,2018-05-15_21-47-24.761533762,1526413644.765657677,0.64,0.58,0.62,,,,,,7690,0,370600,2168667,1835,0,70442,138,0,0,7707080,7125604,7034280,2108,146308
2018-05-15_21-47-24.813119947,1526413644.815734071,16291032702,2018-05-15_21-47-54.874526145,1526413674.877351437,0.78,0.62,0.63,,,,,,7724,0,372578,2177671,1835,0,71440,140,0,0,7707080,7125992,7034592,2108,146312
2018-05-15_21-47-54.921213395,1526413674.923848857,23718362964,2018-05-15_21-48-24.973258746,1526413704.976252134,0.87,0.66,0.64,,,,,,7752,0,374101,2187152,1835,0,71568,140,0,0,7707080,7126020,7034696,2108,146312
2018-05-15_21-48-25.022817239,1526413705.025814411,23623840912,2018-05-15_21-48-55.072637148,1526413735.075935983,0.87,0.68,0.65,,,,,,7779,0,375580,2196617,1835,0,71696,141,0,0,7707080,7138796,7047472,2108,146304
2018-05-15_21-48-55.120639884,1526413735.123445151,17531069603,2018-05-15_21-49-25.180543724,1526413765.183427005,0.92,0.71,0.66,,,,,,7807,0,377582,2205643,1835,0,72658,141,0,0,7707080,7138808,7047684,2108,146304
2018-05-15_21-49-25.224284969,1526413765.226982616,23670749697,2018-05-15_21-49-55.279200208,1526413795.282024819,0.61,0.66,0.65,,,,,,7830,0,379131,2214956,1835,0,72829,141,0,0,7707080,7138488,7047164,2108,146304
2018-05-15_21-49-55.340542600,1526413795.343520317,23715896298,2018-05-15_21-50-25.395566807,1526413825.399083034,0.52,0.63,0.64,,,,,,7872,0,380749,2224401,1835,0,72975,142,0,0,7707080,7137184,7045620,2108,146304
2018-05-15_21-50-25.441446267,1526413825.444035113,23738401908,2018-05-15_21-50-55.498792133,1526413855.501994710,0.50,0.62,0.63,,,,,,7897,0,382344,2233748,1835,0,73134,142,0,0,7707080,7138404,7047228,2108,146304
2018-05-15_21-50-55.550710771,1526413855.553389855,23622643488,2018-05-15_21-51-25.604053264,1526413885.607187381,0.49,0.60,0.63,,,,,,7921,0,383910,2243192,1835,0,73258,143,0,0,7707080,7138768,7047400,2108,146304
