StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-18_15-14-49.258369961,1526649289.260505923,11700011925,2018-05-18_15-15-19.300882573,1526649319.303077401,0.45,0.32,0.24,5558061284,3475541128892,0,0,0,1757,0,70668,1382955,2295,0,2128,10729,0,0,4616060,7707080,7325356,7235728,2108,148584
2018-05-18_15-15-19.339417830,1526649319.341568467,10747539520,2018-05-18_15-15-49.381935125,1526649349.384389413,0.32,0.30,0.24,5604370730,3515892326602,0,0,0,1769,0,71507,1393839,2295,0,2153,10771,0,0,4665753,7707080,7324924,7235196,2108,148584
2018-05-18_15-15-49.420847379,1526649349.422990950,10158827166,2018-05-18_15-16-19.463985494,1526649379.466237979,0.18,0.27,0.23,5649131336,3554033019626,0,0,0,1781,0,72294,1404792,2295,0,2173,10818,0,0,4714666,7707080,7325552,7235324,2108,148584
2018-05-18_15-16-19.502638787,1526649379.504795564,10263061344,2018-05-18_15-16-49.547922893,1526649409.550150736,0.23,0.27,0.23,5687760662,3592566792120,0,0,0,1792,0,73099,1415742,2295,0,2191,10878,0,0,4762892,7707080,7325408,7235488,2108,148588
2018-05-18_15-16-49.586520380,1526649409.588709288,10314282175,2018-05-18_15-17-19.629947183,1526649439.632255589,0.21,0.26,0.23,5727058808,3631290800526,0,0,0,1805,0,73894,1426702,2295,0,2208,10913,0,0,4812115,7707080,7325368,7235644,2108,148588
2018-05-18_15-17-19.668607492,1526649439.670754909,10272158998,2018-05-18_15-17-49.712978720,1526649469.715250030,0.21,0.26,0.23,5764633634,3669851499226,0,0,0,1819,0,74570,1437724,2295,0,2221,10994,0,0,4862923,7707080,7325068,7235148,2108,148592
2018-05-18_15-17-49.751895883,1526649469.754037933,9830901438,2018-05-18_15-18-19.796939006,1526649499.799128244,0.19,0.25,0.23,5802485660,3706762073638,0,0,0,1831,0,75327,1448721,2295,0,2241,11052,0,0,4910854,7707080,7325496,7235424,2108,148592
2018-05-18_15-18-19.835395912,1526649499.837524769,10207119591,2018-05-18_15-18-49.878858570,1526649529.880998779,0.25,0.26,0.23,5839784306,3745077873522,0,0,0,1844,0,75994,1459754,2295,0,2252,11113,0,0,4960823,7707080,7325576,7235860,2108,148592
2018-05-18_15-18-49.917296321,1526649529.919423022,10203795112,2018-05-18_15-19-19.959922836,1526649559.962178888,0.22,0.25,0.23,5877556232,3783382762126,0,0,0,1855,0,76714,1470764,2295,0,2262,11169,0,0,5010700,7707080,7325988,7235960,2108,148592
2018-05-18_15-19-19.998321063,1526649560.000494132,10216632886,2018-05-18_15-19-50.042087927,1526649590.044296250,0.26,0.25,0.23,5899028018,3821735948828,0,0,0,1866,0,77390,1481841,2295,0,2270,11237,0,0,5060803,7707080,7325804,7235644,2108,148592
2018-05-18_15-19-50.080651082,1526649590.082781264,10209196387,2018-05-18_15-20-20.123964770,1526649620.126204243,0.24,0.25,0.23,5936368544,3860059280646,0,0,0,1885,0,78054,1492867,2295,0,2280,11300,0,0,5111565,7707080,7326572,7236252,2108,148596
2018-05-18_15-20-20.162642374,1526649620.164788999,10329882406,2018-05-18_15-20-50.206040962,1526649650.208260231,0.22,0.24,0.23,5974518530,3898836274104,0,0,0,1897,0,78868,1503713,2295,0,2297,11353,0,0,5159610,7707080,7326312,7236592,2108,148596
2018-05-18_15-20-50.244646983,1526649650.246813016,10301684169,2018-05-18_15-21-20.288959061,1526649680.291202658,0.22,0.23,0.23,6012656636,3937510262674,0,0,0,1911,0,79717,1514524,2295,0,2314,11422,0,0,5207347,7707080,7326524,7236368,2108,148596
2018-05-18_15-21-20.328003827,1526649680.330191526,10200727801,2018-05-18_15-21-50.375220844,1526649710.377440108,0.27,0.24,0.23,6050365802,3975801505542,0,0,0,1923,0,80388,1525549,2295,0,2325,11491,0,0,5257276,7707080,7326780,7236864,2108,148596
2018-05-18_15-21-50.414266936,1526649710.416438518,10214971709,2018-05-18_15-22-20.458400624,1526649740.460602141,0.33,0.27,0.24,6088222328,4014147680870,0,0,0,1937,0,81095,1536540,2295,0,2337,11620,0,0,5307300,7707080,7326524,7236320,2108,148596
2018-05-18_15-22-20.496811489,1526649740.498948463,10103570682,2018-05-18_15-22-50.542422567,1526649770.544660569,0.27,0.26,0.23,6132992534,4052082223450,0,0,0,1947,0,81868,1547489,2295,0,2358,11715,0,0,5355858,7707080,7326272,7236552,2108,148596
2018-05-18_15-22-50.581380886,1526649770.583597462,10187907625,2018-05-18_15-23-20.625539957,1526649800.627772436,0.43,0.30,0.25,6170573660,4090325136852,0,0,0,1959,0,82538,1558520,2295,0,2368,11794,0,0,5405840,7707080,7326160,7236176,2108,148596
2018-05-18_15-23-20.664479636,1526649800.666671441,10309301246,2018-05-18_15-23-50.707882126,1526649830.710076696,0.45,0.31,0.25,6208770926,4129026499814,0,0,0,1974,0,83403,1569323,2295,0,2385,11874,0,0,5453346,7707080,7326432,7236648,2108,148596
2018-05-18_15-23-50.746388154,1526649830.748546257,10363704394,2018-05-18_15-24-20.789071367,1526649860.791296291,0.35,0.30,0.25,6230495792,4167932518276,0,0,0,1986,0,84131,1580367,2295,0,2394,11941,0,0,5503592,7707080,7326216,7236692,2108,148596
2018-05-18_15-24-20.827409636,1526649860.829570683,9857648640,2018-05-18_15-24-50.869962444,1526649890.872163669,0.27,0.29,0.25,6266722358,4204935931526,0,0,0,1996,0,84785,1591424,2295,0,2402,12003,0,0,5552661,7707080,7325920,7236004,2108,148596
2018-05-18_15-24-50.908713609,1526649890.910873871,9829831597,2018-05-18_15-25-20.951932150,1526649920.954163142,0.32,0.29,0.25,6303094664,4241834554802,0,0,0,2006,0,85390,1602500,2295,0,2406,12058,0,0,5602281,7707080,7326708,7236708,2108,148600
2018-05-18_15-25-20.990447425,1526649920.992625143,10215378938,2018-05-18_15-25-51.034280434,1526649951.036466174,0.24,0.28,0.25,6340571210,4280182155740,0,0,0,2022,0,86070,1613509,2295,0,2420,12114,0,0,5652779,7707080,7326284,7236372,2108,148604
2018-05-18_15-25-51.073206676,1526649951.075338810,10306769395,2018-05-18_15-26-21.116848436,1526649981.119003751,0.44,0.32,0.26,6379845896,4318878749416,0,0,0,2035,0,86994,1624279,2295,0,2444,12144,0,0,5699035,7707080,7326204,7236240,2108,148604
2018-05-18_15-26-21.155365513,1526649981.157580828,10194482966,2018-05-18_15-26-51.198915018,1526650011.201132364,0.27,0.29,0.25,6418132682,4357154142522,0,0,0,2048,0,87787,1635229,2295,0,2462,12158,0,0,5747431,7707080,7326336,7236424,2108,148604
2018-05-18_15-26-51.237642205,1526650011.239793784,10166985789,2018-05-18_15-27-21.282049006,1526650041.284230159,0.31,0.29,0.25,6461882888,4395327064286,0,0,0,2061,0,88575,1646169,2295,0,2484,12171,0,0,5795559,7707080,7326328,7236616,2108,148604
2018-05-18_15-27-21.320880361,1526650041.323049067,10357811996,2018-05-18_15-27-51.364851106,1526650071.367047483,0.33,0.30,0.25,6500308154,4434210162408,0,0,0,2071,0,89273,1657180,2295,0,2492,12199,0,0,5845645,7707080,7326916,7237104,2108,148604
2018-05-18_15-27-51.403438163,1526650071.405592183,10285450622,2018-05-18_15-28-21.446922268,1526650101.449155581,0.31,0.30,0.26,6538183280,4472821119284,0,0,0,2082,0,89953,1668199,2295,0,2504,12213,0,0,5895979,7707080,7326268,7236552,2108,148604
2018-05-18_15-28-21.485313884,1526650101.487490869,10096840892,2018-05-18_15-28-51.529037296,1526650131.531262256,0.44,0.33,0.27,6559077626,4510724088410,0,0,0,2093,0,90632,1679282,2295,0,2511,12243,0,0,5945615,7707080,7326652,7236740,2108,148604
2018-05-18_15-28-51.567691825,1526650131.569835577,10045123001,2018-05-18_15-29-21.611033131,1526650161.613251325,0.41,0.34,0.27,6595911212,4548432093404,0,0,0,2103,0,91305,1690321,2295,0,2519,12269,0,0,5995331,7707080,7326592,7236636,2108,148604
2018-05-18_15-29-21.649414149,1526650161.651556272,10214190035,2018-05-18_15-29-51.693961087,1526650191.696212094,0.30,0.32,0.27,6633835838,4586775422302,0,0,0,2116,0,92012,1701318,2295,0,2532,12331,0,0,6045087,7707080,7324664,7234956,2108,148612
2018-05-18_15-29-51.732343094,1526650191.734505103,9934889376,2018-05-18_15-30-21.779447212,1526650221.781629487,0.38,0.34,0.27,6676929950,4624076807436,0,0,0,2129,0,92793,1712279,2295,0,2548,12419,0,0,6092321,7707080,7325880,7236092,2108,148616
2018-05-18_15-30-21.818945373,1526650221.822339713,10269260918,2018-05-18_15-30-51.864916168,1526650251.867071101,0.28,0.32,0.27,6714780836,4662625741462,0,0,0,2141,0,93453,1723320,2295,0,2556,12438,0,0,6141785,7707080,7325796,7236088,2108,148616
2018-05-18_15-30-51.914607593,1526650251.916840042,10108753405,2018-05-18_15-31-21.958349191,1526650281.960520077,0.31,0.32,0.27,6752601002,4700579923456,0,0,0,2153,0,94233,1734298,2295,0,2571,12522,0,0,6190145,7707080,7326120,7236424,2108,148616
2018-05-18_15-31-21.997898965,1526650282.000081057,10116744385,2018-05-18_15-31-52.041478400,1526650312.044253929,0.25,0.31,0.27,6791142068,4738563341000,0,0,0,2167,0,95007,1745270,2295,0,2589,12680,0,0,6238296,7707080,7326132,7236228,2108,148616
2018-05-18_15-31-52.080446904,1526650312.082583729,10255873510,2018-05-18_15-32-22.122910093,1526650342.125083809,0.28,0.31,0.27,6828906014,4777062780388,0,0,0,2179,0,95714,1756275,2295,0,2601,12710,0,0,6288188,7707080,7326264,7236080,2108,148616
2018-05-18_15-32-22.161561407,1526650342.163735868,10403997825,2018-05-18_15-32-52.204128404,1526650372.206334574,0.41,0.34,0.28,6867271880,4816117272992,0,0,0,2191,0,96510,1767120,2295,0,2618,12723,0,0,6336537,7707080,7326512,7236580,2108,148616
2018-05-18_15-32-52.242950392,1526650372.245146821,10382193214,2018-05-18_15-33-22.286907817,1526650402.289125856,0.40,0.34,0.29,6905334566,4855090636618,0,0,0,2205,0,97317,1777953,2295,0,2636,12810,0,0,6384508,7707080,7326284,7236940,2108,148620
2018-05-18_15-33-22.325398531,1526650402.327566839,10123844166,2018-05-18_15-33-52.378944875,1526650432.381159645,0.32,0.33,0.28,6950161532,4893100101190,0,0,0,2217,0,98097,1788900,2295,0,2656,12888,0,0,6432844,7707080,7326996,7236896,2108,148620
2018-05-18_15-33-52.417353870,1526650432.419522933,10026091162,2018-05-18_15-34-22.461908715,1526650462.464119611,0.19,0.29,0.27,6986908598,4930736799694,0,0,0,2232,0,98760,1799941,2295,0,2664,12952,0,0,6482745,7707080,7325924,7236220,2108,148624
2018-05-18_15-34-22.500916551,1526650462.503062269,10197993511,2018-05-18_15-34-52.543917066,1526650492.546248921,0.24,0.30,0.28,7016557904,4969025418840,0,0,0,2244,0,99541,1810928,2295,0,2680,13031,0,0,6531174,7707080,7326396,7236456,2108,148624
2018-05-18_15-34-52.582375990,1526650492.584555128,10196795964,2018-05-18_15-35-22.624946277,1526650522.627148149,0.27,0.30,0.28,7054464122,5007302135392,0,0,0,2255,0,100206,1821963,2295,0,2689,13082,0,0,6581172,7707080,7326064,7236164,2108,148624
2018-05-18_15-35-22.663412278,1526650522.665582520,9793353762,2018-05-18_15-35-52.706895263,1526650552.709095821,0.34,0.32,0.29,7090330568,5044064192552,0,0,0,2266,0,100824,1833049,2295,0,2694,13145,0,0,6630567,7707080,7326316,7236612,2108,148624
2018-05-18_15-35-52.745217193,1526650552.747368544,10156022786,2018-05-18_15-36-22.787957781,1526650582.790157444,0.27,0.30,0.28,7128621134,5082194085740,0,0,0,2279,0,101574,1844044,2295,0,2705,13232,0,0,6680624,7707080,7325856,7236052,2108,148624
2018-05-18_15-36-22.826526406,1526650582.828699034,9878686720,2018-05-18_15-36-52.871132444,1526650612.873412865,0.29,0.31,0.28,7164741440,5119276735952,0,0,0,2291,0,102213,1855116,2295,0,2711,13301,0,0,6729882,7707080,7326284,7236308,2108,148624
2018-05-18_15-36-52.909900566,1526650612.912070269,9742723301,2018-05-18_15-37-22.953972097,1526650642.956219148,0.25,0.29,0.28,7202208866,5155856422996,0,0,0,2302,0,102953,1866134,2295,0,2725,13391,0,0,6778486,7707080,7326068,7236364,2108,148624
2018-05-18_15-37-22.992880942,1526650642.995079235,10192265235,2018-05-18_15-37-53.035901640,1526650673.038103041,0.23,0.28,0.28,7239585272,5194116149642,0,0,0,2312,0,103632,1877168,2295,0,2735,13442,0,0,6828341,7707080,7326512,7236324,2108,148624
2018-05-18_15-37-53.074509590,1526650673.076650425,10016992809,2018-05-18_15-38-23.117978849,1526650703.120189580,0.26,0.29,0.28,7260072638,5231725877932,0,0,0,2324,0,104397,1888208,2295,0,2745,13494,0,0,6876743,7707080,7326424,7236472,2108,148624
2018-05-18_15-38-23.156157308,1526650703.158366689,10236827041,2018-05-18_15-38-53.199904592,1526650733.202104515,0.24,0.28,0.28,7297438064,5270152310090,0,0,0,2337,0,105057,1899245,2295,0,2757,13555,0,0,6927558,7707080,7325320,7235812,2108,148624
2018-05-18_15-38-53.238815291,1526650733.240983602,10143335908,2018-05-18_15-39-23.282269452,1526650763.284448522,0.35,0.30,0.28,7335338990,5308236508932,0,0,0,2349,0,105857,1910213,2295,0,2777,13611,0,0,6975703,7707080,7326312,7236300,2108,148624
2018-05-18_15-39-23.320565028,1526650763.322722025,10209505646,2018-05-18_15-39-53.366553036,1526650793.368809009,0.33,0.30,0.28,7373089796,5346561775940,0,0,0,2361,0,106526,1921253,2295,0,2786,13658,0,0,7025758,7707080,7326192,7236288,2108,148624
2018-05-18_15-39-53.405560961,1526650793.407718496,10013786689,2018-05-18_15-40-23.449996184,1526650823.452274238,0.20,0.27,0.28,7410634802,5384157460780,0,0,0,2373,0,107273,1932252,2295,0,2800,13713,0,0,7075217,7707080,7325616,7235924,2108,148628
2018-05-18_15-40-23.488645157,1526650823.490794100,10180446224,2018-05-18_15-40-53.534877622,1526650853.537088330,0.25,0.28,0.28,7448113448,5422373047216,0,0,0,2385,0,107953,1943282,2295,0,2808,13745,0,0,7125004,7707080,7326128,7235956,2108,148628
2018-05-18_15-40-53.573277990,1526650853.575416909,10175320452,2018-05-18_15-41-23.615831615,1526650883.618039899,0.20,0.27,0.27,7485296174,5460568278072,0,0,0,2397,0,108606,1954331,2295,0,2815,13801,0,0,7174995,7707080,7325852,7236156,2108,148628
2018-05-18_15-41-23.654452602,1526650883.656579948,10219491135,2018-05-18_15-41-53.696821577,1526650913.698986543,0.19,0.26,0.27,7506868340,5498930815872,0,0,0,2408,0,109265,1965432,2295,0,2821,13829,0,0,7225251,7707080,7325820,7236124,2108,148632
2018-05-18_15-41-53.735385181,1526650913.737539308,10120488089,2018-05-18_15-42-23.777922641,1526650943.780116984,0.24,0.26,0.27,7543978286,5536921553142,0,0,0,2418,0,109936,1976478,2295,0,2828,13875,0,0,7274988,7707080,7325600,7235904,2108,148632
2018-05-18_15-42-23.816580984,1526650943.818758920,10090501983,2018-05-18_15-42-53.859896644,1526650973.862114830,0.14,0.24,0.26,7581176672,5574799299118,0,0,0,2429,0,110586,1987537,2295,0,2837,13899,0,0,7324986,7707080,7326044,7236544,2108,148632
2018-05-18_15-42-53.898389377,1526650973.900555953,10057563152,2018-05-18_15-43-23.941983760,1526651003.944184203,0.31,0.26,0.27,7618195238,5612552829568,0,0,0,2445,0,111248,1998581,2295,0,2849,14000,0,0,7375137,7707080,7325740,7236240,2108,148628
2018-05-18_15-43-23.980479274,1526651003.982636447,10124983011,2018-05-18_15-43-54.023841245,1526651034.026020133,0.19,0.24,0.26,7655461904,5650566031742,0,0,0,2458,0,112142,2009385,2295,0,2877,14047,0,0,7421551,7707080,7326084,7236192,2108,148628
2018-05-18_15-43-54.062228763,1526651034.064568960,10110639824,2018-05-18_15-44-24.104899770,1526651064.107102389,0.25,0.25,0.26,7692663284,5688518626734,0,0,0,2470,0,112771,2020448,2295,0,2886,14071,0,0,7471705,7707080,7326460,7236568,2108,148628
2018-05-18_15-44-24.143490548,1526651064.145629929,9645660148,2018-05-18_15-44-54.186083964,1526651094.188338977,0.15,0.22,0.26,7728370910,5724724699318,0,0,0,2480,0,113360,2031566,2295,0,2890,14088,0,0,7520636,7707080,7325808,7235916,2108,148628
2018-05-18_15-44-54.224878061,1526651094.227053800,9842391895,2018-05-18_15-45-24.267865924,1526651124.270038578,0.21,0.23,0.26,7748213156,5761677781962,0,0,0,2492,0,114098,2042645,2295,0,2898,14120,0,0,7568956,7707080,7325672,7236132,2108,148628
2018-05-18_15-45-24.306284346,1526651124.308455791,10084674293,2018-05-18_15-45-54.348901899,1526651154.351222273,0.13,0.21,0.25,7785662642,5799536943304,0,0,0,2503,0,114803,2053668,2295,0,2909,14135,0,0,7618615,7707080,7326040,7236148,2108,148628
2018-05-18_15-45-54.387544913,1526651154.389695541,10184934038,2018-05-18_15-46-24.430002219,1526651184.432200190,0.21,0.22,0.25,7823291048,5837768620126,0,0,0,2516,0,115572,2064551,2295,0,2926,14189,0,0,7666839,7707080,7325788,7235780,2108,148628
2018-05-18_15-46-24.468851544,1526651184.470989559,10022893575,2018-05-18_15-46-54.511942841,1526651214.514119292,0.21,0.22,0.25,7860764474,5875399457866,0,0,0,2526,0,116360,2075525,2295,0,2947,14234,0,0,7714648,7707080,7326284,7236356,2108,148628
2018-05-18_15-46-54.550441485,1526651214.552641025,9818356749,2018-05-18_15-47-24.593919226,1526651244.596131434,0.23,0.23,0.25,7897213040,5912255943362,0,0,0,2541,0,116978,2086606,2295,0,2958,14300,0,0,7764351,7707080,7324972,7235240,2108,148628
2018-05-18_15-47-24.632600666,1526651244.634757415,10059026359,2018-05-18_15-47-54.674911929,1526651274.677106959,0.14,0.21,0.24,7933787786,5950014212452,0,0,0,2552,0,117591,2097676,2295,0,2968,14396,0,0,7814073,7707080,7325540,7236048,2108,148628
2018-05-18_15-47-54.713485625,1526651274.715690175,10158337537,2018-05-18_15-48-24.756993746,1526651304.759214869,0.23,0.22,0.24,7955194112,5988147464690,0,0,0,2564,0,118243,2108777,2295,0,2973,14545,0,0,7863971,7707080,7326084,7236396,2108,148628
2018-05-18_15-48-24.795525307,1526651304.797671807,10061595560,2018-05-18_15-48-54.838908162,1526651334.841148823,0.22,0.23,0.24,7992003998,6025917214072,0,0,0,2575,0,118885,2119829,2295,0,2985,14628,0,0,7913414,7707080,7326344,7236368,2108,148628
2018-05-18_15-48-54.877540704,1526651334.879686402,9944215137,2018-05-18_15-49-24.920883726,1526651364.923131769,0.31,0.25,0.25,8029697204,6063251429014,0,0,0,2588,0,119619,2130839,2295,0,2998,14711,0,0,7962150,7707080,7326056,7236172,2108,148628
2018-05-18_15-49-24.959339288,1526651364.961491358,9620565823,2018-05-18_15-49-55.001943464,1526651395.004196752,0.19,0.23,0.24,8065070750,6099365792918,0,0,0,2601,0,120253,2141924,2295,0,3004,14775,0,0,8009990,7707080,7325956,7236200,2108,148632
2018-05-18_15-49-55.040276866,1526651395.042447314,9984101314,2018-05-18_15-50-25.084162667,1526651425.086341382,0.17,0.22,0.24,8102669822,6136847871730,0,0,0,2614,0,120991,2152927,2295,0,3019,14863,0,0,8058874,7707080,7325892,7236012,2108,148636
2018-05-18_15-50-25.122583993,1526651425.124748234,9488051878,2018-05-18_15-50-55.167928454,1526651455.170193299,0.23,0.23,0.24,8138031728,6172472092390,0,0,0,2626,0,121731,2163970,2295,0,3029,14935,0,0,8106346,7707080,7326408,7236676,2108,148636
2018-05-18_15-50-55.206357726,1526651455.208482041,9995148762,2018-05-18_15-51-25.249901420,1526651485.252062234,0.19,0.22,0.24,8174643074,6209994594400,0,0,0,2638,0,122417,2175006,2295,0,3036,15113,0,0,8155060,7707080,7326008,7236128,2108,148636
2018-05-18_15-51-25.288343072,1526651485.290462720,10023743062,2018-05-18_15-51-55.333095778,1526651515.335255394,0.20,0.22,0.23,8211618500,6247620882856,0,0,0,2653,0,123054,2186072,2295,0,3045,15194,0,0,8205600,7707080,7324932,7235248,2108,148636
2018-05-18_15-51-55.371371711,1526651515.373496795,10160164967,2018-05-18_15-52-25.415498871,1526651545.417677787,0.25,0.23,0.24,8249776286,6285766403122,0,0,0,2667,0,123965,2196862,2295,0,3070,15216,0,0,8252178,7707080,7326948,7237068,2108,148636
2018-05-18_15-52-25.453964164,1526651545.456134398,10052968860,2018-05-18_15-52-55.496940753,1526651575.499380799,0.42,0.27,0.25,8278515212,6323510766074,0,0,0,2676,0,124746,2207867,2295,0,3084,15291,0,0,8300385,7707080,7327208,7237328,2108,148636
2018-05-18_15-52-55.535280843,1526651575.537390591,9997327595,2018-05-18_15-53-25.577946907,1526651605.580138270,0.25,0.25,0.24,8315919518,6361045474416,0,0,0,2689,0,125554,2218821,2295,0,3101,15327,0,0,8348181,7707080,7325596,7236072,2108,148636
2018-05-18_15-53-25.616808671,1526651605.618959074,10167524389,2018-05-18_15-53-55.658928573,1526651635.661124509,0.31,0.26,0.24,8354404544,6399218982162,0,0,0,2703,0,126455,2229615,2295,0,3126,15353,0,0,8394609,7707080,7325756,7236268,2108,148636
2018-05-18_15-53-55.697403791,1526651635.699550195,10092528674,2018-05-18_15-54-25.740962312,1526651665.743179880,0.27,0.25,0.24,8391392750,6437106810158,0,0,0,2715,0,127136,2240642,2295,0,3136,15394,0,0,8443910,7707080,7325172,7235292,2108,148636
2018-05-18_15-54-25.779299930,1526651665.781417076,9635789960,2018-05-18_15-54-55.822232369,1526651695.824386011,0.16,0.22,0.23,8427069596,6473276551508,0,0,0,2727,0,127756,2251742,2295,0,3142,15406,0,0,8492692,7707080,7326336,7236652,2108,148636
2018-05-18_15-54-55.860847345,1526651695.863000924,7715225726,2018-05-18_15-55-25.903866971,1526651725.906072555,0.18,0.22,0.23,8439413228,6502238689468,0,0,0,2736,0,128154,2262981,2295,0,3148,15416,0,0,8531776,7707080,7326096,7236612,2108,148636
2018-05-18_15-55-25.942420005,1526651725.944557225,10087799611,2018-05-18_15-55-55.985900087,1526651755.988144216,0.17,0.21,0.22,8476425914,6540107563058,0,0,0,2748,0,128800,2274038,2295,0,3162,15463,0,0,8581436,7707080,7325972,7236680,2108,148636
2018-05-18_15-55-56.024559542,1526651756.026739090,9623154217,2018-05-18_15-56-26.070930848,1526651786.073188146,0.10,0.19,0.22,8513290640,6576230639412,0,0,0,2763,0,129426,2285128,2295,0,3170,15504,0,0,8630806,7707080,7324788,7235060,2108,148644
2018-05-18_15-56-26.109597631,1526651786.111746456,9983968240,2018-05-18_15-56-56.153871070,1526651816.156053689,0.18,0.21,0.22,8550101426,6613716839248,0,0,0,2774,0,130209,2296107,2295,0,3189,15587,0,0,8679014,7707080,7325428,7235716,2108,148644
2018-05-18_15-56-56.192474221,1526651816.194658799,10087467441,2018-05-18_15-57-26.236703586,1526651846.238940515,0.31,0.23,0.23,8588347592,6651583067840,0,0,0,2786,0,130873,2307158,2295,0,3199,15645,0,0,8729038,7707080,7325736,7235816,2108,148644
2018-05-18_15-57-26.275888474,1526651846.278033016,9663152945,2018-05-18_15-57-56.319545813,1526651876.321784781,0.34,0.25,0.24,8623568078,6687855334360,0,0,0,2795,0,131488,2318257,2295,0,3204,15692,0,0,8777931,7707080,7325516,7235640,2108,148644
2018-05-18_15-57-56.358394613,1526651876.360593853,9966506124,2018-05-18_15-58-26.401909194,1526651906.404112697,0.47,0.29,0.25,8661450164,6725273925282,0,0,0,2805,0,132239,2329267,2295,0,3214,15780,0,0,8827301,7707080,7326060,7236184,2108,148648
2018-05-18_15-58-26.440534405,1526651906.442708078,10091274700,2018-05-18_15-58-56.483908144,1526651936.486149142,0.44,0.29,0.25,8699456030,6763162181922,0,0,0,2820,0,133147,2340058,2295,0,3244,15919,0,0,8873315,7707080,7326224,7236124,2108,148648
