StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,IRQ3,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-16_11-53-12.124324762,1526464392.127302392,25309836773,2018-05-16_11-53-42.174607971,1526464422.177418300,1.02,0.73,0.70,68098852142,62763602367300,414154852,222605267,227904034,229283251,104471,8,1543872,20514222,1865,0,290981,21697,0,0,7707080,7211844,7125964,2108,159076
2018-05-16_11-53-42.224836514,1526464422.227732806,17169298274,2018-05-16_11-54-12.284109496,1526464452.287205747,1.15,0.78,0.72,68178720848,62830382704012,415408125,222605267,227904042,229283253,104501,8,1545947,20523249,1865,0,291869,21698,0,0,7707080,7211604,7125748,2108,159076
2018-05-16_11-54-12.346663790,1526464452.349253416,25361825236,2018-05-16_11-54-42.402081793,1526464482.404793003,0.95,0.77,0.72,68251129474,62929012881376,415706573,223621514,227904050,229283257,104542,8,1547943,20532265,1865,0,292075,21698,0,0,7707080,7212288,7126176,2108,159076
2018-05-16_11-54-42.475102532,1526464482.477772233,25234513228,2018-05-16_11-55-12.531674128,1526464512.534839770,0.99,0.79,0.73,68320799938,63027147239120,416004952,223621515,227904064,230336044,104585,8,1549982,20541276,1865,0,292292,21699,0,0,7707080,7211724,7126080,2108,159084
2018-05-16_11-55-12.584920076,1526464512.587586581,25437560708,2018-05-16_11-55-42.633365583,1526464542.636653276,0.86,0.78,0.72,68387476804,63126070815854,416303714,223621518,228905593,230336044,104615,8,1551994,20550370,1865,0,292496,21699,0,0,7707080,7212064,7126220,2108,159084
2018-05-16_11-55-42.684839889,1526464542.687387807,25371844632,2018-05-16_11-56-12.732709601,1526464572.735336005,0.77,0.77,0.72,68456137330,63224735208172,416602414,224565749,228905606,230336044,104658,8,1554014,20559410,1865,0,292704,21699,0,0,7707080,7212196,7126500,2108,159088
2018-05-16_11-56-12.783350002,1526464572.786099186,17549046189,2018-05-16_11-56-42.838831944,1526464602.841732896,0.86,0.79,0.73,68537170336,63292986708300,417862398,224565750,228905614,230336044,104687,8,1556089,20568433,1865,0,293597,21700,0,0,7707080,7225040,7138680,2108,159080
2018-05-16_11-56-42.894655435,1526464602.897274364,5231329252,2018-05-16_11-57-12.945710338,1526464632.949585949,0.52,0.72,0.71,68545962982,63313332197016,417885356,224565750,229148826,230336044,104697,8,1556413,20579863,1865,0,293613,21701,0,0,7707080,7224640,7138796,2108,159080
2018-05-16_11-57-12.996835484,1526464632.999406334,5210921769,2018-05-16_11-57-43.046812755,1526464663.049414373,0.32,0.65,0.68,68553958108,63333598431032,417909800,224565750,229148826,230563132,104703,8,1556736,20591309,1865,0,293627,21702,0,0,7707080,7224776,7138932,2108,159080
2018-05-16_11-57-43.124416674,1526464663.127210080,5267359714,2018-05-16_11-58-13.181163658,1526464693.184827126,0.25,0.60,0.67,68561164474,63354084448328,418141068,224565750,229148826,230563132,104712,8,1556980,20602784,1865,0,293655,21702,0,0,7707080,7224948,7139012,2108,159080
2018-05-16_11-58-13.236833461,1526464693.239522372,5222026496,2018-05-16_11-58-43.285523749,1526464723.288373075,0.15,0.54,0.65,68569792960,63374393439026,418168268,224801452,229148826,230563132,104720,8,1557319,20614193,1865,0,293674,21703,0,0,7707080,7225356,7139296,2108,159080
2018-05-16_11-58-43.337816728,1526464723.340681393,5280262461,2018-05-16_11-59-13.386423317,1526464753.389241727,0.16,0.51,0.63,68578622206,63394930132888,418194094,224801452,229148826,230806036,104729,8,1557650,20625618,1865,0,293688,21703,0,0,7707080,7224820,7138976,2108,159080
2018-05-16_11-59-13.434890833,1526464753.437768566,5329991922,2018-05-16_11-59-43.483823049,1526464783.486477659,0.10,0.46,0.61,68586178432,63415658585696,418215880,224801452,229365818,230806036,104749,8,1557965,20637027,1865,0,293703,21705,0,0,7707080,7224732,7139084,2108,159080
2018-05-16_11-59-43.532831617,1526464783.535536667,5267979538,2018-05-16_12-00-13.582120997,1526464813.584861191,0.06,0.42,0.59,68593625698,63436147628312,418238471,225013214,229365818,230806036,104763,8,1558305,20648450,1865,0,293716,21706,0,0,7707080,7225112,7139212,2108,159080
2018-05-16_12-00-13.630749376,1526464813.633731928,5295795313,2018-05-16_12-00-43.683904499,1526464843.686588388,0.04,0.38,0.57,68601154264,63456744376498,418476814,225013214,229365818,230806036,104771,8,1558562,20659918,1865,0,293741,21707,0,0,7707080,7224696,7138796,2108,159080
2018-05-16_12-00-43.733072745,1526464843.735634459,25104780621,2018-05-16_12-01-13.788264784,1526464873.791141745,0.42,0.44,0.59,68689477630,63554373721480,418771717,225013214,230819303,230806036,104813,8,1560601,20668734,1865,0,294008,21714,0,0,7707080,7224568,7138728,2108,159080
2018-05-16_12-01-13.845049136,1526464873.847717389,24962397160,2018-05-16_12-01-43.904980878,1526464903.907963037,0.65,0.49,0.60,68777226376,63651451119402,419067006,225013214,230819304,232244351,104847,8,1562670,20677551,1865,0,294268,21716,0,0,7707080,7211888,7125900,2108,159088
2018-05-16_12-01-43.987431921,1526464903.990212812,16721379356,2018-05-16_12-02-14.049825551,1526464934.053449077,0.79,0.54,0.61,68857107862,63716492216218,420495617,225013214,230819309,232244353,104875,8,1564726,20686582,1865,0,295175,21716,0,0,7707080,7212408,7126516,2108,159088
2018-05-16_12-02-14.107385988,1526464934.110836165,24938788434,2018-05-16_12-02-44.162433600,1526464964.165151703,0.94,0.60,0.63,68944738648,63813481545702,420790357,226445690,230819322,232244353,104918,8,1566804,20695289,1865,0,295432,21716,0,0,7707080,7211616,7125980,2108,159096
2018-05-16_12-02-44.212144882,1526464964.214784873,25006153871,2018-05-16_12-03-14.262273477,1526464994.264990163,1.01,0.65,0.65,69032760754,63910725719174,421085671,226445692,230819331,233691632,104967,8,1568826,20704100,1865,0,295684,21717,0,0,7707080,7210632,7125180,2108,159104
2018-05-16_12-03-14.309831534,1526464994.312392236,25153073560,2018-05-16_12-03-44.358908827,1526465024.361748673,1.04,0.70,0.66,69121047460,64008540328618,421381460,226445694,232267938,233691632,105000,8,1570863,20712922,1865,0,295936,21717,0,0,7707080,7211988,7125900,2108,159104
2018-05-16_12-03-44.411139652,1526465024.414278537,24959762592,2018-05-16_12-04-14.468615309,1526465054.473277391,0.96,0.71,0.67,69208819786,64105607778502,421674640,227886821,232267944,233691640,105039,8,1572905,20721671,1865,0,296192,21717,0,0,7707080,7212252,7126412,2108,159104
2018-05-16_12-04-14.525057326,1526465054.527672152,16610247851,2018-05-16_12-04-44.588327286,1526465084.591810045,1.10,0.77,0.69,69288047632,64170223963496,423088439,227886823,232267954,233691640,105072,8,1574932,20730685,1865,0,297132,21718,0,0,7707080,7224540,7138700,2108,159100
2018-05-16_12-04-44.645569194,1526465084.648178815,25539556087,2018-05-16_12-05-14.696575226,1526465114.699918023,0.91,0.76,0.69,69359825872,64269541991806,423388068,227886823,233292933,233691640,105103,8,1577023,20739742,1865,0,297324,21718,0,0,7707080,7225060,7139220,2108,159100
2018-05-16_12-05-14.748709884,1526465114.751632769,25511295597,2018-05-16_12-05-44.798297885,1526465144.801692714,0.88,0.77,0.69,69428916898,64368752900006,423687477,227886823,233292933,234647607,105133,8,1579078,20748830,1865,0,297527,21718,0,0,7707080,7224736,7138600,2108,159100
2018-05-16_12-05-44.852663915,1526465144.855288583,17253844593,2018-05-16_12-06-14.907345016,1526465174.910078208,0.93,0.79,0.70,69509074444,64435864226440,424943705,227886823,233292933,234647607,105158,8,1581157,20757859,1865,0,298412,21719,0,0,7707080,7224716,7139172,2108,159100
2018-05-16_12-06-14.958515935,1526465174.961392248,25457787448,2018-05-16_12-06-45.009527021,1526465205.012290611,0.83,0.78,0.70,69581727946,64534868982600,425242615,228915982,233292933,234647607,105186,8,1583201,20766848,1865,0,298603,21719,0,0,7707080,7224800,7138900,2108,159100
2018-05-16_12-06-45.060700137,1526465205.063342684,25308935279,2018-05-16_12-07-15.112656219,1526465235.115298572,0.83,0.78,0.70,69652286272,64633291709530,425541114,228915982,233292933,235640866,105232,8,1585259,20775890,1865,0,298796,21720,0,0,7707080,7223296,7137656,2108,159100
2018-05-16_12-07-15.168960181,1526465235.171516394,25428094652,2018-05-16_12-07-45.228124018,1526465265.230901319,0.84,0.79,0.71,69723286618,64732179446018,425839301,228915982,234296554,235640866,105262,8,1587264,20784958,1865,0,298988,21721,0,0,7707080,7224804,7138964,2108,159100
2018-05-16_12-07-45.287134930,1526465265.290106200,25575383277,2018-05-16_12-08-15.341444765,1526465295.344456086,0.86,0.80,0.71,69790684084,64831638677142,426139257,229842430,234296554,235640866,105291,8,1589182,20794083,1865,0,299175,21721,0,0,7707080,7224368,7138884,2108,159100
2018-05-16_12-08-15.395930549,1526465295.398568477,17420365367,2018-05-16_12-08-45.453735988,1526465325.456565720,0.92,0.82,0.72,69871437310,64899405597618,427401278,229842430,234296554,235640866,105316,8,1591245,20803112,1865,0,300079,21721,0,0,7707080,7224980,7139292,2108,159100
2018-05-16_12-08-45.504633110,1526465325.507398696,25455305195,2018-05-16_12-09-15.554047396,1526465355.557074574,0.88,0.82,0.72,69940138516,64998395766992,427699759,229842430,235252867,235640866,105348,8,1593228,20812227,1865,0,300278,21721,0,0,7707080,7224940,7139704,2108,159100
2018-05-16_12-09-15.603217017,1526465355.605890705,25353927316,2018-05-16_12-09-45.655813714,1526465385.658556331,0.93,0.83,0.73,70011141262,65096993710594,427999941,229842430,235252871,236646300,105390,8,1595199,20821294,1865,0,300477,21722,0,0,7707080,7211672,7125792,2108,159112
2018-05-16_12-09-45.710687732,1526465385.713324380,17413386294,2018-05-16_12-10-15.759337393,1526465415.761963905,1.11,0.88,0.75,70091691208,65164717409608,429259279,229842430,235252878,236646300,105424,8,1597291,20830303,1865,0,301361,21724,0,0,7707080,7212120,7126040,2108,159116
2018-05-16_12-10-15.819793723,1526465415.822519349,25513131588,2018-05-16_12-10-45.872308136,1526465445.875165792,0.87,0.85,0.74,70160120854,65263931039850,429559010,230790054,235252886,236646308,105459,8,1599220,20839396,1865,0,301555,21724,0,0,7707080,7212268,7126452,2108,159120
2018-05-16_12-10-45.950077641,1526465445.952845272,25286551273,2018-05-16_12-11-16.005450418,1526465476.008339703,0.87,0.85,0.75,70226125860,65362269457230,429857631,230790054,235252903,237638945,105504,8,1601253,20848423,1865,0,301776,21725,0,0,7707080,7210876,7124956,2108,159124
2018-05-16_12-11-16.061318351,1526465476.064192468,25417353992,2018-05-16_12-11-46.110948982,1526465506.113705224,0.73,0.81,0.74,70297531050,65461114518250,430156042,230790054,236260399,237638947,105535,8,1603258,20857463,1865,0,301992,21725,0,0,7707080,7211320,7125508,2108,159124
2018-05-16_12-11-46.159757659,1526465506.162437929,25456928730,2018-05-16_12-12-16.211150482,1526465536.213909957,0.71,0.80,0.74,70365135910,65560114263226,430456508,231719062,236260403,237638954,105569,8,1605205,20866519,1865,0,302179,21726,0,0,7707080,7204216,7118172,2108,167320
2018-05-16_12-12-16.260665744,1526465536.263219330,17637659320,2018-05-16_12-12-46.319270592,1526465566.322004000,0.82,0.82,0.75,70446441856,65628726929494,431721540,231719062,236260411,237638956,105596,8,1607285,20875545,1865,0,303066,21726,0,0,7707080,7215924,7130276,2108,167312
2018-05-16_12-12-46.368112984,1526465566.370787442,25050091058,2018-05-16_12-13-16.427573814,1526465596.430287518,0.83,0.82,0.75,70534372642,65726141246144,432015580,231719062,237701582,237638956,105628,8,1609303,20884382,1865,0,303344,21727,0,0,7707080,7216180,7130240,2108,167312
2018-05-16_12-13-16.476601177,1526465596.479676043,25101394483,2018-05-16_12-13-46.540269318,1526465626.544064429,0.84,0.82,0.75,70622518168,65823756859888,432310115,231719062,237701582,239085713,105662,8,1611395,20893179,1865,0,303591,21727,0,0,7707080,7215872,7130468,2108,167312
2018-05-16_12-13-46.596466549,1526465626.599140378,16664342225,2018-05-16_12-14-16.652011202,1526465656.655310486,0.90,0.84,0.76,70702395694,65888570009756,433742801,231719062,237701582,239085713,105686,8,1613435,20902207,1865,0,304518,21727,0,0,7707080,7216544,7130748,2108,167312
2018-05-16_12-14-16.703148465,1526465656.706260257,25096889077,2018-05-16_12-14-46.753612469,1526465686.756482030,1.01,0.87,0.78,70790669740,65986169993264,434037427,233167379,237701582,239085713,105718,8,1615460,20910980,1865,0,304784,21727,0,0,7707080,7216940,7130912,2108,167312
2018-05-16_12-14-46.803236252,1526465686.805934207,25103407764,2018-05-16_12-15-16.852944288,1526465716.855634053,0.94,0.87,0.78,70878770746,66083796206302,434331908,233167379,237701582,240531419,105750,8,1617462,20919826,1865,0,305028,21728,0,0,7707080,7216776,7131176,2108,167312
2018-05-16_12-15-16.900337345,1526465716.902926186,25009104495,2018-05-16_12-15-46.951237274,1526465746.953909508,1.07,0.91,0.79,70966626232,66181054375046,434627257,233167379,239140709,240531419,105797,8,1619548,20928585,1865,0,305287,21729,0,0,7707080,7216524,7130932,2108,167312
2018-05-16_12-15-46.999459758,1526465747.002079317,25003235236,2018-05-16_12-16-17.058316091,1526465777.062801871,0.98,0.90,0.79,71054585758,66278289820250,434920757,234611546,239140709,240531419,105828,8,1621627,20937333,1865,0,305522,21729,0,0,7707080,7216748,7130952,2108,167312
2018-05-16_12-16-17.111425128,1526465777.114049809,17952596543,2018-05-16_12-16-47.171024177,1526465807.175011475,0.99,0.91,0.80,71125434844,66348127938622,436250731,234611546,239140709,240531419,105854,8,1623692,20946362,1865,0,306423,21731,0,0,7707080,7216316,7130640,2108,167312
2018-05-16_12-16-47.219195309,1526465807.221797560,25035993111,2018-05-16_12-17-17.280520123,1526465837.283931827,0.92,0.90,0.80,71213295310,66445486119676,436544619,234611546,240580098,240531419,105882,8,1625717,20955202,1865,0,306647,21731,0,0,7707080,7216680,7130860,2108,167316
2018-05-16_12-17-17.336830364,1526465837.340018752,24933661734,2018-05-16_12-17-47.387207784,1526465867.390044473,0.96,0.91,0.81,71301087496,66542447993974,436840136,234611546,240580102,241973606,105920,8,1627753,20964007,1865,0,306890,21732,0,0,7707080,7203416,7117704,2108,167328
2018-05-16_12-17-47.438825567,1526465867.441472238,16730954130,2018-05-16_12-18-17.490601798,1526465897.493289954,1.03,0.93,0.82,71380998082,66607524303982,438266298,234611546,240580110,241973606,105941,8,1629832,20973032,1865,0,307784,21732,0,0,7707080,7203684,7118040,2108,167328
2018-05-16_12-18-17.538672430,1526465897.541384388,25023413758,2018-05-16_12-18-47.588354585,1526465927.591067502,0.95,0.93,0.82,71469023728,66704839005750,438560983,236053248,240580124,241973606,105982,8,1631861,20981749,1865,0,308044,21732,0,0,7707080,7203672,7117880,2108,167328
2018-05-16_12-18-47.635812644,1526465927.638566299,25090334384,2018-05-16_12-19-17.690354528,1526465957.693383980,0.90,0.92,0.82,71557072834,66802414660022,438855598,236053252,240580140,243418149,106013,8,1633903,20990546,1865,0,308283,21733,0,0,7707080,7204012,7117920,2108,167332
2018-05-16_12-19-17.738985847,1526465957.741670784,25075350520,2018-05-16_12-19-47.791003351,1526465987.793846506,0.87,0.91,0.82,71645227318,66899933820198,439150803,236053255,242027322,243418149,106059,8,1635980,20999300,1865,0,308545,21734,0,0,7707080,7203500,7117896,2108,167340
2018-05-16_12-19-47.841470025,1526465987.844062887,25001495049,2018-05-16_12-20-17.899824004,1526466017.903142892,0.79,0.89,0.81,71733182284,66997165202994,439445179,237493839,242027331,243418149,106100,8,1638007,21008026,1865,0,308799,21734,0,0,7707080,7202952,7117348,2108,167344
2018-05-16_12-20-17.955102716,1526466017.957859212,16647633588,2018-05-16_12-20-48.014805276,1526466048.017531935,0.87,0.90,0.82,71812752250,67061919630670,440866816,237493839,242027339,243418149,106135,8,1640040,21017051,1865,0,309727,21735,0,0,7707080,7216176,7130104,2108,167336
2018-05-16_12-20-48.069094169,1526466048.072314009,25531147915,2018-05-16_12-21-18.117570723,1526466078.120448792,0.60,0.83,0.80,71880614188,67161206518492,441166179,237493839,242966115,243418149,106164,8,1642008,21026200,1865,0,309917,21736,0,0,7707080,7216096,7130032,2108,167336
2018-05-16_12-21-18.168642648,1526466078.171570294,25573732046,2018-05-16_12-21-48.217113860,1526466108.219948098,0.57,0.80,0.79,71948889100,67260658725812,441466132,237493839,242966115,244362005,106193,8,1643955,21035377,1865,0,310104,21736,0,0,7707080,7216200,7130160,2108,167336
2018-05-16_12-21-48.264378615,1526466108.267033890,17172126867,2018-05-16_12-22-18.320996632,1526466138.323618872,0.74,0.82,0.79,72028651306,67327454702102,442715818,237493839,242966115,244362005,106226,8,1646036,21044406,1865,0,310980,21737,0,0,7707080,7216024,7130420,2108,167336
2018-05-16_12-22-18.368628833,1526466138.371218473,25465043424,2018-05-16_12-22-48.424236355,1526466168.426997400,0.85,0.83,0.80,72095138524,67426486889060,443014701,238483747,242966115,244362005,106255,8,1648021,21053487,1865,0,311185,22073,0,0,7707080,7216700,7130900,2108,167336
2018-05-16_12-22-48.482907755,1526466168.485643666,25538406786,2018-05-16_12-23-18.534104234,1526466198.536720685,0.91,0.85,0.81,72162390112,67525804665054,443315715,238483747,242966115,245292324,106301,8,1649960,21062652,1865,0,311361,22073,0,0,7707080,7215768,7130164,2108,167340
2018-05-16_12-23-18.582226697,1526466198.584819022,25530248546,2018-05-16_12-23-48.639652579,1526466228.643329878,0.86,0.85,0.81,72229169474,67625088055028,443615301,238483747,243972378,245292324,106333,8,1651910,21071773,1865,0,311563,22074,0,0,7707080,7216432,7130748,2108,167340
2018-05-16_12-23-48.694272828,1526466228.696928189,25687900394,2018-05-16_12-24-18.746873103,1526466258.749855386,0.86,0.85,0.81,72292820620,67724986085516,443916480,239434786,243972378,245292324,106364,8,1653819,21080934,1865,0,311754,22074,0,0,7707080,7216208,7130568,2108,167344
2018-05-16_12-24-18.795385635,1526466258.798101302,17529850086,2018-05-16_12-24-48.844259772,1526466288.846910379,0.92,0.86,0.81,72373740886,67793165534934,445175664,239434786,243972378,245292324,106389,8,1655890,21089961,1865,0,312648,22074,0,0,7707080,7216496,7130856,2108,167344
2018-05-16_12-24-48.895408117,1526466288.898630225,25571238460,2018-05-16_12-25-18.945776475,1526466318.948664277,0.95,0.87,0.82,72437815210,67892605066788,445475282,240391285,243972378,245292324,106415,8,1657827,21099085,1865,0,312853,22074,0,0,7707080,7216744,7130908,2108,167344
2018-05-16_12-25-18.996705404,1526466318.999947396,17559049793,2018-05-16_12-25-49.071825445,1526466349.074766758,1.09,0.92,0.84,72518628976,67960911326236,446731741,240391293,243972378,245292326,106454,8,1659919,21108084,1865,0,313751,22074,0,0,7707080,7203720,7117932,2108,167352
2018-05-16_12-25-49.123189077,1526466349.126254492,25453814188,2018-05-16_12-26-19.175167269,1526466379.178161804,1.01,0.91,0.84,72582825280,68059894342948,447030599,240391293,243972383,246260737,106490,8,1661874,21117230,1865,0,313952,22075,0,0,7707080,7203660,7117972,2108,167352
2018-05-16_12-26-19.233487987,1526466379.236052164,25472246834,2018-05-16_12-26-49.294556987,1526466409.298153834,0.88,0.89,0.83,72649889396,68158958923296,447330155,240391296,244903504,246260746,106529,8,1663836,21126373,1865,0,314151,22075,0,0,7707080,7203764,7118128,2108,167356
2018-05-16_12-26-49.354665408,1526466409.357362923,17702922176,2018-05-16_12-27-19.410340461,1526466439.413482890,0.99,0.91,0.84,72730827182,68227815799752,448584771,240391297,244903515,246260754,106561,8,1665923,21135380,1865,0,315043,22076,0,0,7707080,7204052,7117956,2108,167356
2018-05-16_12-27-19.462489312,1526466439.465126150,25410618474,2018-05-16_12-27-49.511938635,1526466469.514674808,0.99,0.92,0.85,72798796898,68326633037784,448884102,241329811,244903525,246260754,106599,8,1667912,21144431,1865,0,315272,22076,0,0,7707080,7203852,7117988,2108,167360
2018-05-16_12-27-49.561223374,1526466469.563974999,25461721968,2018-05-16_12-28-19.610892668,1526466499.613565249,0.89,0.90,0.84,72865851674,68425647663764,449183693,241329811,245835575,246260762,106637,8,1669902,21153541,1865,0,315484,22076,0,0,7707080,7203744,7117924,2108,167360
2018-05-16_12-28-19.659154495,1526466499.661725676,25484962974,2018-05-16_12-28-49.710824439,1526466529.713579649,0.97,0.91,0.85,72932151764,68524752193694,449482898,241329811,245835582,247179978,106663,8,1671864,21162690,1865,0,315700,22076,0,0,7707080,7215896,7129880,2108,167356
2018-05-16_12-28-49.769731586,1526466529.772321550,25114368701,2018-05-16_12-29-19.826510895,1526466559.830112982,0.91,0.90,0.85,73020519410,68622419456792,449777744,242779611,245835585,247179978,106700,8,1673928,21171426,1865,0,315945,22076,0,0,7707080,7216216,7130592,2108,167356
2018-05-16_12-29-19.895042235,1526466559.897663304,16719681964,2018-05-16_12-29-49.963680148,1526466589.967286024,0.94,0.91,0.86,73100249216,68687463001896,451195742,242779611,245835585,247179978,106726,8,1675961,21180456,1865,0,316880,22077,0,0,7707080,7216332,7130208,2108,167356
2018-05-16_12-29-50.020107694,1526466590.023120802,25089529980,2018-05-16_12-30-20.071258089,1526466620.074381449,1.09,0.95,0.87,73188278248,68785032720240,451491039,242779611,245835585,248624117,106765,8,1678064,21189226,1865,0,317119,22078,0,0,7707080,7216532,7130724,2108,167364
2018-05-16_12-30-20.122545735,1526466620.125135595,25082789235,2018-05-16_12-30-50.170999305,1526466650.173775192,0.85,0.91,0.86,73276280878,68882574983518,451785590,242779611,247278226,248624117,106796,8,1680070,21198093,1865,0,317354,22078,0,0,7707080,7216328,7130716,2108,167364
2018-05-16_12-30-50.221563954,1526466650.224223068,17985176245,2018-05-16_12-31-20.275812997,1526466680.278603772,0.91,0.92,0.86,73347222064,68952529407572,453099475,242779611,247278226,248624117,106831,8,1682112,21207121,1865,0,318268,22079,0,0,7707080,7216472,7131056,2108,167364
2018-05-16_12-31-20.327819708,1526466680.330565760,24998455745,2018-05-16_12-31-50.384994447,1526466710.389840344,0.81,0.89,0.86,73435127374,69049745025998,453393253,244222530,247278226,248624117,106861,8,1684141,21215887,1865,0,318502,22079,0,0,7707080,7216348,7130740,2108,167368
2018-05-16_12-31-50.439835973,1526466710.442427430,25065400642,2018-05-16_12-32-20.499512031,1526466740.502433256,0.88,0.90,0.86,73523086720,69147219826016,453687420,244222530,248720972,248624117,106891,8,1686201,21224693,1865,0,318772,22079,0,0,7707080,7216616,7130736,2108,167368
2018-05-16_12-32-20.559618782,1526466740.562293732,24960493941,2018-05-16_12-32-50.613541916,1526466770.616389143,0.85,0.90,0.86,73610931766,69244288248970,453982241,244222530,248720972,250067803,106940,8,1688288,21233464,1865,0,319036,22079,0,0,7707080,7216184,7130528,2108,167372
2018-05-16_12-32-50.666326667,1526466770.669073689,25093993259,2018-05-16_12-33-20.713541037,1526466800.716212559,0.78,0.87,0.86,73699244992,69341872468308,454277008,245671848,248720972,250067803,106969,8,1690344,21242215,1865,0,319282,22080,0,0,7707080,7216004,7130396,2108,167372
2018-05-16_12-33-20.763112676,1526466800.765773686,16643577061,2018-05-16_12-33-50.821704278,1526466830.824650143,0.93,0.90,0.87,73778895298,69406617514516,455704716,245671850,248720980,250067803,107009,8,1692389,21251213,1865,0,320222,22081,0,0,7707080,7204888,7118972,2108,167384
2018-05-16_12-33-50.873411777,1526466830.876013251,25067792988,2018-05-16_12-34-20.921358853,1526466860.924280481,0.97,0.91,0.87,73867075444,69504099380406,455998811,245671853,248720985,251518202,107039,8,1694370,21260084,1865,0,320468,22082,0,0,7707080,7204944,7118896,2108,167384
2018-05-16_12-34-20.974091260,1526466860.976789473,24964894405,2018-05-16_12-34-51.023872911,1526466891.026613490,0.97,0.92,0.87,73954946050,69601183287458,456292558,245671857,250162996,251518202,107078,8,1696361,21268923,1865,0,320707,22082,0,0,7707080,7203412,7117620,2108,167384
2018-05-16_12-34-51.084312083,1526466891.086924416,16580725961,2018-05-16_12-35-21.150166688,1526466921.153490794,0.98,0.93,0.88,74034229036,69665688822508,457706660,245671858,250163006,251518210,107117,8,1698407,21277926,1865,0,321636,22082,0,0,7707080,7203944,7118352,2108,167388
2018-05-16_12-35-21.208556026,1526466921.211365832,25081162864,2018-05-16_12-35-51.260071853,1526466951.262949046,1.14,0.97,0.89,74122313122,69763231316284,458001408,247110840,250163014,251518210,107145,8,1700483,21286633,1865,0,321902,22083,0,0,7707080,7203396,7117608,2108,167388
