StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-21_21-13-13.424806234,1526929993.426934069,5044867205,2018-05-21_21-13-43.471043385,1526930023.473448990,0.36,0.36,0.34,16023487638,10825276129936,0,23727532,3294,4898,6,320150,4290041,2253,0,10618,103,0,0,12955962,7707080,7317600,7228488,2108,146868
2018-05-21_21-13-43.512445545,1526930023.514836885,4880231787,2018-05-21_21-14-13.558303431,1526930053.560746137,0.28,0.34,0.33,16052910684,10843598903796,0,23766209,3300,4904,6,320577,4301424,2253,0,10626,103,0,0,12983168,7707080,7317184,7228556,2108,146868
2018-05-21_21-14-13.600006404,1526930053.602305621,4874923044,2018-05-21_21-14-43.644343912,1526930083.646852285,0.17,0.31,0.32,16085781990,10861899182230,0,23804611,3306,4912,6,320973,4312790,2253,0,10637,104,0,0,13010209,7707080,7317328,7228504,2108,146868
2018-05-21_21-14-43.686041354,1526930083.688370167,4876407933,2018-05-21_21-15-13.732890326,1526930113.735294203,0.18,0.30,0.32,16118487876,10880205489180,0,23842207,3311,4920,6,321418,4324126,2253,0,10647,104,0,0,13037213,7707080,7317892,7228564,2108,146868
2018-05-21_21-15-13.774735401,1526930113.777115284,5070891218,2018-05-21_21-15-43.820624796,1526930143.822806020,0.25,0.30,0.32,16152437922,10899244842840,0,23880890,3317,4928,6,322045,4335268,2253,0,10659,104,0,0,13064350,7707080,7317864,7228528,2108,146868
2018-05-21_21-15-43.862063614,1526930143.864232428,5042656355,2018-05-21_21-16-13.906725756,1526930173.908940590,0.15,0.27,0.31,16187439588,10918175823128,0,23919407,3323,4933,6,322647,4346448,2253,0,10670,104,0,0,13091346,7707080,7317208,7228316,2108,146868
2018-05-21_21-16-13.946632500,1526930173.948784482,4962939737,2018-05-21_21-16-43.991605231,1526930203.993757468,0.09,0.25,0.30,16221663174,10936809826404,0,23958641,3328,4941,6,323195,4357696,2253,0,10681,104,0,0,13118370,7707080,7318368,7229544,2108,146868
2018-05-21_21-16-44.029931263,1526930204.032054558,5031826940,2018-05-21_21-17-14.073212156,1526930234.075485717,0.19,0.26,0.30,16255627020,10955700256746,0,23997337,3334,4948,6,323711,4368977,2253,0,10690,104,0,0,13145630,7707080,7318632,7229956,2108,146872
2018-05-21_21-17-14.113146959,1526930234.115403622,5009610779,2018-05-21_21-17-44.162100832,1526930264.164375058,0.17,0.25,0.30,16290088866,10974508270366,0,24038501,3340,4958,6,324202,4380291,2253,0,10700,104,0,0,13173412,7707080,7317244,7228100,2108,146876
2018-05-21_21-17-44.200624287,1526930264.202778630,5070194542,2018-05-21_21-18-14.243691589,1526930294.246125003,0.17,0.24,0.30,16325001252,10993543147976,0,24078367,3346,4964,6,324793,4391500,2253,0,10709,105,0,0,13200430,7707080,7317136,7228628,2108,146876
2018-05-21_21-18-14.283818033,1526930294.286069382,4926080559,2018-05-21_21-18-44.326614498,1526930324.328790397,0.16,0.23,0.29,16359096498,11012037188752,0,24117664,3352,4972,6,325360,4402738,2253,0,10720,105,0,0,13227713,7707080,7317592,7228984,2108,146876
2018-05-21_21-18-44.364814758,1526930324.366938906,5062115113,2018-05-21_21-19-14.409655851,1526930354.411823394,0.16,0.23,0.29,16394009364,11031042885760,0,24156158,3358,4979,6,325949,4413946,2253,0,10728,105,0,0,13254666,7707080,7317616,7228664,2108,146876
2018-05-21_21-19-14.447668272,1526930354.449823132,4948580154,2018-05-21_21-19-44.491719183,1526930384.493862319,0.23,0.24,0.29,16428375390,11049622354012,0,24193021,3364,4986,6,326550,4425131,2253,0,10737,105,0,0,13281418,7707080,7317636,7228684,2108,146876
2018-05-21_21-19-44.529536881,1526930384.531651739,5012227737,2018-05-21_21-20-14.575076968,1526930414.577282459,0.21,0.23,0.29,16457280276,11068441611106,0,24232358,3371,4994,6,327180,4436342,2253,0,10745,105,0,0,13308623,7707080,7317016,7228212,2108,146880
2018-05-21_21-20-14.613418262,1526930414.615566542,5038405594,2018-05-21_21-20-44.657351615,1526930444.659811331,0.20,0.22,0.28,16491750102,11087354667490,0,24269816,3376,5001,6,327690,4447606,2253,0,10756,105,0,0,13336070,7707080,7317224,7228420,2108,146880
2018-05-21_21-20-44.699049409,1526930444.701411623,5036153735,2018-05-21_21-21-14.743384804,1526930474.745680995,0.12,0.20,0.27,16526157348,11106259747488,0,24307182,3381,5007,6,328231,4458839,2253,0,10768,105,0,0,13363591,7707080,7317396,7228592,2108,146880
2018-05-21_21-21-14.783389035,1526930474.785614907,5066963476,2018-05-21_21-21-44.828718098,1526930504.831133117,0.07,0.18,0.27,16555052874,11125283039248,0,24347125,3387,5018,6,328783,4470101,2253,0,10778,105,0,0,13391538,7707080,7316924,7228316,2108,146880
2018-05-21_21-21-44.870246655,1526930504.872569302,4940791446,2018-05-21_21-22-14.914649428,1526930534.916824933,0.11,0.18,0.26,16589033280,11143834330646,0,24383886,3393,5024,6,329379,4481335,2253,0,10789,105,0,0,13418377,7707080,7317016,7228212,2108,146880
2018-05-21_21-22-14.952551638,1526930534.954666141,4862035035,2018-05-21_21-22-44.995016386,1526930564.997366668,0.29,0.21,0.27,16622100546,11162089206990,0,24418116,3400,5031,6,329978,4492569,2253,0,10795,106,0,0,13445064,7707080,7316804,7228392,2108,146880
2018-05-21_21-22-45.036790499,1526930565.039097633,5055920071,2018-05-21_21-23-15.083628317,1526930595.086059343,0.35,0.24,0.28,16657189032,11181070715296,0,24457234,3405,5040,6,330527,4503802,2253,0,10806,106,0,0,13472171,7707080,7316892,7228284,2108,146880
2018-05-21_21-23-15.125161995,1526930595.127525953,5075282197,2018-05-21_21-23-45.169025269,1526930625.171264488,0.22,0.22,0.27,16692439998,11200122562560,0,24497953,3411,5046,6,330978,4515134,2253,0,10819,106,0,0,13499497,7707080,7317320,7228516,2108,146880
2018-05-21_21-23-45.209451137,1526930625.211675118,5062319701,2018-05-21_21-24-15.255632215,1526930655.258161235,0.26,0.23,0.27,16726347564,11219127580736,0,24536673,3416,5053,6,331533,4526363,2253,0,10833,106,0,0,13526663,7707080,7317212,7228144,2108,146880
2018-05-21_21-24-15.297336089,1526930655.299719915,5059689166,2018-05-21_21-24-45.342483216,1526930685.344868656,0.28,0.24,0.27,16760439270,11238121563216,0,24574460,3422,5059,6,332042,4537632,2253,0,10844,106,0,0,13553850,7707080,7317116,7228116,2108,146880
2018-05-21_21-24-45.383999322,1526930685.386320569,4956497079,2018-05-21_21-25-15.429576383,1526930715.432018747,0.23,0.23,0.27,16794514596,11256731230498,0,24610960,3428,5067,6,332637,4548859,2253,0,10853,106,0,0,13580686,7707080,7317052,7228252,2108,146884
2018-05-21_21-25-15.470989574,1526930715.473350114,4954446021,2018-05-21_21-25-45.515502520,1526930745.517879112,0.20,0.22,0.27,16828585362,11275331856178,0,24650987,3434,5073,6,333146,4560160,2253,0,10864,106,0,0,13607687,7707080,7317208,7228408,2108,146884
2018-05-21_21-25-45.557155053,1526930745.559510872,5066404479,2018-05-21_21-26-15.601523108,1526930775.603926116,0.12,0.20,0.26,16862607348,11294350690348,0,24688939,3440,5084,6,333705,4571371,2253,0,10877,106,0,0,13635418,7707080,7317216,7228120,2108,146888
2018-05-21_21-26-15.643097692,1526930775.645518489,5037006425,2018-05-21_21-26-45.688489400,1526930805.690885667,0.14,0.20,0.25,16896167814,11313262627806,0,24727786,3446,5091,6,334305,4582586,2253,0,10888,106,0,0,13662446,7707080,7317420,7228612,2108,146888
2018-05-21_21-26-45.728346253,1526930805.730586132,4865586466,2018-05-21_21-27-15.773915599,1526930835.776329772,0.15,0.20,0.25,16928767740,11331531533524,0,24763062,3452,5097,6,334924,4593799,2253,0,10897,106,0,0,13689168,7707080,7317332,7228284,2108,146888
2018-05-21_21-27-15.815346895,1526930835.817723843,5009457215,2018-05-21_21-27-45.861963495,1526930865.864405719,0.29,0.22,0.26,16958162706,11350337433382,0,24801842,3458,5106,6,335426,4605096,2253,0,10906,106,0,0,13716651,7707080,7317268,7228460,2108,146888
2018-05-21_21-27-45.903355645,1526930865.905729687,5070823734,2018-05-21_21-28-15.948498923,1526930895.950919190,0.24,0.22,0.25,16993090332,11369375651742,0,24841756,3464,5113,6,336030,4616295,2253,0,10916,107,0,0,13743764,7707080,7317792,7228796,2108,146888
2018-05-21_21-28-15.989910328,1526930895.992252178,4998417952,2018-05-21_21-28-46.036147494,1526930926.038688937,0.28,0.23,0.26,17027657298,11388141313544,0,24878904,3469,5121,6,336614,4627483,2253,0,10927,107,0,0,13770750,7707080,7317256,7228300,2108,146888
2018-05-21_21-28-46.077730331,1526930926.080113779,5028003696,2018-05-21_21-29-16.122642771,1526930956.124856737,0.45,0.27,0.27,17062004304,11407019916160,0,24916615,3476,5129,6,337244,4638677,2253,0,10936,107,0,0,13797625,7707080,7317452,7228108,2108,146888
2018-05-21_21-29-16.160560071,1526930956.162652098,5050292995,2018-05-21_21-29-46.205461120,1526930986.208012764,0.41,0.28,0.27,17096913870,11425980982712,0,24955632,3482,5135,6,337809,4649903,2253,0,10945,107,0,0,13824622,7707080,7317152,7228512,2108,146888
2018-05-21_21-29-46.245661992,1526930986.247906392,5105693985,2018-05-21_21-30-16.291082102,1526931016.293308132,0.35,0.28,0.27,17126135796,11445146980786,0,24993213,3487,5144,6,338325,4661167,2253,0,10956,107,0,0,13852738,7707080,7316876,7228268,2108,146896
2018-05-21_21-30-16.332065475,1526931016.334403360,4950727683,2018-05-21_21-30-46.376240026,1526931046.378617839,0.28,0.27,0.27,17159666202,11463734822656,0,25029901,3493,5155,6,338937,4672374,2253,0,10965,108,0,0,13880149,7707080,7317156,7228048,2108,146896
2018-05-21_21-30-46.417656686,1526931046.420015494,5052773019,2018-05-21_21-31-16.461516022,1526931076.463690652,0.24,0.26,0.26,17193647808,11482706056982,0,25067325,3500,5164,6,339555,4683566,2253,0,10976,108,0,0,13907638,7707080,7316860,7228056,2108,146900
2018-05-21_21-31-16.499605940,1526931076.501738428,5065454365,2018-05-21_21-31-46.544403315,1526931106.546791337,0.22,0.25,0.26,17227564674,11501724318716,0,25107081,3506,5186,6,340116,4694780,2254,0,10988,108,0,0,13935375,7707080,7309848,7220992,2108,146908
2018-05-21_21-31-46.585597877,1526931106.587936259,5011244546,2018-05-21_21-32-16.629943955,1526931136.632192688,0.30,0.27,0.27,17261920260,11520539862726,0,25143511,3512,5221,6,340739,4705949,2254,0,11000,108,0,0,13963199,7707080,7309436,7220832,2108,146908
2018-05-21_21-32-16.669492751,1526931136.671691961,5004324734,2018-05-21_21-32-46.714047705,1526931166.716206441,0.18,0.25,0.26,17296232046,11539329357672,0,25180626,3519,5257,6,341371,4717114,2254,0,11012,108,0,0,13991231,7707080,7309140,7220488,2108,146908
2018-05-21_21-32-46.752302301,1526931166.754421648,5052486243,2018-05-21_21-33-16.796241170,1526931196.798598447,0.17,0.24,0.26,17331213612,11558295008812,0,25217621,3524,5319,6,341933,4728299,2254,0,11025,108,0,0,14019401,7707080,7308404,7219608,2108,146920
2018-05-21_21-33-16.836430248,1526931196.838559888,5033148974,2018-05-21_21-33-46.881524034,1526931226.883691498,0.16,0.23,0.25,17365983078,11577192225844,0,25256586,3530,5340,6,342534,4739476,2254,0,11039,109,0,0,14047170,7707080,7308888,7220092,2108,146916
2018-05-21_21-33-46.919379330,1526931226.921491057,5128519109,2018-05-21_21-34-16.962604242,1526931256.964765413,0.10,0.21,0.24,17395306224,11596444208470,0,25294434,3535,5349,6,343059,4750746,2254,0,11049,109,0,0,14075450,7707080,7308632,7220032,2108,146916
2018-05-21_21-34-17.000530378,1526931257.002664668,5137401557,2018-05-21_21-34-47.046089143,1526931287.048346679,0.21,0.22,0.25,17431466910,11615728892020,0,25330979,3540,5362,6,343610,4761923,2254,0,11066,109,0,0,14103578,7707080,7317244,7228788,2108,146912
2018-05-21_21-34-47.085809213,1526931287.088096645,4960623880,2018-05-21_21-35-17.132757265,1526931317.134900581,0.25,0.23,0.25,17464513056,11634354469118,0,25369179,3546,5372,6,344165,4773170,2254,0,11076,109,0,0,14131187,7707080,7317688,7228888,2108,146912
2018-05-21_21-35-17.170504925,1526931317.172605274,4974294187,2018-05-21_21-35-47.214558698,1526931347.217134518,0.15,0.21,0.24,17497755702,11653028528900,0,25407019,3552,5379,6,344672,4784451,2254,0,11086,109,0,0,14158449,7707080,7317460,7228812,2108,146912
2018-05-21_21-35-47.256181220,1526931347.258569174,5006193201,2018-05-21_21-36-17.300120768,1526931377.302361385,0.15,0.21,0.24,17532256008,11671824657460,0,25444185,3558,5386,6,345298,4795648,2254,0,11095,109,0,0,14185266,7707080,7317504,7228704,2108,146912
2018-05-21_21-36-17.339918677,1526931377.342112863,5049923605,2018-05-21_21-36-47.386723290,1526931407.388868074,0.09,0.19,0.23,17566933974,11690785218570,0,25481887,3564,5393,6,345930,4806774,2254,0,11105,110,0,0,14212225,7707080,7317212,7228756,2108,146912
2018-05-21_21-36-47.424592623,1526931407.426749211,5016717733,2018-05-21_21-37-17.468492309,1526931437.470627963,0.26,0.22,0.23,17601772620,11709618989888,0,25521816,3570,5400,6,346488,4818009,2254,0,11116,110,0,0,14239341,7707080,7317964,7229148,2108,146912
2018-05-21_21-37-17.506313702,1526931437.508390139,4971005929,2018-05-21_21-37-47.549560468,1526931467.551740252,0.16,0.20,0.23,17636362206,11728280421884,0,25561585,3576,5407,6,346966,4829324,2254,0,11128,110,0,0,14266343,7707080,7316936,7228112,2108,146912
2018-05-21_21-37-47.587403101,1526931467.589518378,5038663893,2018-05-21_21-38-17.632156521,1526931497.634413999,0.18,0.19,0.23,17670002952,11747194388402,0,25598480,3581,5415,6,347489,4840582,2254,0,11139,110,0,0,14293793,7707080,7317252,7228452,2108,146912
2018-05-21_21-38-17.675167301,1526931497.677637353,5120697526,2018-05-21_21-38-47.720554628,1526931527.723029368,0.19,0.19,0.22,17704290258,11766416462070,0,25636015,3586,5423,6,348050,4851748,2254,0,11152,110,0,0,14321651,7707080,7317472,7228672,2108,146912
2018-05-21_21-38-47.762273312,1526931527.764630566,5055855900,2018-05-21_21-39-17.806935006,1526931557.809206474,0.19,0.19,0.22,17738430504,11785399561404,0,25676176,3592,5429,6,348668,4862952,2254,0,11160,110,0,0,14348767,7707080,7317484,7228684,2108,146912
2018-05-21_21-39-17.848114100,1526931557.850479408,5058425076,2018-05-21_21-39-47.892211262,1526931587.894502652,0.12,0.17,0.22,17757722490,11804390262688,0,25716679,3598,5438,6,349232,4874264,2254,0,11166,110,0,0,14376633,7707080,7317072,7228420,2108,146912
2018-05-21_21-39-47.932095881,1526931587.934269923,5052496763,2018-05-21_21-40-17.976972406,1526931617.979132494,0.07,0.16,0.21,17793358296,11823356254554,0,25754000,3604,5450,6,349728,4885543,2254,0,11177,110,0,0,14405148,7707080,7316940,7228148,2108,146928
2018-05-21_21-40-18.014871115,1526931618.016979208,5129270053,2018-05-21_21-40-48.059073393,1526931648.061355288,0.17,0.17,0.22,17828848722,11842610152842,0,25790359,3609,5456,6,350256,4896779,2254,0,11189,110,0,0,14433447,7707080,7317376,7228360,2108,146928
2018-05-21_21-40-48.098924876,1526931648.101153210,4961566100,2018-05-21_21-41-18.145717154,1526931678.147861075,0.17,0.17,0.22,17864137428,11861240958626,0,25827503,3615,5465,6,350849,4908005,2254,0,11199,111,0,0,14460470,7707080,7317296,7228508,2108,146932
2018-05-21_21-41-18.183682601,1526931678.185812565,4977077075,2018-05-21_21-41-48.228503506,1526931708.230670117,0.18,0.17,0.22,17892040974,11879929364754,0,25865998,3622,5473,6,351420,4919281,2254,0,11207,111,0,0,14487440,7707080,7317204,7228416,2108,146932
2018-05-21_21-41-48.266394952,1526931708.268499537,4964802280,2018-05-21_21-42-18.309620285,1526931738.311830425,0.17,0.17,0.22,17926522980,11898568978044,0,25904526,3627,5481,6,351964,4930549,2254,0,11218,111,0,0,14514438,7707080,7317008,7228576,2108,146932
2018-05-21_21-42-18.347417027,1526931738.349540477,5120086254,2018-05-21_21-42-48.389751247,1526931768.391921588,0.25,0.19,0.22,17962296126,11917788797620,0,25942013,3633,5488,6,352532,4941720,2254,0,11231,111,0,0,14542079,7707080,7317512,7228468,2108,146932
2018-05-21_21-42-48.427661012,1526931768.429786854,5018929443,2018-05-21_21-43-18.472556088,1526931798.474685362,0.15,0.17,0.22,17996895552,11936632741896,0,25981305,3639,5496,6,353126,4952943,2254,0,11242,111,0,0,14569144,7707080,7316764,7228028,2108,146932
2018-05-21_21-43-18.510639709,1526931798.512792868,4931975326,2018-05-21_21-43-48.555491055,1526931828.557736236,0.23,0.18,0.22,18031518738,11955148519518,0,26019984,3644,5503,6,353578,4964262,2254,0,11253,111,0,0,14596263,7707080,7317432,7228840,2108,146932
2018-05-21_21-43-48.593394633,1526931828.595523270,5006818912,2018-05-21_21-44-18.638664194,1526931858.640845889,0.32,0.21,0.23,18064899924,11973946582992,0,26058827,3650,5511,6,354156,4975498,2254,0,11266,111,0,0,14623134,7707080,7317564,7228492,2108,146932
2018-05-21_21-44-18.676892234,1526931858.679007588,5082860331,2018-05-21_21-44-48.723560521,1526931888.725687768,0.27,0.21,0.23,18099399690,11993032062610,0,26098141,3657,5522,6,354700,4986760,2254,0,11275,111,0,0,14650974,7707080,7316220,7227200,2108,146932
2018-05-21_21-44-48.764679923,1526931888.767024872,5038698641,2018-05-21_21-45-18.809928946,1526931918.812334264,0.16,0.19,0.22,18132846516,12011949222404,0,26137011,3663,5530,6,355271,4998007,2254,0,11286,112,0,0,14678324,7707080,7316832,7228000,2108,146932
2018-05-21_21-45-18.851591564,1526931918.853914950,5054024102,2018-05-21_21-45-48.896754035,1526931948.899127449,0.16,0.19,0.22,18166535682,12030922961742,0,26177902,3669,5538,6,355822,5009246,2254,0,11295,112,0,0,14705628,7707080,7317556,7228768,2108,146932
2018-05-21_21-45-48.938175951,1526931948.940546958,5020926673,2018-05-21_21-46-18.981781081,1526931978.983944955,0.23,0.20,0.23,18201230568,12049772602610,0,26216438,3675,5546,6,356401,5020451,2254,0,11306,112,0,0,14732515,7707080,7317404,7228616,2108,146932
2018-05-21_21-46-19.019835714,1526931979.021942125,5033972936,2018-05-21_21-46-49.062454283,1526932009.064615489,0.28,0.21,0.23,18235846614,12068671921762,0,26256611,3681,5552,6,356981,5031657,2254,0,11317,112,0,0,14759516,7707080,7317768,7228980,2108,146932
2018-05-21_21-46-49.100403013,1526932009.102512097,5029317572,2018-05-21_21-47-19.146427313,1526932039.148557237,0.36,0.24,0.24,18270475740,12087555211574,0,26294882,3687,5559,6,357541,5042901,2254,0,11326,112,0,0,14786486,7707080,7317064,7228424,2108,146932
2018-05-21_21-47-19.184290776,1526932039.186413833,4980480627,2018-05-21_21-47-49.230194716,1526932069.232497031,0.44,0.27,0.24,18304875726,12106254925986,0,26334319,3693,5566,6,358121,5054121,2254,0,11335,112,0,0,14813333,7707080,7317644,7229052,2108,146932
2018-05-21_21-47-49.269872770,1526932069.272098849,5009552161,2018-05-21_21-48-19.315582703,1526932099.318092882,0.44,0.29,0.25,18332922372,12125062338628,0,26374257,3698,5574,6,358661,5065399,2254,0,11343,112,0,0,14840283,7707080,7317660,7229068,2108,146932
2018-05-21_21-48-19.356887516,1526932099.359226659,5024900262,2018-05-21_21-48-49.400773699,1526932129.402974741,0.33,0.28,0.25,18367158978,12143926092980,0,26412368,3704,5584,6,359242,5076604,2254,0,11356,112,0,0,14867863,7707080,7317224,7228344,2108,146936
2018-05-21_21-48-49.439836515,1526932129.441947581,4992988707,2018-05-21_21-49-19.484715990,1526932159.487155858,0.26,0.27,0.25,18400913904,12162672906746,0,26452121,3710,5592,6,359844,5087820,2254,0,11366,112,0,0,14894754,7707080,7317424,7228640,2108,146940
2018-05-21_21-49-19.526723962,1526932159.529080975,4957483168,2018-05-21_21-49-49.571662392,1526932189.573868316,0.16,0.24,0.24,18428527470,12181287445844,0,26489598,3717,5601,6,360417,5099081,2254,0,11374,112,0,0,14921646,7707080,7317668,7229004,2108,146940
2018-05-21_21-49-49.609961356,1526932189.612067581,5009501539,2018-05-21_21-50-19.653275613,1526932219.655694092,0.24,0.25,0.24,18462950136,12200095276252,0,26529892,3723,5611,6,360977,5110314,2254,0,11384,112,0,0,14949207,7707080,7317060,7228472,2108,146944
2018-05-21_21-50-19.694963637,1526932219.697339310,5016901349,2018-05-21_21-50-49.740720946,1526932249.742897058,0.14,0.23,0.23,18497195502,12218932750758,0,26565181,3729,5616,6,361590,5121541,2254,0,11392,112,0,0,14976109,7707080,7317464,7228760,2108,146944
2018-05-21_21-50-49.779010201,1526932249.781126957,4976508772,2018-05-21_21-51-19.822674865,1526932279.824846008,0.09,0.20,0.22,18531518208,12237616527144,0,26603997,3735,5627,6,362183,5132727,2254,0,11404,113,0,0,15003425,7707080,7317304,7228912,2108,146944
