StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-18_14-23-38.040547855,1526646218.042724583,7934411102,2018-05-18_14-24-08.084232945,1526646248.086472536,0.24,0.22,0.15,1114353484,639834298872,0,0,0,716,0,14685,243122,2178,0,645,1567,0,0,851784,7707080,7353460,7251176,2108,124780
2018-05-18_14-24-08.123340653,1526646248.125529724,7997046327,2018-05-18_14-24-38.166092463,1526646278.168364234,0.35,0.24,0.16,1166914690,669856026438,0,0,0,728,0,15347,254047,2178,0,659,1627,0,0,890706,7707080,7353728,7251152,2108,124780
2018-05-18_14-24-38.205281922,1526646278.207452940,7953316821,2018-05-18_14-25-08.248959459,1526646308.251239987,0.35,0.25,0.16,1202488456,699716723642,0,0,0,740,0,15954,265211,2178,0,671,1693,0,0,929810,7707080,7353516,7251428,2108,124780
2018-05-18_14-25-08.287974777,1526646308.290165034,7933697737,2018-05-18_14-25-38.331233934,1526646338.333522061,0.27,0.24,0.16,1254884242,729502047104,0,0,0,750,0,16554,276330,2178,0,682,1794,0,0,968675,7707080,7353700,7251416,2108,124780
2018-05-18_14-25-38.370538982,1526646338.372730967,7578122900,2018-05-18_14-26-08.414402329,1526646368.416607095,0.22,0.24,0.16,1306953868,757952774030,0,0,0,764,0,17125,287454,2191,0,699,1897,0,0,1007683,7707080,7351036,7249272,2108,126352
2018-05-18_14-26-08.453218996,1526646368.455390799,7944328197,2018-05-18_14-26-38.496183796,1526646398.498384254,0.33,0.26,0.17,1359302794,787776104882,0,0,0,777,0,17688,298554,2210,0,720,1983,0,0,1047390,7707080,7347072,7247644,2108,130072
2018-05-18_14-26-38.534896020,1526646398.537120701,7894300670,2018-05-18_14-27-08.580861175,1526646428.583144390,0.28,0.25,0.17,1410933340,817414548186,0,0,0,787,0,18303,309666,2210,0,736,2046,0,0,1086438,7707080,7347164,7247684,2108,130072
2018-05-18_14-27-08.619581132,1526646428.621750650,7884747751,2018-05-18_14-27-38.663264730,1526646458.665469120,0.39,0.28,0.18,1466796346,847019410768,0,0,0,796,0,18931,320754,2210,0,751,2102,0,0,1125320,7707080,7346880,7247196,2108,130072
2018-05-18_14-27-38.702143052,1526646458.704290693,7758295662,2018-05-18_14-28-08.747751284,1526646488.749924184,0.23,0.25,0.17,1519702192,876142891970,0,0,0,805,0,19415,331941,2210,0,767,2171,0,0,1165070,7707080,7345872,7246732,2108,130072
2018-05-18_14-28-08.786564393,1526646488.788726149,7807399535,2018-05-18_14-28-38.830958583,1526646518.833163740,0.26,0.26,0.18,1576928038,905457336894,0,0,0,817,0,20053,343025,2210,0,779,2256,0,0,1203835,7707080,7346016,7247024,2108,130072
2018-05-18_14-28-38.869554225,1526646518.871713547,7480003254,2018-05-18_14-29-08.914917114,1526646548.917187334,0.28,0.26,0.18,1627224064,933540258076,0,0,0,826,0,20617,354176,2210,0,791,2312,0,0,1241603,7707080,7346304,7246940,2108,130072
2018-05-18_14-29-08.954887772,1526646548.957070628,7973178823,2018-05-18_14-29-38.999234551,1526646579.001447652,0.23,0.25,0.18,1680109696,963473583892,0,0,0,841,0,21296,365092,2210,0,808,2422,0,0,1280758,7707080,7345080,7245496,2108,130072
2018-05-18_14-29-39.038023334,1526646579.040202152,7891518955,2018-05-18_14-30-09.082313721,1526646609.084505504,0.14,0.23,0.18,1735762768,993101659526,0,0,0,853,0,21914,376180,2210,0,824,2521,0,0,1320080,7707080,7345468,7246348,2108,130080
2018-05-18_14-30-09.120985272,1526646609.123124913,7532824752,2018-05-18_14-30-39.166983963,1526646639.169249120,0.14,0.22,0.18,1787002654,1021382003846,0,0,0,863,0,22470,387347,2210,0,836,2579,0,0,1358039,7707080,7346156,7246568,2108,130080
2018-05-18_14-30-39.205914035,1526646639.208090585,8014559480,2018-05-18_14-31-09.249955149,1526646669.252141861,0.35,0.26,0.19,1821363280,1051473760202,0,0,0,873,0,23100,398496,2210,0,849,2641,0,0,1397470,7707080,7346052,7246884,2108,130080
2018-05-18_14-31-09.288710591,1526646669.290881849,7949346715,2018-05-18_14-31-39.333039169,1526646699.335257224,0.29,0.25,0.19,1873714006,1081318436846,0,0,0,881,0,23674,409623,2210,0,865,2692,0,0,1436616,7707080,7346072,7246756,2108,130080
2018-05-18_14-31-39.371842991,1526646699.373982596,7680589026,2018-05-18_14-32-09.414947057,1526646729.417160256,0.18,0.23,0.19,1926707812,1110155058768,0,0,0,892,0,24285,420741,2210,0,880,2741,0,0,1474903,7707080,7346624,7247452,2108,130080
2018-05-18_14-32-09.454073637,1526646729.456941919,7921906051,2018-05-18_14-32-39.499650471,1526646759.501862846,0.16,0.22,0.18,1978822678,1139895406002,0,0,0,902,0,24853,431875,2210,0,895,2802,0,0,1514055,7707080,7346592,7247272,2108,130084
2018-05-18_14-32-39.545200888,1526646759.547365665,7961568358,2018-05-18_14-33-09.589579112,1526646789.593199516,0.21,0.23,0.19,2035397704,1169787079462,0,0,0,914,0,25575,442772,2210,0,912,2862,0,0,1552948,7707080,7346072,7246760,2108,130084
2018-05-18_14-33-09.633421339,1526646789.635580629,7726165109,2018-05-18_14-33-39.677039972,1526646819.679253369,0.25,0.24,0.19,2069732350,1198792418946,0,0,0,923,0,26138,453977,2210,0,924,2932,0,0,1592115,7707080,7345676,7246560,2108,130084
2018-05-18_14-33-39.715828495,1526646819.717994869,7882149520,2018-05-18_14-34-09.759028514,1526646849.761208456,0.23,0.24,0.19,2121957196,1228386947252,0,0,0,933,0,26738,465069,2210,0,940,3019,0,0,1631185,7707080,7346340,7247224,2108,130084
2018-05-18_14-34-09.799735583,1526646849.801889148,7960377494,2018-05-18_14-34-39.844436363,1526646879.846643372,0.32,0.26,0.20,2177572822,1258271880468,0,0,0,946,0,27411,475957,2210,0,957,3146,0,0,1670600,7707080,7345920,7246540,2108,130084
2018-05-18_14-34-39.883075157,1526646879.885229251,7879458953,2018-05-18_14-35-09.928107391,1526646909.930281296,0.31,0.27,0.21,2229150508,1287855183598,0,0,0,954,0,27951,487080,2210,0,971,3261,0,0,1709665,7707080,7345928,7246624,2108,130084
2018-05-18_14-35-09.966531607,1526646909.968673908,6858422389,2018-05-18_14-35-40.008921320,1526646940.011226628,0.19,0.24,0.20,2277855634,1313604579116,0,0,0,962,0,28477,498273,2210,0,986,3337,0,0,1744675,7707080,7345920,7246532,2108,130084
2018-05-18_14-35-40.047499922,1526646940.049658562,6754758637,2018-05-18_14-36-10.091698566,1526646970.093882817,0.17,0.23,0.20,2323181800,1338966008342,0,0,0,972,0,29105,509313,2210,0,999,3419,0,0,1779128,7707080,7346320,7247212,2108,130084
2018-05-18_14-36-10.130686926,1526646970.132861692,6719282411,2018-05-18_14-36-40.173269342,1526647000.177730416,0.10,0.21,0.20,2370370906,1364191187244,0,0,0,982,0,29587,520539,2210,0,1012,3487,0,0,1813601,7707080,7346068,7246508,2108,130084
2018-05-18_14-36-40.214340164,1526647000.216479843,6424244860,2018-05-18_14-37-10.257944771,1526647030.260134395,0.20,0.22,0.20,2414446432,1388308379412,0,0,0,991,0,30022,531815,2210,0,1024,3557,0,0,1847098,7707080,7346056,7246700,2108,130084
2018-05-18_14-37-10.298113069,1526647030.300295369,6430800317,2018-05-18_14-37-40.343068180,1526647060.345272887,0.18,0.22,0.20,2458540138,1412449901714,0,0,0,1000,0,30435,543100,2210,0,1038,3703,0,0,1880740,7707080,7346284,7246980,2108,130084
2018-05-18_14-37-40.381536153,1526647060.383704519,6708671647,2018-05-18_14-38-10.425998858,1526647090.428206656,0.23,0.23,0.21,2482136764,1437639551358,0,0,0,1008,0,30967,554390,2210,0,1045,3857,0,0,1915022,7707080,7346228,7247240,2108,130084
2018-05-18_14-38-10.464390302,1526647090.466560475,6378039644,2018-05-18_14-38-40.509102570,1526647120.511277243,0.26,0.24,0.21,2525538610,1461585082052,0,0,0,1016,0,31429,565656,2210,0,1056,4012,0,0,1948169,7707080,7346368,7247064,2108,130084
2018-05-18_14-38-40.548670056,1526647120.550877414,6703438718,2018-05-18_14-39-10.595638959,1526647150.597950976,0.24,0.23,0.21,2572886542,1486750960112,0,0,0,1027,0,31890,576893,2210,0,1070,4144,0,0,1982996,7707080,7345188,7245884,2108,130084
2018-05-18_14-39-10.634322167,1526647150.636506452,6676642635,2018-05-18_14-39-40.678991611,1526647180.681210090,0.28,0.24,0.22,2616547348,1511819570162,0,0,0,1038,0,32400,588119,2210,0,1086,4220,0,0,2017318,7707080,7346100,7246948,2108,130088
2018-05-18_14-39-40.717524428,1526647180.719697492,6521417606,2018-05-18_14-40-10.763257069,1526647210.765498674,0.23,0.23,0.22,2661929854,1536303875796,0,0,0,1049,0,32905,599345,2210,0,1100,4526,0,0,2051214,7707080,7345628,7246332,2108,130092
2018-05-18_14-40-10.804193266,1526647210.806326467,6765400162,2018-05-18_14-40-40.847943935,1526647240.850139312,0.22,0.23,0.21,2706668500,1561702097888,0,0,0,1057,0,33375,610587,2210,0,1111,4603,0,0,2085791,7707080,7345528,7246624,2108,130092
2018-05-18_14-40-40.887550688,1526647240.889723906,6460744600,2018-05-18_14-41-10.935512017,1526647270.937692480,0.19,0.22,0.21,2751014086,1585954645288,0,0,0,1064,0,33787,621875,2210,0,1124,4710,0,0,2119663,7707080,7345984,7246688,2108,130096
2018-05-18_14-41-10.974131777,1526647270.976292586,6745774670,2018-05-18_14-41-41.018060130,1526647301.020263015,0.18,0.22,0.21,2795701552,1611279009396,0,0,0,1073,0,34244,633124,2210,0,1138,4821,0,0,2154150,7707080,7346144,7247044,2108,130096
2018-05-18_14-41-41.056605730,1526647301.058740231,6850534993,2018-05-18_14-42-11.103966581,1526647331.106350403,0.11,0.20,0.21,2843622658,1636996989538,0,0,0,1082,0,34793,644178,2210,0,1153,4910,0,0,2189026,7707080,7346360,7246832,2108,130096
2018-05-18_14-42-11.146289859,1526647331.148498799,6780538808,2018-05-18_14-42-41.189926773,1526647361.192160612,0.12,0.19,0.21,2888453524,1662450428626,0,0,0,1090,0,35250,655426,2210,0,1172,5003,0,0,2223690,7707080,7345588,7246488,2108,130096
2018-05-18_14-42-41.229884837,1526647361.232085482,6540134333,2018-05-18_14-43-11.272944339,1526647391.275154077,0.13,0.19,0.21,2934035710,1687001574172,0,0,0,1098,0,35672,666702,2210,0,1186,5106,0,0,2257825,7707080,7345844,7246312,2108,130096
2018-05-18_14-43-11.311571685,1526647391.313735954,6381951151,2018-05-18_14-43-41.354086348,1526647421.356285267,0.08,0.17,0.20,2977583416,1710962999006,0,0,0,1110,0,36197,677934,2210,0,1197,5192,0,0,2291436,7707080,7345344,7246200,2108,130100
2018-05-18_14-43-41.392882750,1526647421.395051754,6784203893,2018-05-18_14-44-11.437961182,1526647451.440170961,0.24,0.20,0.21,3025432942,1736432317150,0,0,0,1119,0,36667,689163,2210,0,1211,5230,0,0,2326120,7707080,7346144,7246852,2108,130100
2018-05-18_14-44-11.476750595,1526647451.478912241,6788807880,2018-05-18_14-44-41.519942418,1526647481.522142430,0.20,0.20,0.21,3070429408,1761919108108,0,0,0,1130,0,37247,700215,2210,0,1226,5319,0,0,2360739,7707080,7346456,7247164,2108,130100
2018-05-18_14-44-41.560314754,1526647481.562584195,6846976306,2018-05-18_14-45-11.605472379,1526647511.607736272,0.34,0.23,0.22,3102317314,1787621101574,0,0,0,1138,0,37688,711504,2210,0,1239,5370,0,0,2395871,7707080,7346524,7247232,2108,130100
2018-05-18_14-45-11.644306134,1526647511.646502733,6822824408,2018-05-18_14-45-41.689066439,1526647541.691338197,0.34,0.24,0.23,3150183640,1813232240996,0,0,0,1147,0,38093,722773,2210,0,1254,5431,0,0,2430897,7707080,7345568,7246472,2108,130100
2018-05-18_14-45-41.727890696,1526647541.730074330,6431776732,2018-05-18_14-46-11.770918398,1526647571.773174094,0.28,0.23,0.22,3193739266,1837378985932,0,0,0,1154,0,38564,734031,2210,0,1267,5539,0,0,2464357,7707080,7346068,7246776,2108,130100
2018-05-18_14-46-11.810885062,1526647571.813062595,6675888263,2018-05-18_14-46-41.854076236,1526647601.856291098,0.17,0.21,0.22,3241226392,1862442206388,0,0,0,1163,0,39065,745255,2210,0,1280,5660,0,0,2498650,7707080,7346040,7246748,2108,130100
2018-05-18_14-46-41.892966675,1526647601.895143539,6497955125,2018-05-18_14-47-11.939402544,1526647631.941597158,0.10,0.19,0.21,3285624118,1886835262148,0,0,0,1172,0,39475,756536,2210,0,1293,5800,0,0,2532572,7707080,7345876,7246436,2108,130100
2018-05-18_14-47-11.977954376,1526647631.980146885,6373928806,2018-05-18_14-47-42.021974798,1526647662.024175531,0.26,0.22,0.22,3329272204,1910764254512,0,0,0,1179,0,39926,767806,2210,0,1308,5893,0,0,2565779,7707080,7346244,7246804,2108,130100
2018-05-18_14-47-42.060865138,1526647662.063060047,6689662902,2018-05-18_14-48-12.105292925,1526647692.107514523,0.24,0.22,0.22,3373200850,1935881967418,0,0,0,1193,0,40466,779009,2210,0,1322,5986,0,0,2600443,7707080,7342860,7243568,2108,130104
2018-05-18_14-48-12.144078339,1526647692.146236020,6529910558,2018-05-18_14-48-42.189069717,1526647722.191264810,0.29,0.23,0.23,3407507536,1960394633094,0,0,0,1201,0,40874,790322,2210,0,1334,6111,0,0,2634552,7707080,7345780,7246684,2108,130104
2018-05-18_14-48-42.228509202,1526647722.230658629,6787371910,2018-05-18_14-49-12.273158608,1526647752.275327660,0.25,0.22,0.23,3452331502,1985875714600,0,0,0,1211,0,41349,801560,2210,0,1354,6146,0,0,2669167,7707080,7346236,7246668,2108,130108
2018-05-18_14-49-12.311823273,1526647752.313974954,6762036007,2018-05-18_14-49-42.354989234,1526647782.357185919,0.15,0.20,0.22,3497315128,2011259321948,0,0,0,1219,0,41768,812825,2210,0,1373,6232,0,0,2703791,7707080,7346064,7246888,2108,130108
2018-05-18_14-49-42.393458245,1526647782.395642824,6390268299,2018-05-18_14-50-12.439267192,1526647812.441455407,0.22,0.21,0.22,3543026254,2035252532062,0,0,0,1231,0,42282,824058,2211,0,1389,6339,0,0,2737213,7707080,7345776,7246212,2108,130112
2018-05-18_14-50-12.479333049,1526647812.481510623,6722984598,2018-05-18_14-50-42.526440059,1526647842.528659614,0.14,0.19,0.22,3587644660,2060491698062,0,0,0,1240,0,42752,835306,2211,0,1403,6424,0,0,2771727,7707080,7345772,7246488,2108,130112
2018-05-18_14-50-42.565392200,1526647842.567543925,6432055701,2018-05-18_14-51-12.609903592,1526647872.612135413,0.08,0.18,0.21,3631810486,2084635742300,0,0,0,1247,0,43141,846608,2211,0,1413,6516,0,0,2805807,7707080,7345672,7246388,2108,130112
2018-05-18_14-51-12.648692257,1526647872.650855195,7276531134,2018-05-18_14-51-42.692892750,1526647902.695131405,0.18,0.19,0.22,3680447572,2111950717660,0,0,0,1257,0,43599,857831,2211,0,1426,6600,0,0,2843030,7707080,7345888,7246800,2108,130112
2018-05-18_14-51-42.732410057,1526647902.734570595,8071520135,2018-05-18_14-52-12.775090034,1526647932.777278759,0.31,0.22,0.23,3716885278,2142251692496,0,0,0,1269,0,44163,868987,2211,0,1445,6694,0,0,2883385,7707080,7346028,7246748,2108,130116
2018-05-18_14-52-12.813734957,1526647932.815898837,7610124867,2018-05-18_14-52-42.856950557,1526647962.859173654,0.26,0.22,0.23,3768666544,2170819528046,0,0,0,1277,0,44675,880152,2211,0,1460,6847,0,0,2921763,7707080,7345628,7246460,2108,130116
2018-05-18_14-52-42.896974574,1526647962.900305696,8016564845,2018-05-18_14-53-12.940980417,1526647992.943160520,0.29,0.23,0.23,3825273850,2200914159212,0,0,0,1287,0,45222,891267,2211,0,1476,6896,0,0,2961167,7707080,7346120,7247084,2108,130116
2018-05-18_14-53-12.979603570,1526647992.981753939,7988088573,2018-05-18_14-53-43.023981331,1526648023.026175909,0.18,0.21,0.22,3882402376,2230903206246,0,0,0,1296,0,45755,902368,2211,0,1490,6984,0,0,3000410,7707080,7346300,7247108,2108,130116
2018-05-18_14-53-43.064687747,1526648023.066894994,7612040803,2018-05-18_14-54-13.109029863,1526648053.111238406,0.22,0.22,0.23,3934149382,2259480234624,0,0,0,1306,0,46268,913525,2211,0,1506,7045,0,0,3038512,7707080,7346460,7246816,2108,130116
2018-05-18_14-54-13.147945662,1526648053.150150761,7933622414,2018-05-18_14-54-43.191028527,1526648083.193201350,0.18,0.21,0.22,3989584408,2289267985832,0,0,0,1319,0,46890,924597,2211,0,1519,7125,0,0,3077629,7707080,7346336,7247040,2108,130116
2018-05-18_14-54-43.229639725,1526648083.231831103,8065262694,2018-05-18_14-55-13.274044531,1526648113.276240192,0.11,0.19,0.22,4042918954,2319547239286,0,0,0,1329,0,47531,935506,2211,0,1535,7191,0,0,3117457,7707080,7346260,7246980,2108,130116
2018-05-18_14-55-13.314164174,1526648113.316349470,8043449394,2018-05-18_14-55-43.357957567,1526648143.360131483,0.07,0.17,0.21,4081114840,2349747772346,0,0,0,1340,0,48239,946477,2211,0,1547,7260,0,0,3157143,7707080,7346320,7247040,2108,130116
2018-05-18_14-55-43.396704027,1526648143.398855413,8041899480,2018-05-18_14-56-13.440983885,1526648173.443178651,0.04,0.16,0.21,4133908246,2379938407022,0,0,0,1353,0,48788,957587,2211,0,1564,7324,0,0,3197347,7707080,7345212,7246324,2108,130116
2018-05-18_14-56-13.479612592,1526648173.481771784,7598475838,2018-05-18_14-56-43.523922481,1526648203.526176552,0.09,0.16,0.21,4186036852,2408466172518,0,0,0,1362,0,49347,968728,2211,0,1580,7387,0,0,3235371,7707080,7345804,7246720,2108,130116
2018-05-18_14-56-43.564439053,1526648203.566638147,7653054704,2018-05-18_14-57-13.610647203,1526648233.612888982,0.05,0.14,0.20,4235985958,2437201163528,0,0,0,1371,0,49926,979853,2211,0,1592,7435,0,0,3273235,7707080,7345296,7245952,2108,130116
2018-05-18_14-57-13.649461735,1526648233.651644272,5935968286,2018-05-18_14-57-43.691988688,1526648263.694195442,0.10,0.14,0.20,4276006984,2459487465384,0,0,0,1379,0,50397,991149,2211,0,1603,7525,0,0,3304775,7707080,7345740,7246596,2108,130120
2018-05-18_14-57-43.730443036,1526648263.732609499,6225229548,2018-05-18_14-58-13.772986398,1526648293.775207545,0.17,0.16,0.20,4320209050,2482857213162,0,0,0,1387,0,50827,1002434,2211,0,1616,7616,0,0,3337208,7707080,7345992,7246860,2108,130120
2018-05-18_14-58-13.811645534,1526648293.814046576,6265545071,2018-05-18_14-58-43.858077577,1526648323.860230328,0.24,0.18,0.21,4362010396,2506379767926,0,0,0,1398,0,51360,1013556,2211,0,1626,7695,0,0,3369683,7707080,7346164,7247080,2108,130120
2018-05-18_14-58-43.896756136,1526648323.898919165,6212762913,2018-05-18_14-59-13.940070852,1526648353.942236192,0.22,0.18,0.21,4406436082,2529706496212,0,0,0,1407,0,51857,1024809,2211,0,1637,7728,0,0,3402105,7707080,7345940,7246660,2108,130120
2018-05-18_14-59-13.978557457,1526648353.980724774,6248381181,2018-05-18_14-59-44.023030878,1526648384.025210871,0.22,0.18,0.21,4448089468,2553162732562,0,0,0,1416,0,52260,1036117,2211,0,1651,7803,0,0,3434621,7707080,7345680,7246596,2108,130120
2018-05-18_14-59-44.061451593,1526648384.063617750,6328847270,2018-05-18_15-00-14.104193587,1526648414.106428696,0.18,0.18,0.21,4478150854,2576921866346,0,0,0,1429,0,52787,1047298,2211,0,1664,7904,0,0,3468231,7707080,7344576,7245300,2108,130128
2018-05-18_15-00-14.143731516,1526648414.145898084,6202328719,2018-05-18_15-00-44.189235410,1526648444.191442530,0.23,0.19,0.21,4518895060,2600207105822,0,0,0,1438,0,53253,1058577,2211,0,1678,8028,0,0,3500706,7707080,7346144,7246532,2108,130128
2018-05-18_15-00-44.228097882,1526648444.230251005,6047874471,2018-05-18_15-01-14.272693589,1526648474.274905820,0.29,0.21,0.22,4560285826,2622909887386,0,0,0,1448,0,53633,1069894,2214,0,1690,8116,0,0,3533236,7707080,7345072,7246024,2108,130176
2018-05-18_15-01-14.311377477,1526648474.313540824,5897362413,2018-05-18_15-01-44.353992928,1526648504.357093152,0.17,0.19,0.22,4601002072,2645048815710,0,0,0,1457,0,54050,1081210,2214,0,1702,8263,0,0,3564621,7707080,7345984,7246740,2108,130176
2018-05-18_15-01-44.393746773,1526648504.395926802,6218286855,2018-05-18_15-02-14.439941971,1526648534.442276340,0.18,0.19,0.22,4641919438,2668396602944,0,0,0,1466,0,54538,1092476,2214,0,1711,8300,0,0,3597010,7707080,7346408,7247360,2108,130176
2018-05-18_15-02-14.478834657,1526648534.480999754,5965153303,2018-05-18_15-02-44.524052855,1526648564.526251621,0.11,0.17,0.21,4682792584,2690792773920,0,0,0,1474,0,54992,1103768,2214,0,1724,8478,0,0,3628642,7707080,7346276,7246808,2108,130176
2018-05-18_15-02-44.562675232,1526648564.564854386,6190728766,2018-05-18_15-03-14.606939877,1526648594.609140688,0.15,0.17,0.21,4723819810,2714035002762,0,0,0,1482,0,55409,1115058,2214,0,1735,8619,0,0,3661008,7707080,7346168,7246692,2108,130176
2018-05-18_15-03-14.647767798,1526648594.649901932,6193112397,2018-05-18_15-03-44.695528898,1526648624.697743215,0.15,0.17,0.21,4754314456,2737288629376,0,0,0,1490,0,55912,1126354,2214,0,1742,8757,0,0,3693408,7707080,7346212,7246884,2108,130176
2018-05-18_15-03-44.734101258,1526648624.736264713,5970843976,2018-05-18_15-04-14.779291652,1526648654.781522437,0.15,0.17,0.21,4795046242,2759704687162,0,0,0,1501,0,56318,1137669,2214,0,1755,8956,0,0,3725497,7707080,7344072,7244548,2108,130176
2018-05-18_15-04-14.818353578,1526648654.820532984,6184469490,2018-05-18_15-04-44.864662399,1526648684.866953964,0.09,0.16,0.20,4838498008,2782923038706,0,0,0,1511,0,56757,1148950,2214,0,1770,9037,0,0,3757870,7707080,7345888,7246840,2108,130176
2018-05-18_15-04-44.903964689,1526648684.906191082,5892173886,2018-05-18_15-05-14.949654596,1526648714.951818619,0.05,0.14,0.20,4878863974,2805043705038,0,0,0,1519,0,57182,1160263,2214,0,1781,9128,0,0,3789314,7707080,7345632,7246388,2108,130176
2018-05-18_15-05-14.989333189,1526648714.991521978,5991830702,2018-05-18_15-05-45.032989919,1526648745.035210431,0.03,0.13,0.19,4919202820,2827540044544,0,0,0,1528,0,57643,1171554,2214,0,1794,9304,0,0,3821058,7707080,7346084,7246988,2108,130176
2018-05-18_15-05-45.071762460,1526648745.073907924,6237702975,2018-05-18_15-06-15.114218470,1526648775.116448687,0.02,0.12,0.18,4963075486,2850956629684,0,0,0,1536,0,58082,1182836,2214,0,1804,9397,0,0,3853552,7707080,7345616,7246572,2108,130180
