StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_22-01-27.630491241,1526068887.632690359,12775954731,2018-05-11_22-01-57.676016636,1526068917.678190697,0.07,0.08,0.12,8889799590,5092162540970,0,0,0,2464,0,119869,2636269,1909,0,348,14263,0,0,7707080,7331340,7239664,2108,145336
2018-05-11_22-01-57.711870120,1526068917.714019400,14073168407,2018-05-11_22-02-27.754502889,1526068947.756702384,0.10,0.08,0.12,8983146096,5145001581202,0,0,0,2478,0,121058,2646636,1909,0,348,14338,0,0,7707080,7331004,7239396,2108,145336
2018-05-11_22-02-27.790883712,1526068947.793066209,13995578057,2018-05-11_22-02-57.833534510,1526068977.835750473,0.19,0.11,0.13,9074003022,5197549500398,0,0,0,2492,0,122232,2657033,1909,0,348,14362,0,0,7707080,7331292,7239880,2108,145336
2018-05-11_22-02-57.870118954,1526068977.872292806,13987894113,2018-05-11_22-03-27.913455913,1526069007.915634297,0.37,0.16,0.14,9163277988,5250069645424,0,0,0,2506,0,123387,2667458,1909,0,349,14380,0,0,7707080,7331876,7240176,2108,145336
2018-05-11_22-03-27.949998759,1526069007.952185099,12575585847,2018-05-11_22-03-57.993472551,1526069037.995684122,0.29,0.16,0.14,9248504034,5297288010842,0,0,0,2519,0,124454,2678002,1909,0,349,14404,0,0,7707080,7331948,7240340,2108,145336
2018-05-11_22-03-58.029529172,1526069038.031710973,13969481758,2018-05-11_22-04-28.074411453,1526069068.076642034,0.25,0.16,0.14,9340275900,5349739591158,0,0,0,2534,0,125648,2688393,1909,0,349,14430,0,0,7707080,7331632,7240024,2108,145336
2018-05-11_22-04-28.111649690,1526069068.113840362,12680057934,2018-05-11_22-04-58.154479535,1526069098.156685344,0.37,0.20,0.15,9424729986,5397348329234,0,0,0,2546,0,126719,2698940,1909,0,349,14457,0,0,7707080,7331700,7240488,2108,145336
2018-05-11_22-04-58.191656291,1526069098.193922198,13454663493,2018-05-11_22-05-28.234818588,1526069128.236988803,0.29,0.19,0.15,9512859564,5447864521116,0,0,0,2564,0,127839,2709395,1909,0,355,14538,0,0,7707080,7331144,7239528,2108,145336
2018-05-11_22-05-28.271969983,1526069128.274138187,12286002048,2018-05-11_22-05-58.316454214,1526069158.318669914,0.49,0.25,0.17,9593341530,5493995075300,0,0,0,2576,0,128876,2719989,1909,0,356,14706,0,0,7707080,7331284,7239864,2108,145336
2018-05-11_22-05-58.353541765,1526069158.355703348,8867031849,2018-05-11_22-06-28.396457659,1526069188.398632792,0.47,0.28,0.18,9656337576,5527282149640,0,0,0,2585,0,129552,2730970,1909,0,362,14750,0,0,7707080,7331772,7240156,2108,145336
2018-05-11_22-06-28.433042502,1526069188.435198123,8914173055,2018-05-11_22-06-58.475497940,1526069218.477728327,0.29,0.25,0.18,9701328762,5560751828140,0,0,0,2596,0,130312,2741952,1909,0,362,14818,0,0,7707080,7331664,7240244,2108,145336
2018-05-11_22-06-58.511299406,1526069218.513439246,8247414764,2018-05-11_22-07-28.554461525,1526069248.556687175,0.23,0.24,0.18,9758941548,5591717991964,0,0,0,2607,0,131025,2752962,1909,0,363,14916,0,0,7707080,7331316,7239700,2108,145336
2018-05-11_22-07-28.591700686,1526069248.593885704,8850477914,2018-05-11_22-07-58.635454801,1526069278.637627290,0.22,0.23,0.18,9821513214,5624945012700,0,0,0,2618,0,131712,2763943,1909,0,363,14998,0,0,7707080,7331476,7239860,2108,145336
2018-05-11_22-07-58.672849843,1526069278.675033233,8782031139,2018-05-11_22-08-28.716495491,1526069308.718741234,0.32,0.26,0.19,9884642700,5657919138658,0,0,0,2627,0,132467,2774882,1909,0,363,15075,0,0,7707080,7330940,7239532,2108,145336
