StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-15_18-41-10.821867596,1526402470.824066355,12854307042,2018-05-15_18-41-40.866016682,1526402500.868155276,0.19,0.15,0.14,3951267364,2202281295024,0,0,0,1698,0,61270,1402147,2132,0,2302,2763,0,0,7707080,7256936,7225944,2108,220796
2018-05-15_18-41-40.901307188,1526402500.903437800,12556390584,2018-05-15_18-42-10.943920849,1526402530.946113748,0.34,0.18,0.15,4035969070,2249426632034,0,0,0,1715,0,62276,1412759,2132,0,2350,2845,0,0,7707080,7256840,7225848,2108,220796
2018-05-15_18-42-10.979289951,1526402530.981386788,13171289872,2018-05-15_18-42-41.021991163,1526402561.024234448,0.32,0.20,0.16,4125265516,2298880232530,0,0,0,1740,0,63819,1422746,2132,0,2490,2915,0,0,7707080,7257168,7225764,2108,220796
2018-05-15_18-42-41.057550434,1526402561.059627380,12598483092,2018-05-15_18-43-11.100723062,1526402591.102900391,0.41,0.22,0.17,4210450102,2346184409836,0,0,0,1754,0,64836,1433335,2132,0,2543,2991,0,0,7707080,7257864,7226412,2108,220796
2018-05-15_18-43-11.135982209,1526402591.138125465,13198347767,2018-05-15_18-43-41.179848685,1526402621.182015553,0.38,0.23,0.17,4296758368,2395741045006,0,0,0,1777,0,66375,1443327,2132,0,2674,3078,0,0,7707080,7257044,7225856,2108,220796
2018-05-15_18-43-41.215115524,1526402621.217238753,12835341941,2018-05-15_18-44-11.258843583,1526402651.260999546,0.41,0.26,0.18,4383570874,2443935179384,0,0,0,1790,0,67412,1453906,2132,0,2736,3142,0,0,7707080,7257080,7226088,2108,220796
2018-05-15_18-44-11.294216117,1526402651.296336940,12844798279,2018-05-15_18-44-41.337652522,1526402681.339816166,0.46,0.28,0.19,4470107200,2492163813890,0,0,0,1803,0,68430,1464486,2132,0,2804,3166,0,0,7707080,7257032,7225792,2108,220796
2018-05-15_18-44-41.373056067,1526402681.375132159,12823149018,2018-05-15_18-45-11.415909925,1526402711.418087309,0.48,0.30,0.20,4556542726,2540310093058,0,0,0,1819,0,69456,1475063,2132,0,2871,3218,0,0,7707080,7256548,7225360,2108,220796
2018-05-15_18-45-11.451172296,1526402711.453361344,12860057618,2018-05-15_18-45-41.496709768,1526402741.498870022,0.48,0.32,0.21,4643335852,2588596658634,0,0,0,1833,0,70487,1485630,2132,0,2935,3243,0,0,7707080,7257256,7226068,2108,220796
2018-05-15_18-45-41.534933026,1526402741.537136164,12881974367,2018-05-15_18-46-11.581331291,1526402771.583567931,0.36,0.31,0.21,4730006938,2636965043742,0,0,0,1850,0,71523,1496190,2132,0,2994,3346,0,0,7707080,7256516,7225332,2108,220796
2018-05-15_18-46-11.617980213,1526402771.620073028,12932863568,2018-05-15_18-46-41.662667722,1526402801.664843264,0.34,0.31,0.22,4814700304,2685523282410,0,0,0,1869,0,72561,1506748,2132,0,3054,3441,0,0,7707080,7256924,7225648,2108,220796
2018-05-15_18-46-41.697955821,1526402801.700103370,12926647302,2018-05-15_18-47-11.741687569,1526402831.743920365,0.53,0.36,0.24,4902379990,2734058119508,0,0,0,1885,0,73606,1517305,2132,0,3110,3516,0,0,7707080,7257032,7226240,2108,220796
2018-05-15_18-47-11.777054044,1526402831.779180967,12923914896,2018-05-15_18-47-41.820589501,1526402861.822762707,0.38,0.34,0.23,4989426256,2782583374904,0,0,0,1903,0,74646,1527856,2132,0,3166,3597,0,0,7707080,7257140,7226152,2108,220796
2018-05-15_18-47-41.856165557,1526402861.858295999,13139164584,2018-05-15_18-48-11.898849095,1526402891.901020283,0.38,0.34,0.24,5075809942,2831915457000,0,0,0,1924,0,75698,1538389,2132,0,3221,3672,0,0,7707080,7257496,7226312,2108,220796
2018-05-15_18-48-11.934025064,1526402891.936162385,12235328552,2018-05-15_18-48-41.977066960,1526402921.979326903,0.55,0.39,0.25,5158061308,2877854764108,0,0,0,1938,0,76681,1549014,2132,0,3269,3716,0,0,7707080,7257224,7226236,2108,220796
2018-05-15_18-48-42.012659803,1526402922.014739989,13053664881,2018-05-15_18-49-12.055672863,1526402952.057872321,0.46,0.38,0.26,5246577034,2926867001012,0,0,0,1951,0,77743,1559538,2132,0,3332,3808,0,0,7707080,7257480,7226688,2108,220796
2018-05-15_18-49-12.091256646,1526402952.093409979,13088280947,2018-05-15_18-49-42.133619736,1526402982.135746278,0.33,0.36,0.25,5335056040,2976008668958,0,0,0,1965,0,78776,1570081,2132,0,3398,3877,0,0,7707080,7257580,7226596,2108,220796
2018-05-15_18-49-42.168948606,1526402982.171089703,12889122274,2018-05-15_18-50-12.212279762,1526403012.214433073,0.34,0.36,0.25,5427083866,3024401174894,0,0,0,1982,0,79766,1580633,2132,0,3463,4025,0,0,7707080,7256900,7225872,2108,220808
