StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,IRQ3,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-16_07-49-12.782128802,1526449752.784802211,16793949063,2018-05-16_07-49-42.829701957,1526449782.832634002,0.24,0.11,0.07,23291273376,25608582801304,161748776,82452838,83009768,83090606,89947,8,699569,16061703,1865,0,113289,21494,0,0,7707080,7112588,7026324,2108,158360
2018-05-16_07-49-42.878682613,1526449782.881266630,16745315208,2018-05-16_07-50-12.927705783,1526449812.930523863,0.20,0.11,0.07,23315168502,25671760379862,161870030,82452838,83009768,83644593,89982,8,700653,16072035,1865,0,113339,21494,0,0,7707080,7111764,7025708,2108,158368
2018-05-16_07-50-12.974166705,1526449812.976825565,16767803604,2018-05-16_07-50-43.025226687,1526449843.027926948,0.40,0.17,0.09,23338849668,25735023540766,161987817,82452838,83562052,83644593,89999,8,701698,16082388,1865,0,113388,21494,0,0,7707080,7111852,7025796,2108,158368
2018-05-16_07-50-43.071699423,1526449843.074243516,17808049445,2018-05-16_07-51-13.129002802,1526449873.131666127,0.70,0.26,0.12,23431253574,25802222038862,163365683,82452838,83562052,83644593,90032,8,703668,16091414,1865,0,114377,21495,0,0,7707080,7112568,7026168,2108,158368
2018-05-16_07-51-13.184853571,1526449873.187448599,23684609917,2018-05-16_07-51-43.246669898,1526449903.250709330,0.83,0.33,0.15,23482332660,25891576692432,163647710,83263609,83562052,83644593,90055,8,705185,16100825,1865,0,114514,21495,0,0,7707080,7112112,7025860,2108,158368
2018-05-16_07-51-43.298715790,1526449903.301892135,23795518544,2018-05-16_07-52-13.350060129,1526449933.352803032,0.77,0.36,0.17,23528054706,25981349755370,163931728,83263609,84306848,83644593,90078,8,706720,16110309,1865,0,114635,21496,0,0,7707080,7112380,7026128,2108,158368
2018-05-16_07-52-13.399076720,1526449933.402761589,23666833289,2018-05-16_07-52-43.450895934,1526449963.453679877,0.64,0.38,0.18,23574583272,26070639374468,164214587,83263609,84306848,84398386,90103,8,708237,16119796,1865,0,114766,21496,0,0,7707080,7112616,7026364,2108,158368
2018-05-16_07-52-43.499657175,1526449963.502300173,23746404439,2018-05-16_07-53-13.547979748,1526449993.550669861,0.73,0.42,0.20,23618247858,26160229361038,164496351,83975084,84306848,84398386,90129,8,709832,16129261,1865,0,114882,21496,0,0,7707080,7112596,7026540,2108,158368
2018-05-16_07-53-13.595979957,1526449993.598716533,17681955555,2018-05-16_07-53-43.656363239,1526450023.659111604,0.90,0.49,0.23,23710185504,26226966264520,165863784,83975085,84306854,84398386,90168,8,711819,16138254,1865,0,115883,21497,0,0,7707080,7099460,7013208,2108,158376
2018-05-16_07-53-43.705858888,1526450023.709555437,23608012336,2018-05-16_07-54-13.787046581,1526450053.789903574,0.86,0.52,0.25,23780815290,26316032448322,166147542,83975087,84306858,85464634,90213,8,713519,16147431,1865,0,116059,21498,0,0,7707080,7098996,7012944,2108,158380
2018-05-16_07-54-13.844758355,1526450053.847308048,23551551468,2018-05-16_07-54-43.899327618,1526450083.902137138,0.91,0.57,0.27,23855667696,26404886164768,166430820,83975092,85423264,85464634,90242,8,715232,16156573,1865,0,116259,21498,0,0,7707080,7099540,7013496,2108,158384
2018-05-16_07-54-43.949240651,1526450083.951862983,16654978821,2018-05-16_07-55-14.008296388,1526450114.011570954,1.10,0.64,0.30,23956383342,26467739915390,167853254,83975095,85423277,85464634,90272,8,717184,16165580,1865,0,117289,21498,0,0,7707080,7099856,7013628,2108,158388
2018-05-16_07-55-14.060032722,1526450114.062662420,23613123925,2018-05-16_07-55-44.110470721,1526450144.113525398,0.87,0.63,0.31,24002352288,26556825688656,168135492,84718247,85423284,85464634,90298,8,718690,16175030,1865,0,117412,21499,0,0,7707080,7099556,7013332,2108,158388
2018-05-16_07-55-44.162258756,1526450144.165229164,23545188589,2018-05-16_07-56-14.210873399,1526450174.213594479,0.92,0.66,0.33,24070721694,26645654789810,168418752,84718249,86375157,85464634,90332,8,720359,16184278,1865,0,117566,21500,0,0,7707080,7099700,7013484,2108,158388
2018-05-16_07-56-14.262374384,1526450174.264977951,23570918154,2018-05-16_07-56-44.310255138,1526450204.312863097,0.89,0.68,0.35,24122696040,26734580742126,168700381,84718251,86375165,86289887,90358,8,721920,16193682,1865,0,117705,21500,0,0,7707080,7111712,7025836,2108,158380
2018-05-16_07-56-44.361482361,1526450204.364155922,23616465423,2018-05-16_07-57-14.417228422,1526450234.420008344,0.80,0.68,0.36,24179319606,26823678511214,168981650,85603565,86375168,86289887,90378,8,723516,16203027,1865,0,117852,21500,0,0,7707080,7111968,7025948,2108,158384
2018-05-16_07-57-14.475183804,1526450234.477911154,16903591786,2018-05-16_07-57-44.540645969,1526450264.544107870,0.88,0.71,0.38,24280266012,26887469034344,170450842,85603565,86375168,86289887,90404,8,725464,16212061,1865,0,118869,21501,0,0,7707080,7112056,7026048,2108,158384
2018-05-16_07-57-44.600388763,1526450264.603245243,23529163880,2018-05-16_07-58-14.651423346,1526450294.654146987,0.90,0.72,0.39,24344636538,26976238786330,170734703,85603565,86375168,87258448,90442,8,727072,16221317,1865,0,119054,21501,0,0,7707080,7111168,7025344,2108,158388
2018-05-16_07-58-14.704090121,1526450294.706772929,23538944358,2018-05-16_07-58-44.752557694,1526450324.755390863,0.75,0.70,0.40,24386091384,27065043093626,171014409,85603565,87066442,87258448,90464,8,728301,16230903,1865,0,119157,21502,0,0,7707080,7111824,7026000,2108,158388
2018-05-16_07-58-44.801707208,1526450324.804823475,16387238948,2018-05-16_07-59-14.854692081,1526450354.858128227,0.92,0.75,0.42,24496290870,27126877797502,172465513,85603565,87066442,87258448,90496,8,730212,16239930,1865,0,120205,21502,0,0,7707080,7112104,7025624,2108,158388
2018-05-16_07-59-14.904904227,1526450354.907456175,23335378012,2018-05-16_07-59-44.959917435,1526450384.963371547,0.83,0.74,0.43,24640120116,27214916108386,172748025,87012256,87066442,87258448,90524,8,732068,16248609,1865,0,120436,21502,0,0,7707080,7111760,7025740,2108,158388
2018-05-16_07-59-45.024805504,1526450385.027531931,23457967223,2018-05-16_08-00-15.087407204,1526450415.090069839,1.18,0.83,0.47,24786030822,27303418435078,173030913,87012256,88551565,87258448,90567,8,734037,16257232,1865,0,120693,21503,0,0,7707080,7112020,7025812,2108,158392
2018-05-16_08-00-15.138152844,1526450415.141798966,23531748483,2018-05-16_08-00-45.199492246,1526450445.203027299,1.00,0.82,0.48,24904335348,27392199255028,173314586,87012256,88551565,88833933,90595,8,735975,16265955,1865,0,120952,21503,0,0,7707080,7112136,7025928,2108,158392
2018-05-16_08-00-45.257783018,1526450445.260559846,23583042028,2018-05-16_08-01-15.308762745,1526450475.311553390,0.89,0.80,0.48,25022980134,27481170903372,173600003,88543297,88551565,88833933,90627,8,737898,16274607,1865,0,121198,21503,0,0,7707080,7112264,7026060,2108,158400
2018-05-16_08-01-15.359181491,1526450475.362460100,16247001705,2018-05-16_08-01-45.409193695,1526450505.411857644,1.21,0.89,0.52,25131118980,27542476141734,175056502,88543302,88551567,88833935,90665,8,739858,16283602,1865,0,122222,21503,0,0,7707080,7099440,7013144,2108,158408
2018-05-16_08-01-45.460380907,1526450505.463383046,23676812274,2018-05-16_08-02-15.513065452,1526450535.515812355,0.99,0.86,0.52,25249610466,27631801806686,175341651,88543302,88551570,90421242,90702,8,741799,16292319,1865,0,122493,21504,0,0,7707080,7098832,7012544,2108,158408
2018-05-16_08-02-15.561665512,1526450535.564206912,23240512751,2018-05-16_08-02-45.613885144,1526450565.616637448,0.99,0.88,0.54,25394200632,27719482543712,175624184,88543304,90011928,90421248,90738,8,743719,16300951,1865,0,122752,21504,0,0,7707080,7099352,7013144,2108,158412
2018-05-16_08-02-45.669461909,1526450565.672041113,16106584893,2018-05-16_08-03-15.730596710,1526450595.733443156,1.00,0.89,0.55,25500698718,27780270504244,177064851,88543306,90011942,90421248,90768,8,745627,16309971,1865,0,123815,21504,0,0,7707080,7099412,7013208,2108,158416
2018-05-16_08-03-15.801415653,1526450595.804123793,23596995682,2018-05-16_08-03-45.856678225,1526450625.859607049,0.89,0.87,0.56,25618435044,27869300820476,177349627,90065862,90011950,90421248,90795,8,747555,16318610,1865,0,124078,21504,0,0,7707080,7099260,7013056,2108,158416
2018-05-16_08-03-45.913950162,1526450625.916846218,23547341048,2018-05-16_08-04-15.963376838,1526450655.966302095,0.92,0.88,0.57,25735599630,27958137728724,177635901,90065865,91576849,90421248,90827,8,749474,16327325,1865,0,124310,21505,0,0,7707080,7099152,7012896,2108,158424
2018-05-16_08-04-16.015037217,1526450656.017665313,23384043413,2018-05-16_08-04-46.061584889,1526450686.064330605,0.80,0.86,0.58,25881135876,28046357096152,177919292,90065867,91576857,91893663,90860,8,751371,16335991,1865,0,124550,21505,0,0,7707080,7112368,7026092,2108,158416
2018-05-16_08-04-46.110867317,1526450686.113437968,23497450294,2018-05-16_08-05-16.161877316,1526450716.164631772,0.83,0.86,0.59,26027359062,28135006048628,178202533,91528227,91576860,91893663,90886,8,753272,16344616,1865,0,124780,21505,0,0,7707080,7112040,7025980,2108,158416
2018-05-16_08-05-16.214906173,1526450716.217578125,16149428667,2018-05-16_08-05-46.273511852,1526450746.276214727,0.89,0.87,0.60,26136071148,28195949812522,179650507,91528227,91576860,91893663,90916,8,755191,16353643,1865,0,125822,21506,0,0,7707080,7112112,7026112,2108,158416
2018-05-16_08-05-46.331976521,1526450746.334569462,23627858451,2018-05-16_08-06-16.393459055,1526450776.396344684,0.73,0.84,0.59,26255169414,28285091402278,179935080,91528227,91576860,93485748,90941,8,757108,16362380,1865,0,126057,21507,0,0,7707080,7112356,7026352,2108,158416
2018-05-16_08-06-16.451143109,1526450776.453736515,23574107037,2018-05-16_08-06-46.503801212,1526450806.506446026,0.78,0.84,0.60,26374007160,28374028789814,180221179,91528227,93156864,93485748,90980,8,759059,16371059,1865,0,126312,21507,0,0,7707080,7111876,7025680,2108,158416
2018-05-16_08-06-46.555673825,1526450806.558329690,16238973588,2018-05-16_08-07-16.605115471,1526450836.608076566,0.87,0.85,0.61,26471111586,28435302974116,181750894,91528227,93156864,93485748,91002,8,761039,16380085,1865,0,127303,21507,0,0,7707080,7112444,7026296,2108,158416
2018-05-16_08-07-16.654471481,1526450836.657152795,23879110491,2018-05-16_08-07-46.701747031,1526450866.704637005,0.80,0.83,0.61,26517580632,28525391865716,182036980,92278023,93156864,93485748,91026,8,762441,16389526,1865,0,127424,21507,0,0,7707080,7112388,7026192,2108,158416
2018-05-16_08-07-46.750432658,1526450866.753033296,24084198710,2018-05-16_08-08-16.798925112,1526450896.801595344,0.72,0.82,0.61,26559559218,28616252835990,182324822,92278023,93857582,93485748,91049,8,763974,16399065,1865,0,127550,21507,0,0,7707080,7112320,7026096,2108,158416
2018-05-16_08-08-16.847548425,1526450896.850119249,23583703522,2018-05-16_08-08-46.906357947,1526450926.909162327,0.56,0.77,0.60,26638191264,28705233235580,182609228,92278023,93857582,94647765,91073,8,765689,16408181,1865,0,127737,21508,0,0,7707080,7112456,7026308,2108,158416
2018-05-16_08-08-46.969076103,1526450926.971672314,23904736294,2018-05-16_08-09-17.019118328,1526450957.021959441,0.68,0.78,0.61,26693343270,28795419790304,182895380,93142666,93857582,94647765,91099,8,767261,16417548,1865,0,127868,21508,0,0,7707080,7112520,7026472,2108,158416
2018-05-16_08-09-17.075548256,1526450957.078228703,16235640627,2018-05-16_08-09-47.130855443,1526450987.133706564,0.81,0.80,0.62,26792468496,28856681799126,184430927,93142673,93857582,94647768,91136,8,769119,16426536,1865,0,128998,21508,0,0,7707080,7100184,7013784,2108,158428
2018-05-16_08-09-47.185601401,1526450987.189050851,23802862489,2018-05-16_08-10-17.235112055,1526451017.238162063,0.80,0.80,0.63,26849271462,28946482664394,184716477,93142674,93857586,95530643,91171,8,770821,16435835,1865,0,129147,21509,0,0,7707080,7099100,7012916,2108,158432
2018-05-16_08-10-17.285724726,1526451017.288816958,23748455657,2018-05-16_08-10-47.337011864,1526451047.339671656,0.88,0.82,0.64,26902455288,29036077893642,185003163,93142677,94683004,95530643,91211,8,772444,16445196,1865,0,129295,21509,0,0,7707080,7099832,7013592,2108,158436
2018-05-16_08-10-47.386171952,1526451047.388760891,16357902902,2018-05-16_08-11-17.442816414,1526451077.445529390,0.93,0.84,0.65,27000642474,29097812711530,186499168,93142687,94683013,95530645,91242,8,774402,16454211,1865,0,130309,21510,0,0,7707080,7099548,7013368,2108,158436
2018-05-16_08-11-17.491640322,1526451077.494281895,23595905180,2018-05-16_08-11-47.540330293,1526451107.543127525,0.73,0.81,0.65,27050276220,29186833982456,186780789,93934063,94683018,95530648,91269,8,776013,16463609,1865,0,130448,21510,0,0,7707080,7099388,7013208,2108,158440
2018-05-16_08-11-47.605707449,1526451107.608384350,23755803358,2018-05-16_08-12-17.659271015,1526451137.662041488,0.65,0.78,0.65,27103585086,29276457747248,187064356,93934066,95530303,95530652,91300,8,777603,16473042,1865,0,130601,21510,0,0,7707080,7099720,7013544,2108,158444
2018-05-16_08-12-17.715617542,1526451137.718213933,23530641099,2018-05-16_08-12-47.771001189,1526451167.774228048,0.66,0.77,0.65,27168612852,29365231540218,187346079,93934067,95530309,96524821,91326,8,779311,16482293,1865,0,130775,21511,0,0,7707080,7112016,7026032,2108,158436
2018-05-16_08-12-47.833127242,1526451167.835981597,23746981787,2018-05-16_08-13-17.883260610,1526451197.886065507,0.72,0.77,0.65,27220517238,29454822634292,187628703,94712586,95530313,96524821,91349,8,780895,16491714,1865,0,130907,21511,0,0,7707080,7112072,7025644,2108,158436
2018-05-16_08-13-17.937336324,1526451197.940736692,16307053928,2018-05-16_08-13-47.991223405,1526451227.994105108,0.91,0.81,0.67,27320147784,29516358505746,189063845,94712586,95530313,96524821,91382,8,782822,16500741,1865,0,131937,21511,0,0,7707080,7112744,7026760,2108,158436
2018-05-16_08-13-48.044375110,1526451228.047168701,23697163164,2018-05-16_08-14-18.093767826,1526451258.096460385,0.83,0.80,0.67,27361890570,29605761186760,189345789,94712586,95530313,97221575,91404,8,784352,16510296,1865,0,132068,21511,0,0,7707080,7112228,7025940,2108,158436
2018-05-16_08-14-18.143082980,1526451258.145739600,23650552878,2018-05-16_08-14-48.194195073,1526451288.196863382,0.76,0.79,0.67,27409557276,29694988083432,189629013,94712586,96300782,97221575,91425,8,785834,16519796,1865,0,132199,21511,0,0,7707080,7112016,7025836,2108,158436
2018-05-16_08-14-48.240950617,1526451288.243552074,16129127016,2018-05-16_08-15-18.301903214,1526451318.306284834,0.85,0.81,0.68,27518049582,29755865028134,191089732,94712586,96300782,97221575,91468,8,787785,16528792,1865,0,133230,21512,0,0,7707080,7112240,7026264,2108,158440
2018-05-16_08-15-18.357819060,1526451318.360386076,23537663534,2018-05-16_08-15-48.407072368,1526451348.409721633,0.83,0.81,0.69,27634944288,29844667337182,191373457,96244538,96300782,97221575,91495,8,789712,16537479,1865,0,133491,21512,0,0,7707080,7111928,7025952,2108,158440
2018-05-16_08-15-48.458517150,1526451348.461092404,23541825074,2018-05-16_08-16-18.518057541,1526451378.521021216,0.82,0.81,0.69,27752745894,29933487056382,191657166,96244538,97872685,97221575,91525,8,791620,16546231,1865,0,133732,21512,0,0,7707080,7112252,7026080,2108,158440
2018-05-16_08-16-18.570366776,1526451378.573077304,23552918089,2018-05-16_08-16-48.622034864,1526451408.624906511,0.90,0.83,0.70,27869816460,30022348990512,191941882,96244538,97872685,98792180,91552,8,793589,16554948,1865,0,133991,21512,0,0,7707080,7112160,7025756,2108,158440
2018-05-16_08-16-48.671647413,1526451408.674484770,23508655393,2018-05-16_08-17-18.721099421,1526451438.724073786,0.94,0.84,0.71,27986759466,30111043053004,192226209,97777336,97872685,98792180,91578,8,795562,16563604,1865,0,134234,21513,0,0,7707080,7112348,7026224,2108,158440
2018-05-16_08-17-18.768688430,1526451438.771305754,16294621691,2018-05-16_08-17-48.823588523,1526451468.826235428,1.04,0.87,0.72,28092459252,30172535722984,193655697,97777338,97872693,98792180,91618,8,797497,16572596,1865,0,135285,21513,0,0,7707080,7099688,7013516,2108,158448
2018-05-16_08-17-48.871885238,1526451468.874789465,23623404393,2018-05-16_08-18-18.921242891,1526451498.923958667,1.02,0.89,0.73,28210157658,30261658045926,193939808,97777341,97872697,100369108,91644,8,799411,16581362,1865,0,135530,21513,0,0,7707080,7099656,7013680,2108,158448
2018-05-16_08-18-18.970950865,1526451498.973532176,23542167368,2018-05-16_08-18-49.022091929,1526451529.024748898,0.96,0.88,0.73,28327911564,30350476863228,194224352,97777346,99447683,100369108,91683,8,801415,16590035,1865,0,135787,21514,0,0,7707080,7099492,7013068,2108,158452
2018-05-16_08-18-49.077296516,1526451529.079974008,23526208022,2018-05-16_08-19-19.133073643,1526451559.135973595,0.98,0.89,0.74,28445183310,30439238197960,194509327,97777350,101017539,100369110,91730,8,803366,16598745,1865,0,136033,21514,0,0,7707080,7099012,7013036,2108,158464
2018-05-16_08-19-19.187916314,1526451559.191304675,23636248775,2018-05-16_08-19-49.239136633,1526451589.241866432,0.92,0.89,0.75,28563357516,30528410911490,194794277,97777352,101017545,101942042,91757,8,805308,16607494,1865,0,136282,21514,0,0,7707080,7098732,7012756,2108,158464
2018-05-16_08-19-49.287644046,1526451589.290338418,15939214939,2018-05-16_08-20-19.352209181,1526451619.354915218,0.95,0.90,0.76,28669688322,30588558557318,196234658,97777352,101017558,101942045,91796,8,807281,16616489,1865,0,137294,21515,0,0,7707080,7099220,7013244,2108,158464
2018-05-16_08-20-19.401698648,1526451619.404287827,23355047083,2018-05-16_08-20-49.452242224,1526451649.454893064,0.89,0.89,0.76,28813705488,30676670977732,196517942,99208921,101017564,101942047,91826,8,809170,16625128,1865,0,137535,21515,0,0,7707080,7110924,7024748,2108,158460
2018-05-16_08-20-49.498772173,1526451649.501340663,23365845571,2018-05-16_08-21-19.548795682,1526451679.551605415,0.82,0.87,0.76,28954684494,30764823986212,196799055,99208921,101017568,103308977,91855,8,810998,16633944,1865,0,137768,21516,0,0,7707080,7111408,7025380,2108,158460
2018-05-16_08-21-19.595844940,1526451679.598450064,23534080323,2018-05-16_08-21-49.653117950,1526451709.656298819,0.97,0.90,0.77,29071496760,30853611153184,197083555,99208921,102587698,103308977,91884,8,812996,16642672,1865,0,138004,21516,0,0,7707080,7112112,7025936,2108,158460
2018-05-16_08-21-49.711780367,1526451709.714410195,23642136657,2018-05-16_08-22-19.771925641,1526451739.774811492,0.91,0.89,0.77,29188326006,30942808376840,197367977,100751197,102587698,103308977,91912,8,814988,16651362,1865,0,138238,21517,0,0,7707080,7111752,7025376,2108,158460
2018-05-16_08-22-19.818765024,1526451739.822477643,16376677748,2018-05-16_08-22-49.874827151,1526451769.878026028,0.95,0.90,0.78,29294305092,31004602929092,198818977,100751197,102587698,103308977,91939,8,816915,16660387,1865,0,139278,21517,0,0,7707080,7112368,7026192,2108,158460
2018-05-16_08-22-49.928489964,1526451769.931809374,23658379062,2018-05-16_08-23-19.979540310,1526451799.982255674,0.72,0.85,0.77,29337888258,31093860696466,199101534,100751197,103304387,103308977,91976,8,818478,16669881,1865,0,139418,21517,0,0,7707080,7111652,7025624,2108,158460
2018-05-16_08-23-20.029133518,1526451800.031712588,23605151606,2018-05-16_08-23-50.076666387,1526451830.079258468,0.62,0.81,0.76,29391105744,31182915984038,199383921,100751197,103304387,104096155,92002,8,820113,16679320,1865,0,139567,21517,0,0,7707080,7112060,7025832,2108,158460
2018-05-16_08-23-50.124755296,1526451830.127391246,16596723482,2018-05-16_08-24-20.179350333,1526451860.181977721,0.77,0.83,0.77,29490698550,31245549212836,200872715,100751197,103304387,104096155,92033,8,822050,16688347,1865,0,140591,21518,0,0,7707080,7112216,7026040,2108,158460
2018-05-16_08-24-20.226397771,1526451860.229068370,23527868566,2018-05-16_08-24-50.280788579,1526451890.283905017,0.79,0.83,0.77,29549919996,31334313716650,201155500,101660228,103304387,104096155,92057,8,823748,16697627,1865,0,140757,21519,0,0,7707080,7111972,7025992,2108,158460
2018-05-16_08-24-50.329224332,1526451890.331817711,23696853143,2018-05-16_08-25-20.380275174,1526451920.383033575,0.74,0.82,0.77,29610343542,31423714322518,201438279,101660228,103304387,105036630,92084,8,825385,16706994,1865,0,140922,21520,0,0,7707080,7112008,7026028,2108,158460
