StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQ0,IRQ1,IRQ2,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-21_20-31-46.620940535,1526927506.623109006,6948649708,2018-05-21_20-32-16.666896698,1526927536.669391328,0.10,0.20,0.27,11916082026,8562874130038,0,18875027,2581,4052,6,253220,3390010,2253,0,8564,93,0,0,10119417,7707080,7317828,7228744,2108,146800
2018-05-21_20-32-16.709889454,1526927536.712291857,6844905245,2018-05-21_20-32-46.755932207,1526927566.758148834,0.23,0.23,0.28,11964341652,8588574108686,0,18929826,2590,4061,6,254055,3400892,2253,0,8583,93,0,0,10153257,7707080,7317476,7228560,2108,146800
2018-05-21_20-32-46.795339277,1526927566.797542494,6908091332,2018-05-21_20-33-16.841802078,1526927596.844114375,0.34,0.26,0.29,12012551538,8614510913242,0,18984175,2598,4070,6,254897,3411744,2253,0,8602,93,0,0,10187410,7707080,7317352,7228476,2108,146800
2018-05-21_20-33-16.882012246,1526927596.884215232,6956042700,2018-05-21_20-33-46.927607459,1526927626.929950165,0.27,0.25,0.28,12061871484,8640625693020,0,19041249,2606,4079,6,255678,3422645,2253,0,8621,93,0,0,10221573,7707080,7317444,7228764,2108,146800
2018-05-21_20-33-46.967332849,1526927626.969515166,6963395262,2018-05-21_20-34-17.012059683,1526927657.014297113,0.24,0.24,0.28,12111435210,8666769665100,0,19098374,2615,4091,6,256448,3433586,2253,0,8639,93,0,0,10255876,7707080,7317560,7228480,2108,146804
2018-05-21_20-34-17.051336399,1526927657.053583582,6939566764,2018-05-21_20-34-47.097580185,1526927687.100013729,0.14,0.22,0.27,12159962436,8692824001040,0,19155320,2623,4099,6,257169,3444561,2253,0,8657,93,0,0,10290099,7707080,7317296,7228168,2108,146804
2018-05-21_20-34-47.140574035,1526927687.142988960,6930805940,2018-05-21_20-35-17.186595130,1526927717.189072911,0.15,0.21,0.27,12209930502,8718846310858,0,19210717,2632,4113,6,258016,3455426,2253,0,8676,93,0,0,10324798,7707080,7317208,7228532,2108,146808
2018-05-21_20-35-17.227449119,1526927717.229741060,6984618258,2018-05-21_20-35-47.273960072,1526927747.276422033,0.14,0.21,0.26,12249863388,8745068443664,0,19269873,2640,4122,6,258782,3466382,2253,0,8691,94,0,0,10359043,7707080,7317240,7228564,2108,146808
2018-05-21_20-35-47.316954937,1526927747.319368068,6921064770,2018-05-21_20-36-17.364939398,1526927777.367298915,0.09,0.19,0.26,12298483374,8771054995194,0,19326107,2648,4131,6,259603,3477290,2253,0,8708,94,0,0,10393138,7707080,7317236,7228364,2108,146808
2018-05-21_20-36-17.404947102,1526927777.407151729,6813877659,2018-05-21_20-36-47.450302663,1526927807.452618410,0.05,0.17,0.25,12346883280,8796635764522,0,19383140,2656,4139,6,260356,3488220,2253,0,8733,94,0,0,10426816,7707080,7317408,7228736,2108,146808
2018-05-21_20-36-47.491211898,1526927807.493568774,6899383047,2018-05-21_20-37-17.537461708,1526927837.539806661,0.09,0.17,0.24,12396475866,8822542281058,0,19440769,2665,4148,6,261211,3499104,2253,0,8751,94,0,0,10460976,7707080,7317692,7229016,2108,146808
2018-05-21_20-37-17.578766521,1526927837.581182422,6581594090,2018-05-21_20-37-47.623863658,1526927867.626294208,0.13,0.17,0.24,12437509452,8847255028830,0,19493412,2674,4157,6,262028,3510051,2253,0,8768,94,0,0,10493775,7707080,7317540,7228668,2108,146808
2018-05-21_20-37-47.663068981,1526927867.665509747,6757611374,2018-05-21_20-38-17.708196350,1526927897.710664237,0.13,0.17,0.24,12485258958,8872627120402,0,19549175,2682,4164,6,262830,3520988,2253,0,8784,94,0,0,10527253,7707080,7317144,7228244,2108,146808
2018-05-21_20-38-17.749234979,1526927897.751439061,6645943115,2018-05-21_20-38-47.793757865,1526927927.796216429,0.20,0.18,0.24,12532186704,8897577514936,0,19605383,2690,4177,6,263604,3531900,2253,0,8804,94,0,0,10560700,7707080,7316100,7227624,2108,146812
2018-05-21_20-38-47.833404407,1526927927.835604765,6989393327,2018-05-21_20-39-17.879324089,1526927957.881778316,0.31,0.21,0.25,12580547850,8923814756766,0,19661617,2697,4185,6,264346,3542810,2253,0,8826,94,0,0,10595292,7707080,7316920,7228200,2108,146812
2018-05-21_20-39-17.921190881,1526927957.923567852,6925930818,2018-05-21_20-39-47.967025593,1526927987.969275230,0.25,0.21,0.24,12628638156,8949815335808,0,19716354,2705,4193,6,265046,3553796,2253,0,8846,94,0,0,10629680,7707080,7317464,7228792,2108,146812
2018-05-21_20-39-48.006582348,1526927988.008804198,6881888280,2018-05-21_20-40-18.051924296,1526928018.054271522,0.36,0.24,0.25,12677904642,8975655438032,0,19771665,2714,4204,6,265904,3564672,2253,0,8865,95,0,0,10664054,7707080,7317168,7228300,2108,146816
2018-05-21_20-40-18.092895336,1526928018.095214389,6706889094,2018-05-21_20-40-48.140362053,1526928048.142991755,0.27,0.23,0.25,12726026448,9000835602484,0,19829572,2722,4213,6,266688,3575578,2253,0,8884,95,0,0,10697466,7707080,7317168,7228300,2108,146816
2018-05-21_20-40-48.183033528,1526928048.185429716,7103618485,2018-05-21_20-41-18.227885314,1526928078.230162481,0.23,0.22,0.24,12775489974,9027502838568,0,19885277,2730,4221,6,267311,3586634,2253,0,8904,95,0,0,10732442,7707080,7317132,7228244,2108,146816
2018-05-21_20-41-18.267637614,1526928078.269853976,7047955031,2018-05-21_20-41-48.311455612,1526928108.313819073,0.22,0.22,0.24,12824170500,9053960458004,0,19938511,2737,4232,6,268031,3597594,2253,0,8921,95,0,0,10767097,7707080,7317220,7228488,2108,146816
2018-05-21_20-41-48.352056242,1526928108.354358710,6876450009,2018-05-21_20-42-18.398985262,1526928138.401525905,0.13,0.20,0.23,12872080206,9079774088428,0,19994424,2745,4243,6,268715,3608587,2253,0,8944,95,0,0,10801256,7707080,7317196,7228528,2108,146820
2018-05-21_20-42-18.442566667,1526928138.445031801,6810915318,2018-05-21_20-42-48.487050044,1526928168.489554833,0.27,0.23,0.24,12919624872,9105341858870,0,20050903,2752,4256,6,269398,3619558,2253,0,8965,95,0,0,10835771,7707080,7317188,7228472,2108,146824
2018-05-21_20-42-48.529932142,1526928168.532390908,6989490323,2018-05-21_20-43-18.574937635,1526928198.577350873,0.30,0.24,0.24,12959692818,9131584275460,0,20106131,2761,4264,6,270200,3630487,2253,0,8983,95,0,0,10870351,7707080,7317288,7228144,2108,146824
2018-05-21_20-43-18.614344231,1526928198.616549652,6994579041,2018-05-21_20-43-48.659369505,1526928228.661795896,0.30,0.25,0.24,13009174524,9157845512432,0,20162497,2769,4273,6,270984,3641410,2253,0,9000,95,0,0,10904875,7707080,7317188,7228480,2108,146824
2018-05-21_20-43-48.701806249,1526928228.704201840,6929129242,2018-05-21_20-44-18.746809353,1526928258.749209361,0.25,0.24,0.24,13058955570,9183862482406,0,20219222,2778,4285,6,271855,3652272,2253,0,9019,95,0,0,10939103,7707080,7317236,7228716,2108,146824
2018-05-21_20-44-18.789500628,1526928258.791911826,6901058213,2018-05-21_20-44-48.833916404,1526928288.836155782,0.27,0.25,0.24,13108205316,9209774282484,0,20277174,2787,4293,6,272687,3663185,2253,0,9038,96,0,0,10973193,7707080,7317608,7228636,2108,146824
2018-05-21_20-44-48.873117276,1526928288.875316684,6770756329,2018-05-21_20-45-18.920328600,1526928318.923044802,0.24,0.24,0.24,13156906122,9235194496638,0,20329883,2795,4303,6,273498,3674068,2253,0,9058,96,0,0,11006826,7707080,7317144,7228236,2108,146824
2018-05-21_20-45-18.964369486,1526928318.966846828,7049634997,2018-05-21_20-45-49.010570032,1526928349.012999965,0.28,0.25,0.24,13194537108,9261659047014,0,20383556,2803,4311,6,274194,3685077,2253,0,9074,96,0,0,11041529,7707080,7317392,7228380,2108,146824
2018-05-21_20-45-49.053320258,1526928349.055731862,6922260832,2018-05-21_20-46-19.098771211,1526928379.101213102,0.17,0.23,0.23,13243476534,9287648642846,0,20438999,2812,4320,6,275026,3695958,2253,0,9092,96,0,0,11075628,7707080,7317824,7228916,2108,146824
2018-05-21_20-46-19.141441291,1526928379.143865071,7013752566,2018-05-21_20-46-49.187282258,1526928409.189598116,0.30,0.25,0.24,13292743080,9313981387500,0,20498728,2820,4333,6,275758,3706927,2253,0,9113,96,0,0,11110541,7707080,7317252,7228328,2108,146828
2018-05-21_20-46-49.228249501,1526928409.230469284,6951915977,2018-05-21_20-47-19.274617954,1526928439.276980888,0.18,0.23,0.23,13341062346,9340080709330,0,20555644,2828,4341,6,276482,3717869,2253,0,9135,96,0,0,11144730,7707080,7317396,7228264,2108,146828
2018-05-21_20-47-19.316133824,1526928439.318576243,7047930990,2018-05-21_20-47-49.360412605,1526928469.362754281,0.11,0.21,0.22,13390737552,9366537147852,0,20610386,2835,4349,6,277180,3728833,2253,0,9155,96,0,0,11179401,7707080,7316992,7228328,2108,146828
2018-05-21_20-47-49.401817530,1526928469.404229324,6689676338,2018-05-21_20-48-19.448521181,1526928499.450965396,0.29,0.24,0.23,13439301138,9391654693452,0,20665318,2844,4358,6,278036,3739722,2253,0,9177,96,0,0,11212666,7707080,7317588,7228424,2108,146828
2018-05-21_20-48-19.490327498,1526928499.492607007,6955300106,2018-05-21_20-48-49.537287615,1526928529.539645300,0.38,0.26,0.24,13488453024,9417768931602,0,20722374,2852,4366,6,278802,3750677,2253,0,9194,96,0,0,11246869,7707080,7317700,7229040,2108,146828
2018-05-21_20-48-49.578727938,1526928529.581053266,7003663533,2018-05-21_20-49-19.623836945,1526928559.626071404,0.41,0.28,0.25,13536096870,9444059412292,0,20778137,2860,4376,6,279508,3761598,2253,0,9215,96,0,0,11281311,7707080,7317980,7229060,2108,146828
2018-05-21_20-49-19.662979603,1526928559.665156420,7031617491,2018-05-21_20-49-49.707272948,1526928589.709561319,0.32,0.27,0.24,13584275916,9470455118108,0,20833226,2867,4385,6,280194,3772574,2253,0,9234,96,0,0,11315959,7707080,7318132,7229016,2108,146828
2018-05-21_20-49-49.747670741,1526928589.749927434,6788288540,2018-05-21_20-50-19.793311167,1526928619.795673384,0.42,0.30,0.25,13632411402,9495942220790,0,20889664,2875,4395,6,280894,3783450,2253,0,9253,97,0,0,11350002,7707080,7317644,7228936,2108,146840
2018-05-21_20-50-19.835134576,1526928619.837515645,6958560199,2018-05-21_20-50-49.881311066,1526928649.883617483,0.31,0.28,0.25,13682463768,9522070561856,0,20947805,2884,4402,6,281653,3794371,2253,0,9269,98,0,0,11384260,7707080,7317580,7228724,2108,146840
2018-05-21_20-50-49.923552302,1526928649.926000483,7018591143,2018-05-21_20-51-19.969991950,1526928679.972200800,0.27,0.27,0.24,13720110234,9548418459950,0,21002164,2892,4410,6,282376,3805352,2253,0,9284,98,0,0,11418689,7707080,7317356,7228892,2108,146840
2018-05-21_20-51-20.008651546,1526928680.010829758,6969467266,2018-05-21_20-51-50.052081728,1526928710.054297500,0.16,0.25,0.23,13769059440,9574582486636,0,21060157,2900,4423,6,283092,3816316,2253,0,9308,98,0,0,11453320,7707080,7317644,7228520,2108,146844
2018-05-21_20-51-50.090869365,1526928710.093046633,6841324608,2018-05-21_20-52-20.135165674,1526928740.137333785,0.10,0.22,0.23,13817198286,9600266809590,0,21118560,2908,4432,6,283845,3827258,2253,0,9330,98,0,0,11487271,7707080,7317640,7228704,2108,146844
2018-05-21_20-52-20.173291049,1526928740.175415953,7026548151,2018-05-21_20-52-50.217607564,1526928770.219940008,0.25,0.25,0.23,13865973132,9626643348908,0,21174113,2915,4441,6,284519,3838250,2253,0,9350,98,0,0,11521881,7707080,7317228,7228532,2108,146844
2018-05-21_20-52-50.257232051,1526928770.259413995,6676773735,2018-05-21_20-53-20.301485654,1526928800.303634613,0.22,0.24,0.23,13902168498,9651710637876,0,21231675,2923,4453,6,285298,3849231,2253,0,9363,98,0,0,11555145,7707080,7317932,7229080,2108,146844
2018-05-21_20-53-20.339602994,1526928800.341774505,6969448852,2018-05-21_20-53-50.383647789,1526928830.385818876,0.27,0.25,0.23,13952202204,9677875265728,0,21288465,2931,4466,6,286115,3860100,2253,0,9378,98,0,0,11589362,7707080,7317732,7228880,2108,146844
2018-05-21_20-53-50.421662618,1526928830.423809673,6579392144,2018-05-21_20-54-20.464639207,1526928860.466829233,0.45,0.29,0.25,13999640430,9702575542218,0,21345696,2939,4477,6,286866,3871049,2253,0,9396,99,0,0,11622368,7707080,7317716,7228864,2108,146844
2018-05-21_20-54-20.502829438,1526928860.504961154,6970547078,2018-05-21_20-54-50.546526026,1526928890.549116424,0.33,0.28,0.24,14049721356,9728746896408,0,21403002,2948,4488,6,287701,3881944,2253,0,9414,99,0,0,11656704,7707080,7317500,7228588,2108,146844
2018-05-21_20-54-50.588397975,1526928890.590784749,6611594271,2018-05-21_20-55-20.634154275,1526928920.636574849,0.34,0.29,0.24,14097334842,9753569832604,0,21457201,2956,4500,6,288510,3892868,2253,0,9432,99,0,0,11690091,7707080,7316208,7227508,2108,146844
2018-05-21_20-55-20.675849421,1526928920.678190782,6956707213,2018-05-21_20-55-50.721811386,1526928950.724214086,0.34,0.29,0.25,14147050188,9779691057064,0,21514978,2965,4509,6,289375,3903753,2253,0,9451,99,0,0,11724424,7707080,7317616,7228888,2108,146844
2018-05-21_20-55-50.763572598,1526928950.765918117,6714365769,2018-05-21_20-56-20.809332509,1526928980.811974245,0.29,0.29,0.25,14194479054,9804900530528,0,21569218,2973,4519,6,290173,3914676,2253,0,9472,99,0,0,11757972,7707080,7317672,7228824,2108,146844
2018-05-21_20-56-20.850948440,1526928980.853244728,7039451355,2018-05-21_20-56-50.895667975,1526929010.897859065,0.25,0.28,0.24,14244169860,9831328846476,0,21628698,2981,4529,6,290891,3925656,2253,0,9492,99,0,0,11792453,7707080,7317636,7228788,2108,146844
2018-05-21_20-56-50.933667690,1526929010.935799213,6956510481,2018-05-21_20-57-20.977218472,1526929040.979494249,0.29,0.28,0.25,14291818386,9857442833564,0,21683848,2989,4536,6,291593,3936632,2253,0,9515,99,0,0,11826910,7707080,7318020,7228940,2108,146844
2018-05-21_20-57-21.017044238,1526929041.019296358,7036474938,2018-05-21_20-57-51.062367790,1526929071.064661090,0.17,0.26,0.24,14340839172,9883859376282,0,21741065,2997,4543,6,292347,3947577,2253,0,9537,99,0,0,11861339,7707080,7318216,7229348,2108,146844
2018-05-21_20-57-51.102341059,1526929071.104550521,7017065882,2018-05-21_20-58-21.145686743,1526929101.147883932,0.30,0.28,0.24,14390304798,9910199418456,0,21796977,3004,4552,6,293049,3958522,2253,0,9558,99,0,0,11896197,7707080,7317696,7228996,2108,146848
2018-05-21_20-58-21.183840443,1526929101.185992105,7061192808,2018-05-21_20-58-51.226839573,1526929131.229095725,0.23,0.27,0.24,14439837204,9936707960636,0,21853032,3012,4565,6,293795,3969464,2253,0,9580,100,0,0,11930941,7707080,7317580,7228728,2108,146848
2018-05-21_20-58-51.265049654,1526929131.267185665,6903344409,2018-05-21_20-59-21.308974989,1526929161.311199504,0.34,0.29,0.25,14489279490,9962623030026,0,21908969,3020,4583,6,294477,3980440,2253,0,9602,100,0,0,11965403,7707080,7309084,7220152,2108,146848
2018-05-21_20-59-21.350435135,1526929161.352786728,6901960999,2018-05-21_20-59-51.394834763,1526929191.397044710,0.33,0.29,0.25,14527727556,9988532135300,0,21963645,3027,4598,6,295184,3991437,2253,0,9619,100,0,0,12000326,7707080,7316284,7227440,2108,146852
