StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_17-56-21.601618173,1526054181.603755816,14219156428,2018-05-11_17-56-51.659289768,1526054211.661409339,0.10,0.12,0.05,78075066,53379627766,0,0,0,510,0,2229,82649,1936,0,2,152,0,0,7707080,7329236,7236824,2108,144436
2018-05-11_17-56-51.696167959,1526054211.698255738,14481874657,2018-05-11_17-57-21.739131337,1526054241.741254530,0.22,0.14,0.06,129369432,107746169388,0,0,0,525,0,3312,93259,1936,0,3,277,0,0,7707080,7329408,7237192,2108,144436
2018-05-11_17-57-21.774367599,1526054241.776492030,11060668583,2018-05-11_17-57-51.819353745,1526054271.821524016,0.32,0.17,0.07,199296198,149271757528,0,0,0,541,0,4197,104035,1936,0,5,496,0,0,7707080,7327720,7235368,2108,144440
2018-05-11_17-57-51.854565865,1526054271.856667045,4642649253,2018-05-11_17-58-21.898314931,1526054301.900511998,0.18,0.15,0.07,225864984,166699979442,0,0,0,551,0,4592,115468,1938,0,6,1045,0,0,7707080,7329148,7236984,2108,144472
2018-05-11_17-58-21.934829540,1526054301.936951730,4737597754,2018-05-11_17-58-51.978669274,1526054331.980802151,0.16,0.16,0.07,256579410,184484412338,0,0,0,559,0,4994,126897,1938,0,8,1265,0,0,7707080,7329024,7236656,2108,144468
2018-05-11_17-58-52.015113383,1526054332.017225781,4746091681,2018-05-11_17-59-22.058348285,1526054362.060481808,0.10,0.14,0.07,287153556,202300774504,0,0,0,566,0,5383,138330,1938,0,9,1593,0,0,7707080,7329084,7236680,2108,144468
2018-05-11_17-59-22.094491639,1526054362.096580923,4624504286,2018-05-11_17-59-52.137180963,1526054392.139305693,0.06,0.13,0.06,313481322,219660144148,0,0,0,573,0,5750,149797,1938,0,12,1695,0,0,7707080,7328684,7236516,2108,144468
2018-05-11_17-59-52.173124025,1526054392.175232021,4742476424,2018-05-11_18-00-22.219426169,1526054422.221542751,0.04,0.12,0.06,339062748,237464427274,0,0,0,583,0,6181,161176,1942,0,16,1801,0,0,7707080,7328204,7236056,2108,144500
2018-05-11_18-00-22.254521849,1526054422.256630903,4751258707,2018-05-11_18-00-52.298164469,1526054452.300278467,0.10,0.12,0.06,369812454,255300859492,0,0,0,590,0,6583,172604,1942,0,19,1913,0,0,7707080,7328764,7236620,2108,144500
2018-05-11_18-00-52.333663843,1526054452.335744100,4770818517,2018-05-11_18-01-22.378063633,1526054482.380230947,0.06,0.11,0.06,400670640,273209948490,0,0,0,599,0,6961,184032,1944,0,21,2114,0,0,7707080,7328700,7236188,2108,144548
