StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-07_19-15-41.997658054,1525713341.999175134,12667872572,2018-05-07_19-16-12.091558979,1525713372.093069277,0.25,0.12,0.09,47602280,49101771922,612381,0,0,1,736897,0,0,0,911,0,3452,511032,3036,0,343,0,0,0,32805052,31871684,31754308,948,158868
2018-05-07_19-16-12.128664579,1525713372.130154637,8777518581,2018-05-07_19-16-42.169604019,1525713402.171114642,0.21,0.12,0.10,63358382,83614059416,674746,0,168363,1,736897,0,238672,0,920,0,4274,533795,3036,0,400,0,0,0,32805052,31868296,31750920,948,158868
2018-05-07_19-16-42.206995896,1525713402.208517339,12470367144,2018-05-07_19-17-12.248597603,1525713432.250114009,0.26,0.14,0.10,110404522,132110348038,959332,1079701,168363,1,736897,0,238672,0,930,0,5603,555784,3036,0,540,0,0,0,32805052,31882180,31764804,948,158864
2018-05-07_19-17-12.285863695,1525713432.287355263,8822891131,2018-05-07_19-17-42.328666727,1525713462.330196209,0.48,0.21,0.13,125898228,166460852846,1020982,1079701,168363,404608,736897,0,238672,0,967,0,6496,578456,3036,0,613,0,0,0,32805052,31879664,31762308,948,158864
2018-05-07_19-17-42.365656542,1525713462.367151573,12395246599,2018-05-07_19-18-12.410658764,1525713492.412202397,0.50,0.23,0.14,172723192,214994284500,2318018,1079701,168363,404608,736897,0,238672,0,1083,0,7968,600148,3036,0,967,0,0,0,32805052,31879400,31762564,948,158864
2018-05-07_19-18-12.447627952,1525713492.449105632,12381597816,2018-05-07_19-18-42.487662073,1525713522.489157829,0.38,0.23,0.14,219276088,263148148512,2600969,1079701,1225874,404608,736897,0,238672,0,1193,0,9469,621863,3036,0,1251,0,0,0,32805052,31879796,31762960,948,158864
2018-05-07_19-18-42.524710308,1525713522.526200321,12351379596,2018-05-07_19-19-12.571571697,1525713552.573108100,0.36,0.24,0.15,265706420,311183544580,3213718,1079701,1225874,404608,1451622,0,238672,0,1200,0,10758,643852,3036,0,1599,0,0,0,32805052,31881504,31764144,948,158864
2018-05-07_19-19-12.608673427,1525713552.610148499,12216725911,2018-05-07_19-19-42.655612931,1525713582.657111432,0.55,0.30,0.17,312099454,359089402772,3491859,1079701,1583404,404608,1451622,0,951963,0,1208,0,12056,665894,3036,0,1735,0,0,0,32805052,31881760,31764140,948,158864
2018-05-07_19-19-42.692744528,1525713582.694217595,8658507791,2018-05-07_19-20-12.738616767,1525713612.740146951,0.41,0.28,0.17,327268100,392764798742,3554214,1248353,1583404,404608,1451622,233660,951963,0,1216,0,12890,688656,3036,0,1795,0,0,0,32805052,31880940,31763852,948,158872
2018-05-07_19-20-12.775640035,1525713612.777109460,12351138532,2018-05-07_19-20-42.821570579,1525713642.823062240,0.38,0.29,0.17,373615970,440763420984,3835486,1248353,1583404,756906,1451622,233660,951963,717274,1226,0,14212,710660,3036,0,1939,0,0,0,32805052,31881960,31764068,948,158872
2018-05-07_19-20-42.858512923,1525713642.859977515,8708423325,2018-05-07_19-21-12.900662008,1525713672.902173200,0.46,0.31,0.18,389208552,474982900890,3895871,1248353,1583404,1158732,1451622,233660,951963,717274,1234,0,15047,733436,3036,0,1989,0,0,0,32805052,31881972,31764676,948,158872
2018-05-07_19-21-12.937673529,1525713672.939147031,12455812607,2018-05-07_19-21-42.983633717,1525713702.985139767,0.38,0.31,0.19,436072736,523439416360,4176195,2306484,1583404,1158732,1451622,233660,951963,717274,1242,0,16358,755437,3036,0,2133,0,0,0,32805052,31882284,31764988,948,158872
2018-05-07_19-21-43.020575273,1525713703.022059928,12461965650,2018-05-07_19-22-13.065644293,1525713733.067172772,0.23,0.28,0.18,482955686,571904385472,4462229,2306484,2638570,1158732,1451622,233660,951963,717274,1252,0,17696,777412,3036,0,2281,0,0,0,32805052,31869452,31752436,948,158880
2018-05-07_19-22-13.102691615,1525713733.104167748,12281716013,2018-05-07_19-22-43.144542499,1525713763.146037005,0.53,0.35,0.21,529503342,620048637070,5748285,2306484,2638570,1158732,1451622,233660,951963,717274,1261,0,19018,799397,3036,0,2600,0,0,0,32805052,31869408,31751852,948,158880
2018-05-07_19-22-43.181493500,1525713763.182972014,12434108272,2018-05-07_19-23-13.222602170,1525713793.224166276,0.46,0.35,0.21,576289108,668431646484,6030773,2306484,2638570,1509472,1451622,233660,951963,1439644,1273,0,20345,821376,3036,0,2744,0,0,0,32805052,31869660,31752336,948,158888
2018-05-07_19-23-13.259735457,1525713793.261223738,12502390757,2018-05-07_19-23-43.302638800,1525713823.304174809,0.49,0.36,0.22,623274050,717053346704,6317950,2653321,2638570,1509472,1451622,960010,951963,1439644,1285,0,21704,843337,3036,0,2889,0,0,0,32805052,31870284,31752716,948,158892
2018-05-07_19-23-43.339732899,1525713823.341214799,8655339981,2018-05-07_19-24-13.379575045,1525713853.381081319,0.44,0.36,0.23,638899404,751033071980,6378446,2653321,2810622,1509472,1451622,960010,1187080,1439644,1291,0,22528,866115,3036,0,2937,0,0,0,32805052,31869816,31752524,948,158892
2018-05-07_19-24-13.416524436,1525713853.418008489,12400969334,2018-05-07_19-24-43.462659245,1525713883.464182972,0.59,0.40,0.24,685556006,799313262642,6985488,2653321,2810622,1509472,2166333,960010,1187080,1439644,1301,0,23848,888076,3036,0,3282,0,0,0,32805052,31871036,31754024,948,158892
2018-05-07_19-24-43.499800546,1525713883.501284350,12402033163,2018-05-07_19-25-13.541590273,1525713913.543123118,0.43,0.38,0.24,732171030,847543576662,7266566,3713228,2810622,1509472,2166333,960010,1187080,1439644,1310,0,25187,910058,3036,0,3423,0,0,0,32805052,31883616,31766604,948,158888
2018-05-07_19-25-13.578742445,1525713913.580216340,12473953124,2018-05-07_19-25-43.619533519,1525713943.621035389,0.53,0.41,0.25,779084690,896058529260,7554012,3713228,2810622,2567008,2166333,960010,1187080,1439644,1318,0,26538,932031,3036,0,3567,0,0,0,32805052,31883604,31766056,948,158888
2018-05-07_19-25-43.656563095,1525713943.658055173,12438276054,2018-05-07_19-26-13.696627109,1525713973.698136533,0.61,0.43,0.27,826215344,944833230624,8848372,3713228,2810622,2567008,2166333,960010,1187080,1439644,1328,0,27843,953998,3036,0,3918,0,0,0,32805052,31883284,31766236,948,158888
2018-05-07_19-26-13.733620004,1525713973.735100597,8749977525,2018-05-07_19-26-43.777564187,1525714003.779078867,0.70,0.47,0.28,841575990,978875362668,8909348,3713228,3213811,2567008,2166333,960010,1187080,1439644,1332,0,28677,976772,3036,0,3969,0,0,0,32805052,31883372,31765820,948,158888
2018-05-07_19-26-43.814673758,1525714003.816151189,12425775686,2018-05-07_19-27-13.858611254,1525714033.860141210,0.51,0.44,0.28,888215692,1027148107610,9194174,4062018,3213811,2567008,2166333,1681215,1187080,1439644,1339,0,30003,998754,3036,0,4126,0,0,0,32805052,31883624,31766092,948,158888
2018-05-07_19-27-13.895674674,1525714033.897161766,8807797170,2018-05-07_19-27-43.936597992,1525714063.938091076,0.51,0.45,0.29,902251740,1061777918816,9253648,4062018,3213811,2726486,2166333,1681215,1187080,1651330,1345,0,30837,1021523,3036,0,4183,0,0,0,32805052,31883656,31766580,948,158888
2018-05-07_19-27-43.973611133,1525714063.975094680,12321645927,2018-05-07_19-28-14.017658613,1525714094.019202949,0.45,0.44,0.29,948566518,1109689923898,9858599,4062018,3213811,2726486,2876373,1681215,1187080,1651330,1353,0,32131,1043504,3036,0,4528,0,0,0,32805052,31883920,31766368,948,158888
2018-05-07_19-28-14.054817838,1525714094.056294071,12473651359,2018-05-07_19-28-44.098556006,1525714124.100077658,0.27,0.40,0.28,995478736,1158198052036,10145239,4062018,3562248,2726486,2876373,1681215,1912633,1651330,1362,0,33472,1065480,3036,0,4674,0,0,0,32805052,31882336,31764784,948,158888
2018-05-07_19-28-44.135673165,1525714124.137210082,12503820746,2018-05-07_19-29-14.180631033,1525714154.182178791,0.58,0.46,0.31,1042865070,1207232770244,10433890,4062018,3910920,2726486,2876373,1681215,2639584,1651330,1371,0,34825,1087453,3036,0,4803,0,0,0,32805052,31880736,31763448,948,158888
2018-05-07_19-29-14.217751530,1525714154.219270171,8824922538,2018-05-07_19-29-44.258599973,1525714184.260149934,0.50,0.45,0.31,1058286900,1241558191126,10664887,4062018,3910920,2726486,3112344,1681215,2639584,1651330,1377,0,35631,1110225,3036,0,4909,0,0,0,32805052,31881160,31763592,948,158888
2018-05-07_19-29-44.295742688,1525714184.297206389,12375959394,2018-05-07_19-30-14.337663612,1525714214.339221180,0.50,0.45,0.31,1104651184,1289648583102,10944464,4062018,3910920,3076894,3112344,1681215,2639584,2366306,1389,0,36950,1132217,3036,0,5061,0,0,0,32805052,31868780,31751520,948,158908
2018-05-07_19-30-14.374828932,1525714214.376314926,12421020056,2018-05-07_19-30-44.420595711,1525714244.422138267,0.59,0.47,0.33,1151768862,1338357653346,11225070,4414983,3910920,3076894,3112344,2401692,2639584,2366306,1400,0,38283,1154212,3036,0,5207,0,0,0,32805052,31868856,31750780,948,158908
2018-05-07_19-30-44.457772985,1525714244.459247205,12382657802,2018-05-07_19-31-14.499598690,1525714274.501121815,0.63,0.49,0.34,1198285818,1386513709556,11508337,4414983,4966594,3076894,3112344,2401692,2639584,2366306,1411,0,39616,1176201,3036,0,5343,0,0,0,32805052,31869296,31751752,948,158912
2018-05-07_19-31-14.536804581,1525714274.538393567,12444429624,2018-05-07_19-31-44.581740229,1525714304.583287261,0.67,0.52,0.35,1245060560,1434910333536,12801583,4414983,4966594,3076894,3112344,2401692,2639584,2366306,1422,0,40934,1198173,3036,0,5680,0,0,0,32805052,31869940,31753208,948,158916
