StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-03_15-49-11.947693165,1525355351.949232925,15858739799,2018-05-03_15-49-41.991496673,1525355381.993003661,0.14,0.16,0.13,33557766,59856138836,10,1,0,0,0,847472,3,0,929,0,2870,381199,2528,0,142,0,0,0,32805052,31846824,31720100,948,138532
2018-05-03_15-49-42.029079817,1525355382.030596226,18860203544,2018-05-03_15-50-12.065769431,1525355412.067318063,0.23,0.18,0.14,74267532,130868702438,123,13,906305,5,0,847472,3,0,947,0,3905,402984,2532,0,440,0,0,0,32805052,31846556,31719068,948,138572
2018-05-03_15-50-12.103089152,1525355412.104579001,15992964221,2018-05-03_15-50-42.140088436,1525355442.141637310,0.32,0.21,0.15,109165330,191108636104,147,13,906305,5,5,847478,860547,29,961,0,4733,425005,2532,0,613,0,0,0,32805052,31836216,31708764,948,138584
2018-05-03_15-50-42.177263425,1525355442.178761903,18917371237,2018-05-03_15-51-12.213656500,1525355472.215214296,0.40,0.24,0.16,149942104,262804383742,226,902767,906357,5,5,847478,860547,29,974,0,5780,446788,2532,0,904,0,0,0,32805052,31833668,31706520,948,138588
2018-05-03_15-51-12.251042053,1525355472.252554114,18985979955,2018-05-03_15-51-42.282865991,1525355502.284430119,0.53,0.28,0.17,194614750,334357224460,966295,903721,906474,13,5,847479,860547,29,987,0,6838,468566,2532,0,1217,0,0,0,32805052,31833100,31705676,948,138588
2018-05-03_15-51-42.320287255,1525355502.321810344,15981014579,2018-05-03_15-52-12.356474807,1525355532.358000078,0.32,0.25,0.17,230081316,394554170980,966303,903721,906474,13,12,847484,860547,865808,1004,0,7645,490595,2532,0,1388,0,0,0,32805052,31833852,31706152,948,138588
2018-05-03_15-52-12.393755889,1525355532.395265883,18864366651,2018-05-03_15-52-42.430276462,1525355562.431806928,0.45,0.29,0.18,270156778,465537606018,966381,903734,906479,899153,12,847484,860547,865808,1017,0,8673,512396,2532,0,1675,0,0,0,32805052,31833600,31706724,948,138592
2018-05-03_15-52-42.467757782,1525355562.469281619,15896658907,2018-05-03_15-53-12.504124087,1525355592.505663314,0.45,0.31,0.19,304319920,525959237242,966393,903734,906479,899153,841950,847502,860549,865808,1030,0,9445,534457,2532,0,1827,0,0,0,32805052,31833812,31705824,948,138592
2018-05-03_15-53-12.541591487,1525355592.543142810,18818812038,2018-05-03_15-53-42.578219788,1525355622.579773295,0.54,0.34,0.21,346567414,596809734400,966507,903753,1832242,899153,841950,847502,860549,865808,1042,0,10482,556237,2532,0,2135,0,0,0,32805052,31846532,31719588,948,138584
2018-05-03_15-53-42.615561766,1525355622.617047703,15850462422,2018-05-03_15-54-12.651708781,1525355652.653252858,0.41,0.33,0.21,381913212,656521918182,966529,903753,1832242,899153,841950,1714670,860557,865808,1053,0,11272,578266,2532,0,2313,0,0,0,32805052,31847496,31719832,948,138584
