StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-02_19-15-44.060019547,1525281344.061435586,2018-05-02_19-15-44.064543366,1525281344.065853373,0.00,0.04,0.08,2351316168,1251006,15,94966,22,4,0,13,0,0,900,0,1526,598639,2844,0,55,0,0,0,32805052,31811380,31695040,948,159704
2018-05-02_19-16-14.102828538,1525281374.104283296,2018-05-02_19-16-14.107965063,1525281374.109357872,0.33,0.12,0.10,72867255616,38559372,227,2857483,100309,36,75,13,0,0,931,0,2785,619750,2844,0,1535,0,0,0,32805052,31812772,31696664,948,159712
2018-05-02_19-16-44.144965696,1525281404.146835743,2018-05-02_19-16-44.150786072,1525281404.152389927,0.60,0.20,0.13,141255844286,74898558,389,2857618,3064852,95,75328,15,8,0,962,0,4008,640852,2844,0,3055,0,0,0,32805052,31812448,31696480,948,159712
2018-05-02_19-17-14.188256229,1525281434.189748422,2018-05-02_19-17-14.192876566,1525281434.194295155,0.67,0.26,0.15,200510095338,106437564,466,2857626,3064852,100,2330658,253,124,66195,985,0,5442,661924,2844,0,4494,0,0,0,32805052,31813400,31697432,948,159712
2018-05-02_19-17-44.233457272,1525281464.235151553,2018-05-02_19-17-44.238817643,1525281464.240237880,0.80,0.33,0.18,261735894576,138894030,942,2857634,3064859,91681,2332027,318,148,2087963,1010,0,6896,682997,2844,0,5903,0,0,0,32805052,31812564,31696788,948,159712
2018-05-02_19-18-14.275956535,1525281494.278174780,2018-05-02_19-18-14.281616440,1525281494.283173156,0.88,0.40,0.21,330264690882,177291696,74067,2857820,3072159,3030714,2336936,320,148,2087963,1039,0,8136,704074,2844,0,7375,0,0,0,32805052,31812964,31697236,948,159712
2018-05-02_19-18-44.319132623,1525281524.320893369,2018-05-02_19-18-44.324314006,1525281524.325967707,1.00,0.47,0.24,402501609428,268448202,2606601,3030327,3130139,3048624,2336985,334,59962,2087963,1085,0,9728,724708,2844,0,8051,0,0,0,32805052,31813312,31697396,948,159712
2018-05-02_19-19-14.363375551,1525281554.365871625,2018-05-02_19-19-14.369396097,1525281554.370776092,0.94,0.51,0.26,462853685214,299817228,2606948,3030352,3130139,3048630,2337045,65519,2074285,2088046,1108,0,11192,745787,2844,0,9448,0,0,0,32805052,31813348,31697720,948,159712
2018-05-02_19-19-44.406854884,1525281584.408261867,2018-05-02_19-19-44.411358344,1525281584.412729367,0.89,0.54,0.27,521699060344,330655854,2607013,3030355,3130150,3048630,2400687,2300942,2074348,2088071,1133,0,12646,766872,2844,0,10851,0,0,0,32805052,31814532,31698616,948,159712
2018-05-02_19-20-14.447192088,1525281614.448746188,2018-05-02_19-20-14.452029747,1525281614.453428023,0.87,0.57,0.29,580859121388,362047500,2607041,3030356,3130150,3048630,4674947,2301124,2074441,2142717,1159,0,14119,787933,2845,0,12257,0,0,0,32805052,31803576,31687664,948,159724
2018-05-02_19-20-44.489198487,1525281644.490744383,2018-05-02_19-20-44.493884078,1525281644.495211430,0.99,0.62,0.32,642182074124,394422666,2607045,3101234,3130287,3048717,4675288,2301203,2074446,4179773,1186,0,15599,808999,2845,0,13657,0,0,0,32805052,31801852,31685648,948,159728
2018-05-02_19-21-14.547972363,1525281674.549346314,2018-05-02_19-21-14.552486117,1525281674.554014537,1.05,0.67,0.35,712504149106,432509892,2609097,5826001,3206815,3050204,4675603,2301204,2074446,4179773,1216,0,16879,830090,2845,0,15088,0,0,0,32805052,31801440,31685252,948,159728
