StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-08_17-38-50.629317438,1525793930.630840587,15944728939,2018-05-08_17-39-20.667561043,1525793960.669055769,0.25,0.29,0.29,27578909994,22327533394413,78674093,47924683,41491998,54681490,27435795,14963826,1102367,1559249,206852,0,1005706,12531652,6257,0,238071,0,195611,0,32805052,31193296,31624952,948,748096
2018-05-08_17-39-20.704885472,1525793960.706378727,15853425375,2018-05-08_17-39-50.742916491,1525793990.744441012,0.15,0.26,0.29,27604700400,22387187449567,78941124,47957072,41491998,54681490,27814629,14963826,1102367,1559249,206863,0,1006648,12553683,6257,0,238270,0,195611,0,32805052,31192508,31623856,948,748100
2018-05-08_17-39-50.780483259,1525793990.781949378,15969478374,2018-05-08_17-40-20.818852622,1525794020.820371564,0.29,0.28,0.29,27629648822,22447722668271,79208669,47975524,41491998,54681490,27814629,14963826,1102367,1559249,206877,0,1007600,12575724,6257,0,238476,0,195611,0,32805052,31192072,31623932,948,748104
2018-05-08_17-40-20.856286382,1525794020.857759790,15717952899,2018-05-08_17-40-50.893661060,1525794050.895186056,0.26,0.27,0.29,27656880700,22506918339089,79515446,47992218,41491998,54681490,27814629,14963826,1102367,1559249,206885,0,1008475,12597765,6257,0,238709,0,195611,0,32805052,31193548,31624920,948,748104
2018-05-08_17-40-50.931234058,1525794050.932761495,15725179578,2018-05-08_17-41-20.970348197,1525794080.971874685,0.37,0.30,0.30,27684390722,22566089902185,79515568,48699081,41491998,54681490,27814629,14963826,1102367,1559249,206894,0,1009360,12619788,6257,0,238969,0,195611,0,32805052,31191100,31622768,948,748108
2018-05-08_17-41-21.007983719,1525794081.009471633,15938706737,2018-05-08_17-41-51.047223374,1525794111.048758777,0.41,0.32,0.30,27709644296,22626059091991,79515795,48998240,41491998,54681490,27814629,15332036,1102367,1559249,206905,0,1010256,12641816,6257,0,239205,0,195611,0,32805052,31203520,31635444,948,748100
2018-05-08_17-41-51.084821961,1525794111.086302793,15937014676,2018-05-08_17-42-21.123107011,1525794141.124651510,0.50,0.35,0.32,27734563022,22686523992581,79516033,49289059,41491998,54681490,27814629,15332036,1102367,1559249,206914,0,1011160,12663867,6257,0,239437,0,195611,0,32805052,31204640,31635748,948,748100
2018-05-08_17-42-21.160564861,1525794141.162074727,15739383671,2018-05-08_17-42-51.199173428,1525794171.200690360,0.44,0.35,0.32,27762448852,22745747694241,79516164,49622467,41491998,54681490,27814629,15332036,1102367,1559249,206924,0,1012085,12685869,6257,0,239731,0,195611,0,32805052,31202716,31634644,948,748100
2018-05-08_17-42-51.237023176,1525794171.238531083,15846640561,2018-05-08_17-43-21.276944254,1525794201.278472312,0.42,0.35,0.32,27788084890,22805372373575,80160146,49635083,41491998,54681490,27814629,15332036,1102367,1559249,206931,0,1012948,12707926,6257,0,239954,0,195611,0,32805052,31202904,31634536,948,748100
2018-05-08_17-43-21.314502876,1525794201.315985861,15710313997,2018-05-08_17-43-51.352990827,1525794231.354508284,0.39,0.35,0.32,27815984992,22864981593105,80474582,49649847,41491998,54681490,28221529,15332036,1102367,1559249,206948,0,1013909,12729943,6257,0,240208,0,195611,0,32805052,31202616,31634260,948,748100
