StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-02_09-50-00.043328909,1525247400.044860578,14435397536,2018-05-02_09-50-30.083316024,1525247430.084817797,0.17,0.15,0.07,23122118,56107907948,6,1,1,0,16,6,679549,6,812,0,3313,218434,2405,0,160,0,0,0,32805052,31877232,31762324,948,163940
2018-05-02_09-50-30.119787122,1525247430.121241977,15488521620,2018-05-02_09-51-00.158457801,1525247460.159958558,0.24,0.16,0.07,51945164,116371952284,32,1,1,21,24,7,1440877,6,825,0,4468,240685,2407,0,409,0,0,0,32805052,31875140,31760868,948,164340
2018-05-02_09-51-00.195452153,1525247460.196933170,14726279203,2018-05-02_09-51-30.232754531,1525247490.234264244,0.15,0.15,0.07,73181202,174101145126,32,2,1,633228,24,7,1440877,6,836,0,5496,263090,2407,0,568,0,0,0,32805052,31876544,31761692,948,164340
2018-05-02_09-51-30.269685836,1525247490.271180683,14879276811,2018-05-02_09-52-00.307456315,1525247520.308971602,0.24,0.17,0.08,94331992,232005763484,112,3,1,633228,630102,81,1440891,38,844,0,6791,285225,2407,0,794,0,0,0,32805052,31876500,31761928,948,164340
2018-05-02_09-52-00.344195005,1525247520.345649723,14459637668,2018-05-02_09-52-30.374024953,1525247550.375566209,0.15,0.15,0.08,117010142,288246993280,112,680562,10,633228,630106,82,1440891,38,853,0,7753,307680,2407,0,957,0,0,0,32805052,31876544,31762528,948,164340
2018-05-02_09-52-30.410968530,1525247550.412440716,22734634520,2018-05-02_09-53-00.448687044,1525247580.450183413,0.21,0.17,0.08,158033316,376551640980,5040,680591,10,1559754,630140,82,1440891,73,886,0,9172,329437,2408,0,1342,0,0,0,32805052,31872876,31758672,948,164368
2018-05-02_09-53-00.485132336,1525247580.486594872,15276237792,2018-05-02_09-53-30.523838108,1525247610.525345924,0.25,0.18,0.09,182427946,436669726804,5078,680591,10,1559754,630669,2539,2137576,7250,1002,0,10299,351557,2408,0,1573,0,0,0,32805052,31870576,31756580,948,164368
2018-05-02_09-53-30.560395253,1525247610.561866221,14632813207,2018-05-02_09-54-00.591647864,1525247640.593142520,0.45,0.23,0.11,208376176,493585267900,9153,1425294,8426,1564800,630669,2540,2137576,7250,1117,0,11375,373769,2408,0,1790,0,0,0,32805052,31869556,31755020,948,164368
2018-05-02_09-54-00.628297359,1525247640.629747190,14380194673,2018-05-02_09-54-30.663949584,1525247670.665453369,0.54,0.27,0.13,232116342,549536106238,9153,1425295,8426,1564800,1339635,4244,2138778,7261,1236,0,12286,396121,2408,0,1960,0,0,0,32805052,31858404,31744408,948,164376
2018-05-02_09-54-30.700638945,1525247670.702100908,14687221983,2018-05-02_09-55-00.733301127,1525247700.734806809,0.39,0.26,0.13,254068412,607108226026,11441,2055746,18979,1570735,1339635,4245,2138778,7261,1354,0,13422,418273,2408,0,2156,0,0,0,32805052,31858256,31744216,948,164376
