StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-08_16-09-15.890886208,1525788555.892420257,20404802414,2018-05-08_16-09-45.932687164,1525788585.934170722,0.27,0.44,0.60,17944310052,14084558755713,41497656,33771235,40953837,54267002,12110366,7,13,72718,201487,0,817975,8613292,6231,0,205486,0,195611,0,32805052,31216448,31646552,948,738536
2018-05-08_16-09-45.970029161,1525788585.971508171,15737588194,2018-05-08_16-10-16.010577051,1525788616.012092834,0.34,0.44,0.60,17972242474,14143779591369,41635671,33975734,40953837,54267002,12110366,415070,13,72718,201497,0,819077,8635212,6231,0,205619,0,195611,0,32805052,31215016,31644896,948,738544
2018-05-08_16-10-16.048342289,1525788616.049850636,15076997078,2018-05-08_16-10-46.088776481,1525788646.090444169,0.66,0.51,0.62,18074739504,14200532430503,42146833,33975734,40953837,54267002,12110366,415070,13,72718,201510,0,820978,8656256,6231,0,206718,0,195611,0,32805052,31200244,31630408,948,738552
2018-05-08_16-10-46.126611155,1525788646.128107967,15932534833,2018-05-08_16-11-16.167529730,1525788676.169045300,0.66,0.53,0.62,18101007862,14260954104819,42447856,33975734,40953837,54267002,12110366,415070,13,72718,201563,0,822191,8678026,6231,0,207041,0,195611,0,32805052,31198728,31629068,948,738552
2018-05-08_16-11-16.204996377,1525788676.206481133,14975316772,2018-05-08_16-11-46.253620737,1525788706.255114634,0.97,0.62,0.64,18204381308,14317331224753,44106013,33975734,40953837,54267002,12110366,415070,13,72718,201664,0,824262,8698809,6231,0,208125,0,195611,0,32805052,31200564,31630160,948,738556
2018-05-08_16-11-46.290932483,1525788706.292398927,15972447808,2018-05-08_16-12-16.331367533,1525788736.332872458,0.73,0.59,0.63,18229582530,14377413299741,44403385,33975734,40953837,54267002,12476225,415070,13,72718,201768,0,825423,8720568,6231,0,208418,0,195611,0,32805052,31197780,31627864,948,738556
2018-05-08_16-12-16.368674725,1525788736.370158779,15901385063,2018-05-08_16-12-46.409462958,1525788766.410954213,0.52,0.55,0.62,18255178504,14437711006003,44533551,34153978,40953837,54267002,12476225,415070,13,72718,201865,0,826626,8742248,6231,0,208693,0,195611,0,32805052,31198096,31628264,948,738556
2018-05-08_16-12-46.446802348,1525788766.448280676,20715320329,2018-05-08_16-13-16.486620291,1525788796.488057647,0.64,0.58,0.63,18382080526,14515694870071,44834996,34154007,40953837,54267002,12476225,415070,13,72718,201968,0,828720,8762088,6231,0,209492,0,195611,0,32805052,31199024,31629464,948,738560
2018-05-08_16-13-16.523595748,1525788796.525086139,15922115303,2018-05-08_16-13-46.565468988,1525788826.566994936,0.59,0.57,0.62,18407323092,14575642297157,44963003,34690272,40953837,54267002,12476225,415070,13,72718,202065,0,829874,8783786,6231,0,209750,0,195611,0,32805052,31210480,31640924,948,738552
2018-05-08_16-13-46.602865327,1525788826.604343084,20639732138,2018-05-08_16-14-16.643601754,1525788856.645103401,0.95,0.66,0.65,18534634650,14653772683959,45273008,34690298,40953837,54267002,12476225,2067263,13,72718,202161,0,832119,8803565,6231,0,210665,0,195611,0,32805052,31213748,31643672,948,738552
