StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-10_17-34-14.482752284,1525966454.485338154,0.000000,2018-05-10_17-34-44.731738108,1525966484.734287656,0.41,0.15,0.09,76200840,175195132840,,,,11262,106,11101,30407210,1764,0,30,769,0,0,7707080,7113276,7065388,2108,216044
2018-05-10_17-34-44.775822494,1525966484.778485259,0.000000,2018-05-10_17-35-15.024079303,1525966515.027007565,0.64,0.23,0.11,76201984,175195134172,,,,14285,106,11112,30416287,1764,0,30,769,0,0,7707080,7100876,7052992,2108,216052
2018-05-10_17-35-15.067975500,1525966515.070512862,,2018-05-10_17-35-29.974836062,1525966529.977402408,0.72,0.27,0.13,76202966,175195135282,,,,15775,106,11116,30420770,1764,0,30,769,0,0,7707080,7101112,7053228,2108,216052
2018-05-10_17-35-30.017685476,1525966530.020223495,,2018-05-10_17-35-30.031985678,1525966530.034455224,0.72,0.27,0.13,76203026,175195135356,,,,15776,106,11121,30420786,1764,0,30,769,0,0,7707080,7102028,7054144,2108,216052
2018-05-10_17-35-30.072531944,1525966530.075032365,,2018-05-10_17-35-30.086358163,1525966530.088857853,0.72,0.27,0.13,76203086,175195135430,,,,15778,106,11125,30420801,1764,0,30,769,0,0,7707080,7101428,7053436,2108,216052
2018-05-10_17-35-30.127014983,1525966530.129522129,,2018-05-10_17-35-30.141135562,1525966530.143625060,0.72,0.27,0.13,76203146,175195135504,,,,15779,106,11130,30420817,1764,0,30,769,0,0,7707080,7101576,7053544,2108,216052
2018-05-10_17-35-30.184623226,1525966530.187213091,,2018-05-10_17-35-30.198956604,1525966530.201474911,0.72,0.27,0.13,76203206,175195135578,,,,15781,106,11134,30420834,1764,0,30,769,0,0,7707080,7101060,7052964,2108,216052
2018-05-10_17-35-30.239531036,1525966530.242023270,,2018-05-10_17-35-30.253342928,1525966530.255862446,0.72,0.27,0.13,76203266,175195135652,,,,15782,106,11140,30420849,1764,0,30,769,0,0,7707080,7101052,7053364,2108,216052
2018-05-10_17-35-30.293584680,1525966530.296076931,,2018-05-10_17-35-30.307384796,1525966530.309901305,0.72,0.27,0.13,76203326,175195135726,,,,15783,106,11144,30420865,1764,0,30,769,0,0,7707080,7101680,7053796,2108,216052
2018-05-10_17-35-30.347601738,1525966530.350104631,,2018-05-10_17-35-30.361443593,1525966530.363977055,0.72,0.27,0.13,76203386,175195135800,,,,15785,106,11148,30420880,1764,0,30,769,0,0,7707080,7101720,7053836,2108,216052
2018-05-10_17-35-30.401793030,1525966530.404281075,,2018-05-10_17-35-30.415891796,1525966530.418386526,0.72,0.27,0.13,76203446,175195135874,,,,15786,106,11153,30420896,1764,0,30,769,0,0,7707080,7101568,7053684,2108,216052
2018-05-10_17-35-30.456214916,1525966530.458691677,,2018-05-10_17-35-30.470204213,1525966530.472689931,0.72,0.27,0.13,76203506,175195135948,,,,15787,106,11157,30420912,1764,0,30,769,0,0,7707080,7102428,7054344,2108,216052
2018-05-10_17-35-30.510530360,1525966530.513045511,,2018-05-10_17-35-30.524485951,1525966530.526962831,0.72,0.27,0.13,76203566,175195136022,,,,15789,106,11162,30420927,1764,0,30,769,0,0,7707080,7101600,7053716,2108,216052
2018-05-10_17-35-30.564470654,1525966530.566985628,,2018-05-10_17-35-30.578497449,1525966530.581006749,0.72,0.27,0.13,76203626,175195136096,,,,15791,106,11166,30420943,1764,0,30,769,0,0,7707080,7101788,7053632,2108,216052
2018-05-10_17-35-30.618819027,1525966530.621299367,,2018-05-10_17-35-30.632823270,1525966530.635352189,0.72,0.27,0.13,76203686,175195136170,,,,15792,106,11170,30420958,1764,0,30,769,0,0,7707080,7101584,7053700,2108,216052
2018-05-10_17-35-30.673143760,1525966530.675652016,,2018-05-10_17-35-30.686972558,1525966530.689477301,0.72,0.27,0.13,76203746,175195136244,,,,15794,106,11175,30420974,1764,0,30,769,0,0,7707080,7101204,7053096,2108,216052
2018-05-10_17-35-30.727238861,1525966530.729762382,,2018-05-10_17-35-30.741324496,1525966530.743877155,0.72,0.27,0.13,76203806,175195136318,,,,15795,106,11179,30420989,1764,0,30,769,0,0,7707080,7101420,7053068,2108,216052
2018-05-10_17-35-30.781989689,1525966530.784478590,,2018-05-10_17-35-30.796062302,1525966530.798580597,0.72,0.27,0.13,76203866,175195136392,,,,15797,106,11184,30421005,1764,0,30,769,0,0,7707080,7101000,7053312,2108,216052
2018-05-10_17-35-30.836562766,1525966530.839119074,,2018-05-10_17-35-30.850495290,1525966530.853016803,0.72,0.27,0.13,76203926,175195136466,,,,15799,106,11188,30421021,1764,0,30,769,0,0,7707080,7101864,7053980,2108,216052
2018-05-10_17-35-30.890961998,1525966530.893442119,,2018-05-10_17-35-30.904845573,1525966530.907329533,0.72,0.27,0.13,76203986,175195136540,,,,15800,106,11192,30421036,1764,0,30,769,0,0,7707080,7101984,7053812,2108,216052
2018-05-10_17-35-30.945333729,1525966530.947881166,,2018-05-10_17-35-30.959390855,1525966530.961925865,0.72,0.27,0.13,76204046,175195136614,,,,15801,106,11197,30421052,1764,0,30,769,0,0,7707080,7101304,7053420,2108,216052
2018-05-10_17-35-30.999800163,1525966531.002325770,,2018-05-10_17-35-31.013698560,1525966531.016208728,0.72,0.27,0.13,76204106,175195136688,,,,15803,106,11202,30421068,1764,0,30,769,0,0,7707080,7101708,7053824,2108,216052
