StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-10_17-31-25.024631759,1525966285.027273978,38.903028,2018-05-10_17-31-25.296567711,1525966285.299216066,0.00,0.01,0.05,76068784,175194979276,,,,5305,106,10526,30334055,1759,0,23,765,0,0,7707080,7114144,7065796,2108,215600
2018-05-10_17-31-25.338280784,1525966285.340817116,38.923593,2018-05-10_17-31-25.602703942,1525966285.605224570,0.00,0.01,0.05,76069928,175194980608,,,,5330,106,10530,30334147,1759,0,23,765,0,0,7707080,7113788,7065444,2108,215604
2018-05-10_17-31-25.643393133,1525966285.645938072,38.900105,2018-05-10_17-31-25.907795944,1525966285.910396419,0.00,0.01,0.05,76071072,175194981940,,,,5355,106,10535,30334238,1759,0,23,765,0,0,7707080,7114512,7066168,2108,215604
2018-05-10_17-31-25.948131432,1525966285.950605139,38.913766,2018-05-10_17-31-26.213113369,1525966286.215669262,0.00,0.01,0.05,76072216,175194983272,,,,5381,106,10539,30334330,1759,0,23,765,0,0,7707080,7114580,7065996,2108,215604
2018-05-10_17-31-26.254093271,1525966286.256590828,38.927258,2018-05-10_17-31-26.518680719,1525966286.521220933,0.00,0.01,0.05,76073360,175194984604,,,,5407,106,10543,30334421,1759,0,23,765,0,0,7707080,7115060,7066520,2108,215604
2018-05-10_17-31-26.558939925,1525966286.561403652,38.921787,2018-05-10_17-31-26.823324139,1525966286.825892227,0.00,0.01,0.05,76074504,175194985936,,,,5432,106,10548,30334512,1759,0,23,765,0,0,7707080,7114288,7065672,2108,215604
2018-05-10_17-31-26.863454312,1525966286.866028119,38.920933,2018-05-10_17-31-27.127990150,1525966287.130490874,0.00,0.01,0.05,76075648,175194987268,,,,5457,106,10553,30334604,1759,0,23,765,0,0,7707080,7114656,7065792,2108,215604
2018-05-10_17-31-27.168193340,1525966287.170667664,38.925703,2018-05-10_17-31-27.432279800,1525966287.434743855,0.00,0.01,0.05,76076792,175194988600,,,,5483,106,10558,30334695,1759,0,23,765,0,0,7707080,7114296,7065952,2108,215604
2018-05-10_17-31-27.472388045,1525966287.474883461,38.943663,2018-05-10_17-31-27.736454965,1525966287.738938268,0.00,0.01,0.05,76077936,175194989932,,,,5508,106,10563,30334786,1759,0,24,765,0,0,7707080,7114180,7065596,2108,215604
2018-05-10_17-31-27.776948680,1525966287.779458362,38.928455,2018-05-10_17-31-28.041141569,1525966288.043668562,0.00,0.01,0.05,76079080,175194991264,,,,5533,106,10567,30334878,1759,0,24,765,0,0,7707080,7114660,7066092,2108,215604
2018-05-10_17-31-28.081569618,1525966288.084037818,38.938995,2018-05-10_17-31-28.345475007,1525966288.347959886,0.00,0.01,0.05,76080224,175194992596,,,,5559,106,10572,30334970,1759,0,24,765,0,0,7707080,7113872,7065528,2108,215604
2018-05-10_17-31-28.389923698,1525966288.392420305,38.880943,2018-05-10_17-31-28.654948111,1525966288.657429239,0.00,0.01,0.05,76081368,175194993928,,,,5584,106,10577,30335061,1759,0,24,765,0,0,7707080,7114476,7065876,2108,215604
2018-05-10_17-31-28.695099023,1525966288.697555636,38.947858,2018-05-10_17-31-28.958925164,1525966288.961421535,0.08,0.03,0.05,76082512,175194995260,,,,5609,106,10582,30335152,1759,0,24,765,0,0,7707080,7114592,7065744,2108,215604
2018-05-10_17-31-28.999062696,1525966289.001494212,38.949550,2018-05-10_17-31-29.263369502,1525966289.265912278,0.08,0.03,0.05,76083656,175194996592,,,,5635,106,10587,30335244,1759,0,24,765,0,0,7707080,7114356,7066012,2108,215604
2018-05-10_17-31-29.304117790,1525966289.306599268,38.916410,2018-05-10_17-31-29.568286732,1525966289.570777938,0.08,0.03,0.05,76084800,175194997924,,,,5660,106,10591,30335335,1759,0,24,765,0,0,7707080,7114304,7065960,2108,215604
2018-05-10_17-31-29.608235733,1525966289.610704901,38.928870,2018-05-10_17-31-29.872410961,1525966289.874970043,0.08,0.03,0.05,76085944,175194999256,,,,5686,106,10596,30335426,1759,0,24,765,0,0,7707080,7114448,7065888,2108,215604
