StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-10_17-46-36.186407065,1525967196.188946514,39.081932,2018-05-10_17-47-06.434169584,1525967226.436683988,0.42,0.19,0.15,76229122,175195166972,,,,26049,106,12750,30687235,1764,0,35,785,0,0,7707080,7112232,7064624,2108,216152
2018-05-10_17-47-06.476671464,1525967226.479178193,38.960640,2018-05-10_17-47-36.726651610,1525967256.729358366,0.65,0.27,0.18,76230266,175195168304,,,,29067,106,12755,30696320,1764,0,35,785,0,0,7707080,7112972,7065212,2108,216152
2018-05-10_17-47-36.768870600,1525967256.771488282,39.068819,2018-05-10_17-48-07.017409373,1525967287.020019360,0.79,0.34,0.20,76231410,175195169636,,,,32087,106,12761,30705401,1764,0,36,785,0,0,7707080,7113248,7065488,2108,216152
2018-05-10_17-48-07.058684371,1525967287.061273974,39.072064,2018-05-10_17-48-37.306122861,1525967317.308975704,0.80,0.38,0.23,76232554,175195170968,,,,35115,106,12774,30714471,1764,0,36,786,0,0,7707080,7112440,7064684,2108,216156
2018-05-10_17-48-37.353503430,1525967317.356097029,39.068815,2018-05-10_17-49-07.631959155,1525967347.635862388,0.88,0.44,0.25,76233698,175195172240,,,,38136,106,12783,30723565,1764,0,36,787,0,0,7707080,7112460,7064704,2108,216156
2018-05-10_17-49-07.685150670,1525967347.687742193,39.052426,2018-05-10_17-49-37.939438527,1525967377.942210022,0.93,0.50,0.27,76234842,175195173572,,,,41157,106,12789,30732651,1764,0,37,787,0,0,7707080,7113148,7065540,2108,216156
2018-05-10_17-49-37.982630008,1525967377.985473243,39.036028,2018-05-10_17-50-08.235002670,1525967408.237569330,0.96,0.55,0.30,76235986,175195174904,,,,44184,106,12810,30741718,1764,0,37,787,0,0,7707080,7113380,7065632,2108,216160
2018-05-10_17-50-08.295922582,1525967408.298533017,39.042597,2018-05-10_17-50-38.545145332,1525967438.547790144,0.97,0.59,0.32,76237130,175195176236,,,,47205,106,12816,30750802,1764,0,37,788,0,0,7707080,7113440,7065692,2108,216160
2018-05-10_17-50-38.587312213,1525967438.589974880,39.075375,2018-05-10_17-51-08.838006574,1525967468.840536293,0.98,0.63,0.34,76238274,175195177568,,,,50231,106,12829,30759873,1764,0,37,788,0,0,7707080,7100596,7052572,2108,216168
2018-05-10_17-51-08.879279391,1525967468.881798197,39.075375,2018-05-10_17-51-39.130319788,1525967499.132940363,0.99,0.67,0.36,76239418,175195178900,,,,53250,106,12836,30768957,1764,0,37,788,0,0,7707080,7100840,7052716,2108,216168
2018-05-10_17-51-39.172240569,1525967499.174707176,39.065456,2018-05-10_17-52-09.437588762,1525967529.440843638,0.99,0.70,0.39,76240562,175195180232,,,,56277,106,12858,30778022,1764,0,38,788,0,0,7707080,7099872,7052132,2108,216172
2018-05-10_17-52-09.487836660,1525967529.490354114,39.081900,2018-05-10_17-52-39.738907696,1525967559.741489377,1.00,0.73,0.41,76241706,175195181564,,,,59301,106,12871,30787095,1764,0,38,788,0,0,7707080,7100352,7052612,2108,216172
2018-05-10_17-52-39.781549758,1525967559.784093941,39.036005,2018-05-10_17-53-10.029970445,1525967590.032544845,1.00,0.76,0.42,76242850,175195182896,,,,62327,106,12886,30796159,1764,0,38,788,0,0,7707080,7098456,7050720,2108,216176
2018-05-10_17-53-10.071135136,1525967590.073639565,39.078646,2018-05-10_17-53-40.320817209,1525967620.323527382,1.00,0.78,0.44,76243994,175195184228,,,,65349,106,12900,30805230,1764,0,38,788,0,0,7707080,7100104,7052172,2108,216176
2018-05-10_17-53-40.365462980,1525967620.368086264,39.075375,2018-05-10_17-54-10.614306695,1525967650.616860894,1.00,0.80,0.46,76245138,175195185560,,,,68371,106,12906,30814312,1764,0,38,788,0,0,7707080,7112272,7064496,2108,216172
2018-05-10_17-54-10.656958259,1525967650.659445336,39.075378,2018-05-10_17-54-40.907374299,1525967680.909994164,1.00,0.82,0.48,76246282,175195186892,,,,71392,106,12912,30823396,1764,0,38,788,0,0,7707080,7112876,7065140,2108,216172
2018-05-10_17-54-40.949590827,1525967680.952146978,39.061918,2018-05-10_17-55-11.229355491,1525967711.232869565,1.00,0.84,0.49,76247426,175195188164,,,,74413,106,12921,30832489,1764,0,38,789,0,0,7707080,7112988,7065252,2108,216172
2018-05-10_17-55-11.278888354,1525967711.281458972,39.081927,2018-05-10_17-55-41.533157369,1525967741.535893023,1.00,0.85,0.51,76248570,175195189496,,,,77436,106,12930,30841571,1764,0,38,790,0,0,7707080,7113036,7065304,2108,216176
2018-05-10_17-55-41.575124750,1525967741.577604214,39.062260,2018-05-10_17-56-11.824037559,1525967771.826918988,1.00,0.87,0.52,76249714,175195190828,,,,80457,106,12935,30850660,1764,0,38,790,0,0,7707080,7113448,7065520,2108,216176
2018-05-10_17-56-11.884399555,1525967771.886923926,39.009794,2018-05-10_17-56-42.134146686,1525967802.136863541,1.00,0.88,0.54,76250858,175195192160,,,,83475,106,12941,30859745,1764,0,39,790,0,0,7707080,7113196,7065232,2108,216176
2018-05-10_17-56-42.178786535,1525967802.181280369,39.075367,2018-05-10_17-57-12.427443912,1525967832.430034210,1.00,0.89,0.55,76252002,175195193492,,,,86496,106,12947,30868830,1764,0,39,790,0,0,7707080,7113256,7065524,2108,216176
2018-05-10_17-57-12.470536234,1525967832.473134487,39.075377,2018-05-10_17-57-42.722256984,1525967862.724986194,1.00,0.90,0.57,76253146,175195194824,,,,89518,106,12953,30877914,1764,0,39,791,0,0,7707080,7112372,7064640,2108,216176
2018-05-10_17-57-42.764632947,1525967862.767144908,39.072072,2018-05-10_17-58-13.015257813,1525967893.017821230,1.00,0.91,0.58,76254290,175195196156,,,,92552,106,12969,30886973,1764,0,39,791,0,0,7707080,7112244,7064364,2108,216176
2018-05-10_17-58-13.056453655,1525967893.059027811,39.068483,2018-05-10_17-58-43.334708017,1525967923.338248851,1.00,0.92,0.60,76255434,175195197428,,,,95574,106,12978,30896066,1764,0,39,791,0,0,7707080,7113076,7065344,2108,216176
2018-05-10_17-58-43.387092452,1525967923.389766300,39.049146,2018-05-10_17-59-13.640880098,1525967953.643467523,1.00,0.93,0.61,76256578,175195198760,,,,98600,106,12999,30905131,1764,0,39,792,0,0,7707080,7099832,7051948,2108,216184
2018-05-10_17-59-13.683172868,1525967953.685833703,38.963910,2018-05-10_17-59-43.932650110,1525967983.935342319,1.00,0.93,0.62,76257722,175195200092,,,,101616,106,13004,30914215,1764,0,39,792,0,0,7707080,7099924,7052196,2108,216184
2018-05-10_17-59-43.975012733,1525967983.977581800,39.075370,2018-05-10_18-00-14.224283157,1525968014.227173734,1.00,0.94,0.63,76258866,175195201424,,,,104643,106,13022,30923278,1764,0,40,793,0,0,7707080,7100384,7052664,2108,216192
2018-05-10_18-00-14.267190141,1525968014.269788323,39.068813,2018-05-10_18-00-44.520001726,1525968044.522616922,1.00,0.95,0.65,76260010,175195202756,,,,107668,106,13033,30932351,1764,0,40,793,0,0,7707080,7100092,7052728,2108,216196
2018-05-10_18-00-44.562425000,1525968044.564989675,39.068821,2018-05-10_18-01-14.846994839,1525968074.850473476,1.00,0.95,0.66,76261154,175195204028,,,,110692,106,13054,30941431,1764,0,40,793,0,0,7707080,7100084,7052376,2108,216200
2018-05-10_18-01-14.896022019,1525968074.898831560,39.055637,2018-05-10_18-01-45.150262635,1525968105.152898979,0.94,0.94,0.66,76262298,175195205360,,,,113723,106,13079,30950485,1764,0,40,793,0,0,7707080,7098588,7051088,2108,216208
2018-05-10_18-01-45.198164134,1525968105.200738303,39.075343,2018-05-10_18-02-15.446082931,1525968135.448622830,0.96,0.95,0.68,76263442,175195206692,,,,116743,106,13089,30959569,1764,0,40,793,0,0,7707080,7112488,7064792,2108,216200
2018-05-10_18-02-15.506413764,1525968135.509010681,38.967189,2018-05-10_18-02-45.756341268,1525968165.759061227,0.98,0.95,0.69,76264586,175195208024,,,,119758,106,13095,30968654,1764,0,41,793,0,0,7707080,7113084,7065132,2108,216200
2018-05-10_18-02-45.798187567,1525968165.800817917,39.075375,2018-05-10_18-03-16.046703151,1525968196.049393764,0.99,0.96,0.70,76265730,175195209356,,,,122780,106,13101,30977738,1764,0,41,793,0,0,7707080,7112424,7064728,2108,216200
2018-05-10_18-03-16.090690507,1525968196.093281212,39.075375,2018-05-10_18-03-46.341807067,1525968226.344474150,0.99,0.96,0.70,76266874,175195210688,,,,125801,106,13106,30986823,1764,0,41,794,0,0,7707080,7113220,7065524,2108,216200
2018-05-10_18-03-46.385778528,1525968226.388314333,39.065202,2018-05-10_18-04-16.663747612,1525968256.669193658,1.00,0.96,0.71,76268018,175195211960,,,,128823,106,13116,30995917,1764,0,41,794,0,0,7707080,7112980,7065480,2108,216200
2018-05-10_18-04-16.715920785,1525968256.718563036,39.062240,2018-05-10_18-04-46.970401167,1525968286.973480636,1.00,0.97,0.72,76269162,175195213292,,,,131844,106,13123,31005004,1764,0,41,794,0,0,7707080,7112132,7064440,2108,216204
2018-05-10_18-04-47.019344903,1525968287.021955512,39.036031,2018-05-10_18-05-17.268387651,1525968317.271189371,1.00,0.97,0.73,76270306,175195214624,,,,134864,106,13129,31014093,1764,0,41,794,0,0,7707080,7112796,7064908,2108,216204
2018-05-10_18-05-17.328834619,1525968317.331503726,39.042585,2018-05-10_18-05-47.578121937,1525968347.580742876,1.00,0.97,0.74,76271450,175195215956,,,,137885,106,13134,31023177,1764,0,41,794,0,0,7707080,7112692,7065196,2108,216204
2018-05-10_18-05-47.621823967,1525968347.624323326,39.072098,2018-05-10_18-06-17.871537071,1525968377.874255726,1.00,0.97,0.75,76272594,175195217288,,,,140907,106,13139,31032262,1764,0,42,794,0,0,7707080,7112912,7064948,2108,216204
2018-05-10_18-06-17.912754669,1525968377.915300356,39.062263,2018-05-10_18-06-48.181839038,1525968408.185304830,1.00,0.98,0.76,76273738,175195218560,,,,143941,106,13161,31041321,1764,0,42,794,0,0,7707080,7113876,7066188,2108,216208
2018-05-10_18-06-48.230011798,1525968408.232623791,39.081922,2018-05-10_18-07-18.505051056,1525968438.507678442,1.00,0.98,0.77,76274882,175195219892,,,,146966,106,13184,31050392,1764,0,43,794,0,0,7707080,7100812,7052980,2108,216216
2018-05-10_18-07-18.548028682,1525968438.550527293,39.081930,2018-05-10_18-07-48.796571862,1525968468.799147156,0.94,0.97,0.77,76276026,175195221224,,,,149989,106,13192,31059474,1764,0,43,795,0,0,7707080,7099656,7052176,2108,216216
2018-05-10_18-07-48.843495973,1525968468.846040806,39.072094,2018-05-10_18-08-19.091290855,1525968499.093850402,0.96,0.97,0.78,76277170,175195222556,,,,153013,106,13202,31068550,1764,0,43,795,0,0,7707080,7099904,7052120,2108,216216
2018-05-10_18-08-19.133154598,1525968499.135685929,39.003257,2018-05-10_18-08-49.382085065,1525968529.384856511,0.98,0.97,0.78,76278314,175195223888,,,,156033,106,13212,31077627,1764,0,43,795,0,0,7707080,7099976,7052300,2108,216220
2018-05-10_18-08-49.424507359,1525968529.427082784,39.075358,2018-05-10_18-09-19.673084712,1525968559.675636900,0.99,0.98,0.79,76279458,175195225220,,,,159055,106,13217,31086710,1764,0,43,795,0,0,7707080,7099924,7052248,2108,216220
2018-05-10_18-09-19.713988401,1525968559.716610059,39.075349,2018-05-10_18-09-49.963356479,1525968589.965960445,0.99,0.98,0.79,76280602,175195226492,,,,162078,106,13226,31095792,1764,0,43,797,0,0,7707080,7100208,7052536,2108,216224
2018-05-10_18-09-50.020805563,1525968590.023631769,39.075371,2018-05-10_18-10-20.274330440,1525968620.276889650,1.00,0.98,0.80,76281746,175195227824,,,,165108,106,13242,31104860,1764,0,43,798,0,0,7707080,7112484,7064960,2108,216220
2018-05-10_18-10-20.317557099,1525968620.320114252,39.068496,2018-05-10_18-10-50.582950880,1525968650.587074316,1.00,0.99,0.81,76282890,175195229156,,,,168138,106,13269,31113919,1764,0,44,798,0,0,7707080,7112112,7064440,2108,216220
2018-05-10_18-10-50.633217050,1525968650.635959518,39.058979,2018-05-10_18-11-20.887332824,1525968680.890253862,1.00,0.99,0.81,76284034,175195230488,,,,171159,106,13276,31123004,1764,0,44,798,0,0,7707080,7112232,7064756,2108,216220
2018-05-10_18-11-20.929343971,1525968680.931878843,38.960628,2018-05-10_18-11-51.179031162,1525968711.181639645,1.00,0.99,0.82,76285178,175195231820,,,,174175,106,13283,31132089,1764,0,44,798,0,0,7707080,7112344,7064400,2108,216220
