StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-09_15-51-14.497425657,1525873874.499523466,23611181125,2018-05-09_15-51-44.543387203,1525873904.545479322,0.19,0.36,0.48,50332235524,46942313874256,,,,11097,6,803684,6218152,1053,0,15261,1042,0,0,7707424,7206356,7125288,948,169604
2018-05-09_15-51-44.577483275,1525873904.579548541,22936852677,2018-05-09_15-52-14.621385617,1525873934.623708081,0.32,0.38,0.48,50433643930,47028798847628,,,,11115,6,805282,6227187,1053,0,15274,1042,0,0,7707424,7206696,7125628,948,169604
2018-05-09_15-52-14.657080973,1525873934.659154932,22930471637,2018-05-09_15-52-44.711562208,1525873964.714050769,0.45,0.41,0.49,50533533496,47115260241284,,,,11130,6,806812,6236262,1053,0,15289,1042,0,0,7707424,7206860,7125596,948,169604
2018-05-09_15-52-44.749244876,1525873964.751404110,23568511102,2018-05-09_15-53-14.795974969,1525873994.798234924,0.51,0.43,0.49,50638752142,47204129562274,,,,11149,6,808402,6245350,1053,0,15313,1042,0,0,7707424,7206508,7125248,948,169604
2018-05-09_15-53-14.831886797,1525873994.833957213,22953600484,2018-05-09_15-53-44.877510368,1525874024.879778268,0.58,0.45,0.50,50738584588,47290681221606,,,,11168,6,809970,6254421,1053,0,15334,1043,0,0,7707424,7207112,7125576,948,169604
2018-05-09_15-53-44.912756254,1525874024.914940804,23027582541,2018-05-09_15-54-14.961602838,1525874054.963712092,0.68,0.49,0.51,50837526094,47377510038758,,,,11191,6,811605,6263502,1053,0,15359,1043,0,0,7707424,7207364,7126096,948,169608
2018-05-09_15-54-14.998041842,1525874055.000164464,23122084320,2018-05-09_15-54-45.042039615,1525874085.044218498,0.67,0.51,0.51,50941355140,47464695080020,,,,11205,6,813178,6272597,1053,0,15376,1043,0,0,7707424,7207472,7126220,948,169608
2018-05-09_15-54-45.076566785,1525874085.078642169,22957928116,2018-05-09_15-55-15.119957456,1525874115.122128222,0.67,0.52,0.52,51043211446,47551259524400,,,,11218,6,814768,6281657,1053,0,15392,1043,0,0,7707424,7207224,7125972,948,169608
2018-05-09_15-55-15.154410087,1525874115.156448109,23465602912,2018-05-09_15-55-45.220416839,1525874145.223084489,0.62,0.52,0.52,51144431752,47639740059928,,,,11233,6,816423,6290715,1053,0,15404,1044,0,0,7707424,7207352,7126104,948,169608
2018-05-09_15-55-45.264115697,1525874145.266623733,22947648351,2018-05-09_15-56-15.313479075,1525874175.315562567,0.63,0.53,0.52,51243100378,47726267477164,,,,11252,6,818044,6299791,1053,0,15420,1044,0,0,7707424,7194768,7113524,948,169616
2018-05-09_15-56-15.349338553,1525874175.351421020,23073024500,2018-05-09_15-56-45.394855000,1525874205.396996631,0.72,0.56,0.53,51347116504,47813266563172,,,,11269,6,819654,6308873,1053,0,15435,1045,0,0,7707424,7194732,7113648,948,169620
2018-05-09_15-56-45.431162997,1525874205.433332444,23031993304,2018-05-09_15-57-15.475051870,1525874235.477243645,0.62,0.56,0.53,51446102950,47900111718140,,,,11281,6,821143,6317995,1053,0,15451,1045,0,0,7707424,7194904,7113368,948,169620
2018-05-09_15-57-15.513359228,1525874235.515467393,23023446814,2018-05-09_15-57-45.557032036,1525874265.559212814,0.58,0.55,0.53,51548741236,47986925243514,,,,11298,6,822671,6327069,1053,0,15472,1046,0,0,7707424,7194756,7113436,948,169620
2018-05-09_15-57-45.591396585,1525874265.593431231,23108345055,2018-05-09_15-58-15.635272008,1525874295.637356617,0.60,0.56,0.53,51653064382,48074056646008,,,,11314,6,824254,6336145,1053,0,15492,1046,0,0,7707424,7194296,7113072,948,169624
2018-05-09_15-58-15.670584872,1525874295.672745169,23514408277,2018-05-09_15-58-45.717622712,1525874325.719829183,0.71,0.59,0.54,51756781888,48162719976480,,,,11336,6,825889,6345172,1053,0,15540,1047,0,0,7707424,7193228,7112000,948,169624
2018-05-09_15-58-45.752773203,1525874325.754793960,22928312753,2018-05-09_15-59-15.803409660,1525874355.806010097,0.68,0.60,0.54,51854892454,48249175835250,,,,11355,6,827411,6354275,1053,0,15569,1047,0,0,7707424,7207496,7126260,948,169620
2018-05-09_15-59-15.842229038,1525874355.844334596,22901567818,2018-05-09_15-59-45.889162252,1525874385.891407127,0.62,0.59,0.54,51958135060,48335530169112,,,,11367,6,828860,6363319,1053,0,15584,1048,0,0,7707424,7207460,7126620,948,169620
2018-05-09_15-59-45.923628936,1525874385.925812783,23458388755,2018-05-09_16-00-15.968895702,1525874415.971046769,0.43,0.55,0.53,52060586086,48423981861036,,,,11386,6,830482,6372381,1053,0,15600,1048,0,0,7707424,7206296,7125084,948,169628
2018-05-09_16-00-16.002904495,1525874416.004920684,23012355939,2018-05-09_16-00-46.048007327,1525874446.050119657,0.51,0.56,0.53,52159858672,48510753213708,,,,11400,6,832001,6381468,1053,0,15608,1048,0,0,7707424,7207572,7126348,948,169628
2018-05-09_16-00-46.081731209,1525874446.083792671,23032832756,2018-05-09_16-01-16.125725165,1525874476.127987098,0.44,0.54,0.53,52260080578,48597600477492,,,,11418,6,833579,6390541,1053,0,15621,1049,0,0,7707424,7207600,7126372,948,169632
2018-05-09_16-01-16.161133964,1525874476.163312324,22988496899,2018-05-09_16-01-46.220660216,1525874506.223137342,0.47,0.53,0.53,52361816704,48684283926484,,,,11436,6,835116,6399610,1053,0,15628,1049,0,0,7707424,7207316,7126092,948,169632
