StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-10_17-39-52.325647371,1525966792.328932722,,2018-05-10_17-39-52.346777298,1525966792.350489869,0.27,0.21,0.14,76222012,175195158564,,,,19579,106,12393,30520537,1764,0,33,776,0,0,7707080,7113280,7065476,2108,216116
2018-05-10_17-39-52.396138673,1525966792.398765924,,2018-05-10_17-39-52.411183487,1525966792.413713534,0.27,0.21,0.14,76222072,175195158638,,,,19581,106,12398,30520554,1764,0,33,776,0,0,7707080,7113660,7065856,2108,216116
2018-05-10_17-39-52.452766040,1525966792.455305041,,2018-05-10_17-39-52.467380969,1525966792.469985622,0.27,0.21,0.14,76222132,175195158712,,,,19582,106,12403,30520570,1764,0,33,776,0,0,7707080,7112952,7065148,2108,216116
2018-05-10_17-39-52.508327778,1525966792.510909218,,2018-05-10_17-39-52.522642906,1525966792.525155902,0.27,0.21,0.14,76222192,175195158786,,,,19584,106,12407,30520585,1764,0,33,776,0,0,7707080,7113864,7065632,2108,216116
2018-05-10_17-39-52.563833544,1525966792.566420309,,2018-05-10_17-39-52.578270309,1525966792.580810186,0.27,0.21,0.14,76222252,175195158860,,,,19585,106,12412,30520601,1764,0,33,776,0,0,7707080,7113132,7065072,2108,216116
2018-05-10_17-39-52.619208838,1525966792.621822398,,2018-05-10_17-39-52.633624667,1525966792.636175701,0.27,0.21,0.14,76222312,175195158934,,,,19587,106,12416,30520617,1764,0,33,776,0,0,7707080,7113312,7065480,2108,216116
2018-05-10_17-39-52.674295335,1525966792.676837304,,2018-05-10_17-39-52.688792468,1525966792.691303367,0.27,0.21,0.14,76222372,175195159008,,,,19588,106,12421,30520633,1764,0,33,776,0,0,7707080,7113108,7065304,2108,216116
2018-05-10_17-39-52.729442575,1525966792.731946799,,2018-05-10_17-39-52.743735890,1525966792.746277473,0.27,0.21,0.14,76222432,175195159082,,,,19589,106,12425,30520649,1764,0,33,776,0,0,7707080,7113028,7065224,2108,216116
2018-05-10_17-39-52.784358140,1525966792.786906735,,2018-05-10_17-39-52.798472457,1525966792.800976651,0.27,0.21,0.14,76222492,175195159156,,,,19590,106,12431,30520665,1764,0,33,776,0,0,7707080,7113276,7065668,2108,216116
2018-05-10_17-39-52.841838313,1525966792.844359717,,2018-05-10_17-39-52.857093727,1525966792.859565976,0.27,0.21,0.14,76222552,175195159230,,,,19592,106,12436,30520681,1764,0,33,776,0,0,7707080,7113524,7065720,2108,216116
2018-05-10_17-39-52.897228157,1525966792.899771517,,2018-05-10_17-39-52.911440747,1525966792.913910042,0.27,0.21,0.14,76222612,175195159304,,,,19593,106,12440,30520697,1764,0,33,776,0,0,7707080,7113556,7065512,2108,216116
2018-05-10_17-39-52.951941008,1525966792.954494484,,2018-05-10_17-39-52.966451124,1525966792.968976231,0.27,0.21,0.14,76222672,175195159378,,,,19594,106,12446,30520713,1764,0,33,776,0,0,7707080,7113364,7065560,2108,216116
