StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQconfig,IRQinput,IRQoutput,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-10_17-42-40.413851953,1525966960.416387027,,2018-05-10_17-42-40.429276248,1525966960.431785471,0.33,0.20,0.15,76227198,175195164706,,,,22908,106,12641,30584152,1764,0,34,778,0,0,7707080,7112776,7064844,2108,216132
2018-05-10_17-42-40.477437029,1525966960.479971769,,2018-05-10_17-42-40.492669825,1525966960.495192135,0.33,0.20,0.15,76227258,175195164780,,,,22910,106,12645,30584168,1764,0,34,778,0,0,7707080,7112292,7064196,2108,216132
2018-05-10_17-42-40.533412453,1525966960.535972041,,2018-05-10_17-42-40.548376651,1525966960.550877370,0.33,0.20,0.15,76227318,175195164854,,,,22911,106,12650,30584184,1764,0,34,778,0,0,7707080,7112648,7064864,2108,216132
2018-05-10_17-42-40.589056876,1525966960.591522111,,2018-05-10_17-42-40.603621679,1525966960.606138966,0.33,0.20,0.15,76227378,175195164928,,,,22912,106,12655,30584200,1764,0,34,778,0,0,7707080,7112024,7064240,2108,216132
2018-05-10_17-42-40.644006962,1525966960.646496837,,2018-05-10_17-42-40.658810339,1525966960.661300698,0.33,0.20,0.15,76227438,175195165002,,,,22913,106,12660,30584216,1764,0,34,778,0,0,7707080,7111444,7063660,2108,216132
2018-05-10_17-42-40.699119719,1525966960.701590200,,2018-05-10_17-42-40.713702431,1525966960.716202482,0.33,0.20,0.15,76227498,175195165076,,,,22914,106,12665,30584231,1764,0,34,778,0,0,7707080,7111668,7063884,2108,216132
2018-05-10_17-42-40.754076398,1525966960.756560506,,2018-05-10_17-42-40.768806587,1525966960.771298741,0.33,0.20,0.15,76227558,175195165150,,,,22916,106,12670,30584247,1764,0,34,778,0,0,7707080,7111968,7064184,2108,216132
2018-05-10_17-42-40.809037025,1525966960.811530470,,2018-05-10_17-42-40.823602484,1525966960.826099231,0.33,0.20,0.15,76227618,175195165224,,,,22917,106,12674,30584263,1764,0,34,778,0,0,7707080,7111532,7063748,2108,216132
2018-05-10_17-42-40.863847969,1525966960.866299909,,2018-05-10_17-42-40.878529725,1525966960.881047594,0.33,0.20,0.15,76227678,175195165298,,,,22919,106,12679,30584279,1764,0,34,778,0,0,7707080,7112036,7064252,2108,216132
2018-05-10_17-42-40.918644266,1525966960.921151155,,2018-05-10_17-42-40.933236849,1525966960.935706707,0.33,0.20,0.15,76227738,175195165372,,,,22920,106,12683,30584294,1764,0,34,778,0,0,7707080,7111844,7064060,2108,216132
2018-05-10_17-42-40.973617729,1525966960.976124085,,2018-05-10_17-42-40.988283240,1525966960.990765011,0.33,0.20,0.15,76227798,175195165446,,,,22922,106,12687,30584310,1764,0,34,778,0,0,7707080,7112100,7064028,2108,216132
