StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_13-35-33.430665120,1526038533.432582237,16280292055,2018-05-11_13-36-03.488425191,1526038563.490320750,0.14,0.09,0.08,25093126,61303570180,5,1,650308,64,0,0,0,0,794,0,3249,466642,2410,0,127,0,0,0,32804244,31629592,31500928,2116,135376
2018-05-11_13-36-03.534807888,1526038563.536726570,16001345597,2018-05-11_13-36-33.568963191,1526038593.570876443,0.36,0.14,0.10,52798540,121516946430,57370,136,717020,64,0,0,0,608293,815,0,4134,488832,2410,0,194,0,0,0,32804244,31628804,31500424,2116,135380
2018-05-11_13-36-33.615802905,1526038593.617717488,16060670483,2018-05-11_13-37-03.648934390,1526038623.650879182,0.42,0.18,0.11,82139986,182407706062,813152,734,717021,64,0,0,0,608293,833,0,4920,511299,2410,0,326,0,0,0,32804244,31630248,31501564,2116,135380
2018-05-11_13-37-03.695710884,1526038623.697577064,16006549756,2018-05-11_13-37-33.729799727,1526038653.731768048,0.25,0.16,0.11,111099288,242695873046,813154,120637,721460,64,0,642234,0,608293,852,0,5787,533471,2410,0,379,0,0,0,32804244,31630248,31501364,2116,135380
2018-05-11_13-37-33.776590016,1526038653.778468484,16039179695,2018-05-11_13-38-03.810498604,1526038683.812393842,0.22,0.16,0.11,139943326,303049825456,813156,120637,846967,64,0,1286376,0,608293,871,0,6655,555650,2410,0,432,0,0,0,32804244,31642384,31513728,2116,135376
2018-05-11_13-38-03.857118423,1526038683.858989056,16260002755,2018-05-11_13-38-33.890379776,1526038713.892277663,0.20,0.16,0.11,164773796,364236596116,1450438,120780,846968,64,0,1286376,0,608293,888,0,7403,578185,2410,0,540,0,0,0,32804244,31643128,31514272,2116,135376
2018-05-11_13-38-33.936956839,1526038713.938820759,16058470564,2018-05-11_13-39-03.970623086,1526038743.972531507,0.26,0.18,0.12,191567274,425178688786,1450440,120780,970992,64,0,1286376,0,1179525,906,0,8306,600354,2410,0,601,0,0,0,32804244,31642592,31513688,2116,135376
2018-05-11_13-39-04.017291633,1526038744.019183749,16284028019,2018-05-11_13-39-34.050371961,1526038774.052278237,0.21,0.18,0.12,216536752,486456751738,1450442,120780,1619295,77,0,1286376,0,1179525,922,0,9083,622864,2410,0,711,0,0,0,32804244,31641636,31512984,2116,135380
2018-05-11_13-39-34.097245228,1526038774.099120643,20798611375,2018-05-11_13-40-04.131933572,1526038804.133871894,0.31,0.21,0.14,304081718,564653192448,2956834,121870,1619306,77,0,1286376,0,1179525,942,0,10427,644562,2411,0,1201,0,0,0,32804244,31640700,31512348,2116,135388
2018-05-11_13-40-04.178993221,1526038804.180900655,20822466236,2018-05-11_13-40-34.213044704,1526038834.214970003,0.38,0.24,0.15,391790780,643654214182,2956836,164676,1845354,77,0,2490378,0,1179525,958,0,11672,665662,2411,0,1487,0,0,0,32804244,31640568,31511956,2116,135388
2018-05-11_13-40-34.259787907,1526038834.261666893,20771962112,2018-05-11_13-41-04.294315444,1526038864.296231418,0.57,0.29,0.17,479168642,721816422374,2956838,164717,3344812,102,0,2490378,0,1179525,977,0,12891,687365,2413,0,2015,0,0,0,32804244,31640772,31512684,2116,135396
2018-05-11_13-41-04.341028244,1526038864.342908431,20840394689,2018-05-11_13-41-34.374919561,1526038894.376840355,0.40,0.28,0.17,565551880,800231717614,2999887,260657,3476188,102,0,2490378,0,2384175,994,0,14063,708537,2413,0,2288,0,0,0,32804244,31641140,31512460,2116,135396
2018-05-11_13-41-34.421556312,1526038894.423421232,16092162333,2018-05-11_13-42-04.455324396,1526038924.457250848,0.24,0.25,0.16,590966286,861415316686,3116722,267372,3478306,102,0,2490378,0,2911312,1022,0,14891,730693,2454,0,2354,0,0,0,32804244,31614180,31495072,2116,154440
2018-05-11_13-42-04.502068624,1526038924.503961949,16163172182,2018-05-11_13-42-34.535035493,1526038954.536926966,0.28,0.26,0.17,618224404,922239343686,3116724,267372,4170888,108,0,2490378,0,2911312,1039,0,15661,753186,2458,0,2468,0,0,0,32804244,31620320,31501924,2116,155468
2018-05-11_13-42-34.581640870,1526038954.583509385,16248824900,2018-05-11_13-43-04.615535899,1526038984.617460938,0.17,0.24,0.16,643080026,983386445768,3116726,267372,4179042,117755,0,3009391,0,2911312,1056,0,16523,775351,2459,0,2511,0,0,0,32804244,31606524,31488532,2116,155484
2018-05-11_13-43-04.662855306,1526038984.664754005,16092854601,2018-05-11_13-43-34.695826590,1526039014.697751772,0.18,0.23,0.16,671877920,1044454255720,3843405,269081,4179045,117755,0,3009391,0,2911312,1085,0,17284,797833,2461,0,2632,0,0,0,32804244,31612844,31494012,2116,155488
