StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-18_15-08-19.110836503,1526648899.112784388,2018-05-18_15-08-19.117199871,1526648899.119158910,0.27,1.08,1.29,5333953888,2886162020922,9133818,15056284,16304273,17821633,11127436,8911992,9381733,11458311,104498,0,273060,2416606,5401,0,74609,0,93589,0,17776119,32804244,29615700,30065328,2116,759668
2018-05-18_15-08-49.171650848,1526648929.173769470,2018-05-18_15-08-49.178187747,1526648929.180113536,0.69,1.10,1.29,5380475366,2931270809408,9134210,15309251,16320820,18030193,11127436,8911992,9381733,12146617,105709,0,275482,2436075,5402,0,75406,0,94794,0,17985667,32804244,29613264,30062572,2116,759676
2018-05-18_15-09-19.232614911,1526648959.234567462,2018-05-18_15-09-19.239193543,1526648959.241193582,0.92,1.11,1.29,5426639660,2975943808544,9134469,15755159,16324022,18077885,11127436,8911992,9381733,12838571,106893,0,277889,2455551,5407,0,76182,0,95973,0,18191557,32804244,29615748,30065388,2116,759676
2018-05-18_15-09-49.294088537,1526648989.296241345,2018-05-18_15-09-49.300791203,1526648989.302881204,1.14,1.15,1.30,5470974706,3019079258524,9134605,16675242,16325984,18156732,11148259,8911992,9381733,12838571,108016,0,280166,2475249,5409,0,77049,0,97091,0,18392724,32804244,29614024,30063948,2116,759676
2018-05-18_15-10-19.355827477,1526649019.357703576,2018-05-18_15-10-19.361652912,1526649019.363374762,1.16,1.15,1.29,5517128184,3063827763540,9134743,16837652,16501381,18318104,11846923,8911992,9381733,12838571,109363,0,282980,2494694,5411,0,77815,0,98433,0,18597526,32804244,29613600,30063552,2116,759680
2018-05-18_15-10-49.415612699,1526649049.417696918,2018-05-18_15-10-49.422102478,1526649049.424114660,1.25,1.17,1.29,5542575102,3108058733248,9156342,16935885,17201949,18325097,11846923,8911992,9381733,12838571,110491,0,285385,2514407,5417,0,78674,0,99557,0,18794592,32804244,29613328,30063532,2116,759684
2018-05-18_15-11-19.475343580,1526649079.477653690,2018-05-18_15-11-19.482368431,1526649079.484268080,1.30,1.18,1.30,5589811908,3153971367132,9833091,17356411,17254332,18331846,11846923,8911992,9401053,12838571,111797,0,287722,2533745,5417,0,79587,0,100859,0,18978984,32804244,29613348,30062976,2116,759684
2018-05-18_15-11-49.536924101,1526649109.538921597,2018-05-18_15-11-49.543712190,1526649109.545863746,1.22,1.18,1.29,5636787146,3198803144384,9833307,17511223,17568028,18361340,11846923,8911992,10102133,12838571,113018,0,290054,2553194,5418,0,80403,0,102075,0,19184040,32804244,29613480,30062820,2116,759684
2018-05-18_15-12-19.598885524,1526649139.600952302,2018-05-18_15-12-19.605766274,1526649139.607664736,1.28,1.20,1.30,5690905616,3243741733338,9833991,17848128,17686298,19205572,11846923,8931205,10102133,12838571,114231,0,292365,2572640,5420,0,81217,0,103284,0,19385073,32804244,29614024,30063884,2116,759684
2018-05-18_15-12-49.661210977,1526649169.663253217,2018-05-18_15-12-49.667726074,1526649169.669779608,1.24,1.19,1.29,5740416218,3288710172942,9834530,18144249,17694412,19366926,11846923,9703612,10102133,12838571,115401,0,294656,2592115,5421,0,82024,0,104448,0,19586919,32804244,29614580,30064536,2116,759684
2018-05-18_15-13-19.723122443,1526649199.725182448,2018-05-18_15-13-19.729593643,1526649199.731518685,1.30,1.21,1.29,5786628704,3333898056350,9835004,18179027,17708207,19803909,11846923,10384326,10102133,12838571,116636,0,297264,2611597,5427,0,82879,0,105677,0,19802129,32804244,29601700,30051344,2116,759692
2018-05-18_15-13-49.784309721,1526649229.786524912,2018-05-18_15-13-49.790727669,1526649229.792665812,1.24,1.20,1.29,5832362982,3378987056486,9837462,18399689,17825717,20591144,11846923,10384326,10113683,12838571,117814,0,299579,2631175,5431,0,83710,0,106851,0,20003130,32804244,29601200,30051420,2116,759692
2018-05-18_15-14-19.845534215,1526649259.847554224,2018-05-18_15-14-19.852368085,1526649259.854230566,1.24,1.21,1.29,5856519530,3422285699478,9853796,18436722,17828045,21025267,11846923,10384326,10475097,12838571,118919,0,301858,2650964,5431,0,84500,0,107950,0,20256809,32804244,29602108,30051496,2116,759696
2018-05-18_15-14-49.905760616,1526649289.907888603,2018-05-18_15-14-49.912380542,1526649289.914357760,1.24,1.21,1.29,5903375344,3467722936100,10554725,18594698,17832197,21354285,11846923,10384326,10475097,12848634,120249,0,304250,2670240,5433,0,85432,0,109273,0,20445164,32804244,29601132,30050832,2116,759704
2018-05-18_15-15-19.966904283,1526649319.969040187,2018-05-18_15-15-19.973529863,1526649319.975471023,1.40,1.25,1.30,5929311734,3513208992092,10555097,18668828,17935858,21688382,11846923,10384326,10475097,13239771,121402,0,306633,2689836,5435,0,86236,0,110421,0,20648636,32804244,29602304,30051860,2116,759704
2018-05-18_15-15-50.026353673,1526649350.028435827,2018-05-18_15-15-50.033082907,1526649350.034995212,1.35,1.26,1.30,5978628796,3554966764290,10555410,19481974,17945253,22046118,11861938,10384326,10475097,13239771,122567,0,309061,2709396,5435,0,87028,0,111580,0,20848558,32804244,29600864,30051356,2116,759704
2018-05-18_15-16-20.086234055,1526649380.088528038,2018-05-18_15-16-20.093483551,1526649380.095650773,1.36,1.27,1.31,6026519938,3594796040144,10555889,19602609,17967541,22328460,12592118,10384326,10475097,13239771,123653,0,311541,2728991,5436,0,87786,0,112661,0,21049987,32804244,29615088,30064440,2116,759700
2018-05-18_15-16-50.149565719,1526649410.151763809,2018-05-18_15-16-50.156421202,1526649410.158622082,1.24,1.24,1.30,6067795656,3634729975168,10556750,19690135,18626596,22659638,12592118,10384326,10475097,13239771,124732,0,313993,2748642,5438,0,88500,0,113735,0,21245088,32804244,29614596,30064272,2116,759704
2018-05-18_15-17-20.209516474,1526649440.211528520,2018-05-18_15-17-20.216123217,1526649440.218055110,1.34,1.27,1.30,6109469710,3674870323224,10556750,19795078,19253179,22979095,12603979,10384326,10475097,13239771,125809,0,316441,2768292,5440,0,89199,0,114808,0,21444374,32804244,29615180,30064508,2116,759704
2018-05-18_15-17-50.271016515,1526649470.273053143,2018-05-18_15-17-50.277721185,1526649470.279834409,1.28,1.26,1.30,6149635924,3714791616976,10557513,19923193,19279547,23244737,13215928,10384326,10475097,13239771,126811,0,318843,2787987,5441,0,89941,0,115806,0,21642289,32804244,29614124,30063524,2116,759704
2018-05-18_15-18-20.331973297,1526649500.334159863,2018-05-18_15-18-20.338724997,1526649500.340692279,1.16,1.23,1.29,6189742682,3753071167392,10557783,20700205,19386536,23281987,13215928,10384326,10475097,13251062,127832,0,321186,2807766,5442,0,90698,0,116823,0,21830302,32804244,29613552,30063788,2116,759708
2018-05-18_15-18-50.394103983,1526649530.396294221,2018-05-18_15-18-50.400891928,1526649530.402991756,1.23,1.24,1.29,6229421984,3793106718618,10558325,21016982,19446749,23312829,13215928,10394804,10475097,13858977,128829,0,323573,2827475,5446,0,91402,0,117816,0,22022184,32804244,29613252,30062640,2116,759708
2018-05-18_15-19-20.455597393,1526649560.457834712,2018-05-18_15-19-20.462156521,1526649560.464113230,1.07,1.20,1.28,6269794278,3832785714542,10558459,21254997,19450134,23493409,13215928,11010426,10475097,13858977,129853,0,325948,2847163,5446,0,92112,0,118836,0,22217230,32804244,29615024,30065264,2116,759708
2018-05-18_15-19-50.517724291,1526649590.519771429,2018-05-18_15-19-50.524216109,1526649590.526167797,1.03,1.18,1.27,6292777388,3872547711856,10558527,21472307,19466224,24007766,13215928,11010426,10484941,13858977,130913,0,328601,2867008,5447,0,92853,0,119891,0,22412596,32804244,29614364,30064344,2116,759708
