StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-14_21-37-06.067132473,1526326626.069056198,21278902980,2018-05-14_21-37-36.110174054,1526326656.112098450,0.81,0.61,0.66,10282815908,13679574123232,20506164,20043647,18622808,18321266,4275746,3612735,4490988,4852932,98021,6,563456,73360386,2573,0,69082,0,0,0,32804244,31561812,31455096,2116,186676
2018-05-14_21-37-36.157006788,1526326656.158893276,21179484441,2018-05-14_21-38-06.199172665,1526326686.201137272,0.88,0.64,0.67,10400001706,13759943655490,20506164,21614135,18622808,18321266,4275746,3612735,4490988,4852932,98038,6,565199,73380187,2576,0,69094,0,0,0,32804244,31562364,31456240,2116,186748
2018-05-14_21-38-06.246422339,1526326686.248328154,21615611667,2018-05-14_21-38-36.289185767,1526326716.291111049,0.81,0.65,0.67,10516208176,13841286976046,20506164,21614135,18622808,18321266,4275746,5170517,4490988,4852932,98055,6,566971,73400018,2576,0,69102,0,0,0,32804244,31561200,31454780,2116,186748
2018-05-14_21-38-36.336505635,1526326716.338415398,21283532755,2018-05-14_21-39-06.379164198,1526326746.381089264,0.83,0.67,0.68,10612297526,13921379012542,20506164,21614135,18622808,19675405,4275746,5170517,4490988,4852932,98073,6,568677,73420021,2576,0,69107,0,0,0,32804244,31563116,31456444,2116,186748
2018-05-14_21-39-06.426158357,1526326746.428158653,19443782822,2018-05-14_21-39-36.465184699,1526326776.467105930,0.83,0.68,0.69,10716628988,13995204377176,20506164,21614135,18622808,19675405,4275746,5170517,4490988,5885770,98090,6,570241,73440787,2576,0,69108,0,0,0,32804244,31563244,31456800,2116,186748
2018-05-14_21-39-36.512272200,1526326776.514148624,19544936254,2018-05-14_21-40-06.555245060,1526326806.557195971,0.62,0.65,0.67,10841436994,14068764528946,20506164,21614135,18622808,19675405,4275746,5170517,4490988,7077760,98108,6,571906,73461356,2576,0,69110,0,0,0,32804244,31562248,31455780,2116,186760
2018-05-14_21-40-06.602318275,1526326806.604196228,21323271867,2018-05-14_21-40-36.645103167,1526326836.647033419,0.75,0.68,0.68,10958940552,14149576359522,20506164,21614135,18622808,21322709,4275746,5170517,4490988,7077760,98125,6,573727,73481241,2576,0,69114,0,0,0,32804244,31562168,31455784,2116,186760
2018-05-14_21-40-36.692093021,1526326836.693987124,21326753263,2018-05-14_21-41-06.734167820,1526326866.736106859,0.60,0.65,0.67,11054383758,14229900520780,20506164,21614135,18622808,21322709,4275746,6474124,4490988,7077760,98143,6,575491,73501239,2576,0,69127,0,0,0,32804244,31548436,31442036,2116,186772
2018-05-14_21-41-06.781474122,1526326866.783386737,21140237714,2018-05-14_21-41-36.823188669,1526326896.825115415,0.58,0.64,0.67,11150349396,14309458591174,20506164,22914701,18622808,21322709,4275746,6474124,4490988,7077760,98160,6,577229,73521102,2576,0,69142,0,0,0,32804244,31549444,31443008,2116,186776
2018-05-14_21-41-36.870275813,1526326896.872153750,21366495830,2018-05-14_21-42-06.913121917,1526326926.915075605,0.49,0.61,0.66,11247333530,14390505726306,20506164,22914701,19976557,21322709,4275746,6474124,4490988,7077760,98180,6,578969,73541097,2576,0,69146,0,0,0,32804244,31549304,31442928,2116,186776
2018-05-14_21-42-06.960254255,1526326926.962148123,21471366239,2018-05-14_21-42-37.004198652,1526326957.006130484,0.62,0.63,0.67,11358175456,14471325499690,20506164,22914701,19976557,21322709,4275746,6474124,5785221,7077760,98197,6,580685,73561104,2576,0,69152,0,0,0,32804244,31548244,31442128,2116,186776
2018-05-14_21-42-37.051331358,1526326957.053223989,19793632606,2018-05-14_21-43-07.096182722,1526326987.098124718,0.64,0.63,0.67,11464876710,14545829601056,20506164,22914701,19976557,21322709,4275746,6474124,5785221,7077762,98217,6,582273,73581766,2576,0,69159,0,0,0,32804244,31548548,31442704,2116,186780
2018-05-14_21-43-07.143361162,1526326987.145261277,21534076233,2018-05-14_21-43-37.186168138,1526327017.188114155,0.67,0.64,0.67,11564040940,14627500905166,20506164,22914701,19976557,21322709,5618988,6474124,5785221,7077762,98234,6,584028,73601752,2576,0,69164,0,0,0,32804244,31548792,31442400,2116,186780
2018-05-14_21-43-37.233211858,1526327017.235107539,21545034817,2018-05-14_21-44-07.275175027,1526327047.277125303,0.67,0.64,0.67,11660469042,14708573985944,20506164,22914701,19976557,21322709,5618988,7766567,5785221,7077762,98250,6,585736,73621759,2576,0,69178,0,0,0,32804244,31561452,31455288,2116,186776
2018-05-14_21-44-07.322391767,1526327047.324289943,21342921720,2018-05-14_21-44-37.364162823,1526327077.366101763,0.67,0.64,0.67,11771123768,14788895154832,20506164,24283025,19976557,21322709,5618988,7766567,5785221,7077762,98269,6,587479,73641727,2576,0,69188,0,0,0,32804244,31562624,31456252,2116,186776
2018-05-14_21-44-37.411264408,1526327077.413149915,19758627784,2018-05-14_21-45-07.453176965,1526327107.455104155,0.61,0.63,0.67,11879183998,14863907790120,20506164,24283025,19976557,21322709,5618988,7766567,5785221,8397665,98286,6,589110,73662337,2576,0,69193,0,0,0,32804244,31561872,31455736,2116,186776
2018-05-14_21-45-07.500259186,1526327107.502142645,21308827249,2018-05-14_21-45-37.543084936,1526327137.545023287,0.69,0.65,0.67,11995055108,14944095161362,20506164,24283025,19976557,22925277,5618988,7766567,5785221,8397665,98303,6,590874,73682207,2576,0,69196,0,0,0,32804244,31562972,31456576,2116,186776
2018-05-14_21-45-37.590423795,1526327137.592314814,19717318473,2018-05-14_21-46-07.633214244,1526327167.635152824,0.50,0.60,0.66,12087901322,15018837725226,20506164,24283025,19976557,22925277,5618988,7766567,5785221,8397667,98319,6,592479,73702954,2576,0,69200,0,0,0,32804244,31562524,31456376,2116,186776
2018-05-14_21-46-07.680085276,1526327167.681971192,21626450456,2018-05-14_21-46-37.722181589,1526327197.724128468,0.64,0.62,0.66,12204995856,15100326043826,20506164,24283025,19976557,22925277,7186035,7766567,5785221,8397667,98337,6,594244,73722823,2576,0,69202,0,0,0,32804244,31561952,31455520,2116,186776
2018-05-14_21-46-37.769313499,1526327197.771207385,21282668949,2018-05-14_21-47-07.812153546,1526327227.814090390,0.80,0.66,0.67,12300107862,15180418943780,20506164,24283025,21325898,22925277,7186035,7766567,5785221,8397667,98359,6,596000,73742844,2576,0,69208,0,0,0,32804244,31562216,31455760,2116,186776
2018-05-14_21-47-07.859217170,1526327227.861114481,21447978645,2018-05-14_21-47-37.903189311,1526327257.905123742,0.74,0.66,0.68,12395778332,15261746691826,20506164,24283025,21325898,22925277,7186035,7766567,7070432,8397667,98375,6,597737,73762874,2576,0,69210,0,0,0,32804244,31562208,31455732,2116,186776
