StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_15-06-52.371961534,1526044012.373838073,21286519695,2018-05-11_15-07-22.403656363,1526044042.405550438,0.22,0.37,0.30,2497342466,3078088224364,6783711,5127661,8396720,5914746,4751813,5286130,5426080,4764463,1479,0,47080,1352312,2441,0,10506,0,0,0,32804244,31613456,31496432,2116,158120
2018-05-11_15-07-22.450320980,1526044042.452190598,16601921275,2018-05-11_15-07-52.490900635,1526044072.492810682,0.21,0.35,0.30,2522866696,3140624386882,6783721,5769847,8396729,5914746,4751813,5286130,5426080,4764463,1494,0,47844,1374837,2441,0,10624,0,0,0,32804244,31613440,31496416,2116,158120
2018-05-11_15-07-52.537500157,1526044072.539365201,21252900655,2018-05-11_15-08-22.569818977,1526044102.571734178,0.34,0.37,0.31,2610726414,3221107937512,6783723,7269182,8396742,5914746,4751813,5286130,5426080,4764463,1514,0,49224,1396513,2441,0,11099,0,0,0,32804244,31613648,31497120,2116,158120
2018-05-11_15-08-22.616273791,1526044102.618150017,16558508050,2018-05-11_15-08-52.647788804,1526044132.649805195,0.27,0.35,0.30,2635969172,3283431831434,6783725,7351452,8442462,5914746,5272919,5286130,5426080,4764463,1530,0,50121,1418696,2441,0,11153,0,0,0,32804244,31612516,31495788,2116,158120
2018-05-11_15-08-52.694292560,1526044132.696145871,16482008891,2018-05-11_15-09-22.726113501,1526044162.728023431,0.28,0.35,0.31,2661034010,3345445384062,6911017,7351452,8442462,5914746,5272919,5286130,5426080,5285054,1543,0,51008,1440884,2441,0,11210,0,0,0,32804244,31612680,31495892,2116,158120
2018-05-11_15-09-22.772738007,1526044162.774606848,21297017492,2018-05-11_15-09-52.805469859,1526044192.807392836,0.37,0.36,0.31,2749772704,3426118880636,6911027,7351613,9946719,5918444,5272919,5286130,5426080,5285054,1564,0,52293,1462561,2441,0,11719,0,0,0,32804244,31600796,31483540,2116,158132
2018-05-11_15-09-52.852204893,1526044192.854063562,16541180297,2018-05-11_15-10-22.893778877,1526044222.895673118,0.43,0.37,0.32,2775106470,3488367100548,6911029,7351613,10072872,5918444,5272919,5286130,5426080,5813215,1579,0,53165,1484762,2441,0,11771,0,0,0,32804244,31600068,31482796,2116,158144
2018-05-11_15-10-22.940427188,1526044222.942282303,21390801334,2018-05-11_15-10-52.973349708,1526044252.975254365,0.47,0.39,0.33,2860407020,3568751194360,6911046,7351621,11543796,5918457,5272919,5286130,5426080,5813215,1601,0,54422,1506464,2441,0,12303,0,0,0,32804244,31600092,31483364,2116,158144
2018-05-11_15-10-53.020125746,1526044253.022002845,21344167636,2018-05-11_15-11-23.052580892,1526044283.054504798,0.49,0.40,0.33,2967010482,3649722948680,6911128,8888166,11543859,5918464,5272919,5286130,5426080,5813215,1623,0,55732,1528094,2441,0,12874,0,0,0,32804244,31600920,31483852,2116,158148
2018-05-11_15-11-23.099261119,1526044283.101124838,16445280898,2018-05-11_15-11-53.140983930,1526044313.142895236,0.43,0.39,0.33,2992539576,3711611415840,6911130,8888166,11670460,5918464,5809786,5286130,5426080,5813215,1634,0,56596,1550302,2441,0,12925,0,0,0,32804244,31601444,31484176,2116,158148
2018-05-11_15-11-53.187449288,1526044313.189323448,21277468721,2018-05-11_15-12-23.219361084,1526044343.221268879,0.41,0.39,0.33,3080409726,3791574502224,6911132,9071583,11719359,5952088,7030459,5286130,5426080,5813215,1657,0,57813,1571444,2441,0,13210,0,0,0,32804244,31601616,31484348,2116,158152
2018-05-11_15-12-23.266039951,1526044343.267916760,16388629537,2018-05-11_15-12-53.307327733,1526044373.309286677,0.31,0.37,0.32,3109816644,3853868907468,6911134,9813811,11719388,5952088,7030459,5286130,5426080,5813215,1670,0,58579,1593944,2441,0,13332,0,0,0,32804244,31613712,31497000,2116,158144
2018-05-11_15-12-53.353988744,1526044373.355853344,16331650597,2018-05-11_15-13-23.395067244,1526044403.397017335,0.30,0.36,0.32,3138347658,3915298051310,6911137,9813811,12451730,5952088,7030459,5286130,5426080,5813215,1685,0,59336,1616458,2441,0,13447,0,0,0,32804244,31611756,31495288,2116,158144
2018-05-11_15-13-23.441559835,1526044403.443427930,21337198585,2018-05-11_15-13-53.473484780,1526044433.475382519,0.24,0.34,0.31,3225166224,3995478083622,6911139,9853498,12679230,5952088,7030459,5286130,5426080,7031413,1702,0,60567,1637659,2441,0,13711,0,0,0,32804244,31611536,31494536,2116,158144
2018-05-11_15-13-53.520121553,1526044433.522004335,21321735525,2018-05-11_15-14-23.551843249,1526044463.553734594,0.34,0.36,0.32,3312510742,4076368094414,6911141,9975768,12823314,5952088,7030459,5286130,6634055,7031413,1720,0,61755,1658837,2441,0,13972,0,0,0,32804244,31611660,31494880,2116,158144
2018-05-11_15-14-23.598863857,1526044463.600742940,16515911912,2018-05-11_15-14-53.639669302,1526044493.641573423,0.26,0.34,0.31,3339578076,4138522506084,6911163,9975768,12823314,6647390,7030459,5286130,6634055,7031413,1735,0,62504,1681366,2441,0,14078,0,0,0,32804244,31612480,31495228,2116,158148
2018-05-11_15-14-53.686182890,1526044493.688073143,16555817457,2018-05-11_15-15-23.726892732,1526044523.728792782,0.16,0.31,0.31,3365149154,4200793346048,7567084,9975877,12823315,6647390,7030459,5286130,6634055,7031413,1751,0,63271,1703884,2441,0,14190,0,0,0,32804244,31612724,31495400,2116,158148
2018-05-11_15-15-23.773514187,1526044523.775387681,21279240564,2018-05-11_15-15-53.805424215,1526044553.807326338,0.31,0.33,0.31,3455208040,4281384245432,7567086,9985646,13079244,6647390,7030459,6522032,6634055,7031413,1767,0,64509,1724986,2441,0,14456,0,0,0,32804244,31611944,31494940,2116,158148
2018-05-11_15-15-53.852017373,1526044553.853912827,16476888364,2018-05-11_15-16-23.893637468,1526044583.895538979,0.36,0.34,0.32,3480905454,4343392823980,7567088,9985646,13206680,6647390,7030459,7057552,6634055,7031413,1780,0,65402,1747173,2441,0,14515,0,0,0,32804244,31612908,31496164,2116,158148
2018-05-11_15-16-23.940258552,1526044583.942134326,21536030246,2018-05-11_15-16-53.972465159,1526044613.974350350,0.40,0.36,0.32,3566043828,4424323901646,9036659,9986713,13206732,6647390,7030459,7057552,6634055,7031413,1799,0,66612,1768905,2441,0,15052,0,0,0,32804244,31613432,31496168,2116,158148
