StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_12-32-47.003734796,1526034767.005629042,16391380432,2018-05-11_12-33-17.045017047,1526034797.046895481,0.13,0.11,0.10,42291218,105469247314,259664,0,134193,0,0,0,0,583379,1315,0,5290,632616,2401,0,125,0,0,0,32804244,31593792,31487060,2116,178712
2018-05-11_12-33-17.091456934,1526034797.093322479,23786514771,2018-05-11_12-33-47.123844188,1526034827.125765430,0.48,0.19,0.13,85829912,195577216244,259664,70605,382899,0,687142,0,0,583379,1337,0,6644,653978,2401,0,448,0,0,0,32804244,31594092,31487192,2116,178712
2018-05-11_12-33-47.170464407,1526034827.172318447,23360336007,2018-05-11_12-34-17.203237728,1526034857.205130044,0.58,0.24,0.15,170808286,283512502070,259664,70625,1853668,20,687142,0,0,583379,1356,0,8024,675462,2401,0,1160,0,0,0,32804244,31593056,31486856,2116,178712
2018-05-11_12-34-17.250058056,1526034857.251941981,16410719485,2018-05-11_12-34-47.291049315,1526034887.292949715,0.42,0.23,0.15,196304548,345366890480,259664,762205,1853767,20,687142,0,0,583379,1370,0,8806,697952,2401,0,1311,0,0,0,32804244,31592564,31486064,2116,178712
2018-05-11_12-34-47.337541700,1526034887.339405532,16235493496,2018-05-11_12-35-17.379021299,1526034917.380917194,0.34,0.23,0.15,225624810,406984163664,259664,762205,1983296,20,687142,674326,0,583379,1383,0,9664,720213,2401,0,1394,0,0,0,32804244,31592696,31485952,2116,178712
2018-05-11_12-35-17.425519720,1526034917.427367700,23953577864,2018-05-11_12-35-47.458294446,1526034947.460208538,0.35,0.24,0.15,269250288,497124964346,259664,849189,2136774,82934,687142,674326,686855,583379,1404,0,11008,741559,2401,0,1729,0,0,0,32804244,31592212,31486180,2116,178712
2018-05-11_12-35-47.505116939,1526034947.507006052,23369931535,2018-05-11_12-36-17.539058096,1526034977.540948241,0.46,0.28,0.17,355694326,585102022770,1743833,849352,2136808,82999,687142,674326,686855,583379,1426,0,12404,763064,2401,0,2354,0,0,0,32804244,31593836,31486772,2116,178712
2018-05-11_12-36-17.585682096,1526034977.587555615,16399281135,2018-05-11_12-36-47.627001216,1526035007.628903096,0.42,0.28,0.17,381595516,647501328816,1743847,849365,2136809,773731,687142,674326,686855,583379,1442,0,13149,785570,2401,0,2479,0,0,0,32804244,31581148,31475120,2116,178720
2018-05-11_12-36-47.673449416,1526035007.675304266,16441595802,2018-05-11_12-37-17.715000477,1526035037.716894698,0.31,0.27,0.17,406873730,709380273606,1743854,849365,2136810,1465645,687142,674326,686855,583379,1459,0,13898,808080,2401,0,2606,0,0,0,32804244,31594672,31487376,2116,178712
2018-05-11_12-37-17.761136339,1526035037.762820606,23397760732,2018-05-11_12-37-47.794620064,1526035067.796531252,0.41,0.29,0.18,487404872,797355851468,3150598,856698,2140557,1465681,687142,674326,686855,583379,1482,0,15207,829606,2401,0,3231,0,0,0,32804244,31582192,31475348,2116,178724
