StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-18_14-20-37.789521371,1526646037.791688190,2018-05-18_14-20-37.796181005,1526646037.798191570,1.46,1.09,0.57,801686676,434836403860,5778,3617707,3680150,1138256,3166782,2,0,3345978,16800,0,28179,535596,4875,0,10127,0,15722,0,2434711,32804244,29541892,29912688,2116,681036
2018-05-18_14-21-07.850664014,1526646067.852737002,2018-05-18_14-21-07.857360760,1526646067.859341176,1.52,1.13,0.60,856880794,464635550598,6028,3705347,3685678,1301209,3166782,2,0,4180788,17729,0,30615,555381,4878,0,10787,0,16644,0,2611038,32804244,29543228,29913204,2116,681036
2018-05-18_14-21-37.909728085,1526646097.911798249,2018-05-18_14-21-37.916446598,1526646097.918373597,1.35,1.14,0.62,898009504,493824203560,6326,4411813,3721468,1392877,3166782,2,0,4180788,18588,0,32963,575336,4880,0,11505,0,17497,0,2776900,32804244,29543908,29913944,2116,681036
2018-05-18_14-22-07.969461126,1526646127.971624978,2018-05-18_14-22-07.976018395,1526646127.977902187,1.27,1.14,0.64,957053094,523615700442,6684,4491944,3877733,2263788,3166782,15302,0,4180788,19549,0,35417,595117,4884,0,12195,0,18454,0,2943882,32804244,29544292,29915176,2116,681044
2018-05-18_14-22-38.030338168,1526646158.032345993,2018-05-18_14-22-38.036640254,1526646158.038693767,1.22,1.14,0.65,1013560300,553369682768,21307,4527014,4085297,2266987,3166782,855344,0,4180788,20529,0,37874,614846,4888,0,12891,0,19427,0,3131492,32804244,29543760,29914264,2116,681044
2018-05-18_14-23-08.090567960,1526646188.092597517,2018-05-18_14-23-08.096939706,1526646188.099054803,1.25,1.16,0.67,1073614130,583391317056,881182,4588371,4274987,2271519,3166782,855344,14048,4180788,21533,0,40304,634485,4889,0,13681,0,20425,0,3284764,32804244,29542932,29913668,2116,681044
2018-05-18_14-23-38.151892369,1526646218.153975741,2018-05-18_14-23-38.158434091,1526646218.160353989,1.16,1.14,0.69,1129575224,613277250196,881497,4667105,4429271,2276481,3166782,855344,874806,4180788,22419,0,42718,654291,4890,0,14358,0,21306,0,3449365,32804244,29543388,29913988,2116,681044
2018-05-18_14-24-08.212371072,1526646248.214534554,2018-05-18_14-24-08.218859222,1526646248.220798189,1.24,1.16,0.70,1189181310,643145976568,894153,4738495,4590104,2281719,3166782,855344,1722820,4180788,23378,0,45239,674066,4891,0,15028,0,22261,0,3615176,32804244,29544196,29914272,2116,681048
2018-05-18_14-24-38.272421096,1526646278.274613700,2018-05-18_14-24-38.279314747,1526646278.281367911,1.01,1.11,0.70,1245015300,673256781498,1756640,4811469,4770457,2282511,3166782,863302,1722820,4180788,24363,0,47679,693738,4891,0,15805,0,23242,0,3763637,32804244,29542984,29913296,2116,681048
2018-05-18_14-25-08.334432821,1526646308.336582728,2018-05-18_14-25-08.341237617,1526646308.343240586,0.94,1.09,0.71,1282997898,703205508724,1757121,4850862,4976691,2298995,3166782,1412400,1722820,4180788,25238,0,50093,713618,4893,0,16486,0,24111,0,3938084,32804244,29530336,29900776,2116,681056
2018-05-18_14-25-38.394680721,1526646338.396462059,2018-05-18_14-25-38.400900584,1526646338.402836921,0.89,1.06,0.71,1338804304,733083243918,1757620,4943845,5122254,3155474,3166782,1412400,1722820,4180788,26189,0,52559,733438,4894,0,17183,0,25055,0,4098789,32804244,29531744,29902156,2116,681060
2018-05-18_14-26-08.454951727,1526646368.457031095,2018-05-18_14-26-08.461305292,1526646368.463222598,1.27,1.14,0.75,1394689110,761865001122,1758246,4993766,5910850,3162762,3176792,1412400,1722820,4180788,27107,0,54909,753387,4910,0,17908,0,25967,0,4256913,32804244,29526148,29901604,2116,685796
2018-05-18_14-26-38.515152637,1526646398.517180951,2018-05-18_14-26-38.521900884,1526646398.523907933,1.37,1.17,0.77,1450432860,791777973892,1758537,5043685,6039349,3223420,4025146,1412400,1722820,4190649,28018,0,57318,773111,4961,0,18603,0,26873,0,4426698,32804244,29508496,29893692,2116,695884
2018-05-18_14-27-08.576073425,1526646428.578169762,2018-05-18_14-27-08.582884747,1526646428.585013921,1.23,1.15,0.78,1505406370,821490101574,1758633,5138501,6053073,3358460,4025146,1412400,1722820,5034895,28958,0,59815,792879,4969,0,19287,0,27810,0,4601596,32804244,29508676,29893960,2116,695896
2018-05-18_14-27-38.637402250,1526646458.639391063,2018-05-18_14-27-38.643756503,1526646458.645692991,1.05,1.12,0.78,1564843880,851163602740,1758859,5221843,6055219,3527367,4025146,1412400,1722820,5926700,29925,0,62268,812598,4972,0,20006,0,28769,0,4785543,32804244,29507904,29893216,2116,695900
2018-05-18_14-28-08.697492717,1526646488.699697686,2018-05-18_14-28-08.704450814,1526646488.706427036,1.10,1.13,0.79,1621191598,880379464048,1759013,6120248,6058701,3641186,4033581,1412400,1722820,5926700,30778,0,64602,832552,4988,0,20733,0,29617,0,4939878,32804244,29516660,29907380,2116,701380
2018-05-18_14-28-38.758115091,1526646518.760125340,2018-05-18_14-28-38.764426537,1526646518.766332270,1.29,1.18,0.82,1682115316,909776873724,1759779,6286236,6070961,3715701,4978602,1412400,1722820,5926700,31726,0,67025,852251,5006,0,21403,0,30559,0,5120629,32804244,29511248,29904376,2116,703756
2018-05-18_14-29-08.818037118,1526646548.820016685,2018-05-18_14-29-08.824317057,1526646548.826169958,1.25,1.18,0.83,1735705716,937962688478,1765919,6304862,6913561,3718397,4978602,1412400,1722820,5926700,32657,0,69422,872196,5030,0,22159,0,31476,0,5284851,32804244,29511380,29906860,2116,705424
2018-05-18_14-29-38.878109125,1526646578.880085492,2018-05-18_14-29-38.884464735,1526646578.886377095,1.23,1.18,0.84,1792406022,968183696130,2614064,6523868,6943403,3723544,4978602,1412400,1728506,5926700,33649,0,71850,891857,5033,0,22937,0,32462,0,5432881,32804244,29511596,29906568,2116,705424
2018-05-18_14-30-08.938872538,1526646608.940911060,2018-05-18_14-30-08.945482854,1526646608.947518123,1.19,1.18,0.85,1851640914,997892600532,2614554,6533123,7070255,3835147,4978602,1412400,2568941,5926700,34595,0,74268,911598,5034,0,23592,0,33404,0,5606597,32804244,29508476,29903976,2116,705432
2018-05-18_14-30-38.998884061,1526646639.001030111,2018-05-18_14-30-39.005506028,1526646639.007260594,1.14,1.16,0.86,1906174232,1026251595052,2614709,6535263,7073242,4711572,4978602,1415319,2568941,5926700,35495,0,76653,931617,5037,0,24345,0,34299,0,5765801,32804244,29510664,29905856,2116,705436
2018-05-18_14-31-09.061022324,1526646669.063059348,2018-05-18_14-31-09.067522952,1526646669.069560418,1.16,1.16,0.87,1942758104,1056433512008,2615042,6539431,7156198,4879009,4978602,1952602,2568941,5926700,36394,0,79090,951485,5040,0,25027,0,35194,0,5945965,32804244,29510812,29905440,2116,705436
2018-05-18_14-31-39.123211367,1526646699.125209489,2018-05-18_14-31-39.129555297,1526646699.131566904,1.29,1.19,0.89,1998459486,1086353169884,2615399,6541037,7339199,4937588,4978602,2809820,2568941,5926700,37310,0,81544,971273,5042,0,25706,0,36105,0,6114092,32804244,29509808,29904940,2116,705436
2018-05-18_14-32-09.183370015,1526646729.185464583,2018-05-18_14-32-09.189731253,1526646729.191667990,1.10,1.16,0.88,2054864036,1115265175808,2615516,6542552,7441002,5745451,4978602,2809820,2569458,5926700,38241,0,83916,991179,5043,0,26437,0,37033,0,6277938,32804244,29511496,29906736,2116,705436
2018-05-18_14-32-39.242841916,1526646759.244830664,2018-05-18_14-32-39.249106533,1526646759.251017787,1.07,1.14,0.89,2110744234,1145300027662,2615787,6548006,7521342,5901616,4978602,2809820,3421913,5926700,39148,0,86334,1010971,5044,0,27120,0,37936,0,6447235,32804244,29512760,29907912,2116,705436
2018-05-18_14-33-09.561689604,1526646789.563679202,2018-05-18_14-33-09.567959729,1526646789.569867082,1.11,1.15,0.89,2171002096,1175289123302,3480183,6553522,7521342,6149325,4978602,2809820,3421913,5926700,40179,0,88760,1030596,5045,0,27922,0,38960,0,6602755,32804244,29499388,29895160,2116,705452
2018-05-18_14-33-39.619626535,1526646819.621548229,2018-05-18_14-33-39.625765792,1526646819.627698081,1.05,1.13,0.90,2207600374,1204368242720,3480335,6559526,7566813,6880965,4978602,2809820,3421913,5926700,41052,0,91140,1050614,5047,0,28644,0,39818,0,6759951,32804244,29496688,29892204,2116,705452
2018-05-18_14-34-09.676373762,1526646849.678446340,2018-05-18_14-34-09.682915794,1526646849.684930305,1.20,1.15,0.91,2263079100,1234027372896,3480608,6567410,7684986,7003427,4978602,3678198,3421913,5926700,42193,0,94001,1069909,5048,0,29478,0,40815,0,6959354,32804244,29485196,29880972,2116,705452
2018-05-18_14-34-39.736598071,1526646879.738557906,2018-05-18_14-34-39.743217916,1526646879.745170820,1.32,1.19,0.93,2322230466,1263976425570,4337135,6618794,7797966,7093277,4978602,3678470,3421913,5926700,43358,0,96686,1089100,5050,0,30339,0,41834,0,7130873,32804244,29481176,29876408,2116,705456
2018-05-18_14-35-09.796750875,1526646909.798579321,2018-05-18_14-35-09.803052401,1526646909.805131822,1.37,1.22,0.95,2377595592,1293873200854,4338637,6716229,7928985,7107060,4978602,3678470,4265345,5926700,44439,0,99475,1108433,5055,0,31169,0,42765,0,7324828,32804244,29480084,29875344,2116,705456
2018-05-18_14-35-39.857696524,1526646939.859798772,2018-05-18_14-35-39.864585322,1526646939.866486634,1.61,1.29,0.98,2429445710,1319696827374,4338666,6757558,7992353,7214729,4978602,3678470,5011606,5926700,45514,0,102425,1127872,5058,0,31907,0,43687,0,7502951,32804244,29475452,29871516,2116,705460
2018-05-18_14-36-09.920237949,1526646969.922196662,2018-05-18_14-36-09.926523195,1526646969.928583132,1.66,1.33,1.00,2477686356,1345116178560,5054776,6797276,7994811,7390572,4978602,3678470,5013369,5926700,46569,0,105226,1147251,5060,0,32631,0,44594,0,7664053,32804244,29490356,29885328,2116,705456
2018-05-18_14-36-39.978364504,1526646999.980382024,2018-05-18_14-36-39.984880280,1526646999.986898345,1.35,1.28,1.00,2527868954,1370393736738,5057682,6919049,7999968,7469653,4978602,4398827,5013369,5926700,47529,0,108010,1166731,5062,0,33341,0,45410,0,7832731,32804244,29485404,29880348,2116,705456
2018-05-18_14-37-10.040163702,1526647030.042131630,2018-05-18_14-37-10.046477647,1526647030.048426927,1.48,1.32,1.02,2574812832,1394579625328,5057740,6933339,8005006,8234521,4978602,4401733,5013369,5926700,48435,0,110668,1186452,5064,0,33989,0,46169,0,7989523,32804244,29483816,29879084,2116,705456
2018-05-18_14-37-40.102051250,1526647060.104084499,2018-05-18_14-37-40.108284042,1526647060.110040326,1.34,1.30,1.03,2622109670,1418980442246,5057994,7697878,8028783,8267855,4978602,4401733,5013369,5926700,49332,0,113337,1206149,5065,0,34640,0,46916,0,8147386,32804244,29481284,29876736,2116,705456
2018-05-18_14-38-10.162295348,1526647090.164401290,2018-05-18_14-38-10.168996339,1526647090.170978549,1.46,1.34,1.05,2647374700,1444219147864,5058570,7847224,8074043,8291281,4978602,4401733,5013369,6317457,50221,0,116110,1225792,5066,0,35266,0,47661,0,8319880,32804244,29479448,29875236,2116,705456
2018-05-18_14-38-40.225262510,1526647120.227283271,2018-05-18_14-38-40.231843407,1526647120.233789942,1.43,1.34,1.06,2693357874,1468233231742,5058769,7850676,8815672,8304337,4978602,4401733,5013369,6319859,51124,0,118762,1245494,5068,0,35918,0,48414,0,8480034,32804244,29478752,29874164,2116,705456
2018-05-18_14-39-10.285589345,1526647150.287630094,2018-05-18_14-39-10.291948836,1526647150.293848297,1.64,1.40,1.08,2743749304,1493473510444,5058917,7942815,8918111,8314098,5760663,4401733,5013369,6319859,52054,0,121550,1265005,5070,0,36620,0,49198,0,8648629,32804244,29477472,29873260,2116,705456
2018-05-18_14-39-40.346244201,1526647180.348292588,2018-05-18_14-39-40.352823138,1526647180.354903816,1.51,1.39,1.09,2790234436,1518587941024,5059139,8033093,9009387,8340173,6473944,4401733,5013369,6319859,53000,0,124339,1284496,5072,0,37312,0,50004,0,8822318,32804244,29478356,29873212,2116,705456
2018-05-18_14-40-10.406097159,1526647210.408211880,2018-05-18_14-40-10.413008653,1526647210.415048329,1.59,1.43,1.12,2838472778,1543132381478,5059821,8067277,9726887,8413028,6480222,4401733,5013369,6319859,53946,0,127051,1304099,5073,0,37965,0,50802,0,8984759,32804244,29478340,29873900,2116,705468
2018-05-18_14-40-40.465315911,1526647240.467461889,2018-05-18_14-40-40.472124996,1526647240.474223652,1.44,1.40,1.12,2886525584,1568803493302,5059821,8107229,9735829,8579038,6480222,4401733,5013369,7044798,54881,0,129819,1323602,5079,0,38683,0,51589,0,9152148,32804244,29477644,29873204,2116,705468
2018-05-18_14-41-10.527080257,1526647270.529043559,2018-05-18_14-41-10.533302258,1526647270.535369404,1.43,1.41,1.13,2933713046,1593125650110,5059885,8827730,9743065,8630410,6480222,4401733,5013369,7052260,55786,0,132508,1343296,5082,0,39331,0,52346,0,9310741,32804244,29460004,29855160,2116,705480
2018-05-18_14-41-40.588231136,1526647300.590322695,2018-05-18_14-41-40.594813236,1526647300.596903156,1.58,1.45,1.15,2981267868,1618497656598,5060012,8842594,9876065,8694733,6480222,4401733,5736722,7052260,56714,0,135290,1362814,5083,0,40026,0,53125,0,9478390,32804244,29458188,29853648,2116,705484
2018-05-18_14-42-10.648450976,1526647330.650376360,2018-05-18_14-42-10.654725204,1526647330.656832352,1.90,1.55,1.20,3032205602,1644274365740,5794320,8848112,9892374,8903110,6480222,4401733,5745376,7052260,57731,0,138070,1382204,5084,0,40770,0,53998,0,9631712,32804244,29461288,29856860,2116,705484
2018-05-18_14-42-40.709720856,1526647360.711857580,2018-05-18_14-42-40.716584724,1526647360.718655544,1.81,1.56,1.21,3079979944,1669798430244,5804280,8854648,9925527,9067527,6480222,5126744,5745376,7052260,58665,0,140859,1401709,5085,0,41475,0,54789,0,9800230,32804244,29454992,29851088,2116,705488
2018-05-18_14-43-10.771832861,1526647390.773787703,2018-05-18_14-43-10.778473914,1526647390.780594855,1.69,1.55,1.22,3128895086,1694643386324,5804290,8859415,9989277,9805454,6480222,5136769,5745376,7052260,59573,0,143545,1421388,5086,0,42133,0,55547,0,9958698,32804244,29453276,29849120,2116,705492
2018-05-18_14-43-40.833160189,1526647420.835128615,2018-05-18_14-43-40.839454968,1526647420.841490548,1.49,1.52,1.22,3175240820,1718657778448,5804672,8860611,10002040,10556371,6480222,5136769,5745376,7052260,60515,0,146198,1441052,5088,0,42788,0,56338,0,10117071,32804244,29452316,29847640,2116,705496
2018-05-18_14-44-10.893334693,1526647450.895585234,2018-05-18_14-44-10.900376433,1526647450.902447802,1.79,1.58,1.25,3226070074,1744154693074,5804672,8860612,10002040,10765817,6480222,5859004,5745376,7052260,61465,0,148981,1460539,5091,0,43498,0,57142,0,10284636,32804244,29466124,29861428,2116,705492
2018-05-18_14-44-40.956488432,1526647480.958610741,2018-05-18_14-44-40.963031749,1526647480.965136645,1.48,1.53,1.24,3274016448,1769708732450,6519405,8867110,10089901,10893631,6480222,5870427,5745376,7052260,62491,0,151760,1479938,5094,0,44221,0,58019,0,10438975,32804244,29463280,29858512,2116,705492
2018-05-18_14-45-11.016465836,1526647511.018420987,2018-05-18_14-45-11.022741703,1526647511.024878293,1.68,1.57,1.27,3308264710,1795467182500,6531805,8868670,10089961,11116197,6480222,5870427,6236113,7052260,63389,0,154514,1499556,5095,0,44892,0,58774,0,10598204,32804244,29461768,29857368,2116,705492
2018-05-18_14-45-41.076674331,1526647541.078692392,2018-05-18_14-45-41.083085052,1526647541.084911667,1.74,1.60,1.28,3359195532,1821360351708,6531888,8869068,10180895,11221305,7262518,5870427,6244610,7052260,64298,0,157294,1519086,5096,0,45603,0,59538,0,10756942,32804244,29458876,29854164,2116,705492
2018-05-18_14-46-11.136953404,1526647571.139085221,2018-05-18_14-46-11.143503207,1526647571.145416247,1.73,1.60,1.30,3405636114,1845598297454,6531967,8871226,10910835,11269270,7276749,5870427,6244610,7052260,65221,0,159969,1538765,5096,0,46262,0,60320,0,10916133,32804244,29460932,29856288,2116,705492
2018-05-18_14-46-41.197139801,1526647601.199279159,2018-05-18_14-46-41.203602443,1526647601.205630089,1.50,1.56,1.29,3456091032,1870701469760,6532188,8963147,11011150,11293292,7276749,5870427,6244610,7767289,66185,0,162752,1558257,5097,0,46984,0,61137,0,11086135,32804244,29456972,29852460,2116,705492
2018-05-18_14-47-11.256916074,1526647631.259078352,2018-05-18_14-47-11.263927497,1526647631.266023321,1.51,1.56,1.30,3503434206,1895183084230,6532301,9712284,11026020,11358587,7276749,5870427,6244610,7781358,67087,0,165461,1577932,5097,0,47629,0,61897,0,11245670,32804244,29454504,29850300,2116,705492
2018-05-18_14-47-41.318998774,1526647661.321047378,2018-05-18_14-47-41.325388471,1526647661.327441085,1.64,1.58,1.32,3549887972,1919175074604,6532434,10411833,11026805,11373671,7276749,5870427,6244610,7781358,67994,0,168133,1597637,5097,0,48270,0,62656,0,11404754,32804244,29451952,29847488,2116,705492
2018-05-18_14-48-11.379160441,1526647691.381223664,2018-05-18_14-48-11.385808176,1526647691.387891387,1.51,1.56,1.32,3596651946,1944325453120,6532659,10472050,11032700,11529412,7276749,5870427,6244610,8484081,68984,0,170912,1617122,5098,0,48967,0,63499,0,11578634,32804244,29449396,29845248,2116,705492
2018-05-18_14-48-41.439921576,1526647721.441973695,2018-05-18_14-48-41.446417135,1526647721.448427404,1.37,1.52,1.31,3633762032,1969136090702,6532664,10484911,11717371,11580943,7276749,5870427,6244610,8499643,69857,0,173626,1636857,5100,0,49610,0,64229,0,11736051,32804244,29449888,29845172,2116,705492
2018-05-18_14-49-11.499068737,1526647751.501024117,2018-05-18_14-49-11.505447833,1526647751.507555655,1.43,1.52,1.32,3681181814,1994639500196,6532664,10496279,11736450,11770625,7993015,5870427,6244610,8499643,70806,0,176421,1656360,5104,0,50320,0,65029,0,11902556,32804244,29436292,29832404,2116,705500
2018-05-18_14-49-41.561043672,1526647781.563078959,2018-05-18_14-49-41.567729070,1526647781.569702739,1.32,1.49,1.32,3729063804,2020095066716,6532741,10538388,11786873,11881201,8010318,5870427,6244610,9219646,71762,0,179327,1675906,5105,0,51049,0,65841,0,12062381,32804244,29437972,29833536,2116,705508
2018-05-18_14-50-11.623215947,1526647811.625286341,2018-05-18_14-50-11.629651925,1526647811.631489807,1.26,1.46,1.31,3777694978,2044190547892,6533150,11213384,11802735,11901813,8010318,5870427,6244610,9237074,72697,0,182009,1695548,5109,0,51703,0,66628,0,12223407,32804244,29436928,29832820,2116,705520
2018-05-18_14-50-41.682768574,1526647841.684762675,2018-05-18_14-50-41.689103678,1526647841.691038975,1.51,1.49,1.33,3825178120,2069433788020,6533222,11296217,11933575,11902044,8723175,5870427,6244610,9237074,73619,0,184782,1715065,5114,0,52419,0,67404,0,12392077,32804244,29436248,29832628,2116,705520
2018-05-18_14-51-11.743321808,1526647871.745314883,2018-05-18_14-51-11.749548451,1526647871.751652613,1.53,1.49,1.33,3872544718,2093865583776,6533252,11304754,12625816,11903005,8742093,5870427,6244610,9237074,74479,0,187436,1734804,5116,0,53080,0,68119,0,12552524,32804244,29438404,29834296,2116,705520
2018-05-18_14-51-41.802225026,1526647901.804302953,2018-05-18_14-51-41.808622672,1526647901.810426968,1.45,1.48,1.33,3924135892,2121137569356,6533301,11319618,13298858,11910567,8742093,5870427,6244610,9237074,75419,0,190044,1754437,5118,0,53792,0,68910,0,12723083,32804244,29437472,29833108,2116,705524
2018-05-18_14-52-11.861600273,1526647931.863497575,2018-05-18_14-52-11.868193249,1526647931.870213867,1.39,1.46,1.33,3963392154,2151461582376,6533705,11386951,13386734,12021085,9294826,5870427,6244610,9237074,76455,0,192732,1773885,5119,0,54553,0,69797,0,12909170,32804244,29449492,29844804,2116,705516
2018-05-18_14-52-41.920919869,1526647961.922897168,2018-05-18_14-52-41.927422250,1526647961.929508926,1.24,1.42,1.32,4017998624,2180194217240,6533874,12258778,13405157,12079196,9311000,5870427,6244610,9237074,77491,0,195359,1793425,5123,0,55309,0,70688,0,13086691,32804244,29450760,29846396,2116,705520
2018-05-18_14-53-11.980824745,1526647991.982952059,2018-05-18_14-53-11.987140372,1526647991.988926825,1.36,1.43,1.33,4078048486,2210285582886,6533874,12328078,13406355,12268180,9311000,5870427,6244610,10071003,78565,0,198089,1812756,5126,0,56136,0,71619,0,13274887,32804244,29448788,29844388,2116,705520
2018-05-18_14-53-42.041380300,1526648022.043398003,2018-05-18_14-53-42.048179549,1526648022.050175410,1.40,1.43,1.33,4138830572,2240612254542,6534052,12414225,13417960,12408925,9311000,6719767,6244610,10096227,79713,0,200964,1832065,5127,0,56982,0,72613,0,13462779,32804244,29448332,29843708,2116,705520
2018-05-18_14-54-12.102748681,1526648052.104623474,2018-05-18_14-54-12.108921214,1526648052.110840210,1.37,1.42,1.33,4194603634,2269318693696,6534087,12446095,13420311,13282450,9311000,6746367,6244610,10096227,80710,0,203554,1851616,5129,0,57738,0,73466,0,13641345,32804244,29448376,29843992,2116,705520
2018-05-18_14-54-42.161240731,1526648082.163411185,2018-05-18_14-54-42.168047965,1526648082.170146820,1.49,1.45,1.34,4253466808,2299137611742,6534308,12529506,13422208,13468800,9311000,6746367,7138316,10096227,81805,0,206251,1870899,5130,0,58580,0,74415,0,13838529,32804244,29446704,29842860,2116,705520
2018-05-18_14-55-12.222285533,1526648112.224403312,2018-05-18_14-55-12.228809478,1526648112.230829193,1.55,1.47,1.35,4310317054,2329476690230,7368825,12531858,13504145,13641720,9311000,6746367,7167977,10096227,82945,0,208970,1890114,5131,0,59424,0,75410,0,14012364,32804244,29449212,29845368,2116,705520
2018-05-18_14-55-42.281596325,1526648142.283401048,2018-05-18_14-55-42.287784492,1526648142.289849191,1.56,1.49,1.36,4351537220,2359746711926,7968542,12567449,13513667,13853613,9311000,6746367,7167977,10096227,84062,0,211668,1909405,5132,0,60220,0,76381,0,14199201,32804244,29450248,29846628,2116,705520
2018-05-18_14-56-12.340998466,1526648172.343011049,2018-05-18_14-56-12.347362892,1526648172.349482070,1.50,1.48,1.36,4407112330,2390009388610,7989328,12594750,13516784,14066688,9311000,6746367,8002757,10096227,85138,0,214379,1928735,5133,0,61035,0,77313,0,14387308,32804244,29447392,29842880,2116,705520
2018-05-18_14-56-42.400894619,1526648202.402824580,2018-05-18_14-56-42.407209288,1526648202.409340899,1.42,1.47,1.36,4463101136,2418924640624,7989418,12624391,13518010,14856152,9311000,6746367,8032336,10096227,86177,0,216993,1948259,5139,0,61798,0,78213,0,14568636,32804244,29449528,29845132,2116,705524
2018-05-18_14-57-12.462593357,1526648232.464750230,2018-05-18_14-57-12.469175998,1526648232.471368754,1.32,1.44,1.35,4516690198,2447917740704,7989469,12628401,13522688,15107850,9311000,7538270,8032336,10096227,87268,0,219781,1967609,5143,0,62598,0,79156,0,14760966,32804244,29435072,29830360,2116,705536
2018-05-18_14-57-42.524323469,1526648262.526375145,2018-05-18_14-57-42.530712529,1526648262.532801917,1.54,1.48,1.37,4559329372,2470305045530,7989529,12639921,13528842,15773849,9311000,7562380,8032336,10096227,88135,0,222492,1987335,5145,0,63202,0,79876,0,14916188,32804244,29433620,29828996,2116,705536
2018-05-18_14-58-12.585667479,1526648292.587787740,2018-05-18_14-58-12.592360309,1526648292.594474430,1.48,1.47,1.37,4606176226,2493682725740,7989759,12724961,13533264,15894089,9311000,8219711,8032336,10096227,89041,0,225301,2006905,5147,0,63877,0,80636,0,15075326,32804244,29435088,29830728,2116,705540
2018-05-18_14-58-42.647116651,1526648322.649085549,2018-05-18_14-58-42.653740784,1526648322.655789194,1.50,1.47,1.37,4650758312,2517252437480,8639999,12769226,13535452,16056653,9311000,8245084,8032336,10096227,90011,0,228148,2026390,5148,0,64556,0,81456,0,15221196,32804244,29436936,29832592,2116,705544
