StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,bbuser,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-13_15-35-17.814807241,1526218517.816713407,36.656834,2018-05-13_15-35-48.055250515,1526218548.057142249,0.63,0.26,0.14,6484,7304,67,0,8,8,0,0,0,0,10649,0,2711,1142403,2364,0,6,0,0,0,32804244,31870852,31743172,2116,136600
2018-05-13_15-35-48.101437785,1526218548.103301482,36.656835,2018-05-13_15-36-18.342051585,1526218578.343953253,0.78,0.33,0.16,7676,8688,75,0,8,8,0,0,0,0,13674,0,2719,1163597,2364,0,6,0,0,0,32804244,31872224,31744628,2116,136588
2018-05-13_15-36-18.388494759,1526218578.390361534,36.656836,2018-05-13_15-36-48.629242897,1526218608.631131926,0.86,0.40,0.19,8868,10072,83,0,8,8,0,0,0,0,16699,0,2726,1184792,2364,0,6,0,0,0,32804244,31860708,31732456,2116,136596
2018-05-13_15-36-48.675803715,1526218608.677685490,36.656828,2018-05-13_15-37-18.916453248,1526218638.918344521,0.85,0.44,0.21,10060,11456,91,0,8,9,0,0,0,0,19725,0,2735,1205984,2364,0,6,0,0,0,32804244,31861536,31733292,2116,136600
2018-05-13_15-37-18.963035434,1526218638.964913759,36.656836,2018-05-13_15-37-49.203531994,1526218669.205417342,0.91,0.49,0.24,11252,12840,99,0,8,9,0,0,0,0,22749,0,2740,1227182,2364,0,6,0,0,0,32804244,31859848,31731396,2116,136600
2018-05-13_15-37-49.250022631,1526218669.251912145,36.656830,2018-05-13_15-38-19.490672569,1526218699.492558019,0.88,0.52,0.25,12444,14224,107,0,9,9,0,0,0,0,25776,0,2748,1248373,2364,0,6,0,0,0,32804244,31860908,31732992,2116,136604
2018-05-13_15-38-19.537294921,1526218699.539168115,36.656833,2018-05-13_15-38-49.778299323,1526218729.780223370,0.82,0.54,0.27,13636,15608,111,20,10,9,0,0,0,0,28803,0,2755,1269567,2364,0,6,0,0,0,32804244,31861660,31733780,2116,136604
2018-05-13_15-38-49.824839407,1526218729.826703508,36.656834,2018-05-13_15-39-20.065302066,1526218760.067165781,0.78,0.55,0.28,14828,16992,115,40,11,9,0,0,0,0,31827,0,2762,1290762,2364,0,6,0,0,0,32804244,31874288,31746704,2116,136608
2018-05-13_15-39-20.111887491,1526218760.113765949,36.656681,2018-05-13_15-39-50.352458503,1526218790.354361324,0.88,0.60,0.31,16314,18734,119,59,11,10,0,0,0,0,34851,0,2767,1311960,2364,0,6,0,0,0,32804244,31875004,31747168,2116,136600
2018-05-13_15-39-50.398880776,1526218790.400748630,36.656763,2018-05-13_15-40-20.639430036,1526218820.641341604,0.87,0.62,0.32,17212,19760,123,78,12,10,0,0,0,0,37878,0,2773,1333154,2364,0,6,0,0,0,32804244,31875140,31747000,2116,136612
2018-05-13_15-40-20.685893691,1526218820.687756922,36.656827,2018-05-13_15-40-50.926443003,1526218850.928410144,0.98,0.68,0.35,18404,21144,130,78,12,11,0,0,0,0,40901,0,2778,1354352,2364,0,6,0,0,0,32804244,31875212,31747084,2116,136612
2018-05-13_15-40-50.972762096,1526218850.974637420,36.656835,2018-05-13_15-41-21.213175236,1526218881.215052120,0.99,0.71,0.37,19596,22528,138,78,12,11,0,0,0,0,43926,0,2784,1375549,2364,0,6,0,0,0,32804244,31875504,31747100,2116,136612
2018-05-13_15-41-21.259437324,1526218881.261303803,36.656827,2018-05-13_15-41-51.499710824,1526218911.501586701,0.99,0.73,0.39,20788,23912,146,78,13,11,0,0,0,0,46950,0,2789,1396747,2364,0,6,0,0,0,32804244,31875192,31747336,2116,136612
2018-05-13_15-41-51.545955221,1526218911.547845338,36.656835,2018-05-13_15-42-21.786282070,1526218941.788155913,1.06,0.78,0.42,21980,25296,155,78,13,11,0,0,0,0,49974,0,2794,1417943,2364,0,6,0,0,0,32804244,31874984,31746576,2116,136612
2018-05-13_15-42-21.832560194,1526218941.834405967,36.656824,2018-05-13_15-42-52.072706584,1526218972.074581124,1.04,0.80,0.43,23172,26680,159,78,14,30,0,0,0,0,52998,0,2800,1439141,2364,0,6,0,0,0,32804244,31875020,31746620,2116,136612
2018-05-13_15-42-52.118887389,1526218972.120763108,36.656834,2018-05-13_15-43-22.359318399,1526219002.361192314,1.02,0.82,0.45,24364,28064,163,78,14,51,0,0,0,0,56022,0,2806,1460337,2364,0,6,0,0,0,32804244,31874556,31746412,2116,136612
2018-05-13_15-43-22.405632381,1526219002.407477028,36.656838,2018-05-13_15-43-52.645979689,1526219032.647886575,1.09,0.85,0.47,25556,29448,167,78,14,72,0,0,0,0,59045,0,2811,1481535,2364,0,6,0,0,0,32804244,31874212,31746616,2116,136612
2018-05-13_15-43-52.692267903,1526219032.694125367,36.656837,2018-05-13_15-44-22.932597336,1526219062.934494714,1.06,0.87,0.49,26748,30832,171,78,14,93,0,0,0,0,62071,0,2819,1502728,2364,0,6,0,0,0,32804244,31862696,31734552,2116,136624
2018-05-13_15-44-22.979053155,1526219062.980923753,36.656837,2018-05-13_15-44-53.219458086,1526219093.221459497,0.98,0.86,0.50,27940,32216,175,98,15,93,0,0,0,0,65096,0,2823,1523925,2364,0,6,0,0,0,32804244,31863272,31735112,2116,136624
2018-05-13_15-44-53.265989567,1526219093.267861253,36.656834,2018-05-13_15-45-23.506555545,1526219123.508424361,0.74,0.81,0.50,29132,33600,179,119,16,93,0,0,0,0,68123,0,2832,1545116,2364,0,6,0,0,0,32804244,31863312,31735212,2116,136628
2018-05-13_15-45-23.553156008,1526219123.555012446,36.656826,2018-05-13_15-45-53.793921731,1526219153.795843903,0.76,0.81,0.51,30324,34984,183,139,17,93,0,0,0,0,71150,0,2838,1566309,2364,0,6,0,0,0,32804244,31862836,31734444,2116,136632
2018-05-13_15-45-53.840359020,1526219153.842207100,36.656788,2018-05-13_15-46-24.080710563,1526219184.082584326,0.80,0.82,0.52,31516,36368,187,159,18,93,0,0,0,0,74174,0,2844,1587505,2364,0,6,0,0,0,32804244,31862640,31733952,2116,136632
2018-05-13_15-46-24.127124227,1526219184.128979589,36.656836,2018-05-13_15-46-54.368040497,1526219214.369932373,0.88,0.83,0.53,32708,37752,195,159,18,93,0,0,0,0,77200,0,2851,1608699,2364,0,6,0,0,0,32804244,31862868,31734580,2116,136636
2018-05-13_15-46-54.414484611,1526219214.416364036,36.656836,2018-05-13_15-47-24.654897361,1526219244.656781119,0.93,0.85,0.55,33900,39136,204,159,18,93,0,0,0,0,80225,0,2858,1629894,2364,0,6,0,0,0,32804244,31875404,31746700,2116,136628
2018-05-13_15-47-24.701391223,1526219244.703272783,36.656837,2018-05-13_15-47-54.941937309,1526219274.943804808,0.96,0.86,0.56,35092,40520,212,159,18,93,0,0,0,0,83249,0,2863,1651092,2364,0,6,0,0,0,32804244,31874976,31747140,2116,136628
2018-05-13_15-47-54.988261211,1526219274.990122653,36.656837,2018-05-13_15-48-25.228911628,1526219305.230785530,0.98,0.88,0.58,36284,41904,219,159,18,95,0,0,0,0,86273,0,2869,1672289,2364,0,6,0,0,0,32804244,31874748,31746876,2116,136628
2018-05-13_15-48-25.275298565,1526219305.277170360,36.656835,2018-05-13_15-48-55.515923665,1526219335.517804708,0.99,0.89,0.59,37476,43288,241,159,19,95,0,0,0,0,89298,0,2873,1693487,2364,0,6,0,0,0,32804244,31874644,31746948,2116,136628
2018-05-13_15-48-55.562188549,1526219335.564046536,36.656837,2018-05-13_15-49-25.802412258,1526219365.804284009,0.99,0.90,0.60,38668,44672,265,159,19,95,0,0,0,0,92322,0,2879,1714683,2364,0,6,0,0,0,32804244,31874372,31747060,2116,136628
2018-05-13_15-49-25.848765021,1526219365.850637950,36.656838,2018-05-13_15-49-56.089255313,1526219396.091154051,0.99,0.91,0.62,39860,46056,287,159,19,95,0,0,0,0,95346,0,2884,1735881,2364,0,6,0,0,0,32804244,31875280,31747444,2116,136628
2018-05-13_15-49-56.135536575,1526219396.137393006,36.656837,2018-05-13_15-50-26.375891426,1526219426.377760329,1.00,0.92,0.63,41052,47440,311,159,19,95,0,0,0,0,98372,0,2891,1757074,2365,0,6,0,0,0,32804244,31875024,31747448,2116,136636
2018-05-13_15-50-26.422243017,1526219426.424086766,36.656837,2018-05-13_15-50-56.662785502,1526219456.664667000,1.00,0.93,0.64,42244,48824,319,160,19,95,0,0,0,0,101397,0,2896,1778272,2365,0,6,0,0,0,32804244,31875460,31747052,2116,136636
2018-05-13_15-50-56.709033424,1526219456.710906315,36.656834,2018-05-13_15-51-26.949435800,1526219486.951300604,0.94,0.92,0.65,43436,50208,327,160,20,95,0,0,0,0,104421,0,2902,1799469,2365,0,6,0,0,0,32804244,31876296,31748176,2116,136636
2018-05-13_15-51-26.995813697,1526219486.997678707,36.656837,2018-05-13_15-51-57.236493127,1526219517.238396802,0.96,0.93,0.66,44628,51592,337,160,20,95,0,0,0,0,107445,0,2906,1820667,2365,0,6,0,0,0,32804244,31875700,31747572,2116,136636
2018-05-13_15-51-57.282823321,1526219517.284689488,36.656825,2018-05-13_15-52-27.523568819,1526219547.525463038,0.98,0.93,0.67,45820,52976,346,160,20,95,0,0,0,0,110471,0,2914,1841860,2365,0,6,0,0,0,32804244,31862672,31735360,2116,136644
2018-05-13_15-52-27.570163552,1526219547.572009837,36.656836,2018-05-13_15-52-57.811195651,1526219577.813087357,0.99,0.94,0.68,47012,54360,353,160,20,96,0,0,0,0,113496,0,2918,1863058,2365,0,7,0,0,0,32804244,31863756,31735928,2116,136652
2018-05-13_15-52-57.857495598,1526219577.859361254,36.656834,2018-05-13_15-53-28.098294448,1526219608.100178379,0.99,0.95,0.69,6245328566,56102,360,160,21,96,0,0,0,0,116521,0,2928,1884249,2365,0,7,0,0,0,32804244,31862868,31735040,2116,136652
2018-05-13_15-53-28.144913225,1526219608.146769626,36.656832,2018-05-13_15-53-58.385728958,1526219638.387612056,1.00,0.95,0.70,49396,57128,369,160,21,96,0,0,0,0,119548,0,2934,1905443,2365,0,7,0,0,0,32804244,31863212,31735312,2116,136656
2018-05-13_15-53-58.432141075,1526219638.434000378,36.656836,2018-05-13_15-54-28.672673578,1526219668.674536473,1.00,0.96,0.71,50588,58512,378,160,21,96,0,0,0,0,122573,0,2941,1926639,2365,0,7,0,0,0,32804244,31862724,31734344,2116,136656
2018-05-13_15-54-28.718964415,1526219668.720842976,36.656837,2018-05-13_15-54-58.959952387,1526219698.961845840,1.00,0.96,0.72,51780,59896,382,160,42,96,0,0,0,0,125598,0,2948,1947832,2365,0,7,0,0,0,32804244,31863180,31734760,2116,136660
2018-05-13_15-54-59.006543313,1526219699.008417071,36.656836,2018-05-13_15-55-29.247328460,1526219729.249230031,1.00,0.96,0.73,52972,61280,386,160,63,96,0,0,0,0,128623,0,2955,1969028,2365,0,7,0,0,0,32804244,31875136,31746696,2116,136652
2018-05-13_15-55-29.293869253,1526219729.295746644,36.656836,2018-05-13_15-55-59.534546294,1526219759.536413504,1.00,0.97,0.73,54164,62664,390,160,84,96,0,0,0,0,131647,0,2959,1990226,2365,0,7,0,0,0,32804244,31874720,31747032,2116,136652
2018-05-13_15-55-59.580809618,1526219759.582662579,36.656837,2018-05-13_15-56-29.821277008,1526219789.823173507,1.00,0.97,0.74,55356,64048,394,160,105,96,0,0,0,0,134671,0,2966,2011422,2365,0,7,0,0,0,32804244,31875160,31747240,2116,136652
2018-05-13_15-56-29.867603041,1526219789.869489963,36.656837,2018-05-13_15-57-00.107954124,1526219820.109795077,0.94,0.96,0.75,56548,65432,402,160,106,96,0,0,0,0,137695,0,2970,2032620,2365,0,7,0,0,0,32804244,31874764,31747200,2116,136652
2018-05-13_15-57-00.154172730,1526219820.156021401,36.656837,2018-05-13_15-57-30.394429748,1526219850.396315273,0.97,0.96,0.76,57740,66816,410,160,106,96,0,0,0,0,140719,0,2977,2053816,2365,0,7,0,0,0,32804244,31875348,31748308,2116,136652
2018-05-13_15-57-30.440885513,1526219850.442762945,36.656838,2018-05-13_15-58-00.681403146,1526219880.683284218,0.98,0.96,0.77,58932,68200,419,160,106,96,0,0,0,0,143743,0,2981,2075015,2365,0,7,0,0,0,32804244,31875464,31747440,2116,136652
2018-05-13_15-58-00.727610071,1526219880.729470033,36.656838,2018-05-13_15-58-30.967668063,1526219910.969535621,0.99,0.97,0.77,60124,69584,428,160,106,96,0,0,0,0,146767,0,2988,2096211,2365,0,7,0,0,0,32804244,31875336,31747736,2116,136652
2018-05-13_15-58-31.013893438,1526219911.015797368,36.656838,2018-05-13_15-59-01.254451509,1526219941.256330494,0.99,0.97,0.78,61316,70968,432,181,106,96,0,0,0,0,149791,0,2993,2117409,2365,0,7,0,0,0,32804244,31875440,31746948,2116,136652
2018-05-13_15-59-01.300680229,1526219941.302547212,36.656835,2018-05-13_15-59-31.541007031,1526219971.542920028,1.00,0.97,0.79,62508,72352,436,201,106,96,0,0,0,0,152816,0,2998,2138605,2365,0,7,0,0,0,32804244,31874400,31746576,2116,136652
2018-05-13_15-59-31.587578887,1526219971.589504267,36.656831,2018-05-13_16-00-01.828016864,1526220001.829917289,1.00,0.97,0.79,63700,73736,440,222,106,96,0,0,0,0,155841,0,3004,2159801,2365,0,7,0,0,0,32804244,31874172,31746608,2116,136656
2018-05-13_16-00-01.874547095,1526220001.876415575,36.656788,2018-05-13_16-00-32.115392873,1526220032.117305447,0.94,0.96,0.79,64892,75120,444,241,107,96,0,0,0,0,158867,0,3012,2180993,2365,0,7,0,0,0,32804244,31861676,31733804,2116,136668
2018-05-13_16-00-32.161899042,1526220032.163771270,36.656836,2018-05-13_16-01-02.402340068,1526220062.404195490,0.96,0.96,0.80,66084,76504,448,241,107,116,0,0,0,0,161891,0,3019,2202188,2365,0,7,0,0,0,32804244,31862748,31734576,2116,136672
2018-05-13_16-01-02.448629937,1526220062.450476682,36.656836,2018-05-13_16-01-32.689100269,1526220092.690991728,0.98,0.97,0.80,67276,77888,452,241,107,136,0,0,0,0,164918,0,3028,2223379,2365,0,7,0,0,0,32804244,31861824,31734468,2116,136680
