StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,bbuser,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-13_16-01-32.735556893,1526220092.737415023,36.656838,2018-05-13_16-02-02.976252822,1526220122.978153531,0.99,0.97,0.81,68468,79272,456,241,107,157,0,0,0,0,167944,0,3035,2244573,2365,0,7,0,0,0,32804244,31862304,31734756,2116,136680
2018-05-13_16-02-03.022745795,1526220123.024601772,36.656838,2018-05-13_16-02-33.263270661,1526220153.265145710,0.99,0.97,0.82,69660,80656,460,241,107,178,0,0,0,0,170968,0,3041,2265769,2365,0,7,0,0,0,32804244,31862076,31733964,2116,136680
2018-05-13_16-02-33.309605458,1526220153.311476097,36.656835,2018-05-13_16-03-03.550256958,1526220183.552160117,0.99,0.98,0.82,70852,82040,467,241,108,178,0,0,0,0,173994,0,3048,2286962,2365,0,7,0,0,0,32804244,31862484,31734056,2116,136684
2018-05-13_16-03-03.596829542,1526220183.598692773,36.656836,2018-05-13_16-03-33.837431446,1526220213.839310971,1.00,0.98,0.83,72044,83424,475,241,108,178,0,0,0,0,177019,0,3055,2308158,2365,0,7,0,0,0,32804244,31875000,31747176,2116,136676
2018-05-13_16-03-33.883901978,1526220213.885754398,36.656837,2018-05-13_16-04-04.124370595,1526220244.126361620,1.00,0.98,0.83,73236,84808,483,241,109,178,0,0,0,0,180043,0,3060,2329356,2365,0,7,0,0,0,32804244,31873668,31745548,2116,136676
2018-05-13_16-04-04.170905048,1526220244.172744514,36.656837,2018-05-13_16-04-34.411419060,1526220274.413312493,1.00,0.98,0.84,74428,86192,490,242,109,178,0,0,0,0,183067,0,3066,2350552,2365,0,7,0,0,0,32804244,31873592,31745744,2116,136676
2018-05-13_16-04-34.458119773,1526220274.459989622,36.656836,2018-05-13_16-05-04.698647087,1526220304.700546703,1.00,0.99,0.85,75620,87576,494,242,131,178,0,0,0,0,186091,0,3071,2371751,2365,0,7,0,0,0,32804244,31871916,31743832,2116,136676
2018-05-13_16-05-04.745371423,1526220304.747290961,36.656838,2018-05-13_16-05-34.985881967,1526220334.987765167,1.00,0.99,0.85,76812,88960,498,242,151,178,0,0,0,0,189115,0,3077,2392947,2365,0,7,0,0,0,32804244,31873044,31745168,2116,136676
2018-05-13_16-05-35.032176180,1526220335.034024241,36.656836,2018-05-13_16-06-05.272662895,1526220365.274528400,1.00,0.99,0.86,78004,90344,502,242,171,178,0,0,0,0,192139,0,3081,2414145,2365,0,7,0,0,0,32804244,31873036,31744952,2116,136676
2018-05-13_16-06-05.319018308,1526220365.320888494,36.656836,2018-05-13_16-06-35.559467973,1526220395.561356250,1.00,0.99,0.86,79196,91792,506,242,190,178,0,0,0,0,195164,0,3087,2435341,2365,0,7,0,0,0,32804244,31873968,31745576,2116,136676
2018-05-13_16-06-35.605814486,1526220395.607679747,36.656838,2018-05-13_16-07-05.846013806,1526220425.847889106,1.00,0.99,0.87,80388,93534,514,242,190,178,0,0,0,0,198187,0,3091,2456539,2365,0,7,0,0,0,32804244,31872836,31744692,2116,136676
2018-05-13_16-07-05.892306257,1526220425.894156355,36.656837,2018-05-13_16-07-36.132561850,1526220456.134445834,1.00,0.99,0.87,81580,94560,523,242,190,178,0,0,0,0,201211,0,3098,2477736,2365,0,7,0,0,0,32804244,31873232,31745576,2116,136676
2018-05-13_16-07-36.178831381,1526220456.180672809,36.656837,2018-05-13_16-08-06.419061722,1526220486.420923251,1.06,1.00,0.88,82772,95944,532,242,190,178,0,0,0,0,204235,0,3102,2498934,2365,0,7,0,0,0,32804244,31873248,31745436,2116,136676
2018-05-13_16-08-06.465215240,1526220486.467065640,36.656837,2018-05-13_16-08-36.705904520,1526220516.707829220,1.04,1.00,0.88,83964,97328,541,242,190,178,0,0,0,0,207262,0,3110,2520126,2365,0,7,0,0,0,32804244,31861952,31733396,2116,136688
2018-05-13_16-08-36.752354929,1526220516.754214210,36.656830,2018-05-13_16-09-06.993129535,1526220546.995030755,1.02,1.00,0.88,85156,98712,548,242,190,179,0,0,0,0,210288,0,3117,2541320,2365,0,7,0,0,0,32804244,31861812,31733152,2116,136688
2018-05-13_16-09-07.039881021,1526220547.041769798,36.656837,2018-05-13_16-09-37.280531199,1526220577.282428869,1.01,1.00,0.89,86348,100096,555,242,192,179,0,0,0,0,213311,0,3124,2562516,2365,0,7,0,0,0,32804244,31861340,31732972,2116,136688
2018-05-13_16-09-37.327124299,1526220577.329011038,36.656836,2018-05-13_16-10-07.567755945,1526220607.569640036,1.01,1.00,0.89,87540,101480,563,242,192,179,0,0,0,0,216339,0,3133,2583705,2365,0,7,0,0,0,32804244,31860528,31732712,2116,136700
2018-05-13_16-10-07.614843402,1526220607.616730216,36.656834,2018-05-13_16-10-37.855771945,1526220637.857669089,1.01,1.00,0.89,89026,103222,570,242,192,180,0,0,0,0,219365,0,3141,2604899,2365,0,7,0,0,0,32804244,31861708,31733612,2116,136708
2018-05-13_16-10-37.902476340,1526220637.904334026,36.656836,2018-05-13_16-11-08.143100928,1526220668.145037739,1.00,1.00,0.90,89924,104248,592,242,192,181,0,0,0,0,222389,0,3148,2626095,2365,0,7,0,0,0,32804244,31860412,31732080,2116,136708
2018-05-13_16-11-08.189474017,1526220668.191336859,36.656837,2018-05-13_16-11-38.429980529,1526220698.431896286,1.06,1.02,0.90,91116,105632,616,242,192,181,0,0,0,0,225414,0,3153,2647292,2365,0,7,0,0,0,32804244,31873760,31745664,2116,136700
2018-05-13_16-11-38.476691876,1526220698.478570334,36.656837,2018-05-13_16-12-08.717183191,1526220728.719088873,1.04,1.01,0.91,92308,107016,639,242,192,182,0,0,0,0,228438,0,3159,2668489,2365,0,7,0,0,0,32804244,31873396,31745524,2116,136700
2018-05-13_16-12-08.763638140,1526220728.765491302,36.656837,2018-05-13_16-12-39.004045425,1526220759.005931496,1.02,1.01,0.91,93500,108400,662,242,192,183,0,0,0,0,231463,0,3163,2689687,2365,0,7,0,0,0,32804244,31874460,31745672,2116,136700
2018-05-13_16-12-39.050375065,1526220759.052250291,36.656835,2018-05-13_16-13-09.290730530,1526220789.292632823,1.09,1.03,0.92,94692,109784,671,242,192,183,0,0,0,0,234488,0,3168,2710883,2365,0,7,0,0,0,32804244,31872984,31745444,2116,136700
2018-05-13_16-13-09.337370431,1526220789.339250324,36.656837,2018-05-13_16-13-39.577725935,1526220819.579613640,1.06,1.03,0.92,95884,111168,679,242,192,183,0,0,0,0,237511,0,3174,2732081,2365,0,7,0,0,0,32804244,31873844,31745748,2116,136700
2018-05-13_16-13-39.624173902,1526220819.626045673,36.656835,2018-05-13_16-14-09.864620135,1526220849.866505480,1.04,1.03,0.92,97076,112552,689,242,192,183,0,0,0,0,240536,0,3180,2753278,2365,0,7,0,0,0,32804244,31873820,31745972,2116,136700
2018-05-13_16-14-09.911029652,1526220849.912893981,36.656837,2018-05-13_16-14-40.151468060,1526220880.153398767,1.02,1.02,0.93,98268,113936,697,242,192,183,0,0,0,0,243560,0,3184,2774476,2365,0,7,0,0,0,32804244,31873476,31745616,2116,136700
2018-05-13_16-14-40.197877946,1526220880.199726429,36.656838,2018-05-13_16-15-10.438342510,1526220910.440240419,1.01,1.02,0.93,99460,115320,701,242,213,183,0,0,0,0,246584,0,3190,2795672,2365,0,7,0,0,0,32804244,31873352,31745452,2116,136700
2018-05-13_16-15-10.484688584,1526220910.486565411,36.656838,2018-05-13_16-15-40.724944654,1526220940.726831062,1.01,1.02,0.93,100652,116704,705,242,234,183,0,0,0,0,249608,0,3195,2816870,2365,0,7,0,0,0,32804244,31873400,31745540,2116,136700
2018-05-13_16-15-40.771257099,1526220940.773120983,36.656838,2018-05-13_16-16-11.011719773,1526220971.013605257,1.00,1.01,0.94,101844,118088,709,242,255,183,0,0,0,0,252632,0,3200,2838067,2365,0,7,0,0,0,32804244,31873892,31745804,2116,136700
2018-05-13_16-16-11.058049608,1526220971.059924249,36.656837,2018-05-13_16-16-41.298484138,1526221001.300372258,1.00,1.01,0.94,103036,119472,713,242,275,183,0,0,0,0,255658,0,3207,2859261,2365,0,7,0,0,0,32804244,31861712,31733904,2116,136712
2018-05-13_16-16-41.344912556,1526221001.346758965,36.656832,2018-05-13_16-17-11.585870203,1526221031.587771071,1.00,1.01,0.94,104228,120856,735,243,275,184,0,0,0,0,258684,0,3215,2880452,2365,0,7,0,0,0,32804244,31861772,31733564,2116,136712
2018-05-13_16-17-11.632350016,1526221031.634206791,36.656836,2018-05-13_16-17-41.872606703,1526221061.874472467,1.00,1.01,0.94,105420,122240,757,243,276,184,0,0,0,0,261708,0,3220,2901650,2365,0,7,0,0,0,32804244,31862064,31733936,2116,136716
2018-05-13_16-17-41.918943593,1526221061.920794365,36.656836,2018-05-13_16-18-12.159423011,1526221092.161327783,1.00,1.01,0.95,106612,123624,781,243,276,184,0,0,0,0,264734,0,3228,2922842,2365,0,7,0,0,0,32804244,31861760,31733660,2116,136716
2018-05-13_16-18-12.206067623,1526221092.207929995,36.656836,2018-05-13_16-18-42.446836096,1526221122.448733631,1.00,1.01,0.95,107804,125008,805,243,276,184,0,0,0,0,267760,0,3236,2944035,2365,0,7,0,0,0,32804244,31861680,31733320,2116,136720
2018-05-13_16-18-42.493717877,1526221122.495597302,36.656837,2018-05-13_16-19-12.734423903,1526221152.736378431,1.00,1.01,0.95,108996,126392,812,243,278,184,0,0,0,0,270785,0,3242,2965232,2365,0,7,0,0,0,32804244,31861124,31733320,2116,136724
2018-05-13_16-19-12.780869089,1526221152.782745358,36.656835,2018-05-13_16-19-43.021517782,1526221183.023389657,1.00,1.01,0.95,110188,127776,820,243,278,184,0,0,0,0,273809,0,3248,2986429,2365,0,7,0,0,0,32804244,31874372,31746252,2116,136716
2018-05-13_16-19-43.067888680,1526221183.069750848,36.656835,2018-05-13_16-20-13.308381889,1526221213.310300666,1.00,1.01,0.95,111380,129160,827,243,278,185,0,0,0,0,276834,0,3256,3007623,2365,0,7,0,0,0,32804244,31875024,31746948,2116,136724
2018-05-13_16-20-13.354889182,1526221213.356748419,36.656837,2018-05-13_16-20-43.595210157,1526221243.597077144,1.00,1.01,0.95,112572,130544,835,243,278,185,0,0,0,0,279857,0,3261,3028821,2365,0,7,0,0,0,32804244,31874736,31746128,2116,136724
2018-05-13_16-20-43.641537595,1526221243.643398986,36.656837,2018-05-13_16-21-13.881886630,1526221273.883780541,0.95,1.00,0.95,113764,131928,839,261,278,186,0,0,0,0,282882,0,3267,3050017,2365,0,7,0,0,0,32804244,31874156,31746628,2116,136724
2018-05-13_16-21-13.928355724,1526221273.930228400,36.656837,2018-05-13_16-21-44.168517400,1526221304.170385277,0.92,0.98,0.95,114956,133312,843,281,278,186,0,0,0,0,285906,0,3271,3071215,2365,0,7,0,0,0,32804244,31874272,31746164,2116,136724
2018-05-13_16-21-44.214766769,1526221304.216629979,36.656835,2018-05-13_16-22-14.454972784,1526221334.456874594,0.95,0.99,0.95,116148,134696,847,302,278,186,0,0,0,0,288930,0,3278,3092411,2365,0,7,0,0,0,32804244,31874364,31746540,2116,136724
2018-05-13_16-22-14.501394711,1526221334.503270394,36.656837,2018-05-13_16-22-44.741486247,1526221364.743503936,0.97,0.99,0.95,117340,136080,851,321,279,186,0,0,0,0,291953,0,3282,3113609,2365,0,7,0,0,0,32804244,31874476,31746096,2116,136724
2018-05-13_16-22-44.788006306,1526221364.789890407,36.656835,2018-05-13_16-23-15.028688778,1526221395.030595098,0.98,0.99,0.95,118532,137464,859,321,279,186,0,0,0,0,294978,0,3288,3134806,2365,0,7,0,0,0,32804244,31874988,31746376,2116,136724
2018-05-13_16-23-15.075142872,1526221395.077012194,36.656838,2018-05-13_16-23-45.315655952,1526221425.317526308,0.99,0.99,0.95,119724,138848,867,321,279,186,0,0,0,0,298002,0,3292,3156004,2365,0,7,0,0,0,32804244,31874460,31746844,2116,136724
2018-05-13_16-23-45.361928799,1526221425.363784684,36.656832,2018-05-13_16-24-15.602174981,1526221455.604039544,0.99,0.99,0.95,121210,140590,876,321,279,186,0,0,0,0,301026,0,3298,3177200,2365,0,7,0,0,0,32804244,31874388,31746304,2116,136724
2018-05-13_16-24-15.648358992,1526221455.650252977,36.656838,2018-05-13_16-24-45.888777805,1526221485.890672497,1.00,0.99,0.95,122108,141616,884,321,279,186,0,0,0,0,304052,0,3305,3198394,2365,0,7,0,0,0,32804244,31862068,31733808,2116,136736
2018-05-13_16-24-45.935231661,1526221485.937118831,36.656833,2018-05-13_16-25-16.175943711,1526221516.177849658,1.00,0.99,0.95,123300,143000,892,321,279,186,0,0,0,0,307078,0,3313,3219586,2365,0,7,0,0,0,32804244,31861424,31733352,2116,136740
2018-05-13_16-25-16.222529926,1526221516.224406464,36.656826,2018-05-13_16-25-46.462958825,1526221546.464854697,1.00,0.99,0.95,124492,144384,900,321,279,187,0,0,0,0,310102,0,3317,3240784,2365,0,7,0,0,0,32804244,31862156,31734052,2116,136740
2018-05-13_16-25-46.509458002,1526221546.511332400,36.656835,2018-05-13_16-26-16.749947455,1526221576.751875379,1.05,1.00,0.96,125684,145768,908,321,279,187,0,0,0,0,313129,0,3325,3261975,2365,0,7,0,0,0,32804244,31862832,31734516,2116,136740
