StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-15_10-42-04.152193030,1526373724.154108716,21478838653,2018-05-15_10-42-34.226946253,1526373754.228852984,0.13,0.12,0.12,125903558,80923008908,267977,0,0,0,0,0,1851279,0,721,0,3480,455549,2531,0,334,0,0,0,32804244,31611468,31492920,2116,155556
2018-05-15_10-42-34.273600693,1526373754.275486820,21267563148,2018-05-15_10-43-04.315948617,1526373784.317879101,0.29,0.16,0.14,220880716,160908887962,533274,0,0,0,0,0,3187413,0,740,0,4752,476574,2531,0,634,0,0,0,32804244,31612356,31493576,2116,155556
2018-05-15_10-43-04.363016557,1526373784.364907243,22212816733,2018-05-15_10-43-34.404934956,1526373814.406851104,0.49,0.22,0.16,317894162,245033535922,812380,1383063,0,0,0,0,3187413,0,765,0,5890,497972,2532,0,900,0,0,0,32804244,31610428,31491928,2116,155560
2018-05-15_10-43-34.451752916,1526373814.453641337,21402105052,2018-05-15_10-43-49.515956848,1526373829.517883687,0.45,0.23,0.16,369781976,285258888502,945579,1383063,0,0,0,757130,3187413,0,776,0,6385,508497,2532,0,1025,0,0,0,32804244,31609228,31490732,2116,155564
2018-05-15_10-43-49.562929240,1526373829.564815179,,2018-05-15_10-43-49.573456340,1526373829.575339702,0.45,0.23,0.16,369781976,285258888502,945580,1383063,1,0,0,757130,3187413,0,778,0,6389,508536,2532,0,1025,0,0,0,32804244,31609932,31491976,2116,155564
2018-05-15_10-43-49.620099232,1526373829.622000651,,2018-05-15_10-43-49.630517971,1526373829.632402921,0.45,0.23,0.16,369781976,285258888502,945581,1383063,2,0,0,757130,3187413,0,779,0,6394,508575,2532,0,1025,0,0,0,32804244,31610552,31491964,2116,155564
2018-05-15_10-43-49.676905520,1526373829.678787355,,2018-05-15_10-43-49.687201594,1526373829.689078472,0.45,0.23,0.16,370045912,285465500418,945582,1383063,2,0,0,757131,3187413,0,780,0,6400,508614,2532,0,1025,0,0,0,32804244,31610208,31492228,2116,155564
2018-05-15_10-43-49.733449065,1526373829.735317974,,2018-05-15_10-43-49.743882607,1526373829.745793706,0.45,0.23,0.16,370045912,285465500418,945583,1383063,3,0,0,757131,3187413,0,782,0,6404,508653,2532,0,1025,0,0,0,32804244,31610524,31491240,2116,155564
2018-05-15_10-43-49.790236928,1526373829.792120723,,2018-05-15_10-43-49.800574791,1526373829.802443738,0.45,0.23,0.16,370045912,285465500418,945584,1383063,3,0,0,757132,3187413,0,783,0,6409,508692,2532,0,1025,0,0,0,32804244,31610032,31490724,2116,155564
2018-05-15_10-43-49.846867440,1526373829.848755914,,2018-05-15_10-43-49.857159098,1526373829.859033077,0.45,0.23,0.16,370045912,285465500418,945585,1383063,3,0,0,757133,3187413,0,785,0,6414,508731,2532,0,1025,0,0,0,32804244,31609756,31491552,2116,155564
2018-05-15_10-43-49.903452466,1526373829.905324729,,2018-05-15_10-43-49.913761706,1526373829.915632427,0.45,0.23,0.16,370046168,285465500698,945586,1383063,4,0,0,757133,3187413,0,786,0,6418,508770,2532,0,1025,0,0,0,32804244,31610048,31491844,2116,155564
2018-05-15_10-43-49.960068661,1526373829.961938627,,2018-05-15_10-43-49.970374007,1526373829.972249328,0.45,0.23,0.16,370046168,285465500698,945587,1383064,4,0,0,757133,3187413,0,788,0,6423,508808,2532,0,1025,0,0,0,32804244,31610432,31491680,2116,155564
2018-05-15_10-43-50.016606616,1526373830.018473471,,2018-05-15_10-43-50.027059791,1526373830.028942823,0.45,0.23,0.16,370046168,285465500698,945588,1383064,4,0,0,757133,3187414,0,790,0,6428,508847,2532,0,1025,0,0,0,32804244,31609776,31491052,2116,155564
2018-05-15_10-43-50.073221112,1526373830.075092816,,2018-05-15_10-43-50.083491455,1526373830.085365459,0.45,0.23,0.16,370046168,285465500698,945589,1383064,4,0,0,757133,3187415,0,792,0,6432,508886,2532,0,1025,0,0,0,32804244,31610296,31491240,2116,155564
2018-05-15_10-43-50.129885933,1526373830.131757987,,2018-05-15_10-43-50.140328920,1526373830.142225035,0.45,0.23,0.16,370046168,285465500698,945590,1383065,4,0,0,757133,3187415,0,794,0,6436,508925,2532,0,1025,0,0,0,32804244,31609544,31491576,2116,155564
2018-05-15_10-43-50.186728552,1526373830.188601779,,2018-05-15_10-43-50.197012935,1526373830.198884650,0.45,0.23,0.16,370046488,285465501048,945591,1383065,4,0,0,757133,3187416,0,796,0,6441,508964,2532,0,1025,0,0,0,32804244,31610988,31492516,2116,155568
2018-05-15_10-43-50.243252869,1526373830.245127673,,2018-05-15_10-43-50.253539604,1526373830.255409854,0.45,0.23,0.16,370046488,285465501048,945592,1383066,4,0,0,757133,3187416,0,798,0,6445,509003,2532,0,1025,0,0,0,32804244,31609936,31491416,2116,155568
2018-05-15_10-43-50.300247547,1526373830.302117572,,2018-05-15_10-43-50.310830832,1526373830.312715059,0.45,0.23,0.16,370046488,285465501048,945593,1383067,4,0,0,757133,3187416,0,799,0,6450,509042,2532,0,1025,0,0,0,32804244,31610268,31491548,2116,155568
