StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-21_18-29-39.156064563,1526920179.158144243,2018-05-21_18-29-39.162480304,1526920179.164516197,1.41,1.12,0.69,1374177756,1224938553556,4746802,2877773,3353611,2568898,3084795,5650327,5287814,3686075,52810,7,70122,64403849,6081,0,26228,0,48163,0,15711041,32804244,29752604,30233976,2116,805460
2018-05-21_18-30-09.218142039,1526920209.220179995,2018-05-21_18-30-09.224551543,1526920209.226481544,1.31,1.12,0.71,1411780194,1260166512662,4759058,2952406,3388079,2630825,3104850,5660504,5374656,4300491,54151,7,72612,64423233,6083,0,26927,0,49496,0,15891194,32804244,29749156,30230324,2116,805472
2018-05-21_18-30-39.277518793,1526920239.279574216,2018-05-21_18-30-39.283960098,1526920239.285856808,1.32,1.14,0.73,1446047144,1294533102894,4765333,3070797,3388079,2630825,3104874,6349372,5414872,4300491,55275,7,75023,64442924,6084,0,27650,0,50615,0,16066607,32804244,29749224,30230956,2116,805476
2018-05-21_18-31-09.337146969,1526920269.339155269,2018-05-21_18-31-09.343578058,1526920269.345495312,1.47,1.20,0.76,1479909934,1328075275652,4810235,3070837,3388079,2673848,3112992,6350623,6133957,4300491,56416,7,77422,64462608,6086,0,28383,0,51749,0,16244214,32804244,29743992,30225756,2116,805480
2018-05-21_18-31-39.396414536,1526920299.398456575,2018-05-21_18-31-39.402819094,1526920299.404748957,1.35,1.19,0.77,1500087028,1364166036894,5007359,3135860,3388079,2673848,3441203,6365091,6214412,4308887,57757,7,79909,64482047,6089,0,29070,0,53085,0,16396045,32804244,29743220,30224924,2116,805480
2018-05-21_18-32-09.458072587,1526920329.460154131,2018-05-21_18-32-09.464543634,1526920329.466483689,1.29,1.19,0.78,1534450676,1398418198840,5057719,3161932,3388082,2721443,3466209,6415856,6254870,4936734,59011,7,82344,64501591,6091,0,29788,0,54332,0,16564683,32804244,29737292,30218960,2116,805480
2018-05-21_18-32-39.520646114,1526920359.522832932,2018-05-21_18-32-39.527396899,1526920359.529393247,1.14,1.17,0.79,1568490432,1432484251608,5142365,3181189,3388082,2721443,3477420,7130487,6259827,4936734,60183,7,84728,64521258,6092,0,30526,0,55499,0,16736442,32804244,29747704,30229204,2116,805476
2018-05-21_18-33-09.585057419,1526920389.587254729,2018-05-21_18-33-09.591770192,1526920389.593787184,1.16,1.17,0.80,1604227782,1468175389958,5256758,3301848,3388082,2721443,3515557,7226035,6813951,4936734,61531,7,87247,64540640,6096,0,31194,0,56843,0,16903687,32804244,29737416,30219456,2116,805480
2018-05-21_18-33-39.645544245,1526920419.647581929,2018-05-21_18-33-39.652007633,1526920419.653972783,1.18,1.17,0.81,1639421510,1503398283622,5304434,3335469,3479269,2734188,4080186,7290661,6905763,4936734,62825,7,89710,64560084,6100,0,31908,0,58130,0,17063546,32804244,29738584,30219972,2116,805480
2018-05-21_18-34-09.706712114,1526920449.708774264,2018-05-21_18-34-09.713129945,1526920449.715068245,1.10,1.15,0.82,1673995212,1538147225322,5304434,3468438,3479269,2772122,4080186,7945915,6905763,4987163,64050,7,92131,64579650,6101,0,32629,0,59352,0,17231895,32804244,29736928,30218688,2116,805480
2018-05-21_18-34-39.766861353,1526920479.768891520,2018-05-21_18-34-39.773342888,1526920479.775255499,1.23,1.19,0.84,1709021650,1573294155852,5401823,3468438,3479269,2870898,4088979,7945915,6905763,5665508,65303,7,94550,64599181,6102,0,33330,0,60599,0,17403548,32804244,29737700,30219740,2116,805480
2018-05-21_18-35-09.828517877,1526920509.830554789,2018-05-21_18-35-09.834901477,1526920509.836819616,1.27,1.20,0.86,1744734302,1608662872378,5518208,3468438,3499274,2910757,4643801,7963058,7068785,5665508,66600,7,97005,64618631,6103,0,34017,0,61892,0,17565034,32804244,29738156,30219608,2116,805480
2018-05-21_18-35-39.889058054,1526920539.891177256,2018-05-21_18-35-39.895559801,1526920539.897516698,1.24,1.20,0.87,1779867550,1643632147160,5624941,3548524,3499274,2910757,4643817,7963731,7745685,5665508,67818,7,99421,64638205,6105,0,34721,0,63104,0,17740144,32804244,29738740,30220520,2116,805480
2018-05-21_18-36-09.948963465,1526920569.950971613,2018-05-21_18-36-09.955287702,1526920569.957183656,1.29,1.21,0.88,1799291684,1678402050960,5739195,3617917,3499274,2910757,4656415,8447450,7745685,5665916,69076,7,101870,64657778,6107,0,35397,0,64359,0,17906326,32804244,29738472,30220252,2116,805480
2018-05-21_18-36-40.008973564,1526920600.011019468,2018-05-21_18-36-40.015391551,1526920600.017300550,1.31,1.22,0.89,1834829738,1711460731546,5747979,3643830,3499274,2910757,4658859,8477043,7763237,6426741,70218,7,104245,64677473,6109,0,36134,0,65497,0,18082119,32804244,29738560,30220600,2116,805480
2018-05-21_18-37-10.068353800,1526920630.070363473,2018-05-21_18-37-10.074622054,1526920630.076541152,1.20,1.20,0.90,1869775664,1746157710484,5897524,3643830,3507124,2910757,5212528,8598018,7835157,6426742,71561,7,106737,64696867,6112,0,36782,0,66836,0,18252424,32804244,29740176,30222220,2116,805484
2018-05-21_18-37-40.127385802,1526920660.129557311,2018-05-21_18-37-40.134166066,1526920660.136190006,1.05,1.17,0.89,1911096182,1781069165336,5955937,3762719,3507124,2910757,5237500,8677508,8517053,6426742,72909,7,109207,64716235,6116,0,37467,0,68177,0,18431702,32804244,29724644,30206624,2116,805492
2018-05-21_18-38-10.187081205,1526920690.189260254,2018-05-21_18-38-10.193924470,1526920690.195975212,1.24,1.20,0.91,1943887484,1814072601988,5955937,3762719,3507124,2951618,5237500,9443169,8517054,6426742,73997,7,111563,64736024,6118,0,38205,0,69262,0,18600760,32804244,29726172,30207960,2116,805492
2018-05-21_18-38-40.248545975,1526920720.250585989,2018-05-21_18-38-40.255013642,1526920720.256936153,1.00,1.15,0.91,1979252418,1849191874802,6126429,3762719,3507124,2974104,5243169,9509215,8517054,7055760,75262,7,114012,64755531,6121,0,38905,0,70520,0,18772192,32804244,29726140,30208192,2116,805496
2018-05-21_18-39-10.310224761,1526920750.312258784,2018-05-21_18-39-10.316673524,1526920750.318623685,1.06,1.15,0.91,2014750728,1884055823252,6247441,3762722,3520880,2974104,5788770,9520704,8682082,7096068,76543,7,116465,64774988,6123,0,39623,0,71795,0,18943296,32804244,29727180,30208700,2116,805500
2018-05-21_18-39-40.373360613,1526920780.375408285,2018-05-21_18-39-40.379738055,1526920780.381677373,0.99,1.12,0.91,2033625550,1917517054036,6265269,3762722,3547456,3031080,5792468,9523852,9234975,7096068,77751,7,118876,64794634,6124,0,40316,0,72998,0,19109000,32804244,29725108,30206608,2116,805500
2018-05-21_18-40-10.435420802,1526920810.437532723,2018-05-21_18-40-10.442307955,1526920810.444366043,1.06,1.13,0.92,2067410644,1950854329248,6266535,3762722,3547456,3093711,5792468,10256647,9235938,7096068,78881,7,121233,64814350,6126,0,41080,0,74120,0,19289970,32804244,29725116,30206652,2116,805512
2018-05-21_18-40-40.498274384,1526920840.500324249,2018-05-21_18-40-40.505112831,1526920840.507094262,1.22,1.16,0.94,2104004954,1985264528738,6396813,3785506,3547456,3093711,5793721,10296730,9292286,7746299,80167,7,123653,64833815,6128,0,41828,0,75401,0,19455028,32804244,29737872,30219624,2116,805512
2018-05-21_18-41-10.560772549,1526920870.562861337,2018-05-21_18-41-10.567327758,1526920870.569303485,1.20,1.16,0.95,2140283104,2021674063536,6433341,3785506,3644741,3257897,6361125,10341264,9298471,7749200,81623,7,126079,64853080,6135,0,42580,0,76853,0,19594884,32804244,29739144,30220936,2116,805512
2018-05-21_18-41-40.620523857,1526920900.622559035,2018-05-21_18-41-40.626953255,1526920900.628906562,1.18,1.16,0.95,2176756390,2058177342752,6523336,3785506,3844851,3257897,6378617,10343459,9902516,7749200,82852,7,128537,64872593,6138,0,43272,0,78077,0,19772609,32804244,29739164,30220712,2116,805512
2018-05-21_18-42-10.681340169,1526920930.683390860,2018-05-21_18-42-10.687777936,1526920930.689693876,1.30,1.19,0.97,2211651820,2092113653264,6645966,3785509,3859310,3257897,6386785,11006773,9907788,7749200,84104,7,130922,64892135,6139,0,44010,0,79325,0,19940818,32804244,29740136,30221872,2116,805512
2018-05-21_18-42-40.740163355,1526920960.742299937,2018-05-21_18-42-40.746911844,1526920960.748919212,1.18,1.18,0.97,2247165938,2127084746020,6738792,3836724,3898428,3257897,6394679,11111839,9928362,8323159,85420,7,133397,64911560,6142,0,44715,0,80635,0,20118550,32804244,29738396,30219660,2116,805516
2018-05-21_18-43-10.800836714,1526920990.802865919,2018-05-21_18-43-10.807577330,1526920990.809523738,1.11,1.16,0.97,2285197880,2164176906260,7033263,3836724,3937581,3257897,6979525,11114735,9928362,8327574,86863,7,135908,64930768,6143,0,45495,0,82041,0,20282526,32804244,29734060,30216376,2116,805516
2018-05-21_18-43-40.861870729,1526921020.864034580,2018-05-21_18-43-40.868643532,1526921020.870741762,1.12,1.16,0.98,2319872638,2198911852366,7052418,3842796,3953504,3380402,6994339,11151208,10581884,8327574,88129,7,138316,64950308,6144,0,46217,0,83303,0,20447855,32804244,29735248,30217344,2116,805516
2018-05-21_18-44-10.923483588,1526921050.925537259,2018-05-21_18-44-10.929924018,1526921050.931950086,0.95,1.11,0.97,2354456132,2233553720348,7211711,3861713,3955883,3380402,7017116,11809386,10589975,8327574,89361,7,140713,64969891,6146,0,46906,0,84532,0,20614085,32804244,29737332,30218492,2116,805520
2018-05-21_18-44-40.983125088,1526921080.985190468,2018-05-21_18-44-40.989539527,1526921080.991482675,0.92,1.09,0.96,2388682506,2267467433984,7245266,3897236,3955883,3380402,7017158,11847000,10830250,8873841,90625,7,143142,64989407,6148,0,47608,0,85790,0,20782298,32804244,29736872,30217824,2116,805520
2018-05-21_18-45-11.043793876,1526921111.045891216,2018-05-21_18-45-11.050405147,1526921111.052573061,1.14,1.13,0.98,2422949392,2301646887816,7289012,3897239,3955883,3380402,7542974,12107287,10880398,8881096,91790,7,145520,65009015,6149,0,48349,0,86952,0,20953383,32804244,29737596,30219052,2116,805520
2018-05-21_18-45-41.104757863,1526921141.106798504,2018-05-21_18-45-41.111194650,1526921141.113144413,1.25,1.15,0.99,2442475414,2336965507138,7316007,3964111,3955883,3380402,7550053,12325084,11215566,8881096,92916,7,147924,65028701,6154,0,49069,0,88070,0,21136350,32804244,29723752,30205596,2116,805528
2018-05-21_18-46-11.164331811,1526921171.166421715,2018-05-21_18-46-11.170909438,1526921171.172885145,1.16,1.13,0.99,2461714396,2372423259306,7375917,4048378,3955883,3392090,7564534,12789020,11220193,8900477,94107,7,150319,65048392,6159,0,49790,0,89257,0,21313056,32804244,29722736,30204312,2116,805528
2018-05-21_18-46-41.224997634,1526921201.227130308,2018-05-21_18-46-41.231522735,1526921201.233555716,1.36,1.18,1.01,2497807330,2408420797744,7538458,4048378,4073457,3394737,7579038,12820491,11220193,9480397,95529,7,152837,65067766,6160,0,50492,0,90670,0,21486019,32804244,29723700,30205220,2116,805532
2018-05-21_18-47-11.287033963,1526921231.289035600,2018-05-21_18-47-11.293581155,1526921231.295530860,1.55,1.25,1.04,2533906536,2444629290842,7686309,4141534,4073457,3437906,8153182,12836111,11253207,9489281,96961,7,155292,65087123,6161,0,51223,0,92097,0,21638214,32804244,29722344,30204208,2116,805532
2018-05-21_18-47-41.348253737,1526921261.350360932,2018-05-21_18-47-41.354982874,1526921261.357010391,1.48,1.26,1.05,2569258030,2480036631670,7692060,4141534,4292495,3437906,8163100,12934437,11825197,9489281,98329,7,157799,65106582,6164,0,51907,0,93458,0,21810128,32804244,29723784,30205368,2116,805532
2018-05-21_18-48-11.411698484,1526921291.413757181,2018-05-21_18-48-11.418138139,1526921291.420078495,1.17,1.20,1.03,2604303796,2515040089294,7750076,4242504,4292495,3437906,8163102,13482671,11924814,9588321,99644,7,160344,65126073,6166,0,52610,0,94766,0,21985058,32804244,29722596,30204660,2116,805536
2018-05-21_18-48-41.470853794,1526921321.472881015,2018-05-21_18-48-41.477259426,1526921321.479201389,1.19,1.20,1.04,2638669882,2549297295178,7752114,4242504,4292495,3575162,8163102,13496741,11924814,10287742,100918,7,162991,65145669,6168,0,53348,0,96035,0,22154420,32804244,29736528,30218252,2116,805532
2018-05-21_18-49-11.529858390,1526921351.531881527,2018-05-21_18-49-11.536401274,1526921351.538340696,1.27,1.22,1.05,2680932352,2584402240302,7853943,4292738,4323842,3583359,8832492,13523623,12008387,10298353,102456,7,165837,65164912,6170,0,54081,0,97569,0,22313778,32804244,29736504,30218436,2116,805532
2018-05-21_18-49-41.592545608,1526921381.594579410,2018-05-21_18-49-41.599001109,1526921381.600927060,1.32,1.24,1.06,2717777734,2620523728594,8047079,4352354,4323842,3583359,8876654,13529773,12581616,10328495,103847,7,169039,65184347,6171,0,54763,0,98955,0,22494471,32804244,29735300,30216848,2116,805532
2018-05-21_18-50-11.654568130,1526921411.656586654,2018-05-21_18-50-11.660980687,1526921411.662899283,1.24,1.23,1.06,2738612428,2656701744574,8131356,4853118,4386634,3583359,8884184,13529773,12620691,10328495,105302,7,172317,65203827,6177,0,55444,0,100405,0,22667225,32804244,29736268,30218336,2116,805536
2018-05-21_18-50-41.714750351,1526921441.716812594,2018-05-21_18-50-41.721256616,1526921441.723198096,1.32,1.24,1.07,2774666194,2692823777714,8214996,4894199,4386634,4346012,8902450,13529773,12620691,10328495,107240,7,175393,65223269,6185,0,56152,0,102337,0,22837875,32804244,29736036,30217828,2116,805540
2018-05-21_18-51-11.774389153,1526921471.776562642,2018-05-21_18-51-11.781149860,1526921471.783315686,1.26,1.23,1.07,2809162200,2727137297712,8780448,4961377,4398980,4394284,8907400,13723903,12620691,10328495,109327,7,178634,65242683,6190,0,56860,0,104420,0,23009478,32804244,29736504,30217756,2116,805540
2018-05-21_18-51-41.834280813,1526921501.836442293,2018-05-21_18-51-41.841145524,1526921501.843156706,1.40,1.27,1.09,2845440734,2762853497442,8873209,5038936,5099819,4394284,8926348,13732168,12620691,10328495,110810,7,182539,65262040,6190,0,57562,0,105897,0,23180186,32804244,29735740,30216952,2116,805540
2018-05-21_18-52-11.895682749,1526921531.897821772,2018-05-21_18-52-11.902446210,1526921531.904466913,1.25,1.25,1.09,2880408420,2797570007194,8873209,5847175,5112680,4394287,8936692,13766531,12620691,10328495,111721,7,185346,65281530,6193,0,58282,0,106804,0,23349462,32804244,29735584,30217180,2116,805540
2018-05-21_18-52-41.959038631,1526921561.961083826,2018-05-21_18-52-41.965512041,1526921561.967442883,1.10,1.21,1.08,2916212202,2832731008780,8919474,5860914,5112680,5131872,8936785,13784158,12690875,10328510,112986,7,187722,65301059,6194,0,58991,0,108064,0,23524274,32804244,29735096,30216600,2116,805540
2018-05-21_18-53-12.019624667,1526921592.021805044,2018-05-21_18-53-12.026437296,1526921592.028532246,1.19,1.22,1.09,2950876720,2866811514550,9557133,5860917,5112680,5146048,8936785,13919396,12690875,10417196,114240,7,190103,65320583,6195,0,59701,0,109313,0,23690807,32804244,29735308,30216324,2116,805540
2018-05-21_18-53-42.081523469,1526921622.083738252,2018-05-21_18-53-42.088207859,1526921622.090383932,1.35,1.26,1.11,2984988918,2900387681018,9571758,5860917,5656522,5146048,8936785,14217841,12690875,10417196,115422,7,192524,65340118,6195,0,60440,0,110489,0,23874056,32804244,29722124,30203400,2116,805540
2018-05-21_18-54-12.143853876,1526921652.146059998,2018-05-21_18-54-12.150637108,1526921652.152681430,1.14,1.22,1.10,3019940284,2935272508116,9634002,6418889,5671637,5233565,8942577,14226745,12691406,10582698,116714,7,194938,65359568,6198,0,61180,0,111776,0,24044103,32804244,29721096,30202976,2116,805548
2018-05-21_18-54-42.207093408,1526921682.209153045,2018-05-21_18-54-42.213586412,1526921682.215544570,1.23,1.23,1.11,3056409282,2970879359696,9714310,6434204,5671637,6010420,8942577,14227776,12691406,10602269,118069,7,197339,65378988,6203,0,61870,0,113126,0,24218152,32804244,29721248,30202608,2116,805552
2018-05-21_18-55-12.267800374,1526921712.269826919,2018-05-21_18-55-12.274207807,1526921712.276140267,1.33,1.26,1.12,3096516488,3005258797646,10538544,6434204,5671637,6029049,8950455,14227776,12765939,10611698,119423,7,199724,65398428,6204,0,62593,0,114475,0,24389673,32804244,29721340,30203432,2116,805552
2018-05-21_18-55-42.330104282,1526921742.332173566,2018-05-21_18-55-42.336541063,1526921742.338491565,1.19,1.23,1.12,3132073294,3040586192796,10672611,6434204,6247430,6090862,8961849,14274297,12819823,10611698,120772,7,202171,65417798,6205,0,63265,0,115819,0,24568451,32804244,29721828,30203976,2116,805556
2018-05-21_18-56-12.390425097,1526921772.392471994,2018-05-21_18-56-12.396933030,1526921772.398894050,0.98,1.18,1.10,3168203796,3076160539716,10731812,7146799,6274010,6131276,8978145,14274297,12845906,10623069,122117,7,204565,65437223,6207,0,63982,0,117158,0,24740775,32804244,29722572,30204248,2116,805556
2018-05-21_18-56-42.452160682,1526921802.454091652,2018-05-21_18-56-42.458568163,1526921802.460684445,1.01,1.16,1.10,3204230042,3111477879232,10793180,7204669,6274010,6858535,8984401,14302615,12856199,10633379,123490,7,206978,65456626,6208,0,64669,0,118526,0,24910857,32804244,29723352,30205236,2116,805556
2018-05-21_18-57-12.513308013,1526921832.515381086,2018-05-21_18-57-12.519777027,1526921832.521703367,0.81,1.10,1.08,3239367456,3145874320162,11490043,7204669,6302073,6876690,9008094,14376386,12881118,10643996,124819,7,209369,65476056,6208,0,65388,0,119850,0,25080509,32804244,29735908,30217540,2116,805556
2018-05-21_18-57-42.572565099,1526921862.574611349,2018-05-21_18-57-42.578997585,1526921862.580924339,0.83,1.07,1.07,3260041958,3182004124904,11710088,7204669,6702451,6876690,9008420,14384567,12945805,10643996,126150,7,211799,65495482,6211,0,66077,0,121177,0,25252656,32804244,29728812,30210412,2116,805556
2018-05-21_18-58-12.633523193,1526921892.635602555,2018-05-21_18-58-12.640080072,1526921892.642027769,1.05,1.10,1.08,3293291564,3215592562842,11710088,7842930,6712593,6876690,9012167,14402766,13119379,10643996,127474,7,214207,65514910,6213,0,66800,0,122496,0,25422597,32804244,29730592,30212080,2116,805560
2018-05-21_18-58-42.693157674,1526921922.695189472,2018-05-21_18-58-42.699633700,1526921922.701576680,1.15,1.12,1.09,3327513010,3249498243134,11710088,7861853,6712593,7456767,9012167,14402766,13372414,10643996,128699,7,216617,65534396,6217,0,67554,0,123717,0,25599116,32804244,29729592,30212008,2116,805560
2018-05-21_18-59-12.753743948,1526921952.755834037,2018-05-21_18-59-12.760422741,1526921952.762572130,1.13,1.13,1.09,3362725240,3284527423096,12392681,7924990,6712593,7497365,9032205,14460298,13383990,10665182,129957,7,218992,65553881,6219,0,68285,0,124971,0,25766607,32804244,29729784,30211940,2116,805560
2018-05-21_18-59-42.816613750,1526921982.818736170,2018-05-21_18-59-42.823488082,1526921982.825379967,1.41,1.19,1.12,3383089342,3320019873806,12493148,7924990,7167147,7509521,9052882,14502852,13383990,10725959,131210,7,221390,65573413,6220,0,68976,0,126219,0,25937874,32804244,29729208,30211012,2116,805560
2018-05-21_19-00-12.877373959,1526922012.879497274,2018-05-21_19-00-12.884026204,1526922012.886027362,1.34,1.20,1.12,3417674820,3354803708432,12506994,8590851,7219356,7509521,9061995,14640159,13383990,10725959,132431,7,223769,65592959,6221,0,69696,0,127435,0,26109639,32804244,29729824,30211928,2116,805568
2018-05-21_19-00-42.938641314,1526922042.940919821,2018-05-21_19-00-42.945702636,1526922042.947784188,1.23,1.19,1.12,3453907210,3390458706850,12598304,8611746,7226530,8240103,9071004,14687363,13383990,10725959,133711,7,226150,65612456,6229,0,70401,0,128710,0,26284262,32804244,29729688,30211596,2116,805568
2018-05-21_19-01-12.999375918,1526922073.001520423,2018-05-21_19-01-13.006255472,1526922073.008303595,1.26,1.20,1.13,3490887824,3427231564886,13262459,8628852,7317004,8364863,9077621,14687363,13403509,10725959,135047,7,228559,65631863,6233,0,71110,0,130041,0,26458327,32804244,29728288,30210456,2116,805568
2018-05-21_19-01-43.060603219,1526922103.062672575,2018-05-21_19-01-43.067329237,1526922103.069306362,1.24,1.20,1.13,3527961814,3463916941346,13429237,8788867,7879162,8364863,9095898,14704487,13403509,10725959,136434,7,231030,65651179,6236,0,71796,0,131424,0,26629670,32804244,29729860,30211420,2116,805568
2018-05-21_19-02-13.121823808,1526922133.123932516,2018-05-21_19-02-13.128319313,1526922133.130281359,1.29,1.21,1.14,3564152348,3499922208948,13614871,9369798,7967149,8364863,9124065,14746116,13403509,10729890,137788,7,233476,65670536,6239,0,72497,0,132771,0,26800585,32804244,29717448,30199544,2116,805576
2018-05-21_19-02-43.181666111,1526922163.183783354,2018-05-21_19-02-43.188174538,1526922163.190142172,1.27,1.22,1.14,3599405602,3535051690254,13706367,9394928,7969706,9049133,9124092,14816237,13424362,10729890,139101,7,235875,65689980,6240,0,73213,0,134078,0,26969144,32804244,29717096,30198664,2116,805580
2018-05-21_19-03-13.243088386,1526922193.245168972,2018-05-21_19-03-13.249561977,1526922193.251581970,1.30,1.23,1.15,3635108584,3570044189884,14278981,9429453,7977046,9167364,9129776,14935797,13424362,10752371,140407,7,238299,65709385,6244,0,73929,0,135381,0,27145919,32804244,29715756,30197380,2116,805584
2018-05-21_19-03-43.304923352,1526922223.307064614,2018-05-21_19-03-43.311875839,1526922223.313918282,1.21,1.22,1.15,3672395438,3606798976266,14526578,9429457,8594941,9198111,9138376,14935797,13450804,10754374,141764,7,240745,65728769,6248,0,74605,0,136730,0,27319648,32804244,29715936,30198144,2116,805584
2018-05-21_19-04-13.368223506,1526922253.370287296,2018-05-21_19-04-13.374678035,1526922253.376601482,1.21,1.22,1.15,3692405876,3642698941188,14645629,9836343,8622640,9215763,9152473,15025164,13450804,10754374,143044,7,243151,65748276,6251,0,75315,0,138004,0,27493381,32804244,29716456,30198020,2116,805592
2018-05-21_19-04-43.429253789,1526922283.431367657,2018-05-21_19-04-43.435774311,1526922283.437723461,1.20,1.21,1.15,3727777530,3678413668996,14728905,9903587,8622640,9938043,9158618,15025164,13451263,10774850,144402,7,245555,65767683,6252,0,76017,0,139356,0,27661382,32804244,29715924,30198400,2116,805592
2018-05-21_19-05-13.489739535,1526922313.491798415,2018-05-21_19-05-13.496249525,1526922313.498194739,1.12,1.19,1.14,3762724480,3713276655122,15424740,9930459,8622640,9965107,9164444,15098378,13451263,10827434,145651,7,247954,65787206,6253,0,76755,0,140599,0,27832530,32804244,29730852,30212472,2116,805584
2018-05-21_19-05-43.549231863,1526922343.551385028,2018-05-21_19-05-43.555730055,1526922343.557699986,1.08,1.17,1.14,3797854278,3748409267738,15469598,9930460,9289081,10032528,9180720,15175926,13451263,10843748,146905,7,250351,65806716,6256,0,77478,0,141848,0,28001088,32804244,29729952,30211456,2116,805584
2018-05-21_19-06-13.610423570,1526922373.612487530,2018-05-21_19-06-13.617260647,1526922373.619441328,1.12,1.17,1.14,3819728140,3786029962850,15583133,9930460,9318881,10281929,9488329,15175926,13451263,10843748,148314,7,252780,65826065,6259,0,78197,0,143252,0,28154421,32804244,29728936,30210588,2116,805584
2018-05-21_19-06-43.672477601,1526922403.674612431,2018-05-21_19-06-43.679307820,1526922403.681326065,0.98,1.14,1.13,3854249554,3821189434610,15612721,9930460,9318881,10428361,9524088,15191682,14002746,10952213,149514,7,255188,65845592,6260,0,78886,0,144447,0,28327180,32804244,29727700,30209912,2116,805584
