StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-21_20-17-44.891500278,1526926664.893556491,2018-05-21_20-17-44.898003102,1526926664.899971681,0.93,1.18,1.20,11225338254,7983555598714,36959190,26874155,25456015,26969571,25547979,36949955,31592099,27619835,313897,7,584443,68633062,6581,0,182005,0,305720,0,49264212,32804244,29095680,29578404,2116,806168
2018-05-21_20-18-14.951003867,1526926694.953064419,2018-05-21_20-18-14.957521464,1526926694.959476398,1.09,1.20,1.20,11276541588,8010240485994,36959190,26874155,25462775,26987411,25552899,37060758,31671595,28396734,314913,7,586959,68652801,6586,0,182647,0,306732,0,49412150,32804244,29109788,29592496,2116,806164
2018-05-21_20-18-45.013167907,1526926725.015228894,2018-05-21_20-18-45.019779996,1526926725.021815404,1.17,1.21,1.21,11329299604,8036671463896,37021726,26963388,25462775,26987411,26327114,37142804,31676037,28396734,316033,7,589469,68672381,6588,0,183292,0,307848,0,49558114,32804244,29104296,29586164,2116,806164
2018-05-21_20-19-15.072658725,1526926755.074714571,2018-05-21_20-19-15.079045794,1526926755.080992276,1.12,1.19,1.20,11381552992,8062850756538,37036218,27028383,25500396,26987411,26328216,37213213,32446933,28396734,317134,7,591962,68692039,6589,0,183922,0,308945,0,49708851,32804244,29098660,29581404,2116,806164
2018-05-21_20-19-45.134794910,1526926785.136933124,2018-05-21_20-19-45.141633677,1526926785.143564594,1.15,1.19,1.20,11433980518,8089038616546,37133006,27040646,25500396,26987411,26329704,38031752,32446933,28481293,318214,7,594449,68711730,6591,0,184532,0,310021,0,49857977,32804244,29097020,29579160,2116,806164
2018-05-21_20-20-15.195381217,1526926815.197415000,2018-05-21_20-20-15.201765518,1526926815.203854942,0.97,1.14,1.18,11486015910,8115048445868,37183518,27040646,25515388,27030466,26344853,38082239,32458955,29307493,319295,7,596945,68731394,6605,0,185177,0,311097,0,50006747,32804244,29094032,29576196,2116,806172
2018-05-21_20-20-45.253509732,1526926845.255525493,2018-05-21_20-20-45.259889662,1526926845.261842360,0.87,1.10,1.17,11538057196,8141318717244,37239811,27162515,25515388,27030466,27110012,38121866,32460812,29307493,320460,7,599457,68750933,6608,0,185877,0,312245,0,50148335,32804244,29085164,29567312,2116,806176
2018-05-21_20-21-15.312757622,1526926875.314854066,2018-05-21_20-21-15.319349269,1526926875.321307257,1.07,1.12,1.17,11590056242,8167788493128,37284521,27162515,25537119,27102151,27111393,38221427,33247377,29307494,321538,7,601966,68770586,6611,0,186508,0,313318,0,50297008,32804244,29076880,29559632,2116,806180
2018-05-21_20-21-45.374976650,1526926905.377022418,2018-05-21_20-21-45.381353910,1526926905.383290064,1.13,1.13,1.17,11639714168,8192559073030,37284521,27162515,25552664,27102151,27111393,39096238,33247377,29308119,322558,7,604376,68790434,6616,0,187192,0,314332,0,50443754,32804244,29066384,29548748,2116,806180
2018-05-21_20-22-15.434409872,1526926935.436457047,2018-05-21_20-22-15.440755759,1526926935.442692528,1.38,1.20,1.20,11693235326,8219627818212,37284521,27162515,25552664,27136363,27111393,39302645,33247377,30127480,323585,7,606905,68810113,6620,0,187898,0,315355,0,50604913,32804244,29062152,29544276,2116,806180
2018-05-21_20-22-45.493165664,1526926965.495171045,2018-05-21_20-22-45.499513840,1526926965.501415066,1.30,1.20,1.20,11746516740,8245936069856,37463321,27162515,25604470,27136363,27912290,39307517,33247377,30127481,324766,7,609417,68829601,6624,0,188598,0,316529,0,50747738,32804244,29061384,29543588,2116,806184
2018-05-21_20-23-15.551572080,1526926995.553675755,2018-05-21_20-23-15.558071829,1526926995.560070134,1.26,1.20,1.20,11799146314,8272048458886,37536733,27197735,25604470,27139994,27932653,39403103,34064822,30127481,325914,7,611941,68849174,6628,0,189202,0,317673,0,50894678,32804244,29047980,29530752,2116,806192
2018-05-21_20-23-45.609987311,1526927025.612049081,2018-05-21_20-23-45.616452268,1526927025.618406039,1.26,1.21,1.20,11839424208,8298034199278,37670282,27197736,25604470,27182005,27940316,40073858,34064823,30127481,326990,7,614421,68868906,6629,0,189819,0,318744,0,51037650,32804244,29049820,29532304,2116,806192
2018-05-21_20-24-15.669807922,1526927055.671865289,2018-05-21_20-24-15.676219593,1526927055.678138328,1.14,1.19,1.19,11891552214,8324388654152,37740262,27213451,25671397,27182005,27951911,40075653,34064823,30910675,327990,7,616898,68888687,6631,0,190457,0,319737,0,51186789,32804244,29046900,29529356,2116,806196
2018-05-21_20-24-45.730825549,1526927085.732872464,2018-05-21_20-24-45.737273268,1526927085.739201090,1.30,1.22,1.20,11944270108,8350694298848,37774303,27213451,25703393,27260298,28726762,40163193,34064823,30911421,329131,7,619425,68908236,6632,0,191120,0,320871,0,51329379,32804244,29046316,29528268,2116,806196
2018-05-21_20-25-15.791239482,1526927115.793291231,2018-05-21_20-25-15.797702970,1526927115.799625831,1.33,1.23,1.21,11986423970,8376868490074,37774303,27341003,25753518,27260298,28733116,40163721,34732726,30911421,330172,7,621912,68927959,6633,0,191745,0,321908,0,51482156,32804244,29046248,29529204,2116,806200
2018-05-21_20-25-45.850751924,1526927145.853006756,2018-05-21_20-25-45.857938026,1526927145.860017228,1.32,1.24,1.21,12038173032,8402449085790,37911650,27341837,25753518,27260381,28734340,40995325,34734540,30911421,331287,7,624368,68947620,6635,0,192429,0,323016,0,51629750,32804244,29034272,29516556,2116,806200
2018-05-21_20-26-15.914218094,1526927175.916285635,2018-05-21_20-26-15.920765856,1526927175.922770465,1.27,1.23,1.21,12090770862,8428527846298,37981275,27341837,25794840,27349771,28751058,41009223,34734540,31719877,332448,7,626873,68967169,6636,0,193031,0,324173,0,51780551,32804244,29019696,29501944,2116,806200
2018-05-21_20-26-45.974969622,1526927205.977030792,2018-05-21_20-26-45.981373548,1526927205.983299708,1.30,1.24,1.22,12143932340,8455093245354,38022933,27359458,25794840,27355338,29555455,41125043,34782587,31723462,333557,7,629407,68986758,6638,0,193710,0,325276,0,51928371,32804244,29033188,29516252,2116,806192
2018-05-21_20-27-16.036037625,1526927236.038222319,2018-05-21_20-27-16.042837860,1526927236.044886998,1.35,1.25,1.22,12195352954,8480625053070,38046188,27383997,25836743,27355338,29571252,41138679,35622803,31723462,334590,7,631862,69006532,6643,0,194345,0,326305,0,52079790,32804244,29030672,29512912,2116,806192
2018-05-21_20-27-46.097610759,1526927266.099715355,2018-05-21_20-27-46.104294031,1526927266.106318254,1.29,1.25,1.22,12246551424,8506338804944,38073158,27392833,25955825,27355338,29576057,41967893,35628081,31723462,335730,7,634355,69026147,6647,0,195011,0,327440,0,52224098,32804244,29027616,29510644,2116,806192
2018-05-21_20-28-16.159031229,1526927296.161108884,2018-05-21_20-28-16.165531011,1526927296.167551634,1.23,1.24,1.22,12298588742,8532629572298,38100587,27486116,25955825,27355338,29587072,42029464,35685820,32501875,336836,7,636874,69045765,6649,0,195639,0,328541,0,52368978,32804244,29023120,29506156,2116,806192
2018-05-21_20-28-46.220491344,1526927326.222528191,2018-05-21_20-28-46.226997592,1526927326.229021717,1.33,1.26,1.23,12351057228,8558952790050,38888801,27551419,25955825,27355338,29587075,42029464,35685820,32671280,337946,7,639394,69065392,6653,0,196316,0,329645,0,52514179,32804244,29016732,29498948,2116,806192
2018-05-21_20-29-16.281362980,1526927356.283501549,2018-05-21_20-29-16.287946254,1526927356.290100198,1.35,1.27,1.23,12394491986,8585259597440,39043341,27553653,26610871,27355338,29608726,42094713,35685820,32671280,339056,7,641893,69085049,6658,0,196923,0,330750,0,52658883,32804244,29005852,29488372,2116,806196
2018-05-21_20-29-46.342266015,1526927386.344322258,2018-05-21_20-29-46.348825527,1526927386.350806762,1.32,1.28,1.24,12447423704,8611593280160,39154341,28373108,26669041,27361842,29625129,42097100,35713417,32695528,340173,7,644375,69104695,6660,0,197554,0,331863,0,52799132,32804244,28990504,29472972,2116,806196
2018-05-21_20-30-16.405261160,1526927416.407303398,2018-05-21_20-30-16.411708424,1526927416.413624148,1.32,1.28,1.24,12499262046,8638030584668,39194076,28382051,26669041,28146280,29636449,42117503,35729260,32787734,341271,7,646846,69124354,6662,0,198235,0,332955,0,52946582,32804244,28971496,29454028,2116,806208
2018-05-21_20-30-46.466873605,1526927446.468916698,2018-05-21_20-30-46.473304841,1526927446.475230420,1.24,1.27,1.23,12551294372,8664225470532,39984714,28382051,26709222,28166765,29636449,42211808,35747571,32845418,342408,7,649352,69143945,6664,0,198911,0,334086,0,53090721,32804244,28966240,29448448,2116,806208
2018-05-21_20-31-16.528041415,1526927476.530162660,2018-05-21_20-31-16.534789203,1526927476.536828490,1.33,1.29,1.24,12603876010,8690276925804,40091806,28382051,27521353,28184472,29650777,42211808,35770614,32898779,343552,7,651838,69163560,6670,0,199541,0,335226,0,53233867,32804244,28966000,29448436,2116,806208
2018-05-21_20-31-46.590462178,1526927506.592570101,2018-05-21_20-31-46.597036524,1526927506.599314529,1.26,1.28,1.24,12656226096,8716830472100,40248967,29176524,27573856,28209063,29664556,42234812,35773895,32898779,344651,7,654323,69183202,6673,0,200221,0,336319,0,53376413,32804244,28953732,29435944,2116,806216
2018-05-21_20-32-16.651682046,1526927536.653712173,2018-05-21_20-32-16.658130198,1526927536.660091864,1.16,1.25,1.23,12709272502,8743007371310,40248967,29188157,27706809,29003237,29672623,42258508,35813296,32901062,345786,7,656817,69202812,6675,0,200876,0,337448,0,53528019,32804244,28952916,29435976,2116,806220
2018-05-21_20-32-46.710701676,1526927566.712741737,2018-05-21_20-32-46.717284006,1526927566.719333540,1.09,1.23,1.22,12761089404,8769000521324,41029794,29248096,27771374,29015318,29713148,42270929,35813296,32901062,346945,7,659273,69222432,6677,0,201547,0,338602,0,53671716,32804244,28953464,29435624,2116,806220
2018-05-21_20-33-16.770141389,1526927596.772246155,2018-05-21_20-33-16.776734289,1526927596.778740038,1.04,1.20,1.22,12812305538,8794969876044,41050676,29274004,28533556,29015318,29725389,42381010,35869389,32901062,348085,7,661794,69242019,6678,0,202195,0,339736,0,53816311,32804244,28945284,29427720,2116,806220
2018-05-21_20-33-46.831149280,1526927626.833372447,2018-05-21_20-33-46.838207889,1526927626.840308775,1.09,1.20,1.22,12864791176,8821145213838,41079232,30073535,28663943,29018150,29737780,42431388,35877169,32904272,349212,7,664276,69261638,6680,0,202842,0,340858,0,53961442,32804244,28952788,29435328,2116,806220
2018-05-21_20-34-16.892215176,1526927656.894289661,2018-05-21_20-34-16.898769756,1526927656.900710675,1.05,1.18,1.21,12917529742,8847364244706,41152555,30088567,28663943,29829373,29754477,42542323,35877169,32904272,350294,7,666758,69281306,6682,0,203545,0,341935,0,54111262,32804244,28935592,29418396,2116,806224
2018-05-21_20-34-46.953561973,1526927686.955625331,2018-05-21_20-34-46.959997607,1526927686.961900437,1.29,1.23,1.23,12969205908,8873503283448,41947741,30109777,28663943,29844796,29770773,42682011,35877234,32904272,351341,7,669234,69301024,6684,0,204237,0,342977,0,54260102,32804244,28947628,29430704,2116,806216
2018-05-21_20-35-17.013519924,1526927717.015642347,2018-05-21_20-35-17.020186295,1526927717.022267242,1.21,1.22,1.22,13022782938,8899791613708,42141606,30114610,29478601,29844796,29782214,42709797,35877234,32904272,352517,7,671706,69320601,6686,0,204928,0,344148,0,54407082,32804244,28945180,29427500,2116,806216
2018-05-21_20-35-47.076255489,1526927747.078383076,2018-05-21_20-35-47.082912189,1526927747.084901446,1.12,1.20,1.22,13065574752,8926062242226,42197723,30756657,29504329,29850582,29795128,42816149,35913133,32904272,353606,7,674196,69340288,6690,0,205572,0,345231,0,54555505,32804244,28938644,29421164,2116,806220
2018-05-21_20-36-17.139105057,1526927777.141235671,2018-05-21_20-36-17.145644462,1526927777.147591554,0.99,1.16,1.21,13116998374,8952137348036,42259428,30770377,29504330,30628138,29821502,42949288,35913133,32904272,354733,7,676686,69359918,6695,0,206187,0,346355,0,54702621,32804244,28924760,29406960,2116,806220
2018-05-21_20-36-47.198703046,1526927807.200851892,2018-05-21_20-36-47.205234617,1526927807.207203261,1.07,1.16,1.21,13168526636,8977802492684,43051335,30835362,29504330,30645854,29831945,43004305,35913133,32904272,355831,7,679115,69379620,6699,0,206880,0,347446,0,54847099,32804244,28915240,29397784,2116,806220
2018-05-21_20-37-17.258046105,1526927837.260292354,2018-05-21_20-37-17.265026088,1526927837.267051636,0.90,1.12,1.19,13221180210,9003715924370,43069908,30835362,30303449,30715614,29847377,43123150,35913133,32904272,356990,7,681595,69399222,6701,0,207565,0,348602,0,54994000,32804244,28913008,29395812,2116,806220
2018-05-21_20-37-47.319965298,1526927867.321996229,2018-05-21_20-37-47.326304581,1526927867.328258548,0.88,1.09,1.18,13265672504,9028720183614,43095347,31618546,30323483,30715614,29849438,43128770,35913133,32904272,358084,7,683983,69419001,6703,0,208253,0,349691,0,55137600,32804244,28913028,29395264,2116,806220
2018-05-21_20-38-17.381567180,1526927897.383673812,2018-05-21_20-38-17.388039689,1526927897.389967436,1.05,1.11,1.18,13316082430,9054161247240,43101178,31632683,30327778,31482233,29850442,43128770,36008294,32904272,359187,7,686418,69438717,6708,0,208897,0,350789,0,55287547,32804244,28917624,29399892,2116,806216
2018-05-21_20-38-47.443247466,1526927927.445271841,2018-05-21_20-38-47.449690552,1526927927.451602590,1.17,1.13,1.19,13366168388,9079227087470,43864284,31632683,30333721,31503168,29864766,43158092,36008294,32904272,360298,7,688809,69458461,6710,0,209596,0,351896,0,55433417,32804244,28916028,29398568,2116,806216
2018-05-21_20-39-17.502444857,1526927957.504643954,2018-05-21_20-39-17.509206817,1526927957.511196586,1.15,1.14,1.19,13417443594,9105483144796,43995113,31647461,31101180,31503168,29871958,43252505,36008294,32904272,361415,7,691270,69478096,6712,0,210281,0,353008,0,55579499,32804244,28916916,29399460,2116,806220
2018-05-21_20-39-47.564749062,1526927987.566817387,2018-05-21_20-39-47.571328752,1526927987.573411263,1.09,1.12,1.18,13468778512,9131612828360,44015544,32423701,31124193,31503260,29877816,43449284,36008294,32904272,362480,7,693752,69497792,6717,0,210934,0,354068,0,55722938,32804244,28901860,29383900,2116,806232
2018-05-21_20-40-17.624822324,1526928017.626868050,2018-05-21_20-40-17.631291192,1526928017.633253748,0.90,1.08,1.16,13521116822,9157471368480,44045959,32446118,31124193,32291643,29893342,43570908,36033785,32904272,363627,7,696230,69517404,6721,0,211585,0,355210,0,55868910,32804244,28899136,29381660,2116,806236
2018-05-21_20-40-47.687543703,1526928047.689594340,2018-05-21_20-40-47.693943063,1526928047.695854605,1.15,1.12,1.17,13572870300,9183003327562,44835349,32446118,31124193,32315714,29906396,43659292,36033785,32904272,364764,7,698644,69537101,6724,0,212295,0,356339,0,56015422,32804244,28895580,29378384,2116,806236
2018-05-21_20-41-17.746398160,1526928077.748747655,2018-05-21_20-41-17.753492329,1526928077.755377765,0.97,1.08,1.16,13625398434,9209663373294,44942338,32446118,31919540,32318552,29917938,43762590,36047998,32904272,365789,7,701093,69556863,6729,0,212931,0,357357,0,56163008,32804244,28896120,29378096,2116,806240
2018-05-21_20-41-47.811815020,1526928107.813976066,2018-05-21_20-41-47.818774881,1526928107.820853175,1.02,1.08,1.16,13677193448,9236181344610,45081701,33230452,31945263,32318552,29937728,43863299,36047998,32904272,366894,7,703559,69576532,6732,0,213526,0,358457,0,56304768,32804244,28896680,29378692,2116,806240
2018-05-21_20-42-17.875018825,1526928137.877212482,2018-05-21_20-42-17.881917146,1526928137.883912429,1.14,1.11,1.16,13728192302,9262073985708,45100347,33302079,31945264,33089974,29940485,43944407,36047998,32904272,367970,7,705988,69596287,6735,0,214199,0,359527,0,56449512,32804244,28891672,29374240,2116,806248
2018-05-21_20-42-47.936702758,1526928167.938745487,2018-05-21_20-42-47.943026477,1526928167.944949798,1.14,1.11,1.16,13778921460,9287781010898,45855030,33303953,31945264,33116004,29972228,44013583,36047998,32904272,369035,7,708387,69616067,6737,0,214901,0,360586,0,56593265,32804244,28902256,29385068,2116,806240
2018-05-21_20-43-17.995803704,1526928197.997980907,2018-05-21_20-43-18.002583631,1526928198.004650170,1.14,1.12,1.16,13822200954,9314262530138,45955357,33354682,32574754,33116004,29996262,44062853,36087260,32904272,370189,7,710838,69635732,6739,0,215531,0,361736,0,56738610,32804244,28897904,29380468,2116,806240
2018-05-21_20-43-48.055950434,1526928228.057980436,2018-05-21_20-43-48.062434615,1526928228.064355419,1.11,1.11,1.16,13874441472,9340561956794,46032484,34148765,32596345,33152676,29999965,44188124,36087260,32904272,371343,7,713297,69655345,6745,0,216188,0,362886,0,56885034,32804244,28895060,29377320,2116,806240
2018-05-21_20-44-18.116375280,1526928258.118472382,2018-05-21_20-44-18.122968957,1526928258.124922456,1.21,1.13,1.16,13927435846,9366672245088,46186343,34178086,32596346,33945893,30037720,44188124,36108064,32904272,372550,7,715748,69674933,6749,0,216820,0,364088,0,57030640,32804244,28890092,29372584,2116,806240
2018-05-21_20-44-48.176094268,1526928288.178240256,2018-05-21_20-44-48.182926447,1526928288.184957185,1.19,1.13,1.16,13979807116,9392631680426,46269342,34178086,33380662,33975351,30072287,44270268,36108064,32904272,373726,7,718222,69694557,6751,0,217462,0,365259,0,57179098,32804244,28891088,29373060,2116,806240
2018-05-21_20-45-18.238066522,1526928318.240116647,2018-05-21_20-45-18.244586238,1526928318.246586284,1.13,1.12,1.15,14031778066,9418196820480,47071797,34220330,33411543,33975351,30103191,44270268,36108064,32961750,374877,7,720650,69714225,6753,0,218164,0,366405,0,57320333,32804244,28887120,29369296,2116,806240
2018-05-21_20-45-48.299516687,1526928348.301609978,2018-05-21_20-45-48.306094862,1526928348.308062820,1.22,1.14,1.16,14072390872,9444616926718,47207124,34220330,33464734,34594156,30143255,44296658,36108064,32961750,375956,7,723092,69733993,6755,0,218821,0,367478,0,57462031,32804244,28887224,29369720,2116,806240
2018-05-21_20-46-18.360452897,1526928378.362605718,2018-05-21_20-46-18.367258266,1526928378.369274398,1.21,1.14,1.16,14124250718,9470941733354,47328302,34993045,33464734,34644613,30146448,44360565,36108064,32961750,377148,7,725557,69753609,6758,0,219451,0,368666,0,57608136,32804244,28880340,29362624,2116,806240
2018-05-21_20-46-48.423778859,1526928408.425906146,2018-05-21_20-46-48.430399560,1526928408.432343963,1.08,1.12,1.15,14176494564,9497293363004,47357859,35024250,34233534,34648367,30154707,44462132,36113983,33033974,378288,7,728132,69773281,6760,0,220102,0,369800,0,57758027,32804244,28850824,29333388,2116,806240
2018-05-21_20-47-18.484862460,1526928438.486941496,2018-05-21_20-47-18.491311226,1526928438.493241899,1.06,1.11,1.14,14228083818,9523495764156,48112343,35048257,34267879,34648367,30158800,44601867,36113983,33043254,379414,7,730729,69792987,6762,0,220807,0,370922,0,57903659,32804244,28837440,29319996,2116,806240
2018-05-21_20-47-48.545450341,1526928468.547571080,2018-05-21_20-47-48.552002714,1526928468.553971274,1.32,1.16,1.16,14280928240,9549980804180,48285794,35086909,34267879,35438686,30164526,44633713,36113985,33059401,380565,7,733501,69812657,6768,0,221510,0,372067,0,58048872,32804244,28825544,29307844,2116,806248
2018-05-21_20-48-18.606227661,1526928498.608309594,2018-05-21_20-48-18.612882695,1526928498.614921194,1.46,1.21,1.17,14332523062,9575204525880,48347867,35877001,34267879,35472846,30171556,44652134,36113985,33078528,381796,7,736595,69832345,6771,0,222197,0,373294,0,58190885,32804244,28820556,29303052,2116,806252
2018-05-21_20-48-48.666281286,1526928528.668332406,2018-05-21_20-48-48.672704957,1526928528.674688124,1.34,1.20,1.17,14385436924,9601700020318,48356890,35912678,35052397,35472846,30186778,44652134,36113985,33275741,382986,7,739871,69852004,6773,0,222856,0,374477,0,58341727,32804244,28820128,29302104,2116,806256
2018-05-21_20-49-18.725634167,1526928558.727656798,2018-05-21_20-49-18.732087129,1526928558.734011856,1.46,1.25,1.19,14436055298,9627956556080,49103074,35938882,35089102,35472846,30186812,44691117,36240342,33275741,384639,7,743011,69871669,6775,0,223572,0,376124,0,58489969,32804244,28817592,29300080,2116,806260
2018-05-21_20-49-48.785058721,1526928588.787301893,2018-05-21_20-49-48.791958914,1526928588.793986976,1.33,1.24,1.19,14487208200,9654392039668,49263258,35944307,35089102,36231020,30196305,44769239,36244345,33275741,386373,7,746195,69891361,6778,0,224194,0,377851,0,58632622,32804244,28817160,29299452,2116,806260
2018-05-21_20-50-18.845851673,1526928618.847989762,2018-05-21_20-50-18.852554309,1526928618.854570191,1.66,1.33,1.22,14538485006,9680002637412,49275507,36705494,35089102,36269080,30196305,44902657,36244345,33275741,386967,7,750059,69911005,6780,0,224914,0,378437,0,58782773,32804244,28818604,29300832,2116,806272
2018-05-21_20-50-48.907020317,1526928648.909240818,2018-05-21_20-50-48.914072856,1526928648.916205247,1.48,1.31,1.22,14591510676,9706137766212,49318030,36743389,35862022,36269080,30199041,45059939,36244345,33275741,388066,7,752555,69930622,6782,0,225561,0,379531,0,58934467,32804244,28829376,29311664,2116,806276
2018-05-21_20-51-18.968232248,1526928678.970343775,2018-05-21_20-51-18.974780389,1526928678.976801744,1.37,1.31,1.22,14632832474,9732772247322,49941807,36743389,35902597,36409696,30200970,45075299,36260978,33313331,389086,7,754989,69950366,6787,0,226218,0,380546,0,59081719,32804244,28828072,29311168,2116,806268
2018-05-21_20-51-49.028180825,1526928709.030258506,2018-05-21_20-51-49.034622432,1526928709.036574613,1.16,1.27,1.21,14684259744,9759039783954,49989866,36743389,35902597,37198112,30207134,45155357,36331041,33313331,390122,7,757455,69970079,6790,0,226827,0,381577,0,59228789,32804244,28828428,29311280,2116,806268
2018-05-21_20-52-19.087800756,1526928739.089892105,2018-05-21_20-52-19.094436063,1526928739.096431968,1.10,1.24,1.20,14735577702,9784857900030,50029665,37511832,35902597,37238453,30211005,45238619,36390090,33313331,391217,7,759916,69989741,6792,0,227473,0,382667,0,59375870,32804244,28828520,29310840,2116,806268
2018-05-21_20-52-49.149683593,1526928769.151777032,2018-05-21_20-52-49.156253216,1526928769.158203852,1.07,1.22,1.20,14787303660,9811175823606,50112322,37552215,36662096,37238453,30216560,45356423,36390090,33313331,392229,7,762378,70009468,6799,0,228120,0,383676,0,59521560,32804244,28830220,29312812,2116,806268
