StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,bbuser,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-13_17-21-26.559494817,1526224886.561346169,38.295884,2018-05-13_17-21-56.800366064,1526224916.802242164,1.04,1.03,0.97,254216,294908,1795,564,618,530,0,0,0,0,636912,0,3990,5609188,2418,0,9,0,0,0,32804244,31808608,31690936,2116,156832
2018-05-13_17-21-56.846813043,1526224916.848681132,38.295881,2018-05-13_17-22-27.087440329,1526224947.089348135,1.03,1.02,0.97,255408,296292,1799,564,638,530,0,0,0,0,639936,0,3997,5630384,2418,0,9,0,0,0,32804244,31808216,31690180,2116,156832
2018-05-13_17-22-27.133905146,1526224947.135765117,38.295883,2018-05-13_17-22-57.374507483,1526224977.376398392,1.02,1.02,0.97,256600,297676,1824,564,638,530,0,0,0,0,642962,0,4004,5651577,2418,0,9,0,0,0,32804244,31808748,31690768,2116,156832
2018-05-13_17-22-57.421109092,1526224977.422976536,38.295875,2018-05-13_17-23-27.661482965,1526225007.663413925,1.01,1.02,0.97,257792,299060,1848,565,638,530,0,0,0,0,645986,0,4011,5672773,2418,0,9,0,0,0,32804244,31818708,31700792,2116,156832
2018-05-13_17-23-27.708384232,1526225007.710259802,38.295881,2018-05-13_17-23-57.948964751,1526225037.950848277,1.01,1.01,0.97,258984,300444,1872,565,638,530,0,0,0,0,649010,0,4016,5693971,2418,0,9,0,0,0,32804244,31817976,31700260,2116,156832
2018-05-13_17-23-57.995316437,1526225037.997174337,38.295879,2018-05-13_17-24-28.235635165,1526225068.237515819,1.00,1.01,0.97,260176,301828,1896,565,639,530,0,0,0,0,652033,0,4023,5715167,2418,0,9,0,0,0,32804244,31819952,31702004,2116,156832
2018-05-13_17-24-28.281988853,1526225068.283871381,38.295884,2018-05-13_17-24-58.522359561,1526225098.524230236,1.00,1.01,0.97,261368,303212,1904,565,639,530,0,0,0,0,655056,0,4028,5736365,2418,0,9,0,0,0,32804244,31819040,31701352,2116,156832
2018-05-13_17-24-58.568517060,1526225098.570376640,38.295881,2018-05-13_17-25-28.808695796,1526225128.810572571,1.00,1.01,0.97,262560,304596,1913,565,639,530,0,0,0,0,658080,0,4034,5757561,2418,0,9,0,0,0,32804244,31819200,31700968,2116,156832
2018-05-13_17-25-28.854993402,1526225128.856878470,38.295880,2018-05-13_17-25-59.095311968,1526225159.097179937,1.00,1.01,0.97,263752,305980,1920,565,640,530,0,0,0,0,661103,0,4039,5778759,2418,0,9,0,0,0,32804244,31819276,31701068,2116,156832
2018-05-13_17-25-59.141547741,1526225159.143405051,38.295881,2018-05-13_17-26-29.381976978,1526225189.383859337,1.00,1.01,0.97,264944,307364,1929,565,640,530,0,0,0,0,664127,0,4046,5799956,2418,0,9,0,0,0,32804244,31820020,31702592,2116,156832
2018-05-13_17-26-29.428224037,1526225189.430093981,38.295882,2018-05-13_17-26-59.668413642,1526225219.670274172,0.95,1.00,0.97,266136,308748,1933,586,640,530,0,0,0,0,667151,0,4051,5821154,2418,0,9,0,0,0,32804244,31819432,31701216,2116,156832
2018-05-13_17-26-59.714578948,1526225219.716425966,38.295883,2018-05-13_17-27-29.954744710,1526225249.956613006,0.97,1.00,0.97,267328,310132,1937,607,640,530,0,0,0,0,670174,0,4058,5842350,2418,0,9,0,0,0,32804244,31819124,31701732,2116,156832
2018-05-13_17-27-30.001013111,1526225250.002893097,38.295882,2018-05-13_17-28-00.241225488,1526225280.243092510,0.98,1.00,0.97,268520,311516,1941,628,640,530,0,0,0,0,673198,0,4063,5863547,2418,0,9,0,0,0,32804244,31819248,31701856,2116,156832
2018-05-13_17-28-00.287367912,1526225280.289221297,38.295869,2018-05-13_17-28-30.527775010,1526225310.529657878,0.91,0.98,0.96,269712,312900,1945,647,641,530,0,0,0,0,676225,0,4070,5884740,2418,0,9,0,0,0,32804244,31806808,31689644,2116,156840
2018-05-13_17-28-30.573987655,1526225310.575858636,38.295881,2018-05-13_17-29-00.814409120,1526225340.816287912,0.95,0.98,0.96,270904,314284,1953,647,641,530,0,0,0,0,679248,0,4075,5905937,2418,0,10,0,0,0,32804244,31806556,31688340,2116,156840
2018-05-13_17-29-00.860571504,1526225340.862420543,38.295881,2018-05-13_17-29-31.101093417,1526225371.102981701,0.97,0.99,0.96,272096,316026,1961,647,641,530,0,0,0,0,682275,0,4083,5927129,2418,0,10,0,0,0,32804244,31807108,31689728,2116,156844
2018-05-13_17-29-31.147520378,1526225371.149390044,38.295876,2018-05-13_17-30-01.387951289,1526225401.390017292,0.98,0.99,0.96,273288,317052,1968,647,642,530,0,0,0,0,685301,0,4092,5948319,2418,0,10,0,0,0,32804244,31806792,31688828,2116,156852
2018-05-13_17-30-01.434418878,1526225401.436278857,38.295875,2018-05-13_17-30-31.675049036,1526225431.676964392,1.10,1.02,0.97,274480,318436,1975,647,644,530,0,0,0,0,688325,0,4098,5969515,2418,0,10,0,0,0,32804244,31807892,31690156,2116,156852
2018-05-13_17-30-31.721471506,1526225431.723325594,38.295881,2018-05-13_17-31-01.962393781,1526225461.964289768,1.06,1.01,0.97,275672,319820,1983,647,644,532,0,0,0,0,691351,0,4105,5990709,2418,0,10,0,0,0,32804244,31808120,31690188,2116,156856
2018-05-13_17-31-02.008877158,1526225462.010732265,38.295884,2018-05-13_17-31-32.249465903,1526225492.251479771,1.04,1.01,0.97,276864,321204,1990,647,644,534,0,0,0,0,694375,0,4113,6011904,2418,0,10,0,0,0,32804244,31820428,31702388,2116,156848
2018-05-13_17-31-32.296081246,1526225492.297954441,38.295884,2018-05-13_17-32-02.536277544,1526225522.538147638,1.02,1.01,0.97,278056,322588,1998,647,644,534,0,0,0,0,697399,0,4118,6033102,2418,0,10,0,0,0,32804244,31820044,31701816,2116,156852
2018-05-13_17-32-02.582593561,1526225522.584474124,38.295867,2018-05-13_17-32-32.823052408,1526225552.824934524,1.01,1.01,0.97,279248,323972,2005,647,646,534,0,0,0,0,700423,0,4124,6054298,2418,0,10,0,0,0,32804244,31820044,31702472,2116,156852
2018-05-13_17-32-32.869340032,1526225552.871201515,38.295876,2018-05-13_17-33-03.109911578,1526225583.111778004,0.93,1.00,0.97,280734,325714,2009,647,646,555,0,0,0,0,703448,0,4128,6075496,2418,0,10,0,0,0,32804244,31819832,31701764,2116,156852
2018-05-13_17-33-03.156154283,1526225583.158009201,38.295883,2018-05-13_17-33-33.396724956,1526225613.398593561,0.96,1.00,0.97,281632,326740,2013,647,646,575,0,0,0,0,706472,0,4134,6096693,2418,0,10,0,0,0,32804244,31819656,31701804,2116,156852
2018-05-13_17-33-33.443029392,1526225613.444898071,38.295885,2018-05-13_17-34-03.683389841,1526225643.685252385,0.97,1.00,0.97,282824,328124,2017,647,646,595,0,0,0,0,709496,0,4139,6117891,2418,0,10,0,0,0,32804244,31820024,31702096,2116,156852
2018-05-13_17-34-03.729633762,1526225643.731495386,38.295885,2018-05-13_17-34-33.969723117,1526225673.971600071,0.98,1.00,0.97,284016,329508,2021,647,646,615,0,0,0,0,712520,0,4144,6139087,2418,0,10,0,0,0,32804244,31820312,31702728,2116,156852
2018-05-13_17-34-34.016016624,1526225674.017861821,38.295879,2018-05-13_17-35-04.256437880,1526225704.258463955,0.99,1.00,0.97,285208,330892,2029,647,647,615,0,0,0,0,715544,0,4149,6160285,2418,0,10,0,0,0,32804244,31820060,31702032,2116,156852
2018-05-13_17-35-04.302837957,1526225704.304682082,38.295882,2018-05-13_17-35-34.543420961,1526225734.545304295,0.99,1.00,0.97,286400,332276,2037,647,647,615,0,0,0,0,718569,0,4154,6181482,2418,0,10,0,0,0,32804244,31819872,31702212,2116,156852
2018-05-13_17-35-34.589767424,1526225734.591634923,38.295885,2018-05-13_17-36-04.830122041,1526225764.831984245,1.00,1.00,0.97,287592,333660,2045,647,647,615,0,0,0,0,721592,0,4159,6202680,2418,0,10,0,0,0,32804244,31819944,31702568,2116,156852
2018-05-13_17-36-04.876295712,1526225764.878153843,38.295881,2018-05-13_17-36-35.116913347,1526225795.118828576,1.00,1.00,0.97,288784,335044,2053,647,647,615,0,0,0,0,724619,0,4166,6223872,2418,0,10,0,0,0,32804244,31807764,31689044,2116,156860
2018-05-13_17-36-35.163216529,1526225795.165066516,38.295884,2018-05-13_17-37-05.403881262,1526225825.405774730,1.00,1.00,0.97,289976,336428,2076,647,647,615,0,0,0,0,727645,0,4173,6245066,2418,0,10,0,0,0,32804244,31808312,31690416,2116,156864
2018-05-13_17-37-05.450884237,1526225825.452762126,38.295883,2018-05-13_17-37-35.691531569,1526225855.693403795,1.00,1.00,0.97,291168,337812,2098,647,648,615,0,0,0,0,730670,0,4179,6266262,2418,0,10,0,0,0,32804244,31805952,31688048,2116,156864
2018-05-13_17-37-35.738021241,1526225855.739903126,38.295872,2018-05-13_17-38-05.979050351,1526225885.980961777,1.00,1.00,0.97,292360,339196,2122,647,649,615,0,0,0,0,733697,0,4186,6287456,2418,0,10,0,0,0,32804244,31806180,31688492,2116,156868
2018-05-13_17-38-06.025623695,1526225886.027474547,38.295884,2018-05-13_17-38-36.266340899,1526225916.268266454,1.00,1.00,0.97,293552,340580,2146,647,649,615,0,0,0,0,736723,0,4195,6308648,2418,0,10,0,0,0,32804244,31806624,31688972,2116,156868
2018-05-13_17-38-36.312736259,1526225916.314649323,38.295884,2018-05-13_17-39-06.553468203,1526225946.555352394,1.00,1.00,0.97,294744,341964,2150,647,671,615,0,0,0,0,739746,0,4201,6329845,2418,0,10,0,0,0,32804244,31806420,31688800,2116,156872
2018-05-13_17-39-06.599751913,1526225946.601611635,38.295884,2018-05-13_17-39-36.840295922,1526225976.842215366,1.00,1.00,0.97,295936,343348,2154,647,692,615,0,0,0,0,742772,0,4207,6351040,2418,0,10,0,0,0,32804244,31819428,31701504,2116,156864
2018-05-13_17-39-36.886643666,1526225976.888527261,38.295885,2018-05-13_17-40-07.127158641,1526226007.129042479,1.00,1.00,0.97,297128,344732,2158,647,713,615,0,0,0,0,745796,0,4213,6372236,2418,0,10,0,0,0,32804244,31819516,31701572,2116,156876
2018-05-13_17-40-07.173403171,1526226007.175278192,38.295882,2018-05-13_17-40-37.413629234,1526226037.415522570,1.00,1.00,0.97,298320,346116,2162,647,733,615,0,0,0,0,748821,0,4219,6393432,2418,0,10,0,0,0,32804244,31820200,31702308,2116,156880
2018-05-13_17-40-37.460025802,1526226037.461896568,38.295882,2018-05-13_17-41-07.700412449,1526226067.702284219,1.00,1.00,0.97,299512,347500,2170,647,733,615,0,0,0,0,751845,0,4223,6414630,2418,0,10,0,0,0,32804244,31819784,31701596,2116,156880
2018-05-13_17-41-07.746512770,1526226067.748362829,38.295874,2018-05-13_17-41-37.986670763,1526226097.988562338,1.00,1.00,0.97,300704,348884,2177,647,734,615,0,0,0,0,754870,0,4228,6435826,2418,0,10,0,0,0,32804244,31820352,31702636,2116,156880
2018-05-13_17-41-38.032947943,1526226098.034831176,38.295884,2018-05-13_17-42-08.273317396,1526226128.275183150,1.00,1.00,0.97,301896,350268,2185,647,734,615,0,0,0,0,757894,0,4233,6457024,2418,0,10,0,0,0,32804244,31819880,31701944,2116,156880
2018-05-13_17-42-08.319479558,1526226128.321340786,38.295882,2018-05-13_17-42-38.559570021,1526226158.561434500,1.00,1.00,0.97,303088,351652,2193,647,734,615,0,0,0,0,760917,0,4240,6478220,2418,0,10,0,0,0,32804244,31819632,31701716,2116,156880
2018-05-13_17-42-38.605904123,1526226158.607764926,38.295885,2018-05-13_17-43-08.846312597,1526226188.848169371,1.00,1.00,0.97,304280,353036,2197,647,734,636,0,0,0,0,763941,0,4245,6499418,2418,0,10,0,0,0,32804244,31819284,31701604,2116,156880
2018-05-13_17-43-08.892450523,1526226188.894304734,38.295885,2018-05-13_17-43-39.132592984,1526226219.134445872,1.00,1.00,0.97,305472,354420,2201,647,734,656,0,0,0,0,766965,0,4251,6520614,2418,0,10,0,0,0,32804244,31819352,31701640,2116,156880
2018-05-13_17-43-39.179016879,1526226219.180913293,38.295885,2018-05-13_17-44-09.419482391,1526226249.421362073,1.00,1.00,0.97,306664,355804,2205,647,735,676,0,0,0,0,769989,0,4258,6541811,2418,0,10,0,0,0,32804244,31818884,31700928,2116,156880
2018-05-13_17-44-09.465668135,1526226249.467524387,38.295882,2018-05-13_17-44-39.706031473,1526226279.707929410,0.95,0.98,0.96,307856,357188,2209,647,735,696,0,0,0,0,773014,0,4264,6563005,2418,0,10,0,0,0,32804244,31806032,31688644,2116,156888
2018-05-13_17-44-39.752440123,1526226279.754285724,38.295877,2018-05-13_17-45-09.992914469,1526226309.994777649,0.97,0.99,0.96,309048,358572,2216,647,735,697,0,0,0,0,776040,0,4273,6584196,2418,0,10,0,0,0,32804244,31806280,31688564,2116,156892
2018-05-13_17-45-10.039306041,1526226310.041170372,38.295883,2018-05-13_17-45-40.279953465,1526226340.281860422,0.98,0.99,0.96,310240,359956,2224,647,735,697,0,0,0,0,779064,0,4278,6605394,2418,0,10,0,0,0,32804244,31806760,31688492,2116,156892
2018-05-13_17-45-40.326424276,1526226340.328333842,38.295882,2018-05-13_17-46-10.567423875,1526226370.569305392,1.05,1.00,0.97,311432,361340,2232,647,735,697,0,0,0,0,782090,0,4286,6626586,2418,0,10,0,0,0,32804244,31806540,31689344,2116,156896
2018-05-13_17-46-10.613974796,1526226370.615833030,38.295878,2018-05-13_17-46-40.854505418,1526226400.856403713,1.03,1.00,0.97,312918,363082,2239,647,736,697,0,0,0,0,785115,0,4294,6647779,2418,0,10,0,0,0,32804244,31806940,31689328,2116,156900
2018-05-13_17-46-40.900967844,1526226400.902821819,38.295884,2018-05-13_17-47-11.141437005,1526226431.143331977,1.02,1.00,0.97,313816,364108,2247,647,736,697,0,0,0,0,788139,0,4301,6668975,2418,0,11,0,0,0,32804244,31807120,31688916,2116,156900
2018-05-13_17-47-11.187733417,1526226431.189592185,38.295875,2018-05-13_17-47-41.428256210,1526226461.430275429,1.01,1.00,0.97,315008,365492,2254,647,737,697,0,0,0,0,791163,0,4307,6690172,2418,0,11,0,0,0,32804244,31818980,31701108,2116,156892
2018-05-13_17-47-41.474983562,1526226461.476842750,38.295879,2018-05-13_17-48-11.715504158,1526226491.717400341,0.95,0.99,0.96,316200,366876,2262,649,737,697,0,0,0,0,794188,0,4313,6711368,2418,0,11,0,0,0,32804244,31819448,31701764,2116,156892
2018-05-13_17-48-11.761915518,1526226491.763758058,38.295876,2018-05-13_17-48-42.002341864,1526226522.004227871,0.97,0.99,0.96,317392,368260,2269,649,738,697,0,0,0,0,797211,0,4318,6732566,2418,0,11,0,0,0,32804244,31819780,31701780,2116,156892
2018-05-13_17-48-42.048470500,1526226522.050341909,38.295823,2018-05-13_17-49-12.288778810,1526226552.290650045,0.93,0.97,0.95,318584,369644,2273,669,739,697,0,0,0,0,800236,0,4324,6753762,2418,0,11,0,0,0,32804244,31819760,31701592,2116,156896
2018-05-13_17-49-12.335011450,1526226552.336883877,38.295884,2018-05-13_17-49-42.575491062,1526226582.577400012,0.90,0.96,0.95,319776,371028,2277,690,739,697,0,0,0,0,803260,0,4328,6774960,2418,0,11,0,0,0,32804244,31819484,31701688,2116,156896
2018-05-13_17-49-42.621645166,1526226582.623504568,38.295796,2018-05-13_17-50-12.862009425,1526226612.863877587,0.94,0.96,0.95,321262,372770,2281,709,739,698,0,0,0,0,806286,0,4335,6796152,2420,0,11,0,0,0,32804244,31819572,31701668,2116,156904
2018-05-13_17-50-12.908247338,1526226612.910112846,38.299165,2018-05-13_17-50-43.148701580,1526226643.150570653,0.91,0.95,0.95,322160,373796,2285,730,740,698,0,0,0,0,809310,0,4339,6817350,2420,0,11,0,0,0,32804244,31819856,31701396,2116,156904
2018-05-13_17-50-43.194789937,1526226643.196639686,38.295884,2018-05-13_17-51-13.435081613,1526226673.436939375,0.94,0.95,0.95,323352,375180,2294,730,740,698,0,0,0,0,812335,0,4344,6838546,2420,0,11,0,0,0,32804244,31820636,31702412,2116,156904
2018-05-13_17-51-13.481258220,1526226673.483096635,38.295877,2018-05-13_17-51-43.721302780,1526226703.723178721,0.97,0.96,0.95,324544,376564,2301,730,741,698,0,0,0,0,815359,0,4349,6859743,2420,0,11,0,0,0,32804244,31819952,31701180,2116,156904
2018-05-13_17-51-43.767420268,1526226703.769283415,38.295884,2018-05-13_17-52-14.007613818,1526226734.009455242,0.98,0.96,0.95,325736,377948,2311,730,741,698,0,0,0,0,818382,0,4355,6880940,2420,0,11,0,0,0,32804244,31819848,31701892,2116,156904
2018-05-13_17-52-14.053648628,1526226734.055498392,38.295884,2018-05-13_17-52-44.293996952,1526226764.295901719,0.99,0.96,0.95,326928,379332,2319,730,741,698,0,0,0,0,821408,0,4362,6902133,2420,0,11,0,0,0,32804244,31807656,31689756,2116,156912
2018-05-13_17-52-44.340352704,1526226764.342198184,38.295880,2018-05-13_17-53-14.580733188,1526226794.582600786,0.99,0.97,0.95,328120,380716,2323,730,741,719,0,0,0,0,824434,0,4370,6923325,2420,0,11,0,0,0,32804244,31808148,31690248,2116,156916
2018-05-13_17-53-14.627212209,1526226794.629069502,38.295884,2018-05-13_17-53-44.867540476,1526226824.869427769,1.00,0.97,0.95,329312,382100,2327,730,741,740,0,0,0,0,827458,0,4376,6944522,2420,0,11,0,0,0,32804244,31808224,31689948,2116,156916
2018-05-13_17-53-44.913890225,1526226824.915741067,38.295884,2018-05-13_17-54-15.154434029,1526226855.156335259,1.08,0.99,0.96,330504,383484,2331,730,741,761,0,0,0,0,830485,0,4384,6965714,2420,0,11,0,0,0,32804244,31807756,31690120,2116,156920
2018-05-13_17-54-15.200913781,1526226855.202764433,38.295881,2018-05-13_17-54-45.441504313,1526226885.443435468,1.05,0.99,0.96,331696,384868,2335,730,741,783,0,0,0,0,833512,0,4391,6986907,2420,0,11,0,0,0,32804244,31808684,31690744,2116,156924
2018-05-13_17-54-45.488050145,1526226885.489914749,38.295883,2018-05-13_17-55-15.728663956,1526226915.730540965,0.92,0.96,0.95,332888,386252,2339,749,742,783,0,0,0,0,836536,0,4397,7008103,2420,0,11,0,0,0,32804244,31806004,31687784,2116,156924
2018-05-13_17-55-15.775081803,1526226915.776945581,38.295883,2018-05-13_17-55-46.015697557,1526226946.017583862,0.90,0.95,0.95,334080,387636,2343,768,743,783,0,0,0,0,839561,0,4402,7029300,2420,0,11,0,0,0,32804244,31817500,31699828,2116,156916
2018-05-13_17-55-46.062195914,1526226946.064048702,38.295884,2018-05-13_17-56-16.302798844,1526226976.304693679,0.89,0.94,0.95,335272,389020,2347,789,743,783,0,0,0,0,842586,0,4408,7050496,2420,0,11,0,0,0,32804244,31818272,31700608,2116,156916
2018-05-13_17-56-16.348953251,1526226976.350825811,38.295885,2018-05-13_17-56-46.589115945,1526227006.590982223,0.93,0.94,0.95,336464,390404,2351,809,743,783,0,0,0,0,845610,0,4412,7071694,2420,0,11,0,0,0,32804244,31818288,31700396,2116,156916
2018-05-13_17-56-46.635323444,1526227006.637177919,38.295882,2018-05-13_17-57-16.875624627,1526227036.877476402,0.96,0.95,0.95,337656,391788,2358,809,745,783,0,0,0,0,848634,0,4418,7092890,2420,0,11,0,0,0,32804244,31819280,31700516,2116,156920
2018-05-13_17-57-16.921894880,1526227036.923757111,38.295882,2018-05-13_17-57-47.162099268,1526227067.164052454,0.98,0.96,0.95,338848,393172,2366,809,745,783,0,0,0,0,851658,0,4423,7114088,2420,0,11,0,0,0,32804244,31818644,31700488,2116,156920
