StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,bbuser,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-13_18-11-44.849863243,1526227904.851695186,39.176171,2018-05-13_18-12-15.090136252,1526227935.092012477,0.99,0.96,0.93,369738,428990,2604,889,835,787,0,0,0,0,929394,0,4595,7730427,2422,0,12,0,0,0,32804244,31751676,31634072,2116,156968
2018-05-13_18-12-15.136296815,1526227935.138142594,39.176172,2018-05-13_18-12-45.376501947,1526227965.378523815,0.99,0.97,0.93,370930,430374,2608,889,835,808,0,0,0,0,932418,0,4599,7751625,2422,0,12,0,0,0,32804244,31751800,31634168,2116,156968
2018-05-13_18-12-45.422667041,1526227965.424505185,39.176175,2018-05-13_18-13-15.663001816,1526227995.664901843,1.00,0.97,0.93,372122,431758,2612,889,835,829,0,0,0,0,935443,0,4605,7772821,2422,0,12,0,0,0,32804244,31751596,31634548,2116,156968
2018-05-13_18-13-15.709126242,1526227995.710968963,39.176174,2018-05-13_18-13-45.949475318,1526228025.951481509,1.00,0.97,0.94,373314,433142,2616,889,835,850,0,0,0,0,938467,0,4609,7794019,2422,0,12,0,0,0,32804244,31751476,31633844,2116,156968
2018-05-13_18-13-45.995876632,1526228025.997722037,39.176172,2018-05-13_18-14-16.236199669,1526228056.238066196,1.00,0.98,0.94,374506,434526,2620,889,835,871,0,0,0,0,941491,0,4615,7815215,2422,0,12,0,0,0,32804244,31751936,31634104,2116,156968
2018-05-13_18-14-16.282211786,1526228056.284056876,39.176174,2018-05-13_18-14-46.522555150,1526228086.524434099,1.05,0.99,0.95,375698,435910,2629,889,835,871,0,0,0,0,944515,0,4620,7836413,2422,0,12,0,0,0,32804244,31751428,31633516,2116,156968
2018-05-13_18-14-46.568692614,1526228086.570541531,39.176169,2018-05-13_18-15-16.808867936,1526228116.810743996,1.03,0.99,0.95,376890,437294,2637,889,835,871,0,0,0,0,947540,0,4626,7857609,2422,0,12,0,0,0,32804244,31752680,31634816,2116,156968
2018-05-13_18-15-16.855153348,1526228116.856990269,39.176172,2018-05-13_18-15-47.095493393,1526228147.097381069,1.02,0.99,0.95,378082,438678,2645,889,835,871,0,0,0,0,950564,0,4630,7878807,2422,0,12,0,0,0,32804244,31751508,31634200,2116,156968
2018-05-13_18-15-47.141976239,1526228147.143859889,39.176170,2018-05-13_18-16-17.382288565,1526228177.384189116,1.01,0.99,0.95,379274,440062,2653,889,835,871,0,0,0,0,953588,0,4636,7900004,2422,0,12,0,0,0,32804244,31752608,31634484,2116,156968
2018-05-13_18-16-17.428611716,1526228177.430483543,39.176171,2018-05-13_18-16-47.669192550,1526228207.671084200,1.01,0.99,0.95,380466,441446,2657,889,856,871,0,0,0,0,956614,0,4643,7921198,2422,0,12,0,0,0,32804244,31739592,31622004,2116,156984
2018-05-13_18-16-47.715588730,1526228207.717446562,39.176171,2018-05-13_18-17-17.956195334,1526228237.958109308,1.08,1.01,0.96,381658,442830,2661,889,876,871,0,0,0,0,959640,0,4652,7942389,2422,0,12,0,0,0,32804244,31738980,31620796,2116,156984
2018-05-13_18-17-18.003052879,1526228238.004924119,39.176171,2018-05-13_18-17-48.244253428,1526228268.246159679,1.05,1.01,0.96,382850,444214,2665,889,897,871,0,0,0,0,962664,0,4657,7963587,2422,0,12,0,0,0,32804244,31738172,31620344,2116,156988
2018-05-13_18-17-48.290677486,1526228268.292533416,39.176171,2018-05-13_18-18-18.531073445,1526228298.533006304,1.03,1.01,0.96,384042,445598,2669,889,918,871,0,0,0,0,965690,0,4665,7984778,2422,0,12,0,0,0,32804244,31739632,31621780,2116,156988
2018-05-13_18-18-18.577514708,1526228298.579386324,39.176169,2018-05-13_18-18-48.818512586,1526228328.820402013,1.02,1.01,0.96,385234,446982,2676,890,918,871,0,0,0,0,968716,0,4672,8005972,2422,0,12,0,0,0,32804244,31739052,31620624,2116,156992
2018-05-13_18-18-48.864942345,1526228328.866774121,39.176169,2018-05-13_18-19-19.105433115,1526228359.107338981,1.01,1.01,0.96,386720,448724,2686,890,918,871,0,0,0,0,971740,0,4679,8027168,2422,0,12,0,0,0,32804244,31738140,31620552,2116,156992
2018-05-13_18-19-19.151780597,1526228359.153648969,39.176171,2018-05-13_18-19-49.392388933,1526228389.394259482,1.01,1.01,0.96,387618,449750,2695,890,918,871,0,0,0,0,974765,0,4684,8048365,2422,0,13,0,0,0,32804244,31752420,31634360,2116,156988
2018-05-13_18-19-49.438981153,1526228389.440853265,39.176149,2018-05-13_18-20-19.679531881,1526228419.681450685,0.92,0.99,0.95,388810,451134,2702,890,920,871,0,0,0,0,977790,0,4691,8069559,2422,0,13,0,0,0,32804244,31752408,31634564,2116,156996
2018-05-13_18-20-19.725947732,1526228419.727802745,39.176167,2018-05-13_18-20-49.966154724,1526228449.968017887,0.95,0.99,0.95,390002,452518,2710,890,920,872,0,0,0,0,980814,0,4696,8090756,2422,0,13,0,0,0,32804244,31751928,31634320,2116,156996
2018-05-13_18-20-50.012253814,1526228450.014092375,39.176169,2018-05-13_18-21-20.252429066,1526228480.254361287,0.97,0.99,0.95,391194,453902,2718,890,920,872,0,0,0,0,983838,0,4703,8111953,2422,0,13,0,0,0,32804244,31752304,31634140,2116,156996
2018-05-13_18-21-20.298805747,1526228480.300677132,39.176174,2018-05-13_18-21-50.539013270,1526228510.540890155,0.98,0.99,0.95,392386,455286,2726,890,920,872,0,0,0,0,986861,0,4707,8133151,2422,0,13,0,0,0,32804244,31752208,31634884,2116,156996
2018-05-13_18-21-50.585152878,1526228510.587003779,39.176165,2018-05-13_18-22-20.825228972,1526228540.827076971,0.99,0.99,0.95,393578,456670,2733,890,922,872,0,0,0,0,989886,0,4713,8154347,2422,0,13,0,0,0,32804244,31752480,31634624,2116,156996
2018-05-13_18-22-20.871467620,1526228540.873328086,39.176173,2018-05-13_18-22-51.111654328,1526228571.113509164,0.99,0.99,0.95,395064,458412,2756,890,922,872,0,0,0,0,992910,0,4717,8175544,2422,0,13,0,0,0,32804244,31751912,31634624,2116,156996
2018-05-13_18-22-51.157689142,1526228571.159541444,39.176172,2018-05-13_18-23-21.397859652,1526228601.399704963,1.00,0.99,0.95,395962,459438,2780,890,922,872,0,0,0,0,995934,0,4724,8196741,2422,0,13,0,0,0,32804244,31752168,31634588,2116,156996
2018-05-13_18-23-21.444180118,1526228601.446062581,39.176173,2018-05-13_18-23-51.684448144,1526228631.686441664,1.00,0.99,0.95,397154,460822,2804,890,922,872,0,0,0,0,998958,0,4728,8217939,2422,0,13,0,0,0,32804244,31753016,31635208,2116,156996
2018-05-13_18-23-51.730647014,1526228631.732486667,39.176171,2018-05-13_18-24-21.971132050,1526228661.973023914,1.00,0.99,0.95,398346,462206,2828,890,922,872,0,0,0,0,1001983,0,4736,8239131,2422,0,13,0,0,0,32804244,31739588,31622040,2116,157004
2018-05-13_18-24-22.017543114,1526228662.019432797,39.176173,2018-05-13_18-24-52.258006467,1526228692.259890730,1.00,0.99,0.95,399538,463590,2836,890,922,872,0,0,0,0,1005007,0,4742,8260329,2422,0,13,0,0,0,32804244,31740604,31622784,2116,157004
2018-05-13_18-24-52.304208267,1526228692.306042714,39.176170,2018-05-13_18-25-22.545029837,1526228722.546933774,1.00,0.99,0.95,400730,464974,2843,890,923,872,0,0,0,0,1008033,0,4750,8281520,2422,0,13,0,0,0,32804244,31739820,31622256,2116,157012
2018-05-13_18-25-22.591529706,1526228722.593388760,39.176172,2018-05-13_18-25-52.832199060,1526228752.834097669,1.00,0.99,0.95,401922,466358,2851,890,923,872,0,0,0,0,1011059,0,4757,8302714,2422,0,13,0,0,0,32804244,31739652,31621556,2116,157012
2018-05-13_18-25-52.878765416,1526228752.880617006,39.176171,2018-05-13_18-26-23.119259150,1526228783.121157301,1.00,0.99,0.95,403114,467742,2860,890,923,872,0,0,0,0,1014083,0,4764,8323910,2422,0,13,0,0,0,32804244,31740056,31622064,2116,157016
2018-05-13_18-26-23.165652682,1526228783.167496418,39.176172,2018-05-13_18-26-53.406184684,1526228813.408060941,1.00,0.99,0.95,404306,469126,2864,890,943,872,0,0,0,0,1017107,0,4772,8345103,2422,0,13,0,0,0,32804244,31740352,31622520,2116,157016
2018-05-13_18-26-53.452586566,1526228813.454473945,39.176172,2018-05-13_18-27-23.693288905,1526228843.695176420,1.00,0.99,0.95,405498,470510,2868,890,964,872,0,0,0,0,1020133,0,4779,8366298,2422,0,13,0,0,0,32804244,31752212,31634640,2116,157012
2018-05-13_18-27-23.739746363,1526228843.741603162,39.176174,2018-05-13_18-27-53.980144156,1526228873.982015566,1.00,0.99,0.95,406690,471894,2872,890,985,872,0,0,0,0,1023156,0,4784,8387496,2422,0,13,0,0,0,32804244,31752428,31633704,2116,157012
2018-05-13_18-27-54.026445222,1526228874.028314676,39.176170,2018-05-13_18-28-24.266851599,1526228904.268690203,1.00,0.99,0.95,407882,473278,2876,890,1006,872,0,0,0,0,1026180,0,4790,8408692,2422,0,13,0,0,0,32804244,31752360,31634528,2116,157012
2018-05-13_18-28-24.313089015,1526228904.314929678,39.176174,2018-05-13_18-28-54.553283448,1526228934.555156665,1.00,0.99,0.95,409074,474662,2899,890,1007,872,0,0,0,0,1029204,0,4794,8429890,2422,0,13,0,0,0,32804244,31752244,31634152,2116,157012
2018-05-13_18-28-54.599386200,1526228934.601249733,39.176171,2018-05-13_18-29-24.839496368,1526228964.841451409,1.00,0.99,0.95,410266,476046,2924,890,1007,872,0,0,0,0,1032228,0,4800,8451086,2422,0,13,0,0,0,32804244,31750608,31632800,2116,157012
2018-05-13_18-29-24.885970387,1526228964.887864002,39.176172,2018-05-13_18-29-55.126566734,1526228995.128461210,1.00,0.99,0.95,411458,477430,2948,890,1007,872,0,0,0,0,1035252,0,4805,8472284,2422,0,13,0,0,0,32804244,31751948,31633844,2116,157012
2018-05-13_18-29-55.173074908,1526228995.174928330,39.176172,2018-05-13_18-30-25.413338820,1526229025.415202062,1.00,0.99,0.95,412650,478814,2973,890,1007,872,0,0,0,0,1038278,0,4813,8493478,2422,0,13,0,0,0,32804244,31752124,31634020,2116,157020
2018-05-13_18-30-25.459643316,1526229025.461489781,39.176166,2018-05-13_18-30-55.700085076,1526229055.701973087,1.00,0.99,0.95,413842,480198,2980,890,1007,873,0,0,0,0,1041301,0,4818,8514676,2422,0,13,0,0,0,32804244,31752244,31634392,2116,157020
2018-05-13_18-30-55.746310901,1526229055.748166335,39.176173,2018-05-13_18-31-25.986457127,1526229085.988404588,1.00,0.99,0.95,415034,481582,2988,890,1007,873,0,0,0,0,1044326,0,4825,8535872,2422,0,13,0,0,0,32804244,31752052,31634520,2116,157020
2018-05-13_18-31-26.033106534,1526229086.034957347,39.176171,2018-05-13_18-31-56.273347970,1526229116.275261288,1.00,0.99,0.95,416226,482966,2995,890,1007,874,0,0,0,0,1047350,0,4829,8557070,2422,0,13,0,0,0,32804244,31752968,31635640,2116,157020
2018-05-13_18-31-56.319594544,1526229116.321460981,39.176172,2018-05-13_18-32-26.560109382,1526229146.561991307,1.00,0.99,0.95,417418,484350,3003,890,1007,874,0,0,0,0,1050375,0,4837,8578263,2422,0,13,0,0,0,32804244,31741476,31623388,2116,157028
2018-05-13_18-32-26.606451399,1526229146.608298176,39.176173,2018-05-13_18-32-56.847061653,1526229176.848961001,0.95,0.98,0.95,418610,485734,3007,910,1008,874,0,0,0,0,1053399,0,4842,8599460,2422,0,13,0,0,0,32804244,31740228,31621868,2116,157028
2018-05-13_18-32-56.893435838,1526229176.895294997,39.176173,2018-05-13_18-33-27.134041362,1526229207.135908199,0.86,0.95,0.94,419802,487118,3011,930,1009,874,0,0,0,0,1056426,0,4851,8620651,2422,0,13,0,0,0,32804244,31740108,31622840,2116,157032
2018-05-13_18-33-27.180377046,1526229207.182229642,39.176173,2018-05-13_18-33-57.421038039,1526229237.422913257,0.87,0.94,0.94,420994,488502,3015,951,1009,874,0,0,0,0,1059452,0,4859,8641844,2422,0,13,0,0,0,32804244,31739264,31621968,2116,157040
2018-05-13_18-33-57.467752301,1526229237.469628035,39.176172,2018-05-13_18-34-27.708381829,1526229267.710273550,0.92,0.95,0.94,422186,489886,3019,971,1009,874,0,0,0,0,1062476,0,4865,8663040,2422,0,13,0,0,0,32804244,31740088,31622244,2116,157040
2018-05-13_18-34-27.754643311,1526229267.756520320,39.176171,2018-05-13_18-34-57.995391275,1526229297.997289093,0.95,0.95,0.95,423378,491270,3027,971,1011,874,0,0,0,0,1065502,0,4872,8684233,2422,0,13,0,0,0,32804244,31740152,31621440,2116,157040
2018-05-13_18-34-58.041789151,1526229298.043649403,39.176165,2018-05-13_18-35-28.282321781,1526229328.284223549,0.90,0.94,0.95,424570,492654,3034,971,1011,875,0,0,0,0,1068527,0,4879,8705428,2422,0,13,0,0,0,32804244,31752392,31634828,2116,157036
2018-05-13_18-35-28.328743243,1526229328.330613932,39.176173,2018-05-13_18-35-58.569278809,1526229358.571166841,0.99,0.96,0.95,425762,494038,3043,971,1011,875,0,0,0,0,1071550,0,4884,8726627,2422,0,13,0,0,0,32804244,31752624,31634776,2116,157036
2018-05-13_18-35-58.615585231,1526229358.617446516,39.176173,2018-05-13_18-36-28.855689840,1526229388.857601431,0.99,0.96,0.95,427248,495780,3050,971,1013,875,0,0,0,0,1074575,0,4890,8747823,2422,0,13,0,0,0,32804244,31752496,31634912,2116,157036
2018-05-13_18-36-28.902047882,1526229388.903910587,39.176173,2018-05-13_18-36-59.142191837,1526229419.144057622,1.00,0.97,0.95,428146,496806,3058,971,1013,875,0,0,0,0,1077599,0,4895,8769021,2422,0,13,0,0,0,32804244,31752196,31634400,2116,157036
2018-05-13_18-36-59.188362150,1526229419.190190275,39.176170,2018-05-13_18-37-29.428540617,1526229449.430445063,1.06,0.99,0.96,429338,498190,3066,971,1013,875,0,0,0,0,1080623,0,4901,8790217,2422,0,13,0,0,0,32804244,31752784,31635224,2116,157036
2018-05-13_18-37-29.474844383,1526229449.476716274,39.176172,2018-05-13_18-37-59.715152316,1526229479.717006511,1.04,0.99,0.96,430530,499574,3074,971,1013,875,0,0,0,0,1083647,0,4905,8811415,2422,0,13,0,0,0,32804244,31752100,31634564,2116,157036
2018-05-13_18-37-59.761282027,1526229479.763137869,39.176173,2018-05-13_18-38-30.001397762,1526229510.003265872,1.02,0.99,0.96,431722,500958,3082,971,1013,875,0,0,0,0,1086673,0,4910,8832611,2422,0,13,0,0,0,32804244,31752616,31634760,2116,157036
2018-05-13_18-38-30.047621163,1526229510.049480615,39.176174,2018-05-13_18-39-00.288166729,1526229540.290019229,1.01,0.99,0.96,432914,502342,3086,971,1013,896,0,0,0,0,1089697,0,4914,8853809,2422,0,13,0,0,0,32804244,31752272,31634676,2116,157036
2018-05-13_18-39-00.334217619,1526229540.336057183,39.176174,2018-05-13_18-39-30.574319190,1526229570.576180589,1.01,0.99,0.96,434106,503726,3090,971,1013,918,0,0,0,0,1092721,0,4920,8875005,2422,0,13,0,0,0,32804244,31753040,31634924,2116,157036
2018-05-13_18-39-30.620538658,1526229570.622410047,39.176172,2018-05-13_18-40-00.861008676,1526229600.862876281,1.00,0.99,0.96,435592,505468,3094,971,1013,939,0,0,0,0,1095746,0,4924,8896203,2422,0,13,0,0,0,32804244,31752612,31634816,2116,157036
2018-05-13_18-40-00.907184711,1526229600.909021965,39.176174,2018-05-13_18-40-31.147683340,1526229631.149593605,1.00,0.99,0.96,436490,506494,3098,971,1013,959,0,0,0,0,1098774,0,4933,8917393,2422,0,13,0,0,0,32804244,31739836,31622268,2116,157052
2018-05-13_18-40-31.194156540,1526229631.196044403,39.176173,2018-05-13_18-41-01.434696663,1526229661.436581502,1.00,0.99,0.96,437682,507878,3105,971,1013,960,0,0,0,0,1101798,0,4937,8938590,2422,0,13,0,0,0,32804244,31739924,31622064,2116,157052
2018-05-13_18-41-01.480951602,1526229661.482787843,39.176172,2018-05-13_18-41-31.721316484,1526229691.723256543,1.00,0.99,0.96,438874,509262,3112,971,1014,960,0,0,0,0,1104824,0,4945,8959782,2422,0,13,0,0,0,32804244,31740224,31622152,2116,157056
2018-05-13_18-41-31.767761150,1526229691.769626531,39.176169,2018-05-13_18-42-02.008536845,1526229722.010431523,1.00,0.99,0.96,440066,510646,3120,971,1014,960,0,0,0,0,1107849,0,4953,8980975,2422,0,13,0,0,0,32804244,31739396,31621588,2116,157064
2018-05-13_18-42-02.055025708,1526229722.056885084,39.176171,2018-05-13_18-42-32.295484361,1526229752.297388469,1.00,0.99,0.96,441258,512030,3127,971,1015,960,0,0,0,0,1110873,0,4960,9002171,2422,0,13,0,0,0,32804244,31739308,31621260,2116,157064
2018-05-13_18-42-32.342199281,1526229752.344073067,39.176172,2018-05-13_18-43-02.583190846,1526229782.585103532,1.00,0.99,0.96,442450,513414,3151,971,1015,960,0,0,0,0,1113900,0,4967,9023365,2422,0,13,0,0,0,32804244,31737772,31620484,2116,157064
2018-05-13_18-43-02.629993988,1526229782.631886955,39.176166,2018-05-13_18-43-32.870521247,1526229812.872414404,1.00,0.99,0.96,443642,514798,3175,971,1015,960,0,0,0,0,1116926,0,4973,9044560,2422,0,13,0,0,0,32804244,31751248,31632932,2116,157060
2018-05-13_18-43-32.917245048,1526229812.919089790,39.176174,2018-05-13_18-44-03.157571476,1526229843.159471890,1.00,0.99,0.96,444834,516182,3199,971,1016,960,0,0,0,0,1119950,0,4978,9065758,2422,0,13,0,0,0,32804244,31751504,31633708,2116,157060
2018-05-13_18-44-03.204061311,1526229843.205935752,39.176174,2018-05-13_18-44-33.444243373,1526229873.446110525,1.00,0.99,0.96,446026,517566,3224,971,1016,960,0,0,0,0,1122975,0,4983,9086954,2422,0,13,0,0,0,32804244,31752804,31634712,2116,157060
2018-05-13_18-44-33.490533074,1526229873.492378853,39.176174,2018-05-13_18-45-03.730971699,1526229903.732890637,1.00,0.99,0.96,447218,518950,3228,971,1038,960,0,0,0,0,1125999,0,4988,9108152,2422,0,13,0,0,0,32804244,31752396,31634824,2116,157060
2018-05-13_18-45-03.777258087,1526229903.779128556,39.176172,2018-05-13_18-45-34.017404236,1526229934.019276064,1.00,0.99,0.96,448410,520334,3232,971,1058,960,0,0,0,0,1129023,0,4995,9129348,2422,0,13,0,0,0,32804244,31752720,31635468,2116,157060
2018-05-13_18-45-34.063586269,1526229934.065424869,39.176174,2018-05-13_18-46-04.303706318,1526229964.305602945,1.05,1.00,0.97,449602,521718,3236,971,1079,960,0,0,0,0,1132046,0,5000,9150545,2422,0,14,0,0,0,32804244,31752560,31634720,2116,157060
2018-05-13_18-46-04.350159488,1526229964.352026000,39.176175,2018-05-13_18-46-34.590542926,1526229994.592395553,1.03,1.00,0.97,450794,523102,3240,971,1099,960,0,0,0,0,1135070,0,5007,9171742,2422,0,14,0,0,0,32804244,31752740,31634932,2116,157060
2018-05-13_18-46-34.636715025,1526229994.638573164,39.176174,2018-05-13_18-47-04.877012392,1526230024.878882045,1.02,1.00,0.97,451986,524486,3248,971,1099,960,0,0,0,0,1138094,0,5012,9192939,2422,0,14,0,0,0,32804244,31753272,31634908,2116,157060
2018-05-13_18-47-04.923233677,1526230024.925111723,39.176172,2018-05-13_18-47-35.163447039,1526230055.165321448,1.01,1.00,0.97,453178,525870,3256,971,1099,960,0,0,0,0,1141118,0,5018,9214135,2422,0,14,0,0,0,32804244,31752884,31634460,2116,157060
2018-05-13_18-47-35.209505593,1526230055.211365541,39.176174,2018-05-13_18-48-05.449644499,1526230085.451507444,1.01,1.00,0.97,454370,527254,3264,971,1099,960,0,0,0,0,1144142,0,5022,9235332,2422,0,14,0,0,0,32804244,31752232,31634668,2116,157060
2018-05-13_18-48-05.495715775,1526230085.497592170,39.176170,2018-05-13_18-48-35.736368322,1526230115.738255727,1.00,1.00,0.97,455562,528638,3272,971,1099,960,0,0,0,0,1147168,0,5030,9256525,2422,0,14,0,0,0,32804244,31740004,31621960,2116,157068
2018-05-13_18-48-35.782727961,1526230115.784583556,39.176172,2018-05-13_18-49-06.023663229,1526230146.025576458,1.00,1.00,0.97,456754,530022,3276,971,1099,981,0,0,0,0,1150194,0,5037,9277718,2422,0,14,0,0,0,32804244,31741124,31623056,2116,157068
2018-05-13_18-49-06.070251377,1526230146.072128339,39.176174,2018-05-13_18-49-36.310931951,1526230176.312806905,1.00,1.00,0.97,457946,531406,3280,971,1099,1003,0,0,0,0,1153218,0,5043,9298914,2422,0,14,0,0,0,32804244,31739712,31622204,2116,157072
2018-05-13_18-49-36.357650113,1526230176.359505361,39.176171,2018-05-13_18-50-06.598471811,1526230206.600359539,1.00,1.00,0.97,459138,532790,3284,971,1099,1024,0,0,0,0,1156245,0,5053,9320105,2422,0,14,0,0,0,32804244,31739560,31621236,2116,157084
