StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-15_10-54-28.296613302,1526374468.298502778,22509692391,2018-05-15_10-54-58.359862394,1526374498.361783930,0.13,0.14,0.12,105402630,84722035826,0,0,0,0,1576174,0,0,2,688,0,3538,411018,2342,0,8,0,0,0,32804244,31628784,31499748,2116,136232
2018-05-15_10-54-58.406610980,1526374498.408495790,22579806867,2018-05-15_10-55-28.448943077,1526374528.450911125,0.42,0.20,0.14,237953676,169642453204,0,0,0,0,1576174,1992074,0,2,710,0,5154,431680,2342,0,9,0,0,0,32804244,31627448,31499424,2116,136232
2018-05-15_10-55-28.495867970,1526374528.497745625,22149246366,2018-05-15_10-55-58.537872868,1526374558.539798774,0.45,0.23,0.15,340217746,253632072068,0,0,0,1510165,1576174,1992074,0,2,729,0,6546,452434,2342,0,16,0,0,0,32804244,31626800,31498248,2116,136236
2018-05-15_10-55-58.584781164,1526374558.586672135,19180245736,2018-05-15_10-56-28.626825285,1526374588.628743436,0.35,0.23,0.15,454561304,325777520328,0,0,0,1510165,1576174,1992074,0,11,747,0,7919,473395,2342,0,18,0,0,0,32804244,31627692,31499400,2116,136236
2018-05-15_10-56-28.673746168,1526374588.675629217,20618116995,2018-05-15_10-56-58.716876471,1526374618.718798065,0.34,0.24,0.16,552961630,403307829982,0,0,0,1510165,1576174,1992074,1393761,11,769,0,9583,493693,2342,0,29,0,0,0,32804244,31626768,31498768,2116,136240
2018-05-15_10-56-58.763743351,1526374618.765618666,19424237158,2018-05-15_10-57-28.806932433,1526374648.808884266,0.40,0.26,0.17,667464804,476995103266,0,0,0,1510165,1576174,1992074,1393761,1530984,787,0,10979,514519,2342,0,33,0,0,0,32804244,31627276,31498992,2116,136240
2018-05-15_10-57-28.853886990,1526374648.855775186,20418361510,2018-05-15_10-57-58.896846566,1526374678.898799261,0.54,0.31,0.19,767827114,553789537216,0,1384508,0,1510165,1576174,1992074,1393761,1531032,805,0,12582,534757,2342,0,44,0,0,0,32804244,31641472,31513220,2116,136236
2018-05-15_10-57-58.943852603,1526374678.945765877,20718630545,2018-05-15_10-58-28.986826378,1526374708.988750209,0.58,0.34,0.20,888637488,631700680696,0,1384508,0,3205629,1576174,1992074,1393761,1531032,825,0,14274,554927,2342,0,44,0,0,0,32804244,31640604,31512616,2116,136236
2018-05-15_10-58-29.033751150,1526374709.035630578,20645925267,2018-05-15_10-58-59.075914830,1526374739.077865395,0.50,0.34,0.21,988495094,709998665432,0,1384508,0,3205629,1576174,3347588,1393761,1531032,844,0,15976,575237,2342,0,51,0,0,0,32804244,31639844,31511800,2116,136236
2018-05-15_10-58-59.122858477,1526374739.124732166,20674716125,2018-05-15_10-59-29.165820359,1526374769.167725878,0.57,0.37,0.23,1087685628,787755057746,0,1384508,0,3205629,2958525,3347588,1393761,1531032,863,0,17661,595563,2342,0,53,0,0,0,32804244,31640316,31512256,2116,136236
2018-05-15_10-59-29.212643774,1526374769.214512488,20710670803,2018-05-15_10-59-59.254820272,1526374799.256737126,0.54,0.39,0.23,1208832578,866195410244,0,1384508,1687836,3205629,2958525,3347588,1393761,1531032,882,0,19323,615722,2342,0,55,0,0,0,32804244,31641132,31513664,2116,136236
2018-05-15_10-59-59.301688450,1526374799.303566037,20710665409,2018-05-15_11-00-29.344829230,1526374829.346770013,0.64,0.43,0.25,1329542728,944184323798,0,3091262,1687836,3205629,2958525,3347588,1393761,1531032,901,0,20940,635876,2342,0,63,0,0,0,32804244,31641120,31512864,2116,136244
2018-05-15_11-00-29.391754758,1526374829.393651716,19266849703,2018-05-15_11-00-59.432887329,1526374859.434931869,0.57,0.43,0.26,1421918414,1016653445010,0,3091262,1687836,3205629,2958525,3347588,1393761,2720407,918,0,22404,656931,2342,0,66,0,0,0,32804244,31639316,31511260,2116,136244
2018-05-15_11-00-59.479782031,1526374859.481659834,20593526951,2018-05-15_11-01-29.522103823,1526374889.524045716,0.60,0.46,0.27,1532337364,1094677111070,0,3091262,1687836,3205629,2958525,3347588,2722776,2720407,938,0,24078,677248,2344,0,85,0,0,0,32804244,31639984,31511548,2116,136256
2018-05-15_11-01-29.568751123,1526374889.570628037,19463906188,2018-05-15_11-01-59.611917890,1526374919.613851628,0.55,0.46,0.28,1646983130,1167930379264,0,3091262,1687836,3205629,2958525,3347588,2722776,2720409,954,0,25509,698093,2344,0,88,0,0,0,32804244,31640476,31512052,2116,136256
2018-05-15_11-01-59.658747279,1526374919.660626440,20466984385,2018-05-15_11-02-29.700809550,1526374949.702734705,0.52,0.46,0.29,1744003744,1244898008598,0,3091262,3009561,3205629,2958525,3347588,2722776,2720409,971,0,27026,718351,2344,0,89,0,0,0,32804244,31640548,31512128,2116,136260
2018-05-15_11-02-29.747793873,1526374949.749685220,20964939937,2018-05-15_11-02-59.789922158,1526374979.791862582,0.64,0.50,0.30,1865945190,1324384292662,0,3091262,3009561,3205629,4681321,3347588,2722776,2720409,991,0,28804,738514,2344,0,97,0,0,0,32804244,31627104,31498748,2116,136268
2018-05-15_11-02-59.837053629,1526374979.838946763,20650046642,2018-05-15_11-03-29.879898944,1526375009.881826757,0.61,0.50,0.31,1967733612,1402056405862,0,3091262,3009561,3205629,4681321,4764192,2722776,2720409,1012,0,30525,758777,2344,0,98,0,0,0,32804244,31626384,31498476,2116,136268
2018-05-15_11-03-29.926842621,1526375009.928747378,20438389807,2018-05-15_11-03-59.969897977,1526375039.971844493,0.51,0.49,0.31,2087334898,1478923921414,0,3091262,3009561,4633086,4681321,4764192,2722776,2720409,1033,0,32035,778965,2344,0,104,0,0,0,32804244,31626676,31498308,2116,136272
2018-05-15_11-04-00.016805841,1526375040.018698670,19286699104,2018-05-15_11-04-30.059924015,1526375070.061861186,0.52,0.49,0.32,2184240888,1552087275980,0,3091262,3009561,4633086,4681321,4764192,2722776,2720420,1052,0,33380,799905,2344,0,108,0,0,0,32804244,31627184,31499372,2116,136276
2018-05-15_11-04-30.106918277,1526375070.108810765,20929283393,2018-05-15_11-05-00.149887829,1526375100.151793674,0.60,0.50,0.33,2307046654,1630796261696,0,3091262,3009561,4633086,4681321,4764192,4491054,2720420,1070,0,35088,820007,2344,0,121,0,0,0,32804244,31626660,31498852,2116,136276
2018-05-15_11-05-00.196875405,1526375100.198770828,19100303831,2018-05-15_11-05-30.239931657,1526375130.241877689,0.84,0.58,0.36,2414496708,1702654487608,0,3091262,3009561,4633086,4681321,4764192,4491054,3888426,1086,0,36378,840971,2344,0,128,0,0,0,32804244,31626564,31498720,2116,136276
2018-05-15_11-05-30.287129546,1526375130.289009815,20263150657,2018-05-15_11-06-00.329870827,1526375160.331803981,0.78,0.59,0.37,2512102666,1779466409452,0,4453571,3009561,4633086,4681321,4764192,4491054,3888426,1106,0,37958,861206,2344,0,138,0,0,0,32804244,31640916,31513248,2116,136272
2018-05-15_11-06-00.376705911,1526375160.378580571,20519044478,2018-05-15_11-06-30.418797857,1526375190.420705532,0.54,0.55,0.37,2656417168,1856636025722,0,4453571,3009561,6280767,4681321,4764192,4491054,3888426,1121,0,39505,881342,2344,0,138,0,0,0,32804244,31640696,31513152,2116,136272
2018-05-15_11-06-30.465667523,1526375190.467554623,20585138883,2018-05-15_11-07-00.508931529,1526375220.510877480,0.54,0.55,0.37,2772400982,1934612689560,0,4453571,3009561,6280767,4681321,6154069,4491054,3888426,1140,0,41046,901634,2344,0,144,0,0,0,32804244,31639792,31511688,2116,136272
2018-05-15_11-07-00.555646974,1526375220.557523801,20496786063,2018-05-15_11-07-30.598865782,1526375250.600819927,0.50,0.54,0.37,2887081500,2011787817008,0,4453571,3009561,6280767,6051055,6154069,4491054,3888426,1157,0,42624,921955,2344,0,146,0,0,0,32804244,31640076,31512268,2116,136272
2018-05-15_11-07-30.645785173,1526375250.647656559,20603870623,2018-05-15_11-08-00.688890840,1526375280.690824718,0.56,0.55,0.38,3005833378,2089277401530,0,4453571,4689546,6280767,6051055,6154069,4491054,3888426,1179,0,44266,942129,2344,0,149,0,0,0,32804244,31639736,31511632,2116,136272
2018-05-15_11-08-00.735781127,1526375280.737678748,20338736550,2018-05-15_11-08-30.778824279,1526375310.780749732,0.66,0.58,0.40,3127196584,2166374907268,0,5991164,4689546,6280767,6051055,6154069,4491054,3888426,1196,0,45892,962265,2344,0,153,0,0,0,32804244,31640784,31512976,2116,136272
