StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-15_13-17-38.794622906,1526383058.796532898,21477365157,2018-05-15_13-18-08.854992011,1526383088.856894387,0.20,0.09,0.06,80104966,83550917338,1,0,0,0,0,0,1141429,2,748,0,4609,769286,2334,0,13,0,0,0,32804244,31852280,31735932,2116,156328
2018-05-15_13-18-08.901363670,1526383088.903242476,21035259355,2018-05-15_13-18-38.945076197,1526383118.947003787,0.51,0.18,0.09,158842060,165325306628,1,0,0,0,1156236,0,1141429,2,769,0,6843,789299,2334,0,31,0,0,0,32804244,31839060,31722724,2116,156336
2018-05-15_13-18-38.991885878,1526383118.993771192,20241481180,2018-05-15_13-19-09.035011782,1526383149.036936765,0.58,0.23,0.11,235194514,244684955908,1,0,0,0,1156236,0,1141429,952550,788,0,8870,809771,2334,0,31,0,0,0,32804244,31837520,31720884,2116,156336
2018-05-15_13-19-09.081763591,1526383149.083623363,20924157632,2018-05-15_13-19-39.123996082,1526383179.125922524,0.76,0.30,0.14,313437144,326026074286,1,1111541,0,0,1156236,0,1141429,952550,809,0,10899,829797,2334,0,42,0,0,0,32804244,31837592,31720920,2116,156340
2018-05-15_13-19-39.170836024,1526383179.172708545,21046303019,2018-05-15_13-20-09.212987226,1526383209.214922891,0.71,0.34,0.16,390377518,407847408180,1,1111541,1086041,0,1156236,0,1141429,952550,831,0,12864,849886,2334,0,57,0,0,0,32804244,31837180,31720304,2116,156352
2018-05-15_13-20-09.259720268,1526383209.261605660,18998841801,2018-05-15_13-20-39.303050860,1526383239.304987259,0.65,0.35,0.17,461570292,482365646408,1,1111541,1086041,0,1156236,0,1141429,952647,849,0,14649,870615,2334,0,61,0,0,0,32804244,31836996,31720416,2116,156352
2018-05-15_13-20-39.349879782,1526383239.351768341,20655655088,2018-05-15_13-21-09.392974808,1526383269.394906649,0.65,0.38,0.18,538795642,562660783236,1,1111541,1086041,1078666,1156236,0,1141429,952647,868,0,16221,890843,2334,0,67,0,0,0,32804244,31836776,31720136,2116,156352
2018-05-15_13-21-09.439686688,1526383269.441567740,20408621224,2018-05-15_13-21-39.482109625,1526383299.484039563,0.77,0.44,0.21,615147136,642006974410,1,2196756,1086041,1078666,1156236,0,1141429,952647,887,0,18073,910913,2334,0,77,0,0,0,32804244,31850148,31733044,2116,156348
2018-05-15_13-21-39.528805175,1526383299.530675290,20280556481,2018-05-15_13-22-09.573987919,1526383329.575919139,0.66,0.45,0.22,691588550,721502946314,1,2196756,2171140,1078666,1156236,0,1141429,952647,905,0,20078,930950,2334,0,81,0,0,0,32804244,31850768,31733608,2116,156348
2018-05-15_13-22-09.620885833,1526383329.622754431,19128681726,2018-05-15_13-22-39.665054639,1526383359.666982284,0.66,0.47,0.23,762828300,795871012438,1,2196756,2171140,1078666,1156236,0,1141429,952708,921,0,21794,951743,2334,0,94,0,0,0,32804244,31850824,31733516,2116,156348
2018-05-15_13-22-39.711648302,1526383359.713512058,20378572690,2018-05-15_13-23-09.754088722,1526383389.756001484,0.67,0.49,0.25,839641618,875654849690,1,2196756,2171140,2147295,1156236,0,1141429,952708,939,0,23629,971862,2334,0,94,0,0,0,32804244,31850264,31733944,2116,156348
2018-05-15_13-23-09.800797689,1526383389.802659645,21207314493,2018-05-15_13-23-39.844052402,1526383419.845984472,0.69,0.51,0.26,919018904,958178775752,1,2196756,2171140,2147295,2270935,0,1141429,952708,957,0,25148,992158,2334,0,99,0,0,0,32804244,31850116,31733536,2116,156348
2018-05-15_13-23-39.890663003,1526383419.892548423,19051510210,2018-05-15_13-24-09.934063096,1526383449.936014140,0.67,0.52,0.27,989864990,1032258113582,1,2196756,2171140,2147295,2270935,0,1141429,1856984,974,0,26915,1012910,2334,0,100,0,0,0,32804244,31850592,31733480,2116,156348
2018-05-15_13-24-09.980773887,1526383449.982664886,20369410831,2018-05-15_13-24-40.023099964,1526383480.025109341,0.71,0.54,0.29,1065472740,1112053754986,1,2196756,2171140,2147295,2270935,1077174,1141429,1856984,992,0,28756,1033103,2334,0,103,0,0,0,32804244,31850952,31733780,2116,156348
2018-05-15_13-24-40.069869501,1526383480.071720211,21183613725,2018-05-15_13-25-10.113180479,1526383510.115097931,0.63,0.54,0.29,1144724074,1194438989898,1,2196756,2171140,2147295,2270935,1077174,2257451,1856984,1009,0,30309,1053365,2334,0,104,0,0,0,32804244,31850384,31733544,2116,156348
2018-05-15_13-25-10.159887148,1526383510.161765186,20337771857,2018-05-15_13-25-40.203044131,1526383540.205041478,0.92,0.62,0.33,1220833840,1273506467694,1,2196756,2171140,2147295,3371814,1077174,2257451,1856984,1028,0,32229,1073518,2334,0,108,0,0,0,32804244,31850652,31734080,2116,156352
2018-05-15_13-25-40.249697466,1526383540.251581633,19149944313,2018-05-15_13-26-10.291992860,1526383570.293915176,0.87,0.64,0.34,1292475446,1348598947330,1,2196756,2171140,2147295,3371814,1077174,2257451,2750470,1044,0,33933,1094321,2334,0,109,0,0,0,32804244,31851004,31733868,2116,156352
2018-05-15_13-26-10.338592906,1526383570.340446299,20418254461,2018-05-15_13-26-40.382060422,1526383600.383977615,0.79,0.64,0.35,1368843900,1427973193436,1,2196756,2171140,2147295,3371814,2183986,2257451,2750470,1067,0,35923,1114411,2334,0,115,0,0,0,32804244,31838608,31721792,2116,156360
2018-05-15_13-26-40.428755309,1526383600.430634376,21335666823,2018-05-15_13-27-10.472051392,1526383630.473957151,0.60,0.61,0.35,1448639298,1510906847298,1,2196756,2171140,2147295,3371814,2183986,3371899,2750470,1085,0,37365,1134711,2334,0,117,0,0,0,32804244,31838548,31721384,2116,156360
2018-05-15_13-27-10.518664561,1526383630.520530954,19855378102,2018-05-15_13-27-40.562042188,1526383660.563985477,0.42,0.57,0.35,1523572360,1588771245370,1,2196756,2171140,2147295,3371814,2183986,3371899,2750512,1105,0,38909,1155602,2334,0,122,0,0,0,32804244,31838008,31721140,2116,156364
2018-05-15_13-27-40.608698078,1526383660.610592095,20460150791,2018-05-15_13-28-10.652025630,1526383690.653957854,0.32,0.53,0.34,1599036430,1668308789120,1,2196756,2171140,3199824,3371814,2183986,3371899,2750512,1128,0,40617,1175748,2334,0,128,0,0,0,32804244,31838508,31721656,2116,156364
2018-05-15_13-28-10.698763483,1526383690.700627080,20239056414,2018-05-15_13-28-40.742027126,1526383720.743973041,0.49,0.56,0.35,1673660628,1746989300316,1,3248483,2171140,3199824,3371814,2183986,3371899,2750512,1145,0,42464,1195856,2334,0,143,0,0,0,32804244,31838716,31722152,2116,156364
