StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,so
ftirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-01_17-18-16.794969801,1525187896.796341100,2018-05-01_17-18-16.799318267,1525187896.800621940,0.13,0.38,0.25,569153958110962,248813986100,847568223,1229292350,1077106270,1050238989,0,269586,0,0,362146,24,11291288,255662085,3230,0,7277228,0,0,0,32805052,31648776,31572956,948,286416
2018-05-01_17-18-46.834572772,1525187926.836099355,2018-05-01_17-18-46.839185800,1525187926.840508235,0.47,0.44,0.27,569228520589740,248841371126,847568224,1229292352,1077106270,1050273299,0,912276,0,0,362175,24,11292901,255683103,3230,0,7278592,0,0,0,32805052,31654764,31578880,948,286420
2018-05-01_17-19-16.873577816,1525187956.874967221,2018-05-01_17-19-16.877956975,1525187956.879273922,0.61,0.48,0.29,569308918005072,248870022392,847568495,1229292725,1077137352,1050922510,0,912276,0,0,362213,24,11294328,255704227,3230,0,7279643,0,0,0,32805052,31654968,31579368,948,286412
2018-05-01_17-19-46.913163404,1525187986.914763213,2018-05-01_17-19-46.917941572,1525187986.919261429,0.76,0.53,0.31,569380077907296,248896883018,847568495,1229292729,1077759891,1050922510,36359,912276,0,0,362251,24,11296084,255725205,3230,0,7280888,0,0,0,32805052,31652108,31575996,948,286412
2018-05-01_17-20-16.953785427,1525188016.955174273,2018-05-01_17-20-16.958170677,1525188016.959489836,0.92,0.59,0.34,569455177829378,248923648304,847568495,1229292732,1077759891,1050922510,669868,944234,0,0,362279,24,11297712,255746217,3230,0,7282243,0,0,0,32805052,31653972,31578152,948,286416
2018-05-01_17-20-46.993383277,1525188046.994901653,2018-05-01_17-20-46.997980336,1525188046.999294516,0.95,0.63,0.36,569529612364772,248950268330,847568980,1229292732,1077759891,1050953362,669868,1583175,0,0,362303,24,11299336,255767236,3230,0,7283602,0,0,0,32805052,31653328,31577116,948,286416
2018-05-01_17-21-17.032378263,1525188077.033736377,2018-05-01_17-21-17.036656647,1525188077.037963511,0.85,0.63,0.37,569613066879608,248980122296,847569377,1229293135,1077788350,1051624067,670101,1583193,12,182,362335,24,11300733,255788377,3230,0,7284628,0,0,0,32805052,31656676,31580688,948,286416
2018-05-01_17-21-47.071597311,1525188107.073275623,2018-05-01_17-21-47.076594646,1525188107.077954886,0.98,0.68,0.40,569687393494016,249006163502,847569480,1229293417,1078404849,1051624386,703745,1583193,12,182,362363,24,11302426,255809417,3230,0,7285814,0,0,0,32805052,31654616,31578796,948,286416
2018-05-01_17-22-17.111984908,1525188137.113498057,2018-05-01_17-22-17.116567201,1525188137.117891671,0.99,0.71,0.42,569762275044838,249032741168,847569480,1229293417,1078437462,1051624386,1334159,1583193,290,182,362391,24,11304066,255830428,3230,0,7287156,0,0,0,32805052,31644224,31568180,948,286424
2018-05-01_17-22-47.151574713,1525188167.153200789,2018-05-01_17-22-47.156393597,1525188167.157731301,0.91,0.72,0.43,569836944473708,249061526774,847570628,1229303446,1079065519,1051624485,1360882,1583193,290,1426,362422,24,11305749,255851452,3230,0,7288332,0,0,0,32805052,31644868,31568764,948,286428
2018-05-01_17-23-17.191176388,1525188197.192549984,2018-05-01_17-23-17.195529170,1525188197.196844212,0.95,0.75,0.45,569912042259476,249087877820,847572110,1229303447,1079065519,1051624485,1989437,1606249,290,1426,362450,24,11307372,255872464,3230,0,7289689,0,0,0,32805052,31645404,31569588,948,286428
2018-05-01_17-23-47.230877830,1525188227.232398467,2018-05-01_17-23-47.235460257,1525188227.236779586,1.02,0.79,0.47,569986486377878,249115018226,847572110,1229303447,1079065519,1051656264,1989437,2257001,290,1426,362489,24,11308994,255893464,3230,0,7291053,0,0,0,32805052,31646648,31570832,948,286428
2018-05-01_17-24-17.270532033,1525188257.272701962,2018-05-01_17-24-17.276683871,1525188257.278261856,1.01,0.81,0.49,570066681993548,249143556632,847600415,1229303761,1079066844,1052308242,1989649,2257057,320,1619,362521,24,11310438,255914599,3230,0,7292069,0,0,0,32805052,31655520,31579032,948,286432
2018-05-01_17-24-47.314915557,1525188287.316560917,2018-05-01_17-24-47.319855849,1525188287.321195593,0.88,0.80,0.49,570151754489324,249195638438,848109628,1229436307,1079095793,1052322042,2005003,2262638,22951,1619,362556,24,11311925,255935570,3230,0,7292577,0,0,0,32805052,31647052,31571456,948,286436
2018-05-01_17-25-17.354724472,1525188317.356228963,2018-05-01_17-25-17.359337091,1525188317.360724214,0.99,0.83,0.51,570226045914934,249221642684,848111269,1229436311,1079095793,1052322042,2005003,2262638,647773,29928,362585,24,11313552,255956579,3230,0,7293930,0,0,0,32805052,31658164,31582348,948,286428
2018-05-01_17-25-47.394678175,1525188347.396194601,2018-05-01_17-25-47.399265572,1525188347.400580526,0.99,0.85,0.53,570300675349154,249248142830,848111751,1229462879,1079095793,1052322042,2005003,2262639,647773,681889,362613,24,11315162,255977596,3230,0,7295298,0,0,0,32805052,31657740,31581924,948,286428
2018-05-01_17-26-17.434384319,1525188377.436040876,2018-05-01_17-26-17.439354433,1525188377.440717430,0.92,0.85,0.54,570378601007134,249276180416,848111969,1230110205,1079095859,1052322280,2005553,2262706,647833,704214,362645,24,11316678,255998687,3230,0,7296425,0,0,0,32805052,31658228,31582412,948,286428
2018-05-01_17-26-47.474807995,1525188407.476323963,2018-05-01_17-26-47.479395693,1525188407.480723740,1.02,0.88,0.56,570453657229916,249303336662,848111969,1230130078,1079095860,1052322280,2005553,2262706,648060,1355756,362672,24,11318277,256019706,3230,0,7297805,0,0,0,32805052,31657344,31581816,948,286428
2018-05-01_17-27-17.513838590,1525188437.515207328,2018-05-01_17-27-17.518151635,1525188437.519455013,0.89,0.86,0.56,570530381240014,249331198088,848141514,1230774767,1079095910,1052322520,2006250,2262709,648060,1355756,362700,24,11319798,256040806,3230,0,7298900,0,0,0,32805052,31657448,31581120,948,286428
