StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-02_18-58-40.727063947,1525280320.728586498,18436394858,2018-05-02_18-59-10.781805091,1525280350.783304426,0.06,0.06,0.10,40442438,69439048800,39,9,894982,14,3,1,0,0,916,0,3108,671581,2812,0,286,0,0,0,32805052,31825620,31707824,948,157564
2018-05-02_18-59-10.818594839,1525280350.820061266,16315840675,2018-05-02_18-59-40.852707062,1525280380.854214341,0.16,0.08,0.11,91831884,130912735378,45,10,894982,14,41,1123022,51,4,928,0,4167,693395,2812,0,661,0,0,0,32805052,31825364,31707548,948,157564
2018-05-02_18-59-40.889783249,1525280380.891247293,15493446137,2018-05-02_19-00-10.919640773,1525280410.921160617,0.14,0.09,0.11,124663634,189248550646,60,10,894982,14,51,1123023,51,842681,940,0,4913,715481,2812,0,788,0,0,0,32805052,31824732,31707328,948,157568
2018-05-02_19-00-10.956517007,1525280410.958100739,15506851171,2018-05-02_19-00-24.740217114,1525280424.741729284,0.20,0.10,0.11,140483032,216432222500,60,11,894982,14,60,1123023,63,1237144,946,0,5266,725629,2812,0,853,0,0,0,32805052,31825460,31707772,948,157568
2018-05-02_19-00-24.777076904,1525280424.778540843,,2018-05-02_19-00-24.785434939,1525280424.786924951,0.20,0.10,0.11,140483032,216432222500,60,11,894982,14,60,1123025,63,1237144,948,0,5269,725660,2812,0,853,0,0,0,32805052,31823272,31705524,948,157568
2018-05-02_19-00-24.822362789,1525280424.823838850,,2018-05-02_19-00-24.830469173,1525280424.831796592,0.20,0.10,0.11,140483032,216432222500,60,11,894983,14,60,1123026,63,1237144,950,0,5274,725689,2812,0,853,0,0,0,32805052,31822384,31705112,948,157568
2018-05-02_19-00-24.866945441,1525280424.868421260,,2018-05-02_19-00-24.874944795,1525280424.876430731,0.20,0.10,0.11,140483032,216432222500,61,11,894983,14,60,1123027,63,1237144,951,0,5277,725720,2812,0,853,0,0,0,32805052,31821544,31704120,948,157568
2018-05-02_19-00-24.911776632,1525280424.913266214,,2018-05-02_19-00-24.919951935,1525280424.921469130,0.20,0.10,0.11,140483032,216432222500,61,12,894983,14,60,1123028,63,1237144,953,0,5280,725750,2812,0,853,0,0,0,32805052,31821904,31704444,948,157568
2018-05-02_19-00-24.956592960,1525280424.958056758,,2018-05-02_19-00-24.964778061,1525280424.966277571,0.20,0.10,0.11,140500568,216463130778,61,12,894983,14,60,1123029,63,1237145,954,0,5284,725781,2812,0,853,0,0,0,32805052,31820984,31703580,948,157568
2018-05-02_19-00-25.001569056,1525280425.003064041,,2018-05-02_19-00-25.009678138,1525280425.011180371,0.20,0.10,0.11,140500568,216463130778,62,13,894983,14,60,1123029,63,1237145,956,0,5287,725812,2812,0,853,0,0,0,32805052,31820792,31702828,948,157568
2018-05-02_19-00-25.046217422,1525280425.047678901,,2018-05-02_19-00-25.054300114,1525280425.055818508,0.20,0.10,0.11,140500568,216463130778,62,13,894984,14,60,1123030,63,1237145,957,0,5290,725843,2812,0,853,0,0,0,32805052,31820340,31702900,948,157568
