StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_16-28-51.676549814,1526048931.679844873,2018-05-11_16-28-51.685698637,1526048931.688482454,0.14,0.30,0.22,556132672394,454389144,772157,1312118,2456247,1644099,233425,680081,616691,1010593,1229,0,14888,849786,2521,0,6343,0,0,0,32804244,31807784,31698000,2116,170856
2018-05-11_16-29-21.754091364,1526048961.756645185,2018-05-11_16-29-21.761159352,1526048961.763445719,0.27,0.32,0.23,607018209334,509697090,1005463,1312118,2456247,1644099,233425,1262290,616691,1037450,1271,0,16349,870344,2521,0,6370,0,0,0,32804244,31808028,31698812,2116,170856
2018-05-11_16-29-51.814323790,1526048991.816327460,2018-05-11_16-29-51.820393238,1526048991.822217443,0.44,0.35,0.24,657509011736,557321556,1539426,1312136,2456270,1696025,233425,1262290,616691,1404072,1315,0,17870,891040,2521,0,6479,0,0,0,32804244,31807164,31697120,2116,170860
2018-05-11_16-30-21.869583368,1526049021.872173772,2018-05-11_16-30-21.878163246,1526049021.880902681,0.40,0.35,0.25,705950791294,596370162,1539455,1341425,2456541,2410229,233425,1290529,616691,1404072,1348,0,18854,912602,2521,0,7378,0,0,0,32804244,31818432,31708572,2116,170864
2018-05-11_16-30-51.952761201,1526049051.955489203,2018-05-11_16-30-51.960343437,1526049051.962341700,0.51,0.38,0.26,753108885112,648142278,1539455,1384366,2612251,2410236,233425,1881936,616691,1404072,1386,0,20151,933416,2521,0,7444,0,0,0,32804244,31820252,31710264,2116,170864
2018-05-11_16-31-22.019736986,1526049082.021453727,2018-05-11_16-31-22.025193129,1526049082.027223396,0.71,0.44,0.28,803953161284,675314844,1539487,2040134,2661784,2410391,233425,1881936,616691,1404072,1419,0,21111,955036,2521,0,8422,0,0,0,32804244,31819812,31709780,2116,170864
2018-05-11_16-31-52.074844211,1526049112.077575159,2018-05-11_16-31-52.083034933,1526049112.085907855,0.86,0.49,0.30,855230032350,713898510,1539638,2049186,3367957,2410463,233425,1881936,655382,1404072,1449,0,22104,976542,2521,0,9455,0,0,0,32804244,31818172,31708800,2116,170864
2018-05-11_16-32-22.139995173,1526049142.141779094,2018-05-11_16-32-22.146310813,1526049142.148280231,0.78,0.51,0.32,905780444034,761271276,2111469,2049192,3368114,2416308,233425,1881936,1031599,1404072,1488,0,23675,997278,2521,0,9553,0,0,0,32804244,31820256,31710476,2116,170864
2018-05-11_16-32-52.195648456,1526049172.197648553,2018-05-11_16-32-52.202309442,1526049172.204187845,0.81,0.54,0.33,956559507274,804457122,2821376,2054296,3431799,2418514,257501,1881936,1031599,1404072,1515,0,24581,1018700,2521,0,10285,0,0,0,32804244,31819292,31709260,2116,170864
2018-05-11_16-33-22.255076036,1526049202.257604735,2018-05-11_16-33-22.262954889,1526049202.265624496,0.69,0.54,0.34,1007950459172,852985188,2821376,2080593,3980653,2418514,630053,1908776,1031599,1404072,1550,0,25927,1039290,2521,0,10335,0,0,0,32804244,31819404,31709656,2116,170864
