StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,CTXT,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-18_15-08-19.962178310,1526648899.964413101,2018-05-18_15-08-19.968927626,1526648899.971120433,0.03,0.12,0.21,2886606859668,5002123760,35395626,14504622,17486583,15769643,14850940,13567271,15061924,15784797,4442,0,84438,2711955,2482,0,6502,0,0,0,74733642,32804244,31816828,31708260,2116,172932
2018-05-18_15-08-50.025842010,1526648930.028340188,2018-05-18_15-08-50.032836219,1526648930.035518294,0.23,0.16,0.22,2931324247868,5045471906,35773589,14818571,17486583,15769643,14850940,13567271,15090557,15784797,4480,0,85581,2733551,2482,0,6539,0,0,0,75398913,32804244,31815420,31706780,2116,172932
2018-05-18_15-09-20.095576267,1526648960.097738707,2018-05-18_15-09-20.102482420,1526648960.104452598,0.27,0.18,0.22,2975867229774,5088746432,36218519,14818571,17512082,15769643,14850940,13567271,15448142,15784797,4515,0,86970,2754594,2482,0,6591,0,0,0,76038703,32804244,31816024,31707420,2116,172932
2018-05-18_15-09-50.154972259,1526648990.157053453,2018-05-18_15-09-50.161483374,1526648990.163422876,0.43,0.22,0.24,3019038965682,5130455078,36535382,14818571,17828851,15769643,14877107,13567271,15448142,15784797,4552,0,88038,2776306,2482,0,6617,0,0,0,76706621,32804244,31817060,31708164,2116,172932
2018-05-18_15-10-20.219972146,1526649020.222150593,2018-05-18_15-10-20.226682824,1526649020.228489240,0.39,0.23,0.24,3063700484290,5173104404,37008444,14818571,17828851,15769643,15236136,13567271,15448142,15784797,4586,0,89402,2797334,2482,0,6703,0,0,0,77341883,32804244,31816952,31708360,2116,172948
2018-05-18_15-10-50.277665442,1526649050.279600076,2018-05-18_15-10-50.283899463,1526649050.286235759,0.29,0.23,0.24,3107953143976,5197748090,37632677,14818571,17828851,15795096,15236136,13567271,15448142,15784797,4620,0,90261,2819177,2482,0,7331,0,0,0,78005662,32804244,31815312,31706400,2116,172948
2018-05-18_15-11-20.338293862,1526649080.340894364,2018-05-18_15-11-20.345745663,1526649080.347826984,0.31,0.24,0.24,3153436888954,5241743096,37982709,14818571,17828851,16116940,15236136,13567271,15448142,15809725,4656,0,91364,2840759,2482,0,7356,0,0,0,78683353,32804244,31815296,31706440,2116,172948
2018-05-18_15-11-50.405979233,1526649110.408458888,2018-05-18_15-11-50.412750550,1526649110.415071656,0.25,0.23,0.23,3198260379864,5285976962,38424467,14863936,17828851,16116940,15236136,13567271,15448142,16163926,4691,0,92762,2861758,2482,0,7416,0,0,0,79351390,32804244,31815016,31706480,2116,172948
2018-05-18_15-12-20.474721283,1526649140.477285443,2018-05-18_15-12-20.484086877,1526649140.487206320,0.15,0.21,0.23,3243137858006,5336742100,38535279,15561513,17828851,16116940,15236136,13601408,15448142,16163926,4731,0,93739,2883221,2482,0,7437,0,0,0,80582802,32804244,31815168,31706796,2116,172948
2018-05-18_15-12-50.549286427,1526649170.551413175,2018-05-18_15-12-50.556202053,1526649170.558252075,0.31,0.25,0.24,3288086441514,5383167346,38672249,15561513,17851532,16116940,15236136,14136050,15448142,16163926,4766,0,95043,2904201,2482,0,7455,0,0,0,81362388,32804244,31815044,31706176,2116,172948
