StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-13_17-59-49.575096398,1526227189.576863554,2018-05-13_17-59-49.580611939,1526227189.582276310,0.27,0.70,0.86,378570,327330,2135,749,886,766,578,582,602,545,858536,0,3694,7207447,2514,0,10,0,0,0,32804244,31732324,31622084,2116,170516
2018-05-13_18-00-19.623795096,1526227219.625506240,2018-05-13_18-00-19.629233962,1526227219.630915665,0.56,0.72,0.87,379894,328474,2142,749,887,766,578,582,606,557,861537,0,3703,7228473,2514,0,10,0,0,0,32804244,31731676,31621440,2116,170524
2018-05-13_18-00-49.672782705,1526227249.674518972,2018-05-13_18-00-49.678374014,1526227249.680062681,0.73,0.75,0.87,381218,329618,2150,749,887,766,578,582,606,573,864539,0,3710,7249499,2514,0,10,0,0,0,32804244,31718916,31608680,2116,170528
2018-05-13_18-01-19.722352085,1526227279.724081211,2018-05-13_18-01-19.727845197,1526227279.729521313,0.68,0.74,0.86,382542,330762,2153,749,887,783,578,582,606,577,867542,0,3719,7270521,2514,0,10,0,0,0,32804244,31719228,31608996,2116,170532
2018-05-13_18-01-49.771427952,1526227309.773144988,2018-05-13_18-01-49.776861551,1526227309.778526644,0.73,0.75,0.86,383866,331906,2155,749,888,803,578,582,606,577,870543,0,3724,7291552,2514,0,10,0,0,0,32804244,31719212,31608984,2116,170532
2018-05-13_18-02-19.820295502,1526227339.822026657,2018-05-13_18-02-19.825786658,1526227339.827468142,0.84,0.78,0.86,385190,333050,2162,749,889,807,578,594,606,577,873545,0,3732,7312577,2514,0,10,0,0,0,32804244,31719156,31609192,2116,170536
2018-05-13_18-02-49.869483052,1526227369.871229246,2018-05-13_18-02-49.875083886,1526227369.876765183,0.90,0.80,0.87,386514,334194,2170,749,889,807,578,609,606,577,876547,0,3739,7333604,2514,0,10,0,0,0,32804244,31719216,31608668,2116,170536
2018-05-13_18-03-19.918756476,1526227399.920474209,2018-05-13_18-03-19.924209860,1526227399.925884215,0.94,0.82,0.87,387838,335338,2172,766,889,807,578,613,606,577,879548,0,3744,7354634,2514,0,10,0,0,0,32804244,31719796,31609572,2116,170536
2018-05-13_18-03-49.967642170,1526227429.969343387,2018-05-13_18-03-49.973088453,1526227429.974761382,0.90,0.82,0.87,389162,336482,2174,787,890,807,578,613,606,577,882548,0,3750,7375664,2514,0,10,0,0,0,32804244,31732520,31622296,2116,170532
2018-05-13_18-04-20.016514051,1526227460.018226182,2018-05-13_18-04-20.021963433,1526227460.023628563,0.94,0.84,0.87,390486,337626,2176,791,907,807,578,613,606,577,885548,0,3756,7396693,2514,0,10,0,0,0,32804244,31732364,31622400,2116,170532
2018-05-13_18-04-50.065348661,1526227490.067063653,2018-05-13_18-04-50.070786308,1526227490.072459601,0.96,0.85,0.87,391810,338770,2178,791,929,807,578,613,606,577,888548,0,3761,7417725,2514,0,10,0,0,0,32804244,31732896,31622672,2116,170532
2018-05-13_18-05-20.114257993,1526227520.115972767,2018-05-13_18-05-20.119695428,1526227520.121365124,0.98,0.87,0.88,393134,339914,2185,791,934,807,578,613,618,577,891549,0,3767,7438754,2514,0,10,0,0,0,32804244,31732744,31622520,2116,170532
2018-05-13_18-05-50.163110058,1526227550.164819669,2018-05-13_18-05-50.168538986,1526227550.170203277,0.99,0.88,0.88,394458,341058,2192,791,934,807,578,613,635,577,894549,0,3771,7459786,2514,0,10,0,0,0,32804244,31732548,31622324,2116,170532
2018-05-13_18-06-20.211960153,1526227580.213667066,2018-05-13_18-06-20.217390374,1526227580.219057091,0.92,0.87,0.88,395782,342202,2212,792,934,807,578,613,639,577,897550,0,3777,7480815,2514,0,10,0,0,0,32804244,31732736,31622512,2116,170532
2018-05-13_18-06-50.260890206,1526227610.262581068,2018-05-13_18-06-50.266309262,1526227610.267986062,0.88,0.87,0.87,397106,343346,2235,793,934,808,578,613,639,577,900550,0,3782,7501846,2514,0,10,0,0,0,32804244,31732544,31622580,2116,170532
2018-05-13_18-07-20.309707506,1526227640.311420721,2018-05-13_18-07-20.315150147,1526227640.316818727,0.92,0.88,0.88,398430,344490,2246,794,934,808,590,613,639,577,903550,0,3788,7522876,2514,0,10,0,0,0,32804244,31732868,31622904,2116,170532
2018-05-13_18-07-50.359102409,1526227670.360820440,2018-05-13_18-07-50.364576950,1526227670.366385990,0.95,0.89,0.88,399754,345634,2253,794,934,808,607,613,639,577,906551,0,3793,7543908,2514,0,10,0,0,0,32804244,31732624,31622400,2116,170536
2018-05-13_18-08-20.408502952,1526227700.410237942,2018-05-13_18-08-20.413995898,1526227700.415670125,0.97,0.90,0.88,401078,346778,2261,794,934,808,611,625,639,577,909551,0,3799,7564938,2514,0,10,0,0,0,32804244,31732596,31622632,2116,170536
2018-05-13_18-08-50.457509691,1526227730.459258274,2018-05-13_18-08-50.463108236,1526227730.464784531,0.98,0.91,0.89,402402,347922,2269,794,934,808,611,640,639,577,912553,0,3805,7585965,2514,0,10,0,0,0,32804244,31719944,31609724,2116,170544
2018-05-13_18-09-20.506878011,1526227760.508604189,2018-05-13_18-09-20.512364804,1526227760.514044238,0.99,0.92,0.89,403726,349066,2272,810,934,808,611,643,639,577,915556,0,3813,7606990,2514,0,10,0,0,0,32804244,31719868,31609648,2116,170544
2018-05-13_18-09-50.556508374,1526227790.558226033,2018-05-13_18-09-50.561971864,1526227790.563646446,0.99,0.93,0.89,405050,350210,2274,831,934,808,611,643,639,577,918556,0,3818,7628022,2514,0,10,0,0,0,32804244,31720452,31610232,2116,170548
2018-05-13_18-10-20.605411517,1526227820.607141592,2018-05-13_18-10-20.610877327,1526227820.612542749,0.92,0.92,0.89,406374,351354,2281,834,934,809,611,643,639,589,921559,0,3828,7649044,2514,0,10,0,0,0,32804244,31719716,31609240,2116,170560
2018-05-13_18-10-50.654392080,1526227850.656160240,2018-05-13_18-10-50.660021320,1526227850.661695291,0.95,0.93,0.89,407698,352498,2288,834,935,809,611,643,639,605,924561,0,3835,7670071,2514,0,10,0,0,0,32804244,31719428,31609216,2116,170564
2018-05-13_18-11-20.703617987,1526227880.705361629,2018-05-13_18-11-20.709125031,1526227880.710806856,0.97,0.93,0.90,409022,353642,2292,834,935,826,611,643,639,609,927562,0,3841,7691100,2514,0,10,0,0,0,32804244,31718876,31608664,2116,170564
2018-05-13_18-11-50.752585714,1526227910.754317773,2018-05-13_18-11-50.758075138,1526227910.759743495,0.90,0.92,0.89,410346,354786,2295,834,935,848,611,643,639,609,930563,0,3846,7712131,2514,0,10,0,0,0,32804244,31731884,31621384,2116,170556
2018-05-13_18-12-20.801383492,1526227940.803102162,2018-05-13_18-12-20.806841064,1526227940.808501800,0.94,0.93,0.90,411670,355930,2314,835,936,852,611,643,639,609,933564,0,3851,7733160,2514,0,10,0,0,0,32804244,31732080,31621556,2116,170556
2018-05-13_18-12-50.850306090,1526227970.851992382,2018-05-13_18-12-50.855697603,1526227970.857368030,0.96,0.94,0.90,412994,357074,2337,836,937,852,611,643,639,609,936563,0,3856,7754191,2514,0,10,0,0,0,32804244,31731908,31621696,2116,170556
2018-05-13_18-13-20.899018075,1526228000.900731171,2018-05-13_18-13-20.904471460,1526228000.906148610,0.98,0.94,0.90,414318,358218,2348,836,938,852,623,643,639,609,939564,0,3862,7775221,2514,0,10,0,0,0,32804244,31732292,31622080,2116,170556
2018-05-13_18-13-50.947809421,1526228030.949501973,2018-05-13_18-13-50.953211446,1526228030.954881875,0.99,0.95,0.91,415642,359362,2355,836,938,852,640,643,639,609,942564,0,3867,7796252,2514,0,10,0,0,0,32804244,31732260,31622048,2116,170556
2018-05-13_18-14-20.996448663,1526228060.998182514,2018-05-13_18-14-21.001915748,1526228061.003592161,0.99,0.95,0.91,416966,360506,2358,836,955,852,644,643,639,609,945566,0,3872,7817281,2514,0,10,0,0,0,32804244,31731752,31621540,2116,170556
2018-05-13_18-14-51.045176665,1526228091.046876204,2018-05-13_18-14-51.050587350,1526228091.052254636,1.05,0.97,0.92,418290,361650,2360,836,974,852,644,643,639,609,948566,0,3877,7838313,2514,0,10,0,0,0,32804244,31732148,31621936,2116,170556
2018-05-13_18-15-21.093918101,1526228121.095620160,2018-05-13_18-15-21.099336795,1526228121.101005334,0.98,0.96,0.91,419614,362794,2367,836,978,853,644,643,651,609,951566,0,3884,7859342,2514,0,10,0,0,0,32804244,31732260,31621784,2116,170556
2018-05-13_18-15-51.142649610,1526228151.144350375,2018-05-13_18-15-51.148081888,1526228151.149762643,0.99,0.96,0.92,420938,363938,2375,836,978,853,644,643,666,609,954566,0,3889,7880373,2514,0,10,0,0,0,32804244,31732484,31622272,2116,170556
2018-05-13_18-16-21.191450341,1526228181.193161400,2018-05-13_18-16-21.196903814,1526228181.198568952,0.99,0.97,0.92,422262,365082,2383,836,978,853,644,643,669,621,957567,0,3894,7901403,2514,0,10,0,0,0,32804244,31732368,31622156,2116,170560
2018-05-13_18-16-51.240439464,1526228211.242201284,2018-05-13_18-16-51.246075150,1526228211.247766604,0.99,0.97,0.92,423586,366226,2391,836,978,853,644,643,669,638,960569,0,3900,7922431,2514,0,10,0,0,0,32804244,31719528,31609320,2116,170568
