StartTime,StartEpoch,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-18_14-00-18.667070742,1526644818.669256971,2018-05-18_14-00-18.673478867,1526644818.675341787,0.00,0.10,0.10,2425270918,4424706,16861,0,116081,0,0,0,0,0,734,0,1987,389715,2341,0,6,0,0,0,32804244,31603612,31485152,2116,154664
2018-05-18_14-00-48.721679320,1526644848.723926258,2018-05-18_14-00-48.729036666,1526644848.731238130,0.12,0.13,0.11,47461438218,86978532,318256,0,2134451,0,0,0,0,102280,800,0,3220,411055,2341,0,26,0,0,0,32804244,31605816,31487308,2116,154672
2018-05-18_14-01-18.786223630,1526644878.789173159,2018-05-18_14-01-18.793706824,1526644878.795622617,0.12,0.13,0.11,65897033338,120228078,441471,0,2134451,0,0,0,32306,857722,831,0,3802,433830,2344,0,39,0,0,0,32804244,31591808,31473276,2116,154696
2018-05-18_14-01-48.844409522,1526644908.846429828,2018-05-18_14-01-48.850810817,1526644908.852720285,0.20,0.15,0.12,82627432188,151257324,626608,0,2134451,0,0,0,610356,895129,852,0,4355,456798,2344,0,51,0,0,0,32804244,31591864,31473152,2116,154696
2018-05-18_14-02-18.901150434,1526644938.903339137,2018-05-18_14-02-18.907864650,1526644938.909828280,0.12,0.13,0.12,99582871732,182121936,759998,0,2134451,0,0,0,647286,1538902,875,0,4907,479731,2344,0,59,0,0,0,32804244,31591860,31473344,2116,154696
2018-05-18_14-02-48.957289852,1526644968.959478761,2018-05-18_14-02-48.964144176,1526644968.966050117,0.07,0.12,0.12,116657347622,213736182,874482,0,2134451,0,0,0,1324577,1574056,900,0,5452,502630,2344,0,69,0,0,0,32804244,31592332,31474164,2116,154700
2018-05-18_14-03-19.013451434,1526644999.015678724,2018-05-18_14-03-19.020172929,1526644999.022319374,0.04,0.11,0.11,133674273662,245028588,1016559,0,2134451,0,0,0,1358559,2236587,924,0,5993,525515,2344,0,88,0,0,0,32804244,31591588,31473132,2116,154700
2018-05-18_14-03-49.071300826,1526645029.073624949,2018-05-18_14-03-49.078178496,1526645029.080304693,0.09,0.11,0.12,150715261038,276054234,1152514,0,2134451,0,0,0,2017808,2272452,948,0,6527,548412,2344,0,101,0,0,0,32804244,31591164,31472764,2116,154704
2018-05-18_14-04-19.128385854,1526645059.130373447,2018-05-18_14-04-19.134805623,1526645059.136790292,0.05,0.10,0.11,167697244574,306998220,1239397,0,2134451,0,0,0,2051638,2976447,971,0,7063,571318,2344,0,107,0,0,0,32804244,31602984,31484768,2116,154696
2018-05-18_14-04-49.184668711,1526645089.186632349,2018-05-18_14-04-49.190952509,1526645089.192845575,0.18,0.13,0.12,184757397148,338030226,1354198,0,2134451,37875,0,0,2725569,2976447,992,0,7605,594231,2344,0,117,0,0,0,32804244,31604720,31486000,2116,154696
